us_state,county,poverty_estimate,poverty_percentage
MT,Missoula,"13,748",11.8
MT,Musselshell,758,16.5
MT,Park,"1,940",11.8
MT,Petroleum,72,14.8
MT,Phillips,557,14.3
MT,Pondera,995,17.5
MT,Powder River,227,13.8
MT,Powell,846,16.3
MT,Prairie,138,13.1
MT,Ravalli,"4,859",11.2
MT,Richland,945,8.8
MT,Roosevelt,"2,617",24.3
MT,Rosebud,"1,437",16.3
MT,Sanders,"1,994",16.7
MT,Sheridan,399,12.3
MT,Silver Bow,"5,175",15.3
MT,Stillwater,887,9.3
MT,Sweet Grass,380,10.3
MT,Teton,799,13.5
MT,Toole,650,15.8
MT,Treasure,85,12.2
MT,Valley,932,12.8
MT,Wheatland,377,18.3
MT,Wibaux,106,11.3
MT,Yellowstone,"17,752",11.3
NE,Nebraska,"186,402",9.9
NE,Adams,"3,181",10.6
NE,Antelope,761,12.2
NE,Arthur,63,13.6
NE,Banner,84,11.3
NE,Blaine,74,15.9
NE,Boone,509,10.0
NE,Box Butte,"1,096",10.3
NE,Boyd,263,14.1
NE,Brown,337,11.6
NE,Buffalo,"5,480",11.6
NE,Burt,636,10.1
NE,Butler,644,8.2
NE,Cass,"1,361",5.3
NE,Cedar,707,8.6
NE,Chase,348,9.1
NE,Cherry,601,10.7
NE,Cheyenne,884,10.1
NE,Clay,647,10.6
NE,Colfax,868,8.2
NE,Cuming,774,8.9
NE,Custer,"1,252",11.8
NE,Dakota,"2,083",10.6
NE,Dawes,"1,280",16.4
NE,Dawson,"2,762",11.9
NE,Deuel,201,11.2
NE,Dixon,480,8.7
NE,Dodge,"3,349",9.5
NE,Douglas,"57,105",10.2
NE,Dundy,223,13.4
NE,Fillmore,448,8.5
NE,Franklin,421,14.3
NE,Frontier,321,12.9
NE,Furnas,557,12.2
NE,Gage,"2,363",11.2
NE,Garden,272,15.0
NE,Garfield,231,12.1
NE,Gosper,172,8.9
NE,Grant,60,9.6
NE,Greeley,286,12.5
NE,Hall,"6,123",10.2
NE,Hamilton,593,6.5
NE,Harlan,366,11.0
NE,Hayes,138,15.0
NE,Hitchcock,309,11.3
NE,Holt,"1,098",11.1
NE,Hooker,54,8.2
NE,Howard,641,10.1
NE,Jefferson,655,9.5
NE,Johnson,448,11.2
NE,Kearney,488,7.7
NE,Keith,885,11.1
NE,Keya Paha,152,18.9
NE,Kimball,433,12.2
NE,Knox,986,12.2
NE,Lancaster,"32,535",10.7
NE,Lincoln,"3,682",10.8
NE,Logan,66,8.9
NE,Loup,100,15.2
NE,McPherson,62,12.6
NE,Madison,"3,446",10.2
NE,Merrick,832,11.0
NE,Morrill,598,13.2
NE,Nance,351,10.3
NE,Nemaha,768,11.8
NE,Nuckolls,458,11.2
NE,Otoe,"1,304",8.3
NE,Pawnee,334,13.1
NE,Perkins,269,9.5
NE,Phelps,873,10.0
NE,Pierce,655,9.3
NE,Platte,"2,960",9.0
NE,Polk,354,6.9
NE,Red Willow,"1,231",12.0
NE,Richardson,946,12.3
NE,Rock,184,13.9
NE,Saline,"1,212",9.2
NE,Sarpy,"10,930",5.9
NE,Saunders,"1,462",6.9
NE,Scotts Bluff,"4,494",13.0
NE,Seward,"1,138",7.2
NE,Sheridan,738,14.5
NE,Sherman,362,12.4
NE,Sioux,185,15.9
NE,Stanton,410,7.0
NE,Thayer,527,10.8
NE,Thomas,100,13.9
NE,Thurston,"1,769",24.9
NE,Valley,425,10.4
NE,Washington,"1,386",6.8
NE,Wayne,987,11.8
NE,Webster,414,12.3
NE,Wheeler,96,12.3
NE,York,"1,205",9.4
NV,Nevada,"384,900",12.7
NV,Churchill,"2,871",11.7
NV,Clark,"296,767",13.3
NV,Douglas,"3,930",8.1
NV,Elko,"5,714",11.0
NV,Esmeralda,120,13.8
NV,Eureka,201,9.9
NV,Humboldt,"1,829",11.0
NV,Lander,602,10.9
NV,Lincoln,674,13.8
NV,Lyon,"5,831",10.2
NV,Mineral,708,15.9
NV,Nye,"7,317",16.1
NV,Pershing,864,17.6
NV,Storey,290,7.0
NV,Washoe,"49,598",10.7
NV,White Pine,"1,126",13.7
NV,Carson City,"6,458",12.2
NH,New Hampshire,"98,310",7.5
NH,Belknap,"5,139",8.6
NH,Carroll,"4,370",9.0
NH,Cheshire,"6,977",9.7
NH,Coos,"4,062",13.9
NH,Grafton,"7,601",9.2
NH,Hillsborough,"30,494",7.5
NH,Merrimack,"9,194",6.4
NH,Rockingham,"15,522",5.1
NH,Strafford,"10,645",8.8
NH,Sullivan,"4,305",10.1
NJ,New Jersey,"795,676",9.1
NJ,Atlantic,"29,057",11.3
NJ,Bergen,"52,980",5.7
NJ,Burlington,"24,961",5.7
NJ,Camden,"53,641",10.7
NJ,Cape May,"8,853",9.8
NJ,Cumberland,"19,261",13.8
NJ,Essex,"107,745",13.8
NJ,Gloucester,"21,602",7.5
NJ,Hudson,"90,976",13.7
NJ,Hunterdon,"4,794",4.0
NJ,Mercer,"41,600",11.9
NJ,Middlesex,"68,514",8.5
NJ,Monmouth,"37,725",6.2
NJ,Morris,"25,678",5.3
NJ,Ocean,"53,950",9.0
NJ,Passaic,"65,342",13.3
NJ,Salem,"7,000",11.4
NJ,Somerset,"17,409",5.4
NJ,Sussex,"7,180",5.2
NJ,Union,"50,094",9.1
NJ,Warren,"7,313",7.1
NM,New Mexico,"358,526",17.5
NM,Bernalillo,"103,458",15.5
NM,Catron,723,20.6
NM,Chaves,"11,376",18.1
NM,Cibola,"6,137",25.5
NM,Colfax,"1,961",17.0
NM,Curry,"8,868",18.7
NM,DeBaca,323,18.6
NM,Dona Ana,"50,726",23.8
NM,Eddy,"6,474",11.2
NM,Grant,"4,772",18.1
NM,Guadalupe,874,23.5
NM,Harding,96,15.4
NM,Hidalgo,942,22.9
NM,Lea,"10,399",15.1
NM,Lincoln,"2,657",13.7
NM,Los Alamos,683,3.5
NM,Luna,"5,488",23.8
NM,McKinley,"21,294",30.1
NM,Mora,956,21.2
NM,Otero,"13,054",20.1
NM,Quay,"1,781",21.7
NM,Rio Arriba,"8,542",22.2
NM,Roosevelt,"3,257",18.8
NM,Sandoval,"14,627",10.0
NM,San Juan,"24,358",19.9
NM,San Miguel,"6,239",23.8
NM,Santa Fe,"18,378",12.4
NM,Sierra,"2,899",27.6
NM,Socorro,"4,171",26.0
NM,Taos,"5,922",18.2
NM,Torrance,"3,198",21.6
NM,Union,684,20.3
NM,Valencia,"13,210",17.6
NY,New York,"2,471,760",13.1
NY,Albany,"33,970",11.7
NY,Allegany,"7,491",17.9
NY,Bronx,"361,834",26.2
NY,Broome,"31,962",17.8
NY,Cattaraugus,"10,821",14.7
NY,Cayuga,"10,058",13.8
NY,Chautauqua,"19,896",16.3
NY,Chemung,"11,221",14.1
NY,Chenango,"6,368",13.7
NY,Clinton,"10,950",14.8
NY,Columbia,"5,883",10.1
NY,Cortland,"7,542",17.3
NY,Delaware,"5,290",12.6
NY,Dutchess,"23,693",8.6
NY,Erie,"118,386",13.3
NY,Essex,"4,338",12.4
NY,Franklin,"8,017",18.1
NY,Fulton,"8,533",16.4
NY,Genesee,"5,825",10.5
NY,Greene,"5,589",12.6
NY,Hamilton,433,9.8
NY,Herkimer,"8,235",13.7
NY,Jefferson,"15,168",14.6
NY,Kings,"446,923",17.7
NY,Lewis,"3,208",12.4
NY,Livingston,"7,916",13.8
NY,Madison,"6,488",9.8
NY,Monroe,"90,791",12.7
NY,Montgomery,"7,652",15.9
NY,Nassau,"74,435",5.6
NY,New York,"222,672",14.1
NY,Niagara,"25,407",12.4
NY,Oneida,"31,586",14.6
NY,Onondaga,"61,412",13.8
NY,Ontario,"8,645",8.1
NY,Orange,"46,013",12.3
NY,Orleans,"5,020",13.2
NY,Oswego,"17,530",15.6
NY,Otsego,"8,809",16.2
NY,Putnam,"5,016",5.2
NY,Queens,"245,941",11.0
NY,Rensselaer,"17,506",11.5
NY,Richmond,"42,807",9.1
NY,Rockland,"40,031",12.5
NY,St. Lawrence,"18,348",18.9
NY,Saratoga,"13,482",6.0
NY,Schenectady,"18,363",12.1
NY,Schoharie,"3,600",12.1
NY,Schuyler,"2,763",15.7
NY,Seneca,"4,302",13.7
NY,Steuben,"14,089",15.0
NY,Suffolk,"97,920",6.8
NY,Sullivan,"11,745",16.1
NY,Tioga,"4,485",9.4
NY,Tompkins,"15,079",16.9
NY,Ulster,"20,451",12.0
NY,Warren,"6,399",10.1
NY,Washington,"6,917",11.9
NY,Wayne,"10,093",11.4
NY,Westchester,"79,545",8.4
NY,Wyoming,"3,598",9.9
NY,Yates,"3,271",13.9
NC,North Carolina,"1,383,760",13.6
NC,Alamance,"23,890",14.6
NC,Alexander,"4,193",11.7
NC,Alleghany,"1,862",16.9
NC,Anson,"4,861",21.4
NC,Ashe,"3,946",14.6
NC,Avery,"2,481",16.4
NC,Beaufort,"8,164",17.6
NC,Bertie,"4,256",24.2
NC,Bladen,"6,876",21.2
NC,Brunswick,"14,423",10.2
NC,Buncombe,"31,045",12.2
NC,Burke,"16,123",18.4
NC,Cabarrus,"16,932",7.9
NC,Caldwell,"9,728",12.0
NC,Camden,819,7.6
NC,Carteret,"7,102",10.4
NC,Caswell,"3,438",16.2
NC,Catawba,"20,898",13.3
NC,Chatham,"6,400",8.7
NC,Cherokee,"4,997",17.7
NC,Chowan,"2,528",18.5
NC,Clay,"1,554",14.0
NC,Cleveland,"18,230",19.0
NC,Columbus,"11,654",22.3
NC,Craven,"13,385",13.8
NC,Cumberland,"57,342",18.0
NC,Currituck,"2,419",8.8
NC,Dare,"3,284",8.9
NC,Davidson,"25,099",15.2
NC,Davie,"4,632",10.9
NC,Duplin,"10,288",17.7
NC,Durham,"43,009",14.0
NC,Edgecombe,"10,625",21.0
NC,Forsyth,"56,484",15.2
NC,Franklin,"7,908",11.6
NC,Gaston,"25,710",11.6
NC,Gates,"1,680",14.7
NC,Graham,"1,391",16.8
NC,Granville,"8,313",14.6
NC,Greene,"3,715",20.2
NC,Guilford,"83,004",16.0
NC,Halifax,"11,533",23.8
NC,Harnett,"20,597",15.6
NC,Haywood,"6,536",10.6
NC,Henderson,"12,349",10.6
NC,Hertford,"4,829",23.0
NC,Hoke,"9,149",16.9
NC,Hyde,853,19.2
NC,Iredell,"14,812",8.2
NC,Jackson,"7,661",19.3
NC,Johnston,"25,901",12.5
NC,Jones,"1,747",18.8
NC,Lee,"8,634",14.2
NC,Lenoir,"12,750",23.1
NC,Lincoln,"7,682",9.0
NC,McDowell,"6,048",13.6
NC,Macon,"5,093",14.3
NC,Madison,"3,020",14.6
NC,Martin,"4,589",20.6
NC,Mecklenburg,"112,863",10.3
NC,Mitchell,"2,180",14.8
NC,Montgomery,"4,218",16.1
NC,Moore,"11,254",11.3
NC,Nash,"15,065",16.4
NC,New Hanover,"29,519",13.0
NC,Northampton,"4,042",21.6
NC,Onslow,"22,029",12.5
NC,Orange,"18,446",13.4
NC,Pamlico,"1,899",15.9
NC,Pasquotank,"5,386",14.3
NC,Pender,"7,117",11.5
NC,Perquimans,"2,007",15.0
NC,Person,"5,998",15.4
NC,Pitt,"33,512",19.2
NC,Polk,"2,476",12.1
NC,Randolph,"19,996",14.1
NC,Richmond,"11,234",25.8
NC,Robeson,"39,748",31.5
NC,Rockingham,"16,504",18.4
NC,Rowan,"19,063",13.9
NC,Rutherford,"12,158",18.5
NC,Sampson,"10,471",16.8
NC,Scotland,"9,168",28.5
NC,Stanly,"6,470",10.7
NC,Stokes,"5,844",13.0
NC,Surry,"11,338",16.0
NC,Swain,"2,253",16.1
NC,Transylvania,"4,388",13.1
NC,Tyrrell,861,25.4
NC,Union,"17,281",7.3
NC,Vance,"8,143",18.5
NC,Wake,"87,375",8.0
NC,Warren,"4,083",21.7
NC,Washington,"2,438",21.3
NC,Watauga,"10,793",21.4
NC,Wayne,"22,456",18.6
NC,Wilkes,"10,228",15.2
NC,Wilson,"17,258",21.5
NC,Yadkin,"5,189",13.9
NC,Yancey,"2,537",14.2
ND,North Dakota,"77,327",10.5
ND,Adams,232,10.7
ND,Barnes,977,9.9
ND,Benson,"1,578",23.3
ND,Billings,90,9.7
ND,Bottineau,586,9.7
ND,Bowman,238,8.0
ND,Burke,185,8.8
ND,Burleigh,"6,304",6.9
ND,Cass,"20,189",11.4
ND,Cavalier,336,9.1
ND,Dickey,494,10.6
ND,Divide,239,10.8
ND,Dunn,428,9.8
ND,Eddy,222,10.0
ND,Emmons,434,13.7
ND,Foster,276,8.8
ND,Golden Valley,206,12.1
ND,Grand Forks,"8,769",13.2
ND,Grant,337,14.9
ND,Griggs,207,9.5
ND,Hettinger,290,12.5
ND,Kidder,348,14.1
ND,LaMoure,485,12.2
ND,Logan,237,13.2
ND,McHenry,685,12.1
ND,McIntosh,335,13.9
ND,McKenzie,"1,107",7.4
ND,McLean,876,9.4
ND,Mercer,624,7.7
ND,Morton,"2,416",7.9
ND,Mountrail,"1,000",9.5
ND,Nelson,315,11.2
ND,Oliver,207,10.6
ND,Pembina,583,8.8
ND,Pierce,434,11.6
ND,Ramsey,"1,361",12.3
ND,Ransom,438,8.7
ND,Renville,202,8.9
ND,Richland,"1,904",12.4
ND,Rolette,"3,632",25.9
ND,Sargent,290,7.5
ND,Sheridan,219,16.7
ND,Sioux,"1,333",32.1
ND,Slope,101,13.5
ND,Stark,"2,622",8.5
ND,Steele,139,7.4
ND,Stutsman,"2,064",10.8
ND,Towner,231,10.7
ND,Traill,618,8.0
ND,Walsh,"1,221",11.7
ND,Ward,"5,859",9.0
ND,Wells,464,12.4
ND,Williams,"2,366",6.4
OH,Ohio,"1,474,285",13.0
OH,Adams,"5,200",19.1
OH,Allen,"12,452",12.9
OH,Ashland,"6,407",12.6
OH,Ashtabula,"17,508",18.7
OH,Athens,"14,839",26.6
OH,Auglaize,"3,297",7.3
OH,Belmont,"7,355",11.6
OH,Brown,"5,162",12.1
OH,Butler,"43,439",11.7
OH,Carroll,"2,992",11.3
OH,Champaign,"2,941",7.7
OH,Clark,"18,960",14.6
OH,Clermont,"16,710",8.2
OH,Clinton,"6,041",14.8
OH,Columbiana,"12,955",13.2
OH,Coshocton,"4,517",12.5
OH,Crawford,"6,000",14.7
OH,Cuyahoga,"195,758",16.2
OH,Darke,"6,115",12.1
OH,Defiance,"3,264",8.8
OH,Delaware,"9,863",4.8
OH,Erie,"8,414",11.6
OH,Fairfield,"12,549",8.1
OH,Fayette,"3,777",13.6
OH,Franklin,"172,890",13.5
OH,Fulton,"2,889",6.9
OH,Gallia,"4,790",16.5
OH,Geauga,"5,083",5.5
OH,Greene,"15,932",9.9
OH,Guernsey,"5,946",15.5
OH,Hamilton,"116,077",14.6
OH,Hancock,"6,877",9.3
OH,Hardin,"4,078",13.9
OH,Harrison,"2,133",14.5
OH,Henry,"2,000",7.5
OH,Highland,"6,643",15.6
OH,Hocking,"4,177",15.0
OH,Holmes,"3,952",9.2
OH,Huron,"5,719",10.0
OH,Jackson,"5,491",17.2
OH,Jefferson,"10,733",17.1
OH,Knox,"6,664",11.3
OH,Lake,"18,914",8.3
OH,Lawrence,"9,482",16.2
OH,Licking,"16,038",9.3
OH,Logan,"4,751",10.5
OH,Lorain,"41,735",13.9
OH,Lucas,"75,402",18.0
OH,Madison,"3,808",9.6
OH,Mahoning,"40,346",18.4
OH,Marion,"8,736",14.8
OH,Medina,"9,739",5.5
OH,Meigs,"3,570",15.8
OH,Mercer,"2,710",6.7
OH,Miami,"9,324",8.8
OH,Monroe,"1,881",14.0
OH,Montgomery,"78,917",15.3
OH,Morgan,"2,236",15.7
OH,Morrow,"2,967",8.5
OH,Muskingum,"12,866",15.3
OH,Noble,"1,657",14.2
OH,Ottawa,"3,215",8.1
OH,Paulding,"1,816",9.8
OH,Perry,"5,333",15.0
OH,Pickaway,"6,177",11.5
OH,Pike,"5,191",19.1
OH,Portage,"18,371",11.9
OH,Preble,"3,602",8.9
OH,Putnam,"2,397",7.2
OH,Richland,"15,313",13.5
OH,Ross,"10,803",15.2
OH,Sandusky,"5,489",9.6
OH,Scioto,"15,739",21.9
OH,Seneca,"6,338",12.1
OH,Shelby,"4,374",9.1
OH,Stark,"46,938",13.0
OH,Summit,"75,226",14.2
OH,Trumbull,"29,809",15.4
OH,Tuscarawas,"10,162",11.2
OH,Union,"3,033",5.4
OH,Van Wert,"2,359",8.5
OH,Vinton,"2,417",18.7
OH,Warren,"10,308",4.5
OH,Washington,"6,395",11.0
OH,Wayne,"11,062",9.9
OH,Williams,"3,324",9.3
OH,Wood,"13,819",11.2
OH,Wyandot,"1,609",7.5
OK,Oklahoma,"578,631",15.1
OK,Adair,"5,192",23.6
OK,Alfalfa,735,15.8
OK,Atoka,"2,493",19.2
OK,Beaver,557,10.6
OK,Beckham,"4,131",20.8
OK,Blaine,"1,387",14.9
OK,Bryan,"8,070",17.3
OK,Caddo,"5,502",20.6
OK,Canadian,"11,747",8.1
OK,Carter,"6,760",14.3
OK,Cherokee,"10,049",21.4
OK,Choctaw,"3,247",22.5
OK,Cimarron,379,17.8
OK,Cleveland,"31,942",11.7
OK,Coal,978,18.1
OK,Comanche,"19,406",17.6
OK,Cotton,"1,042",18.6
OK,Craig,"2,434",18.2
OK,Creek,"9,655",13.7
OK,Custer,"4,327",15.8
OK,Delaware,"7,437",17.5
OK,Dewey,553,11.6
OK,Ellis,494,13.0
OK,Garfield,"7,520",12.7
OK,Garvin,"4,267",15.6
OK,Grady,"6,604",12.1
OK,Grant,474,11.2
OK,Greer,"1,102",24.1
OK,Harmon,604,23.7
OK,Harper,403,11.1
OK,Haskell,"2,525",20.2
OK,Hughes,"2,511",21.4
OK,Jackson,"4,113",17.3
OK,Jefferson,"1,218",20.8
OK,Johnston,"2,261",21.0
OK,Kay,"6,812",16.1
OK,Kingfisher,"1,389",8.9
OK,Kiowa,"1,864",21.9
OK,Latimer,"1,753",18.5
OK,Le Flore,"9,848",20.5
OK,Lincoln,"4,799",13.9
OK,Logan,"5,729",12.4
OK,Love,"1,356",13.4
OK,McClain,"2,869",7.1
OK,McCurtain,"7,079",21.9
OK,McIntosh,"3,801",19.7
OK,Major,"1,005",13.4
OK,Marshall,"3,030",18.2
OK,Mayes,"7,166",17.7
OK,Murray,"2,049",14.9
OK,Muskogee,"14,622",22.7
OK,Noble,"1,346",12.3
OK,Nowata,"1,484",15.0
OK,Okfuskee,"3,010",27.4
OK,Oklahoma,"116,741",14.9
OK,Okmulgee,"6,916",18.7
OK,Osage,"6,758",14.9
OK,Ottawa,"5,569",18.5
OK,Pawnee,"2,449",15.2
OK,Payne,"16,969",23.0
OK,Pittsburg,"8,136",19.7
OK,Pontotoc,"5,087",13.9
OK,Pottawatomie,"10,272",14.8
OK,Pushmataha,"2,613",23.9
OK,Roger Mills,478,13.4
OK,Rogers,"9,458",10.4
OK,Seminole,"5,192",22.0
OK,Sequoyah,"8,864",21.6
OK,Stephens,"6,272",14.8
OK,Texas,"2,844",14.7
OK,Tillman,"1,420",20.4
OK,Tulsa,"91,457",14.3
OK,Wagoner,"6,639",8.2
OK,Washington,"6,540",12.9
OK,Washita,"1,343",12.6
OK,Woods,"1,179",15.2
OK,Woodward,"2,306",12.2
OR,Oregon,"474,302",11.5
OR,Baker,"2,139",13.6
OR,Benton,"14,418",16.5
OR,Clackamas,"29,818",7.2
OR,Clatsop,"4,779",12.0
OR,Columbia,"4,444",8.6
OR,Coos,"9,867",15.6
OR,Crook,"2,627",10.9
OR,Curry,"3,054",13.4
OR,Deschutes,"18,047",9.2
OR,Douglas,"12,949",11.8
OR,Gilliam,204,10.9
OR,Grant,"1,088",15.3
OR,Harney,"1,031",14.2
OR,Hood River,"1,943",8.4
OR,Jackson,"29,613",13.6
OR,Jefferson,"3,546",15.0
OR,Josephine,"13,663",15.9
OR,Klamath,"11,225",16.7
OR,Lake,"1,259",17.0
OR,Lane,"52,146",13.9
OR,Lincoln,"7,208",14.6
OR,Linn,"16,161",12.6
OR,Malheur,"5,732",21.0
OR,Marion,"41,154",12.2
OR,Morrow,"1,465",12.7
OR,Multnomah,"95,902",12.0
OR,Polk,"7,949",9.4
OR,Sherman,222,12.5
OR,Tillamook,"3,182",12.0
OR,Umatilla,"10,260",13.9
OR,Union,"3,513",13.6
OR,Wallowa,875,12.3
OR,Wasco,"3,174",12.2
OR,Washington,"48,575",8.2
OR,Wheeler,231,17.7
OR,Yamhill,"10,838",10.6
PA,Pennsylvania,"1,481,193",12.0
PA,Adams,"7,548",7.6
PA,Allegheny,"127,238",10.8
PA,Armstrong,"7,076",11.1
PA,Beaver,"18,879",11.7
PA,Bedford,"4,928",10.4
PA,Berks,"41,916",10.2
PA,Blair,"17,657",14.9
PA,Bradford,"8,527",14.3
PA,Bucks,"35,075",5.7
PA,Butler,"14,280",7.8
PA,Cambria,"18,583",14.9
PA,Cameron,613,14.0
PA,Carbon,"6,198",9.8
PA,Centre,"22,610",15.9
PA,Chester,"30,184",5.9
PA,Clarion,"5,162",14.1
PA,Clearfield,"10,064",13.7
PA,Clinton,"4,898",13.4
PA,Columbia,"8,996",14.7
PA,Crawford,"10,129",12.6
PA,Cumberland,"17,269",7.2
PA,Dauphin,"30,942",11.3
PA,Delaware,"54,091",9.9
PA,Elk,"2,902",9.8
PA,Erie,"42,666",16.6
PA,Fayette,"21,995",17.5
PA,Forest,"1,196",26.0
PA,Franklin,"12,313",8.1
PA,Fulton,"1,749",12.2
PA,Greene,"4,708",14.2
PA,Huntingdon,"5,212",13.0
PA,Indiana,"11,048",14.0
PA,Jefferson,"6,962",16.4
PA,Juniata,"2,538",10.4
PA,Lackawanna,"28,812",14.2
PA,Lancaster,"55,968",10.5
PA,Lawrence,"10,271",12.3
PA,Lebanon,"14,381",10.4
PA,Lehigh,"41,397",11.5
PA,Luzerne,"46,326",15.2
PA,Lycoming,"14,642",13.6
PA,Mc Kean,"5,487",14.6
PA,Mercer,"13,469",13.1
PA,Mifflin,"6,036",13.3
PA,Monroe,"20,201",12.2
PA,Montgomery,"48,819",6.0
PA,Montour,"1,598",9.1
PA,Northampton,"23,228",7.9
PA,Northumberland,"11,561",13.3
PA,Perry,"4,066",8.9
PA,Philadelphia,"352,748",23.0
PA,Pike,"5,054",9.2
PA,Potter,"1,904",11.7
PA,Schuylkill,"15,767",11.7
PA,Snyder,"3,881",10.3
PA,Somerset,"8,552",12.5
PA,Sullivan,762,12.9
PA,Susquehanna,"4,507",11.3
PA,Tioga,"5,254",13.4
PA,Union,"4,334",12.0
PA,Venango,"6,213",12.5
PA,Warren,"5,153",13.5
PA,Washington,"19,860",9.9
PA,Wayne,"5,867",12.4
PA,Westmoreland,"35,870",10.5
PA,Wyoming,"2,573",9.9
PA,York,"40,477",9.2
RI,Rhode Island,"118,095",11.6
RI,Bristol,"3,110",6.8
RI,Kent,"13,152",8.1
RI,Newport,"6,666",8.5
RI,Providence,"85,644",14.0
RI,Washington,"9,524",8.0
SC,South Carolina,"695,259",13.9
SC,Abbeville,"3,508",14.8
SC,Aiken,"21,071",12.5
SC,Allendale,"2,313",30.2
SC,Anderson,"25,717",12.9
SC,Bamberg,"3,226",24.2
SC,Barnwell,"5,115",24.9
SC,Beaufort,"18,979",10.2
SC,Berkeley,"23,953",10.7
SC,Calhoun,"2,613",18.2
SC,Charleston,"46,853",11.7
SC,Cherokee,"8,951",16.0
SC,Chester,"5,651",17.7
SC,Chesterfield,"8,937",19.9
SC,Clarendon,"8,053",25.1
SC,Colleton,"7,823",21.0
SC,Darlington,"12,767",19.6
SC,Dillon,"8,022",26.8
SC,Dorchester,"14,871",9.3
SC,Edgefield,"3,839",15.7
SC,Fairfield,"4,198",19.1
SC,Florence,"22,950",17.0
SC,Georgetown,"10,842",17.5
SC,Greenville,"54,815",10.7
SC,Greenwood,"12,277",18.0
SC,Hampton,"4,136",23.2
SC,Horry,"44,197",12.7
SC,Jasper,"4,941",17.2
SC,Kershaw,"9,088",13.8
SC,Lancaster,"11,258",11.8
SC,Laurens,"12,447",19.1
SC,Lee,"3,890",25.4
SC,Lexington,"35,210",11.9
SC,McCormick,"1,533",18.1
SC,Marion,"7,562",24.9
SC,Marlboro,"6,750",28.9
SC,Newberry,"5,198",14.0
SC,Oconee,"10,268",13.1
SC,Orangeburg,"21,821",26.3
SC,Pickens,"18,055",15.3
SC,Richland,"62,567",16.2
SC,Saluda,"3,247",16.1
SC,Spartanburg,"40,129",12.9
SC,Sumter,"18,444",17.8
SC,Union,"5,347",19.9
SC,Williamsburg,"8,148",27.8
SC,York,"23,679",8.6
SD,South Dakota,"101,371",11.9
SD,Aurora,271,10.2
SD,Beadle,"2,317",12.9
SD,Bennett,"1,051",31.6
SD,Bon Homme,767,14.1
SD,Brookings,"3,767",11.9
SD,Brown,"3,526",9.4
SD,Brule,654,12.6
SD,Buffalo,775,39.8
SD,Butte,"1,326",12.9
SD,Campbell,143,10.5
SD,Charles Mix,"1,873",21.2
SD,Clark,421,12.1
SD,Clay,"2,264",19.0
SD,Codington,"2,691",9.7
SD,Corson,"1,640",40.3
SD,Custer,834,9.6
SD,Davison,"2,227",11.7
SD,Day,698,13.2
SD,Deuel,372,8.7
SD,Dewey,"1,615",27.6
SD,Douglas,312,11.2
SD,Edmunds,388,10.7
SD,Fall River,901,13.9
SD,Faulk,329,15.7
SD,Grant,640,9.1
SD,Gregory,637,15.5
SD,Haakon,212,11.4
SD,Hamlin,531,8.9
SD,Hand,322,10.3
SD,Hanson,260,7.9
SD,Harding,151,11.9
SD,Hughes,"1,491",8.9
SD,Hutchinson,708,10.5
SD,Hyde,145,11.5
SD,Jackson,988,29.9
SD,Jerauld,310,16.3
SD,Jones,116,12.9
SD,Kingsbury,409,8.5
SD,Lake,"1,150",9.5
SD,Lawrence,"3,105",12.4
SD,Lincoln,"2,312",3.8
SD,Lyman,786,21.1
SD,McCook,493,9.2
SD,McPherson,428,19.5
SD,Marshall,557,11.8
SD,Meade,"2,400",8.7
SD,Mellette,668,33.3
SD,Miner,227,10.5
SD,Minnehaha,"16,209",8.7
SD,Moody,564,8.7
SD,Oglala Lakota,"5,653",40.1
SD,Pennington,"13,383",12.0
SD,Perkins,409,14.5
SD,Potter,217,10.4
SD,Roberts,"1,993",19.6
SD,Sanborn,282,12.6
SD,Spink,698,11.5
SD,Stanley,238,7.7
SD,Sully,114,8.2
SD,Todd,"4,388",43.4
SD,Tripp,995,18.8
SD,Turner,827,10.1
SD,Union,999,6.3
SD,Walworth,796,15.1
SD,Yankton,"2,088",10.1
SD,Ziebach,"1,310",47.7
TN,Tennessee,"919,850",13.8
TN,Anderson,"11,559",15.3
TN,Bedford,"6,825",13.9
TN,Benton,"2,792",17.6
TN,Bledsoe,"3,366",27.3
TN,Blount,"13,649",10.5
TN,Bradley,"15,228",14.5
TN,Campbell,"8,565",21.9
TN,Cannon,"1,875",13.0
TN,Carroll,"4,456",16.8
TN,Carter,"10,664",19.3
TN,Cheatham,"3,849",9.6
TN,Chester,"2,374",14.8
TN,Claiborne,"6,021",19.7
TN,Clay,"1,514",20.1
TN,Cocke,"8,117",22.8
TN,Coffee,"8,000",14.4
TN,Crockett,"2,213",15.8
TN,Cumberland,"7,929",13.3
TN,Davidson,"84,547",12.6
TN,Decatur,"1,827",16.0
TN,DeKalb,"3,624",18.0
TN,Dickson,"5,353",10.1
TN,Dyer,"6,298",17.3
TN,Fayette,"4,527",11.2
TN,Fentress,"3,799",20.9
TN,Franklin,"5,557",13.9
TN,Gibson,"6,834",14.3
TN,Giles,"3,834",13.4
TN,Grainger,"3,939",17.1
TN,Greene,"10,706",15.9
TN,Grundy,"2,810",21.4
TN,Hamblen,"9,165",14.4
TN,Hamilton,"45,523",12.7
TN,Hancock,"1,701",26.4
TN,Hardeman,"4,070",19.2
TN,Hardin,"4,413",17.5
TN,Hawkins,"10,113",18.1
