us_state,county,poverty_estimate,poverty_percentage
IA,Carroll,"1,631",8.2
IA,Cass,"1,798",14.3
IA,Cedar,"1,433",7.8
IA,Cerro Gordo,"3,504",8.5
IA,Cherokee,"1,105",10.2
IA,Chickasaw,"1,012",8.5
IA,Clarke,"1,078",11.7
IA,Clay,"1,627",10.3
IA,Clayton,"1,910",11.0
IA,Clinton,"6,009",13.1
IA,Crawford,"2,074",12.5
IA,Dallas,"3,956",4.3
IA,Davis,"1,021",11.5
IA,Decatur,"1,309",18.3
IA,Delaware,"1,450",8.6
IA,Des Moines,"5,703",14.9
IA,Dickinson,"1,192",7.0
IA,Dubuque,"10,030",10.7
IA,Emmet,999,11.4
IA,Fayette,"2,489",13.2
IA,Floyd,"1,802",11.7
IA,Franklin,"1,105",11.2
IA,Fremont,789,11.6
IA,Greene,986,11.2
IA,Grundy,659,5.5
IA,Guthrie,929,8.8
IA,Hamilton,"1,320",9.1
IA,Hancock,945,9.0
IA,Hardin,"1,689",10.6
IA,Harrison,"1,206",8.7
IA,Henry,"2,142",11.7
IA,Howard,865,9.6
IA,Humboldt,"1,010",10.8
IA,Ida,704,10.5
IA,Iowa,"1,056",6.7
IA,Jackson,"2,362",12.3
IA,Jasper,"2,968",8.4
IA,Jefferson,"2,386",14.2
IA,Johnson,"22,937",16.0
IA,Jones,"1,844",9.5
IA,Keokuk,"1,150",11.4
IA,Kossuth,"1,506",10.3
IA,Lee,"4,859",15.0
IA,Linn,"24,600",11.1
IA,Louisa,999,9.2
IA,Lucas,"1,263",14.9
IA,Lyon,858,7.4
IA,Madison,"1,114",6.9
IA,Mahaska,"2,316",10.8
IA,Marion,"2,636",8.2
IA,Marshall,"4,947",13.0
IA,Mills,"1,283",8.8
IA,Mitchell,961,9.3
IA,Monona,"1,028",12.3
IA,Monroe,811,10.7
IA,Montgomery,"1,279",13.2
IA,Muscatine,"4,249",10.1
IA,O'Brien,"1,365",10.1
IA,Osceola,544,9.3
IA,Page,"2,020",14.9
IA,Palo Alto,952,11.1
IA,Plymouth,"1,796",7.2
IA,Pocahontas,654,10.1
IA,Polk,"48,468",10.1
IA,Pottawattamie,"10,002",11.0
IA,Poweshiek,"1,951",11.6
IA,Ringgold,713,15.1
IA,Sac,903,9.5
IA,Scott,"20,016",11.8
IA,Shelby,970,8.7
IA,Sioux,"2,272",7.0
IA,Story,"13,727",15.8
IA,Tama,"2,168",13.1
IA,Taylor,753,12.5
IA,Union,"1,433",12.1
IA,Van Buren,895,12.8
IA,Wapello,"4,842",14.2
IA,Warren,"3,621",7.3
IA,Washington,"1,971",9.1
IA,Wayne,"1,211",19.1
IA,Webster,"4,005",12.1
IA,Winnebago,"1,011",10.2
IA,Winneshiek,"1,549",8.6
IA,Woodbury,"12,882",12.8
IA,Worth,711,9.8
IA,Wright,"1,364",11.0
KS,Kansas,"319,931",11.3
KS,Allen,"2,067",17.3
KS,Anderson,982,12.7
KS,Atchison,"2,051",13.8
KS,Barber,593,13.6
KS,Barton,"3,345",13.4
KS,Bourbon,"2,185",15.6
KS,Brown,"1,454",15.4
KS,Butler,"5,460",8.5
KS,Chase,285,11.4
KS,Chautauqua,518,16.4
KS,Cherokee,"3,016",15.4
KS,Cheyenne,301,11.6
KS,Clark,238,12.4
KS,Clay,780,10.0
KS,Cloud,"1,123",13.5
KS,Coffey,903,11.2
KS,Comanche,187,11.6
KS,Cowley,"4,416",13.5
KS,Crawford,"6,828",18.5
KS,Decatur,361,13.2
KS,Dickinson,"1,764",9.8
KS,Doniphan,810,11.4
KS,Douglas,"17,127",15.1
KS,Edwards,322,11.7
KS,Elk,481,19.4
KS,Ellis,"3,596",13.1
KS,Ellsworth,490,9.6
KS,Finney,"4,647",13.0
KS,Ford,"4,522",13.8
KS,Franklin,"2,594",10.4
KS,Geary,"3,586",11.7
KS,Gove,246,9.6
KS,Graham,288,11.8
KS,Grant,743,10.5
KS,Gray,448,7.6
KS,Greeley,131,10.9
KS,Greenwood,873,14.9
KS,Hamilton,332,13.1
KS,Harper,751,14.2
KS,Harvey,"3,058",9.3
KS,Haskell,379,9.7
KS,Hodgeman,184,10.4
KS,Jackson,"1,410",10.9
KS,Jefferson,"1,456",7.8
KS,Jewell,369,13.0
KS,Johnson,"31,666",5.3
KS,Kearny,389,10.4
KS,Kingman,783,11.3
KS,Kiowa,281,12.1
KS,Labette,"3,027",15.8
KS,Lane,157,10.3
KS,Leavenworth,"6,255",8.3
KS,Lincoln,350,12.1
KS,Linn,"1,148",12.0
KS,Logan,274,10.0
KS,Lyon,"4,790",15.1
KS,McPherson,"1,991",7.2
KS,Marion,"1,191",10.7
KS,Marshall,896,9.4
KS,Meade,380,9.7
KS,Miami,"2,294",6.8
KS,Mitchell,630,11.1
KS,Montgomery,"4,807",15.7
KS,Morris,582,10.5
KS,Morton,292,11.7
KS,Nemaha,872,8.8
KS,Neosho,"2,426",15.7
KS,Ness,283,10.6
KS,Norton,527,11.6
KS,Osage,"2,231",14.2
KS,Osborne,445,13.5
KS,Ottawa,553,9.9
KS,Pawnee,755,14.0
KS,Phillips,565,11.0
KS,Pottawatomie,"1,735",7.2
KS,Pratt,981,11.2
KS,Rawlins,352,14.2
KS,Reno,"7,882",13.4
KS,Republic,553,12.2
KS,Rice,"1,042",11.8
KS,Riley,"13,334",20.9
KS,Rooks,509,10.5
KS,Rush,362,12.2
KS,Russell,974,14.4
KS,Saline,"6,514",12.3
KS,Scott,372,7.9
KS,Sedgwick,"64,061",12.6
KS,Seward,"2,969",14.2
KS,Shawnee,"16,817",9.8
KS,Sheridan,294,11.8
KS,Sherman,725,12.5
KS,Smith,407,11.6
KS,Stafford,559,13.7
KS,Stanton,206,10.6
KS,Stevens,524,9.7
KS,Sumner,"2,542",11.4
KS,Thomas,670,9.1
KS,Trego,295,10.8
KS,Wabaunsee,472,6.9
KS,Wallace,181,12.1
KS,Washington,502,9.5
KS,Wichita,230,11.0
KS,Wilson,"1,110",13.3
KS,Woodson,440,14.3
KS,Wyandotte,"33,777",20.6
KY,Kentucky,"692,875",16.0
KY,Adair,"3,832",21.4
KY,Allen,"3,543",16.8
KY,Anderson,"2,294",10.2
KY,Ballard,"1,195",15.5
KY,Barren,"8,697",20.1
KY,Bath,"2,397",19.4
KY,Bell,"7,569",30.3
KY,Boone,"9,435",7.1
KY,Bourbon,"2,736",14.1
KY,Boyd,"9,186",20.6
KY,Boyle,"4,119",15.5
KY,Bracken,"1,156",14.1
KY,Breathitt,"3,609",29.2
KY,Breckinridge,"3,675",18.3
KY,Bullitt,"6,294",7.8
KY,Butler,"2,261",18.0
KY,Caldwell,"1,982",15.8
KY,Calloway,"5,875",16.5
KY,Campbell,"9,833",10.9
KY,Carlisle,725,15.5
KY,Carroll,"1,569",15.2
KY,Carter,"5,207",20.0
KY,Casey,"3,938",25.2
KY,Christian,"12,219",18.9
KY,Clark,"4,627",13.0
KY,Clay,"5,905",32.6
KY,Clinton,"2,353",23.4
KY,Crittenden,"1,646",19.2
KY,Cumberland,"1,492",23.0
KY,Daviess,"15,213",15.4
KY,Edmonson,"1,925",16.0
KY,Elliott,"1,775",27.7
KY,Estill,"3,161",22.7
KY,Fayette,"47,657",15.4
KY,Fleming,"3,065",21.1
KY,Floyd,"9,632",27.4
KY,Franklin,"5,680",11.5
KY,Fulton,"1,412",25.6
KY,Gallatin,"1,167",13.3
KY,Garrard,"2,741",15.7
KY,Grant,"3,256",13.3
KY,Graves,"6,551",17.9
KY,Grayson,"5,175",20.3
KY,Green,"2,010",18.6
KY,Greenup,"5,490",15.9
KY,Hancock,"1,055",12.2
KY,Hardin,"11,476",10.7
KY,Harlan,"7,918",31.1
KY,Harrison,"2,845",15.3
KY,Hart,"3,767",20.1
KY,Henderson,"7,172",16.3
KY,Henry,"2,337",14.7
KY,Hickman,703,16.9
KY,Hopkins,"7,829",18.1
KY,Jackson,"3,655",27.8
KY,Jefferson,"106,552",14.2
KY,Jessamine,"5,744",11.0
KY,Johnson,"5,575",25.8
KY,Kenton,"18,352",11.2
KY,Knott,"4,291",30.5
KY,Knox,"9,538",31.5
KY,Larue,"2,160",15.4
KY,Laurel,"12,793",21.4
KY,Lawrence,"3,546",23.4
KY,Lee,"2,220",34.9
KY,Leslie,"3,106",32.3
KY,Letcher,"6,158",28.9
KY,Lewis,"3,036",23.2
KY,Lincoln,"4,770",19.7
KY,Livingston,"1,110",12.2
KY,Logan,"4,080",15.3
KY,Lyon,"1,015",14.5
KY,McCracken,"9,947",15.5
KY,McCreary,"5,319",34.5
KY,McLean,"1,268",14.0
KY,Madison,"15,284",17.7
KY,Magoffin,"3,528",29.4
KY,Marion,"3,148",16.8
KY,Marshall,"3,596",11.8
KY,Martin,"3,353",34.4
KY,Mason,"2,619",15.7
KY,Meade,"3,206",11.4
KY,Menifee,"1,661",26.1
KY,Mercer,"2,990",13.8
KY,Metcalfe,"2,241",22.6
KY,Monroe,"2,263",21.7
KY,Montgomery,"4,373",15.8
KY,Morgan,"2,997",26.5
KY,Muhlenberg,"5,425",18.8
KY,Nelson,"4,773",10.5
KY,Nicholas,"1,236",17.3
KY,Ohio,"3,672",15.6
KY,Oldham,"3,070",4.9
KY,Owen,"1,703",15.7
KY,Owsley,"1,528",35.5
KY,Pendleton,"1,791",12.4
KY,Perry,"6,080",24.2
KY,Pike,"13,523",24.0
KY,Powell,"2,593",21.5
KY,Pulaski,"14,392",22.5
KY,Robertson,450,22.0
KY,Rockcastle,"3,425",21.0
KY,Rowan,"4,976",23.3
KY,Russell,"3,990",22.6
KY,Scott,"4,795",8.6
KY,Shelby,"4,449",9.4
KY,Simpson,"2,264",12.5
KY,Spencer,"1,403",7.3
KY,Taylor,"3,997",16.4
KY,Todd,"2,060",17.1
KY,Trigg,"2,119",14.6
KY,Trimble,996,11.9
KY,Union,"2,455",17.3
KY,Warren,"19,308",15.4
KY,Washington,"1,723",14.4
KY,Wayne,"4,736",23.8
KY,Webster,"2,032",16.3
KY,Whitley,"7,763",22.6
KY,Wolfe,"2,108",30.1
KY,Woodford,"2,162",8.3
LA,Louisiana,"847,739",18.8
LA,Acadia,"12,365",20.3
LA,Allen,"4,610",21.6
LA,Ascension,"12,011",9.6
LA,Assumption,"4,071",18.8
LA,Avoyelles,"8,980",24.4
LA,Beauregard,"5,167",14.3
LA,Bienville,"3,137",24.4
LA,Bossier,"20,339",16.4
LA,Caddo,"56,480",24.1
LA,Calcasieu,"37,742",18.9
LA,Caldwell,"1,818",19.5
LA,Cameron,949,13.7
LA,Catahoula,"2,275",26.4
LA,Claiborne,"4,135",32.5
LA,Concordia,"4,873",27.5
LA,De Soto,"4,898",18.0
LA,East Baton Rouge,"76,011",17.7
LA,East Carroll,"2,221",38.4
LA,East Feliciana,"3,130",18.7
LA,Evangeline,"9,115",28.6
LA,Franklin,"4,990",25.8
LA,Grant,"3,610",18.6
LA,Iberia,"15,059",21.9
LA,Iberville,"5,370",18.7
LA,Jackson,"2,827",19.2
LA,Jefferson,"62,709",14.6
LA,Jefferson Davis,"5,877",19.1
LA,Lafayette,"39,646",16.6
LA,Lafourche,"16,755",17.5
LA,La Salle,"2,300",16.9
LA,Lincoln,"12,361",29.5
LA,Livingston,"16,700",12.0
LA,Madison,"3,855",41.1
LA,Morehouse,"7,449",31.0
LA,Natchitoches,"7,047",19.6
LA,Orleans,"88,917",23.5
LA,Ouachita,"35,315",23.9
LA,Plaquemines,"3,450",15.1
LA,Pointe Coupee,"4,312",20.0
LA,Rapides,"23,052",18.3
LA,Red River,"1,970",23.9
LA,Richland,"4,810",25.1
LA,Sabine,"4,296",18.4
LA,St. Bernard,"8,967",19.2
LA,St. Charles,"5,824",11.1
LA,St. Helena,"1,952",19.6
LA,St. James,"3,455",16.6
LA,St. John the Baptist,"6,780",16.0
LA,St. Landry,"18,256",22.6
LA,St. Martin,"9,811",18.7
LA,St. Mary,"11,532",23.8
LA,St. Tammany,"29,707",11.5
LA,Tangipahoa,"28,408",21.7
LA,Tensas,"1,247",28.9
LA,Terrebonne,"20,691",19.0
LA,Union,"4,187",19.4
LA,Vermilion,"10,017",17.0
LA,Vernon,"6,850",15.3
LA,Washington,"11,062",24.9
LA,Webster,"10,967",29.6
LA,West Baton Rouge,"3,734",14.4
LA,West Carroll,"2,177",21.0
LA,West Feliciana,"2,261",22.1
LA,Winn,"2,852",23.4
ME,Maine,"141,566",10.9
ME,Androscoggin,"10,871",10.4
ME,Aroostook,"10,052",15.5
ME,Cumberland,"22,333",7.8
ME,Franklin,"3,653",12.6
ME,Hancock,"5,695",10.6
ME,Kennebec,"13,605",11.5
ME,Knox,"4,174",10.9
ME,Lincoln,"3,727",11.0
ME,Oxford,"7,414",13.0
ME,Penobscot,"17,894",12.4
ME,Piscataquis,"2,717",16.5
ME,Sagadahoc,"3,054",8.6
ME,Somerset,"9,059",18.3
ME,Waldo,"5,318",13.7
ME,Washington,"6,009",19.6
ME,York,"15,990",7.9
MD,Maryland,"537,717",9.1
MD,Allegany,"10,038",16.0
MD,Anne Arundel,"32,641",5.8
MD,Baltimore,"71,496",8.9
MD,Calvert,"5,216",5.7
MD,Caroline,"3,990",12.1
MD,Carroll,"8,359",5.1
MD,Cecil,"10,469",10.3
MD,Charles,"10,268",6.4
MD,Dorchester,"5,160",16.4
MD,Frederick,"14,538",5.7
MD,Garrett,"3,644",12.8
MD,Harford,"16,851",6.7
MD,Howard,"16,216",5.0
MD,Kent,"2,242",12.4
MD,Montgomery,"75,836",7.3
MD,Prince George's,"76,853",8.7
MD,Queen Anne's,"2,967",6.0
MD,St. Mary's,"8,494",7.7
MD,Somerset,"4,775",23.6
MD,Talbot,"3,210",8.7
MD,Washington,"17,545",12.3
MD,Wicomico,"15,845",16.0
MD,Worcester,"5,103",9.9
MD,Baltimore city,"115,961",20.4
MA,Massachusetts,"631,551",9.5
MA,Barnstable,"13,595",6.5
MA,Berkshire,"13,321",11.2
MA,Bristol,"62,413",11.3
MA,Dukes,"1,249",7.3
MA,Essex,"68,255",8.8
MA,Franklin,"6,403",9.3
MA,Hampden,"62,331",13.8
MA,Hampshire,"15,342",11.1
MA,Middlesex,"108,177",6.9
MA,Nantucket,620,5.5
MA,Norfolk,"40,148",5.8
MA,Plymouth,"37,885",7.4
MA,Suffolk,"126,266",16.7
MA,Worcester,"75,546",9.4
MI,Michigan,"1,264,445",12.9
MI,Alcona,"1,846",18.0
MI,Alger,"1,020",12.6
MI,Allegan,"12,648",10.8
MI,Alpena,"3,894",13.9
MI,Antrim,"2,216",9.6
MI,Arenac,"2,528",17.2
MI,Baraga,984,13.7
MI,Barry,"4,749",7.8
MI,Bay,"13,645",13.4
MI,Benzie,"1,685",9.6
MI,Berrien,"23,806",15.9
MI,Branch,"5,462",13.2
MI,Calhoun,"18,085",13.9
MI,Cass,"7,558",14.8
MI,Charlevoix,"2,510",9.7
MI,Cheboygan,"3,716",14.9
MI,Chippewa,"5,966",18.3
MI,Clare,"5,982",19.6
MI,Clinton,"6,164",7.8
MI,Crawford,"1,933",14.0
MI,Delta,"4,844",13.8
MI,Dickinson,"2,457",9.9
MI,Eaton,"8,093",7.5
MI,Emmet,"3,029",9.2
MI,Genesee,"66,557",16.6
MI,Gladwin,"3,401",13.5
MI,Gogebic,"2,325",17.1
MI,Grand Traverse,"6,638",7.2
MI,Gratiot,"5,035",14.3
MI,Hillsdale,"6,771",15.3
MI,Houghton,"4,828",14.7
MI,Huron,"4,190",13.7
MI,Ingham,"47,655",17.3
MI,Ionia,"6,792",11.5
MI,Iosco,"3,495",14.2
MI,Iron,"1,473",13.7
MI,Isabella,"14,755",22.9
MI,Jackson,"20,500",13.7
MI,Kalamazoo,"34,247",13.3
MI,Kalkaska,"2,478",13.9
MI,Kent,"72,323",11.2
MI,Keweenaw,217,10.3
MI,Lake,"2,342",20.2
MI,Lapeer,"8,674",10.1
MI,Leelanau,"1,541",7.1
MI,Lenawee,"11,037",11.8
MI,Livingston,"8,415",4.4
MI,Luce,969,19.2
MI,Mackinac,"1,507",14.1
MI,Macomb,"74,273",8.6
MI,Manistee,"2,862",12.3
MI,Marquette,"7,321",11.8
MI,Mason,"3,992",13.9
MI,Mecosta,"7,976",19.9
MI,Menominee,"3,029",13.5
MI,Midland,"7,920",9.7
MI,Missaukee,"1,633",10.9
MI,Monroe,"15,223",10.2
MI,Montcalm,"7,559",12.4
MI,Montmorency,"1,321",14.4
MI,Muskegon,"22,745",13.5
MI,Newaygo,"7,576",15.7
MI,Oakland,"96,558",7.8
MI,Oceana,"3,880",14.8
MI,Ogemaw,"3,768",18.2
MI,Ontonagon,755,13.3
MI,Osceola,"3,376",14.6
MI,Oscoda,"1,258",15.4
MI,Otsego,"2,429",10.0
MI,Ottawa,"22,048",7.8
MI,Presque Isle,"1,344",10.8
MI,Roscommon,"3,636",15.3
MI,Saginaw,"34,239",18.6
MI,St. Clair,"16,375",10.4
MI,St. Joseph,"7,779",12.9
MI,Sanilac,"5,528",13.6
MI,Schoolcraft,"1,138",14.3
MI,Shiawassee,"7,344",10.9
MI,Tuscola,"5,948",11.6
MI,Van Buren,"9,697",13.0
MI,Washtenaw,"44,991",13.0
MI,Wayne,"341,821",19.8
MI,Wexford,"4,118",12.4
MN,Minnesota,"491,782",8.9
MN,Aitkin,"1,947",12.5
MN,Anoka,"21,793",6.2
MN,Becker,"3,447",10.2
MN,Beltrami,"7,357",16.3
MN,Benton,"3,465",8.6
MN,Big Stone,533,11.0
MN,Blue Earth,"9,729",15.2
MN,Brown,"1,763",7.4
MN,Carlton,"3,114",9.1
MN,Carver,"4,492",4.3
MN,Cass,"3,359",11.4
MN,Chippewa,"1,210",10.4
MN,Chisago,"3,403",6.2
MN,Clay,"7,283",11.9
MN,Clearwater,"1,002",11.5
MN,Cook,484,8.9
MN,Cottonwood,"1,182",10.8
MN,Crow Wing,"6,749",10.5
MN,Dakota,"26,714",6.3
MN,Dodge,"1,159",5.6
MN,Douglas,"2,375",6.3
MN,Faribault,"1,615",12.2
MN,Fillmore,"1,940",9.4
MN,Freeborn,"2,858",9.6
MN,Goodhue,"3,248",7.1
MN,Grant,519,8.8
MN,Hennepin,"120,032",9.7
MN,Houston,"1,430",7.8
MN,Hubbard,"2,386",11.2
MN,Isanti,"2,761",6.9
MN,Itasca,"4,946",11.2
MN,Jackson,953,9.8
MN,Kanabec,"1,632",10.1
MN,Kandiyohi,"4,136",9.8
MN,Kittson,386,9.2
MN,Koochiching,"1,559",13.0
MN,Lac qui Parle,614,9.5
MN,Lake,945,9.0
MN,Lake of the Woods,337,9.2
MN,Le Sueur,"2,027",7.1
MN,Lincoln,556,10.1
MN,Lyon,"2,609",10.6
MN,McLeod,"2,224",6.3
MN,Mahnomen,"1,158",21.3
MN,Marshall,691,7.5
MN,Martin,"2,041",10.5
MN,Meeker,"1,807",7.9
MN,Mille Lacs,"2,914",11.4
MN,Morrison,"2,944",8.9
MN,Mower,"4,539",11.5
MN,Murray,682,8.5
MN,Nicollet,"3,146",9.9
MN,Nobles,"2,334",11.0
MN,Norman,647,10.4
MN,Olmsted,"10,482",6.7
MN,Otter Tail,"6,331",11.0
MN,Pennington,"1,342",9.8
MN,Pine,"3,219",11.6
MN,Pipestone,986,11.1
MN,Polk,"3,266",10.8
MN,Pope,982,8.9
MN,Ramsey,"66,340",12.4
MN,Red Lake,397,9.9
MN,Redwood,"1,433",9.7
MN,Renville,"1,418",10.0
MN,Rice,"4,919",8.2
MN,Rock,785,8.7
MN,Roseau,902,6.0
MN,St. Louis,"24,428",12.8
MN,Scott,"6,157",4.2
MN,Sherburne,"5,170",5.5
MN,Sibley,"1,574",10.7
MN,Stearns,"17,305",11.2
MN,Steele,"2,262",6.3
MN,Stevens,"1,061",11.9
MN,Swift,864,9.5
MN,Todd,"2,874",11.8
MN,Traverse,374,11.9
MN,Wabasha,"1,803",8.4
MN,Wadena,"1,658",12.5
MN,Waseca,"1,569",8.9
MN,Washington,"11,924",4.6
MN,Watonwan,"1,081",10.1
MN,Wilkin,551,9.1
MN,Winona,"5,165",11.0
MN,Wright,"7,079",5.2
MN,Yellow Medicine,910,9.6
MS,Mississippi,"559,764",19.5
MS,Adams,"7,891",27.9
MS,Alcorn,"6,251",17.3
MS,Amite,"2,537",20.9
MS,Attala,"4,290",24.1
MS,Benton,"1,685",20.7
MS,Bolivar,"10,665",36.6
MS,Calhoun,"2,428",17.2
MS,Carroll,"1,641",17.2
MS,Chickasaw,"3,755",22.7
MS,Choctaw,"1,693",20.9
MS,Claiborne,"2,875",37.5
MS,Clarke,"3,573",23.2
MS,Clay,"5,635",29.7
MS,Coahoma,"8,210",38.2
MS,Copiah,"6,082",22.1
MS,Covington,"3,897",21.3
MS,DeSoto,"17,313",9.4
MS,Forrest,"16,776",23.3
MS,Franklin,"1,496",19.6
MS,George,"3,961",16.6
MS,Greene,"2,389",21.8
MS,Grenada,"4,162",20.3
MS,Hancock,"7,869",16.7
MS,Harrison,"35,341",17.5
MS,Hinds,"44,973",20.1
MS,Holmes,"5,447",33.8
MS,Humphreys,"2,949",37.1
MS,Issaquena,353,35.8
MS,Itawamba,"2,868",12.8
MS,Jackson,"21,371",15.1
MS,Jasper,"3,333",20.5
MS,Jefferson,"1,910",28.9
MS,Jefferson Davis,"2,676",24.3
MS,Jones,"15,816",23.8
MS,Kemper,"2,430",28.0
MS,Lafayette,"8,642",17.5
MS,Lamar,"10,059",16.0
MS,Lauderdale,"15,208",21.5
MS,Lawrence,"2,466",19.7
MS,Leake,"5,007",23.8
MS,Lee,"12,271",14.6
MS,Leflore,"9,631",35.7
MS,Lincoln,"6,564",19.6
MS,Lowndes,"9,836",17.2
MS,Madison,"10,541",10.1
MS,Marion,"5,661",23.8
MS,Marshall,"6,777",20.3
MS,Monroe,"6,211",17.9
MS,Montgomery,"2,285",23.7
MS,Neshoba,"6,228",21.7
MS,Newton,"4,163",20.3
MS,Noxubee,"2,989",29.2
MS,Oktibbeha,"14,067",31.1
MS,Panola,"7,738",22.8
MS,Pearl River,"9,767",18.1
MS,Perry,"2,358",19.9
MS,Pike,"10,040",26.2
MS,Pontotoc,"5,041",15.9
MS,Prentiss,"3,814",15.7
MS,Quitman,"2,322",35.0
MS,Rankin,"16,526",11.1
MS,Scott,"5,485",19.7
MS,Sharkey,"1,415",33.4
MS,Simpson,"4,656",17.8
MS,Smith,"2,988",18.9
MS,Stone,"3,144",18.5
MS,Sunflower,"7,156",34.0
MS,Tallahatchie,"4,304",37.9
MS,Tate,"4,114",15.1
MS,Tippah,"3,500",16.2
MS,Tishomingo,"3,242",17.0
MS,Tunica,"2,666",28.1
MS,Union,"3,694",13.0
MS,Walthall,"3,063",21.7
MS,Warren,"9,016",20.1
MS,Washington,"14,550",33.7
MS,Wayne,"4,447",22.2
MS,Webster,"1,631",17.0
MS,Wilkinson,"2,340",31.2
MS,Winston,"4,441",25.4
MS,Yalobusha,"2,906",24.4
MS,Yazoo,"8,253",36.4
MO,Missouri,"766,238",12.9
MO,Adair,"4,308",19.2
MO,Andrew,"1,559",8.9
MO,Atchison,648,12.9
MO,Audrain,"3,797",16.3
MO,Barry,"6,569",18.6
MO,Barton,"1,737",15.0
MO,Bates,"2,674",16.9
MO,Benton,"3,208",16.7
MO,Bollinger,"1,734",14.5
MO,Boone,"29,399",17.2
MO,Buchanan,"13,094",15.8
MO,Butler,"9,362",22.5
MO,Caldwell,"1,197",13.6
MO,Callaway,"4,735",11.6
MO,Camden,"6,149",13.5
MO,Cape Girardeau,"10,909",14.6
MO,Carroll,"1,183",13.8
MO,Carter,"1,176",19.8
MO,Cass,"8,226",7.9
MO,Cedar,"2,529",17.9
MO,Chariton,901,12.5
MO,Christian,"9,091",10.4
MO,Clark,943,14.2
MO,Clay,"22,470",9.1
MO,Clinton,"1,968",9.9
MO,Cole,"7,628",10.6
MO,Cooper,"1,896",11.8
MO,Crawford,"3,656",15.6
MO,Dade,"1,180",15.9
MO,Dallas,"2,954",17.8
MO,Daviess,"1,425",17.6
MO,DeKalb,"1,329",14.6
MO,Dent,"2,917",19.0
MO,Douglas,"2,434",18.7
MO,Dunklin,"7,569",26.7
MO,Franklin,"9,546",9.3
MO,Gasconade,"1,671",11.6
MO,Gentry,740,11.5
MO,Greene,"40,634",14.4
MO,Grundy,"1,774",18.7
MO,Harrison,"1,266",15.4
MO,Henry,"3,729",17.3
MO,Hickory,"1,712",18.2
MO,Holt,508,11.8
MO,Howard,"1,205",13.0
MO,Howell,"8,213",20.8
MO,Iron,"2,046",20.8
MO,Jackson,"94,823",13.7
MO,Jasper,"22,258",18.8
MO,Jefferson,"18,767",8.4
MO,Johnson,"5,724",11.4
MO,Knox,645,16.7
MO,Laclede,"5,544",15.8
MO,Lafayette,"3,430",10.7
MO,Lawrence,"6,046",16.1
MO,Lewis,"1,503",16.6
MO,Lincoln,"5,456",9.4
MO,Linn,"2,207",18.9
MO,Livingston,"1,984",15.0
MO,McDonald,"4,173",18.5
MO,Macon,"1,842",12.5
MO,Madison,"1,982",16.7
MO,Maries,"1,229",14.3
MO,Marion,"3,776",13.9
MO,Mercer,453,12.7
MO,Miller,"3,818",15.1
MO,Mississippi,"3,130",27.7
MO,Moniteau,"1,617",11.0
MO,Monroe,"1,143",13.4
MO,Montgomery,"1,482",13.3
MO,Morgan,"3,594",17.8
MO,New Madrid,"3,758",22.5
MO,Newton,"7,511",13.2
MO,Nodaway,"3,302",17.8
MO,Oregon,"2,132",20.6
MO,Osage,"1,199",9.1
MO,Ozark,"2,056",22.7
MO,Pemiscot,"4,178",26.9
MO,Perry,"1,710",9.1
MO,Pettis,"5,349",12.9
MO,Phelps,"7,069",17.0
MO,Pike,"2,802",17.6
MO,Platte,"5,451",5.3
MO,Polk,"6,005",19.6
MO,Pulaski,"6,185",14.6
MO,Putnam,725,15.7
MO,Ralls,"1,026",10.0
MO,Randolph,"3,710",16.5
MO,Ray,"2,076",9.2
MO,Reynolds,"1,333",21.7
MO,Ripley,"2,581",19.7
MO,St. Charles,"18,379",4.6
MO,St. Clair,"1,771",19.3
MO,Ste. Genevieve,"1,698",9.7
MO,St. Francois,"10,201",17.0
MO,St. Louis,"90,474",9.3
MO,Saline,"3,357",15.7
MO,Schuyler,953,20.8
MO,Scotland,688,14.4
MO,Scott,"6,730",17.9
MO,Shannon,"1,827",22.6
MO,Shelby,906,15.8
MO,Stoddard,"5,249",18.4
MO,Stone,"4,873",15.4
MO,Sullivan,935,15.6
MO,Taney,"6,818",12.6
MO,Texas,"4,923",21.0
MO,Vernon,"3,367",17.1
MO,Warren,"3,521",10.0
MO,Washington,"5,269",22.4
MO,Wayne,"2,620",20.6
MO,Webster,"6,236",16.2
MO,Worth,292,14.9
MO,Wright,"3,534",19.6
MO,St. Louis city,"59,238",20.4
MT,Montana,"130,974",12.6
MT,Beaverhead,"1,302",14.5
MT,Big Horn,"3,430",26.1
MT,Blaine,"1,401",21.3
MT,Broadwater,556,9.0
MT,Carbon,"1,078",10.1
MT,Carter,175,14.2
MT,Cascade,"11,259",14.2
MT,Chouteau,857,15.4
MT,Custer,"1,427",13.0
MT,Daniels,180,11.0
MT,Dawson,955,11.8
MT,Deer Lodge,"1,350",15.9
MT,Fallon,272,9.7
MT,Fergus,"1,418",13.2
MT,Flathead,"9,689",9.4
MT,Gallatin,"11,486",10.3
MT,Garfield,206,16.4
MT,Glacier,"3,449",25.7
MT,Golden Valley,155,19.7
MT,Granite,417,12.5
MT,Hill,"2,517",15.7
MT,Jefferson,967,8.0
MT,Judith Basin,290,14.5
MT,Lake,"5,181",17.2
MT,Lewis and Clark,"6,393",9.4
MT,Liberty,425,19.0
MT,Lincoln,"3,440",17.4
MT,McCone,238,14.5
MT,Madison,823,9.7
MT,Meagher,282,15.7
MT,Mineral,681,15.6
