us_state,county,poverty_estimate,poverty_percentage
MD,Prince George's,81629,9.2
MO,St. Louis,90126,9.2
NE,Phelps,827,9.2
NY,Dutchess,25588,9.2
NC,Wake,94001,9.2
ND,McLean,880,9.2
OH,Auglaize,4165,9.2
SD,Turner,752,9.2
TX,Chambers,3646,9.2
VA,Augusta,6590,9.2
VA,Henrico,29583,9.2
VA,Orange,3212,9.2
VA,Salem  ,2160,9.2
WI,Manitowoc,7229,9.2
WY,Sheridan,2691,9.2
CA,Santa Clara,175627,9.3
CO,Mineral,68,9.3
CT,New London,23961,9.3
ID,Franklin,1239,9.3
IL,Clinton,3330,9.3
IL,Washington,1290,9.3
IA,Hamilton,1383,9.3
KS,Nemaha,928,9.3
ME,Sagadahoc,3245,9.3
MN,Murray,757,9.3
MN,Waseca,1661,9.3
NE,Chase,359,9.3
PA,Northampton,27078,9.3
SD,Hyde,122,9.3
TX,Parker,11838,9.3
UT,Rich,215,9.3
WA,King,196841,9.3
WI,Jefferson,7618,9.3
CA,Sonoma,46604,9.4
IN,Jasper,3032,9.4
IA,Winneshiek,1709,9.4
MN,Rock,877,9.4
NE,Cedar,803,9.4
NE,Cheyenne,935,9.4
NE,Lincoln,3272,9.4
OH,Shelby,4490,9.4
PA,Adams,9218,9.4
SD,Kingsbury,457,9.4
UT,Salt Lake,104297,9.4
VA,Gloucester,3449,9.4
WA,Island,7577,9.4
AK,Matanuska-Susitna,9641,9.5
CO,Rio Blanco,591,9.5
CO,Teller,2278,9.5
HI,Maui,15578,9.5
IA,Delaware,1626,9.5
KS,Jefferson,1765,9.5
MI,Midland,7771,9.5
MS,Rankin,13745,9.5
NE,Otoe,1489,9.5
NH,Sullivan,4016,9.5
ND,Mountrail,964,9.5
OH,Miami,9860,9.5
SC,Dorchester,14329,9.5
SD,Hamlin,557,9.5
UT,Box Elder,5008,9.5
VA,Isle of Wight,3430,9.5
VA,Prince George,3176,9.5
FL,Clay,19785,9.6
GA,Bryan,3456,9.6
GA,Henry,21101,9.6
ID,Valley,998,9.6
IL,Boone,5071,9.6
MA,Worcester,75902,9.6
NE,Pierce,674,9.6
NY,Ontario,10240,9.6
ND,Adams,216,9.6
ND,Griggs,213,9.6
RI,Kent,15726,9.6
SD,Campbell,131,9.6
TX,Hartley,452,9.6
VT,Chittenden,14667,9.6
VA,Bedford,7445,9.6
WI,Oneida,3352,9.6
ID,Teton,1057,9.7
IL,Menard,1191,9.7
IN,Wells,2663,9.7
KS,McPherson,2704,9.7
MN,Lac qui Parle,635,9.7
MN,Rice,5673,9.7
MO,Andrew,1657,9.7
NV,Douglas,4631,9.7
ND,Cavalier,364,9.7
OH,Fairfield,14445,9.7
OH,Williams,3496,9.7
PA,Beaver,15998,9.7
PA,Washington,19752,9.7
TN,Sumner,17288,9.7
TX,Ellis,16121,9.7
TX,Midland,15599,9.7
VT,Addison,3318,9.7
VA,Rockingham,7575,9.7
VA,Manassas  ,3980,9.7
CA,Ventura,81792,9.8
ID,Blaine,2128,9.8
IL,Douglas,1895,9.8
IL,Marshall,1144,9.8
IA,Butler,1416,9.8
IA,Howard,900,9.8
LA,St. Tammany  ,24598,9.8
MN,Marshall,903,9.8
MN,Pennington,1365,9.8
MN,Red Lake,390,9.8
MT,Sweet Grass,351,9.8
NE,Colfax,1005,9.8
NE,Fillmore,540,9.8
NE,Gosper,189,9.8
ND,Dunn,420,9.8
ND,Golden Valley,173,9.8
PA,Pike,5397,9.8
PA,Westmoreland,34269,9.8
PA,York,42508,9.8
RI,Washington,11789,9.8
SD,Deuel,411,9.8
SD,Potter,219,9.8
TX,Gillespie,2563,9.8
TX,Guadalupe,15051,9.8
VA,Culpeper,4766,9.8
WI,Brown,24903,9.8
WI,Dodge,8012,9.8
WI,Wood,7088,9.8
WY,Sweetwater,4264,9.8
GA,Coweta,13867,9.9
ID,Camas,106,9.9
IL,Jo Daviess,2145,9.9
IA,Clayton,1709,9.9
IA,Guthrie,1036,9.9
IA,Washington,2161,9.9
KS,Hodgeman,183,9.9
KS,Logan,275,9.9
MN,Renville,1412,9.9
MN,Yellow Medicine,963,9.9
NV,Eureka,189,9.9
PA,Lebanon,13361,9.9
SD,Grant,705,9.9
SD,Meade,2666,9.9
SD,Minnehaha,18046,9.9
TX,Brazoria,34053,9.9
VA,Caroline,2937,9.9
VA,Rappahannock,729,9.9
WA,San Juan,1599,9.9
WI,Polk,4233,9.9
CO,Hinsdale,77,10.01
GA,Cobb,73446,10.01
IL,Moultrie,1444,10.01
IN,Lagrange,3851,10.01
IA,Humboldt,928,10.01
IA,Linn,21613,10.01
KS,Stevens,551,10.01
ME,Cumberland,28431,10.01
MD,Cecil,10099,10.01
MA,Franklin,6926,10.01
MI,Grand Traverse,8985,10.01
MI,Monroe,14819,10.01
NE,Grant,64,10.01
NH,Belknap,5949,10.01
NY,Westchester,95327,10.01
NY,Wyoming,3701,10.01
ND,Divide,231,10.01
OH,Hancock,7385,10.01
SD,McCook,545,10.01
TX,Hemphill,406,10.01
VT,Windsor,5479,10.01
WI,Lincoln,2712,10.01
CO,San Miguel,811,10.1
IN,Ohio,590,10.1
IA,Buchanan,2084,10.1
IA,Jasper,3542,10.1
IA,Mitchell,1064,10.1
IA,O'Brien,1381,10.1
KS,Haskell,402,10.1
KS,Lane,164,10.1
MN,Cook,526,10.1
MO,Jefferson,22484,10.1
NE,Boone,525,10.1
ND,Eddy,229,10.1
PA,Elk,3025,10.1
SD,Edmunds,377,10.1
VA,Mathews,880,10.1
WA,Kitsap,25729,10.1
WV,Jefferson,5563,10.1
WI,Sauk,6381,10.1
WY,Laramie,9697,10.1
CA,San Francisco,87690,10.2
GA,Dawson,2373,10.2
IL,Mercer,1581,10.2
IL,Ogle,5167,10.2
IN,Harrison,3997,10.2
IA,Ida,696,10.2
KS,Ellsworth,545,10.2
MN,Carlton,3469,10.2
MN,Swift,942,10.2
MS,DeSoto,17819,10.2
NY,Hamilton,463,10.2
NC,Currituck,2616,10.2
ND,Richland,1558,10.2
PA,Juniata,2490,10.2
AK,Haines,257,10.3
FL,Nassau,8242,10.3
GA,Effingham,5949,10.3
IN,Carroll,2033,10.3
IN,Floyd,7759,10.3
IA,Palo Alto,899,10.3
IA,Pottawattamie,9395,10.3
KS,Clay,819,10.3
KS,Marshall,995,10.3
MO,Perry,1941,10.3
MT,Carbon,1071,10.3
MT,Daniels,176,10.3
MT,Treasure,71,10.3
NE,Logan,79,10.3
NH,Grafton,8463,10.3
ND,Oliver,191,10.3
SC,Beaufort,18326,10.3
TN,Robertson,7061,10.3
TN,Rutherford,31097,10.3
TX,Crane,488,10.3
TX,Hood,5754,10.3
VA,Warren,3922,10.3
ID,Jefferson,2875,10.4
IN,Kosciusko,7985,10.4
KS,Coffey,861,10.4
KS,Gove,264,10.4
KY,Bullitt,8144,10.4
KY,Scott,5400,10.4
MD,Talbot,3827,10.4
MO,Clinton,2089,10.4
MT,Lewis and Clark,6858,10.4
NE,Merrick,797,10.4
NV,Elko,5329,10.4
NY,Wayne,9296,10.4
OH,Defiance,3876,10.4
OH,Ottawa,4160,10.4
OK,Kingfisher,1605,10.4
SD,Aurora,275,10.4
TX,Wilson,4958,10.4
VA,Amelia,1328,10.4
VA,Colonial Heights  ,1819,10.4
WA,Thurston,28354,10.4
WI,Marathon,13941,10.4
WY,Natrona,8244,10.4
CA,San Benito,6206,10.5
FL,Sumter,12115,10.5
IL,Kane,55134,10.5
IN,Clark,11983,10.5
IN,Morgan,7254,10.5
IA,Dubuque,9738,10.5
IA,Jones,2012,10.5
IA,Osceola,625,10.5
IA,Winnebago,1072,10.5
KS,Harvey,3528,10.5
KS,Thomas,787,10.5
MN,Otter Tail,5976,10.5
NE,Howard,663,10.5
NE,York,1357,10.5
NH,Carroll,4896,10.5
ND,Hettinger,256,10.5
ND,Wells,419,10.5
SD,Moody,676,10.5
TX,Archer,909,10.5
VT,Franklin,5053,10.5
VA,Alexandria  ,16096,10.5
WA,Benton,20153,10.5
WI,Buffalo,1369,10.5
FL,Santa Rosa,17308,10.6
IL,De Witt,1686,10.6
KY,Anderson,2335,10.6
MT,Broadwater,604,10.6
MT,Sheridan,379,10.6
NE,Holt,1063,10.6
NE,Perkins,301,10.6
NJ,Union,58425,10.6
NC,Iredell,18166,10.6
OH,Clermont,21281,10.6
OK,Harper,388,10.6
OR,Deschutes,19113,10.6
PA,Fulton,1527,10.6
SD,Brown,4025,10.6
SD,Custer,882,10.6
TN,Loudon,5414,10.6
TX,Borden,67,10.6
UT,Juab,1157,10.6
UT,Kane,745,10.6
VT,Orange,2986,10.6
WY,Uinta,2183,10.6
CA,Alameda,173386,10.7
FL,Okaloosa,21032,10.7
IL,Jasper,1009,10.7
IN,Franklin,2414,10.7
IN,Steuben,3493,10.7
IA,Adair,740,10.7
KS,Kingman,778,10.7
KS,Ottawa,618,10.7
LA,Ascension  ,12864,10.7
MA,Bristol,58070,10.7
MA,Essex,81646,10.7
MO,Christian,8921,10.7
MO,Franklin,10901,10.7
MT,Powder River,183,10.7
NE,Burt,683,10.7
NE,Jefferson,757,10.7
NE,Red Willow,1100,10.7
ND,Cass,18151,10.7
ND,Towner,238,10.7
OH,Darke,5438,10.7
OH,Paulding,2004,10.7
OR,Hood River,2459,10.7
PA,Lancaster,56082,10.7
SC,York,27264,10.7
TX,Blanco,1207,10.7
TX,King,31,10.7
WI,Waupaca,5318,10.7
WY,Weston,734,10.7
CO,Boulder,33749,10.8
FL,Sarasota,43904,10.8
ID,Ada,46600,10.8
IN,Gibson,3532,10.8
IA,Muscatine,4540,10.8
KS,Washington,588,10.8
MI,Benzie,1876,10.8
MI,Lapeer,9324,10.8
OK,McClain,4137,10.8
PA,Delaware,58546,10.8
SD,Davison,2069,10.8
TX,Armstrong,197,10.8
TX,Hardin,6001,10.8
TX,Somervell,931,10.8
UT,Weber,26535,10.8
VT,Washington,6080,10.8
VA,Shenandoah,4592,10.8
WV,Putnam,6090,10.8
CA,Nevada,10662,10.9
CO,La Plata,5861,10.9
CT,Hartford,95010,10.9
IL,Effingham,3709,10.9
IN,Brown,1613,10.9
IN,White,2571,10.9
IA,Cherokee,1213,10.9
IA,Chickasaw,1303,10.9
IA,Emmet,1002,10.9
IA,Harrison,1518,10.9
IA,Polk,50628,10.9
KS,Meade,444,10.9
KS,Osage,1707,10.9
KS,Shawnee,18931,10.9
KS,Stanton,220,10.9
MA,Berkshire,13182,10.9
MN,Hennepin,132137,10.9
MN,Lake of the Woods,408,10.9
MN,Pipestone,975,10.9
MO,Cole,7821,10.9
MO,Ralls,1109,10.9
MT,Wibaux,116,10.9
NC,Dare,3909,10.9
ND,Barnes,1137,10.9
ND,Dickey,527,10.9
ND,McHenry,641,10.9
SC,Greenville,53113,10.9
TN,Moore,678,10.9
TX,Montgomery,59836,10.9
UT,Garfield,524,10.9
WI,Dane,56594,10.9
CA,San Luis Obispo,29345,11.01
IA,Hardin,1807,11.01
IA,Poweshiek,1863,11.01
KS,Trego,309,11.01
ME,Hancock,5877,11.01
MI,Macomb,94224,11.01
MN,Crow Wing,6975,11.01
MN,Freeborn,3267,11.01
MN,Kittson,466,11.01
MO,Ray,2453,11.01
NJ,Ocean,64493,11.01
NC,Cabarrus,21980,11.01
ND,Walsh,1176,11.01
OH,Preble,4494,11.01
OR,Columbia,5537,11.01
SD,Douglas,309,11.01
SD,Marshall,508,11.01
SD,Spink,676,11.01
CA,Colusa,2375,11.1
CA,Orange,348173,11.1
IL,Edwards,715,11.1
IN,Huntington,3880,11.1
IA,Audubon,616,11.1
KS,Dickinson,2084,11.1
MN,Stevens,969,11.1
NJ,Mercer,39066,11.1
NY,Madison,7421,11.1
NY,Washington,6479,11.1
ND,Bottineau,701,11.1
OH,Champaign,4194,11.1
TN,Cheatham,4375,11.1
TX,Fayette,2750,11.1
WI,Jackson,2132,11.1
WI,Price,1482,11.1
WY,Park,3173,11.1
CO,Larimer,37023,11.2
FL,Flagler,11997,11.2
GA,Lee,3190,11.2
IL,Ford,1472,11.2
IL,Jersey,2369,11.2
IA,Greene,998,11.2
KS,Cheyenne,292,11.2
KS,Edwards,325,11.2
KS,Marion,1271,11.2
MI,Eaton,12005,11.2
MO,Lincoln,6132,11.2
MT,Dawson,989,11.2
MT,Madison,877,11.2
NE,Buffalo,5287,11.2
NE,Thayer,551,11.2
ND,Stutsman,2184,11.2
PA,Montour,1966,11.2
SD,Haakon,209,11.2
UT,Millard,1407,11.2
VA,Madison,1444,11.2
WI,Walworth,11191,11.2
CA,Amador,3846,11.3
DE,New Castle,61319,11.3
FL,Martin,17584,11.3
GA,Gwinnett,102033,11.3
GA,Pickens,3447,11.3
ID,Caribou,769,11.3
IN,Montgomery,4157,11.3
KS,Ness,325,11.3
ME,Lincoln,3818,11.3
MN,Watonwan,1216,11.3
NE,Antelope,707,11.3
NE,Clay,681,11.3
NE,Gage,2430,11.3
ND,Slope,86,11.3
OK,Wagoner,8725,11.3
PA,Dauphin,30247,11.3
PA,Wyoming,3021,11.3
TX,Dallam,793,11.3
TX,Johnson,18049,11.3
WA,Skagit,13787,11.3
WI,Barron,5041,11.3
AK,Bristol Bay,100,11.4
CA,Solano,48701,11.4
CO,Chaffee,2009,11.4
CT,New Haven,94687,11.4
FL,Collier,41076,11.4
FL,Seminole,51750,11.4
IN,Noble,5308,11.4
IN,Pike,1392,11.4
IA,Kossuth,1696,11.4
IA,Louisa,1253,11.4
KS,Chase,287,11.4
KS,Pratt,1048,11.4
KS,Republic,524,11.4
ME,Knox,4376,11.4
MD,Worcester,5792,11.4
MT,Custer,1318,11.4
MT,Gallatin,11526,11.4
NE,Wheeler,88,11.4
NY,Genesee,6475,11.4
NY,Schenectady,17158,11.4
NC,Moore,10766,11.4
OH,Wood,14060,11.4
SD,Harding,143,11.4
TN,Blount,14401,11.4
TX,Kaufman,13328,11.4
TX,Ochiltree,1170,11.4
UT,Uintah,4094,11.4
UT,Utah,66112,11.4
WY,Big Horn,1342,11.4
AK,Wrangell City and,274,11.5
AR,Grant,2062,11.5
CA,Mono,1583,11.5
CO,El Paso,76997,11.5
CO,Phillips,484,11.5
CO,Weld,33377,11.5
FL,Monroe,8801,11.5
IL,Bureau,3775,11.5
IL,Henry,5556,11.5
IL,Scott,575,11.5
IL,Stark,652,11.5
IN,Benton,980,11.5
IN,Decatur,3021,11.5
IN,Pulaski,1435,11.5
IN,Wabash,3428,11.5
KS,Clark,231,11.5
KS,Sheridan,284,11.5
KY,Shelby,5178,11.5
MI,Charlevoix,2981,11.5
MN,Kandiyohi,4815,11.5
MN,Winona,5416,11.5
NE,Box Butte,1269,11.5
NE,Deuel,213,11.5
NE,Saline,1526,11.5
PA,Allegheny,137017,11.5
PA,Bradford,6904,11.5
TN,Maury,10204,11.5
TX,Burnet,5181,11.5
TX,Kent,83,11.5
WA,Chelan,8665,11.5
WI,Chippewa,7042,11.5
WI,Pepin,823,11.5
WI,Portage,7684,11.5
DE,Sussex,25212,11.6
IA,Clarke,1061,11.6
IA,Franklin,1157,11.6
IA,Fremont,790,11.6
IA,Sac,1124,11.6
KS,Geary,4031,11.6
KS,Kearny,444,11.6
KY,Nelson,5236,11.6
MN,Nobles,2500,11.6
MO,Callaway,4754,11.6
MO,Moniteau,1696,11.6
NE,Custer,1236,11.6
NE,Valley,479,11.6
NY,Rensselaer,17978,11.6
NC,Davie,4820,11.6
ND,LaMoure,468,11.6
ND,Nelson,333,11.6
OH,Sandusky,6750,11.6
OK,Beaver,614,11.6
SD,Clark,398,11.6
WI,Green Lake,2153,11.6
AL,Baldwin,24005,11.7
CO,Adams,57811,11.7
CO,Morgan,3221,11.7
GA,Pike,2074,11.7
ID,Bonneville,13072,11.7
IL,Henderson,794,11.7
IL,Shelby,2521,11.7
IN,Bartholomew,9336,11.7
IA,Cerro Gordo,4907,11.7
KS,Comanche,208,11.7
KS,Greeley,149,11.7
KS,Wichita,244,11.7
MI,Antrim,2686,11.7
MN,Faribault,1584,11.7
MN,Stearns,17429,11.7
MO,Ste. Genevieve,2069,11.7
MT,Park,1877,11.7
NE,Dodge,4131,11.7
NY,Warren,7479,11.7
NC,Chatham,8384,11.7
OH,Holmes,5041,11.7
OH,Licking,19680,11.7
OR,Yamhill,11607,11.7
SC,Lexington,33254,11.7
SD,Sanborn,268,11.7
TX,Andrews,2073,11.7
VA,Bath,516,11.7
VA,Suffolk  ,10303,11.7
WI,Lafayette,1937,11.7
WI,Winnebago,18883,11.7
AK,Southeast Fairbanks,804,11.8
FL,Lake,39212,11.8
IA,Pocahontas,792,11.8
KS,Morris,646,11.8
MI,Emmet,3841,11.8
MO,Warren,3935,11.8
OH,Madison,4576,11.8
PA,Union,4284,11.8
SD,Codington,3264,11.8
SD,Yankton,2428,11.8
TX,Moore,2596,11.8
TX,Reagan,423,11.8
WI,Taylor,2376,11.8
AK,North Slope,1132,11.9
CT,Windham,13297,11.9
IL,Whiteside,6586,11.9
KS,Franklin,2987,11.9
KS,Mitchell,712,11.9
KS,Rooks,592,11.9
MA,Hampshire,16535,11.9
MN,Big Stone,584,11.9
MN,Morrison,3871,11.9
NE,Arthur,56,11.9
NE,Cherry,685,11.9
NV,Humboldt,1982,11.9
NV,Lander,674,11.9
NV,Lyon,6289,11.9
NJ,Cape May,10964,11.9
OH,Wayne,13372,11.9
SD,Lawrence,2907,11.9
WV,Morgan,2079,11.9
WI,Shawano,4794,11.9
AL,St. Clair,10352,12.01
AK,Kenai Peninsula,6835,12.01
AZ,Greenlee,1144,12.01
CO,Archuleta,1523,12.01
IL,Clark,1884,12.01
IL,Hancock,2186,12.01
IN,Marshall,5490,12.01
IA,Keokuk,1199,12.01
KS,Barber,559,12.01
KS,Grant,909,12.01
KS,Rush,360,12.01
KS,Saline,6426,12.01
