us_state,county,poverty_estimate,poverty_percentage
MI,Shiawassee,8106,12.01
MN,Clay,7167,12.01
MN,Cottonwood,1346,12.01
MN,Grant,700,12.01
MS,Madison,12426,12.01
NE,Dakota,2405,12.01
NE,Wayne,997,12.01
NJ,Camden,60385,12.01
PA,Monroe,19303,12.01
TX,McMullen,95,12.01
TX,Wise,7591,12.01
WA,Jefferson,3679,12.01
WI,Marquette,1781,12.01
WI,Monroe,5384,12.01
WY,Platte,1031,12.01
IL,Schuyler,823,12.1
IA,Buena Vista,2338,12.1
IA,Tama,2063,12.1
KS,Wallace,179,12.1
KY,Marshall,3734,12.1
KY,Woodford,3099,12.1
MI,Kent,76343,12.1
MN,Martin,2363,12.1
MN,Mille Lacs,3047,12.1
MN,Norman,777,12.1
MO,Gasconade,1758,12.1
MT,Prairie,140,12.1
NE,Harlan,414,12.1
NY,Albany,35585,12.1
ND,McIntosh,309,12.1
OH,Greene,18975,12.1
OK,Major,925,12.1
OR,Polk,9681,12.1
VT,Lamoille,2986,12.1
WA,Pierce,102303,12.1
WY,Carbon,1787,12.1
GA,Monroe,3197,12.2
IL,Calhoun,585,12.2
IN,Newton,1666,12.2
IN,Ripley,3448,12.2
IA,Marshall,4755,12.2
MN,Pine,3306,12.2
NE,Lancaster,35993,12.2
NE,McPherson,60,12.2
NC,Henderson,13707,12.2
OH,Ashland,6235,12.2
OH,Huron,7043,12.2
OH,Logan,5420,12.2
OH,Morrow,4214,12.2
OR,Gilliam,223,12.2
OR,Sherman,208,12.2
SD,Miner,272,12.2
TX,Travis,143948,12.2
TX,Yoakum,1025,12.2
VA,Giles,2032,12.2
VA,Louisa,4261,12.2
CA,Inyo,2184,12.3
CO,Yuma,1207,12.3
FL,Indian River,18518,12.3
GA,Jones,3482,12.3
IN,Shelby,5340,12.3
IA,Adams,452,12.3
IA,Mahaska,2640,12.3
IA,Taylor,751,12.3
KS,Graham,311,12.3
LA,Cameron  ,841,12.3
MI,Keweenaw,269,12.3
MN,Fillmore,2535,12.3
MT,Flathead,11897,12.3
NE,Sherman,368,12.3
NC,Carteret,8321,12.3
NC,Mecklenburg,127889,12.3
SC,Berkeley,25313,12.3
VA,Rockbridge,2735,12.3
WI,Florence,540,12.3
AR,Lonoke,8881,12.4
CA,San Diego,400028,12.4
IL,Cumberland,1323,12.4
IN,Martin,1241,12.4
IA,Calhoun,1138,12.4
IA,Henry,2279,12.4
KS,Ellis,3453,12.4
KS,Lincoln,373,12.4
KS,Morton,342,12.4
KS,Rawlins,310,12.4
NE,Douglas,67359,12.4
NE,Dundy,223,12.4
NE,Richardson,973,12.4
NC,Stokes,5664,12.4
OH,Butler,45165,12.4
OH,Lorain,36828,12.4
OK,Cleveland,33109,12.4
TX,Hays,24332,12.4
TX,Lipscomb,426,12.4
UT,Emery,1263,12.4
VA,Charles  ,877,12.4
WI,Bayfield,1821,12.4
WI,Marinette,4916,12.4
IN,Cass,4648,12.5
IN,Fulton,2471,12.5
IA,Monroe,968,12.5
KY,Campbell,11120,12.5
MI,Lenawee,11641,12.5
MN,Todd,2978,12.5
MT,Valley,928,12.5
NE,Banner,100,12.5
NE,Frontier,312,12.5
NE,Nance,432,12.5
NE,Nuckolls,525,12.5
NV,Washoe,56064,12.5
NY,Cayuga,9236,12.5
OH,Erie,9171,12.5
OK,Woodward,2451,12.5
TX,Lavaca,2418,12.5
UT,Washington,19795,12.5
WA,Lincoln,1279,12.5
WI,Dunn,5164,12.5
CA,Plumas,2312,12.6
FL,Charlotte,22087,12.6
FL,Palm Beach,178918,12.6
IL,Carroll,1798,12.6
IL,McLean,20429,12.6
IN,Putnam,4080,12.6
IA,Wright,1578,12.6
KS,Phillips,673,12.6
KY,Hancock,1100,12.6
KY,Kenton,20493,12.6
LA,Livingston  ,17396,12.6
MS,Lamar,7614,12.6
NE,Johnson,520,12.6
NJ,Salem,7868,12.6
NY,Essex,4532,12.6
NY,Niagara,26152,12.6
NY,Orange,46624,12.6
ND,Kidder,303,12.6
SD,Jerauld,240,12.6
VA,Craig,648,12.6
VA,Nelson,1865,12.6
WI,Vilas,2676,12.6
AR,Baxter,5144,12.7
FL,Manatee,47042,12.7
GA,Jackson,8097,12.7
IL,Christian,4013,12.7
IN,Jennings,3478,12.7
KS,Jewell,363,12.7
ME,Androscoggin,13210,12.7
MN,Becker,4200,12.7
MN,Lincoln,721,12.7
MN,Traverse,414,12.7
MO,Caldwell,1121,12.7
MO,Lafayette,4057,12.7
NE,Adams,3835,12.7
NE,Dawson,2966,12.7
NE,Hall,7652,12.7
NY,Columbia,7519,12.7
NY,Schoharie,3802,12.7
NY,Tioga,6141,12.7
NC,Catawba,19537,12.7
NC,Lincoln,10179,12.7
ND,Logan,238,12.7
OH,Coshocton,4581,12.7
OH,Knox,7294,12.7
OH,Tuscarawas,11525,12.7
PA,Snyder,4775,12.7
PA,Susquehanna,5117,12.7
SD,Brule,652,12.7
SD,Hutchinson,872,12.7
SD,Perkins,374,12.7
TX,Lee,2105,12.7
TX,Sterling,169,12.7
UT,Grand,1202,12.7
VT,Windham,5318,12.7
WI,Washburn,1953,12.7
AL,Limestone,11511,12.8
FL,Lee,91333,12.8
GA,Walton,11385,12.8
ID,Lincoln,665,12.8
IL,Adams,8223,12.8
IN,Blackford,1530,12.8
IN,Union,912,12.8
IA,Cass,1654,12.8
IA,Fayette,2449,12.8
IA,Monona,1111,12.8
KS,Rice,1167,12.8
MD,Garrett,3692,12.8
MI,Dickinson,3195,12.8
MN,Lyon,3167,12.8
MO,Atchison,665,12.8
NE,Garfield,249,12.8
NE,Keith,1019,12.8
NC,Orange,17049,12.8
OH,Carroll,3475,12.8
PA,Schuylkill,17479,12.8
PA,Sullivan,768,12.8
TX,Ward,1464,12.8
UT,Cache,15209,12.8
VA,Staunton  ,2990,12.8
WA,Douglas,5260,12.8
WA,Wahkiakum,523,12.8
CA,Monterey,53898,12.9
CO,Moffat,1676,12.9
GA,Barrow,9888,12.9
GA,Catoosa,8505,12.9
GA,Douglas,18191,12.9
IA,Davis,1125,12.9
IA,Floyd,2004,12.9
IA,Montgomery,1287,12.9
KS,Anderson,992,12.9
MI,Cass,6579,12.9
MO,Stone,3960,12.9
NE,Hitchcock,360,12.9
NE,Knox,1076,12.9
NE,Webster,447,12.9
OH,Seneca,6782,12.9
OR,Clatsop,4919,12.9
OR,Tillamook,3300,12.9
SD,Fall River,862,12.9
TN,Montgomery,24640,12.9
TX,Bell,42739,12.9
TX,Galveston,41747,12.9
WV,Berkeley,14461,12.9
WI,Rock,20393,12.9
IA,Jackson,2497,13.01
KS,Kiowa,302,13.01
MI,Menominee,2965,13.01
NE,Kimball,468,13.01
NV,Carson City,6727,13.01
ND,Pierce,522,13.01
OK,Ellis,523,13.01
OK,Roger Mills,469,13.01
SC,Lancaster,11381,13.01
SD,Jones,120,13.01
TX,Jeff Davis,274,13.01
TX,Martin,738,13.01
VA,Dinwiddie,3565,13.01
WI,Kenosha,21222,13.01
CA,Calaveras,5833,13.1
FL,Wakulla,3728,13.1
FL,Walton,8331,13.1
GA,Morgan,2358,13.1
ID,Oneida,563,13.1
IN,Jackson,5677,13.1
LA,St. Charles  ,6812,13.1
MN,Aitkin,2010,13.1
MN,Hubbard,2677,13.1
MS,Union,3655,13.1
MT,Granite,438,13.1
NC,Stanly,7733,13.1
OR,Linn,15975,13.1
PA,Berks,52766,13.1
PA,Carbon,8210,13.1
TX,Hutchinson,2783,13.1
TX,Sherman,397,13.1
VA,Essex,1439,13.1
WI,Eau Claire,12783,13.1
WY,Washakie,1060,13.1
CO,Dolores,271,13.2
IN,Elkhart,26390,13.2
IN,Fountain,2145,13.2
IA,Allamakee,1786,13.2
IA,Union,1586,13.2
KS,Cloud,1142,13.2
MD,Washington,18771,13.2
MN,Kanabec,2064,13.2
MN,Mower,5104,13.2
NY,Richmond,62030,13.2
NY,Steuben,12546,13.2
NC,Johnston,25065,13.2
OH,Pickaway,6905,13.2
OH,Stark,48072,13.2
OK,Dewey,623,13.2
OK,Grady,7032,13.2
TN,Marshall,4148,13.2
TX,Bastrop,10632,13.2
TX,Grayson,16550,13.2
TX,Mason,543,13.2
TX,Wood,5559,13.2
VA,Franklin,7192,13.2
WV,Hancock,3876,13.2
AZ,Yavapai,29418,13.3
FL,Pasco,66980,13.3
FL,Pinellas,125923,13.3
IL,Iroquois,3688,13.3
IL,La Salle,14193,13.3
IL,Lee,4148,13.3
IL,Macoupin,5962,13.3
IL,Madison,34772,13.3
IN,Vermillion,2039,13.3
IA,Woodbury,13318,13.3
KS,Brown,1272,13.3
KS,Stafford,547,13.3
MN,Itasca,5898,13.3
MO,Chariton,966,13.3
NE,Franklin,393,13.3
NY,Queens,307866,13.3
OH,Hardin,3906,13.3
OK,Grant,581,13.3
PA,Jefferson,5743,13.3
PA,Tioga,5289,13.3
TX,Clay,1345,13.3
TX,Loving,15,13.3
VT,Rutland,7591,13.3
VA,Campbell,7220,13.3
VA,Highland,293,13.3
WA,Spokane,64514,13.3
WI,La Crosse,14977,13.3
CA,Santa Cruz,35339,13.4
IN,Jefferson,4061,13.4
IA,Scott,22602,13.4
KS,Ford,4453,13.4
KY,Meade,3716,13.4
ME,Oxford,7565,13.4
MT,Judith Basin,259,13.4
NE,Nemaha,868,13.4
OH,Clinton,5426,13.4
OK,Murray,1816,13.4
OK,Noble,1499,13.4
TX,Hansford,730,13.4
TX,Llano,2701,13.4
TX,Tom Green,15144,13.4
TX,Wheeler,736,13.4
VA,King and Queen,960,13.4
VA,Northumberland,1632,13.4
VA,Surry,876,13.4
WV,Brooke,2955,13.4
WI,Richland,2296,13.4
AL,Autauga,7444,13.5
AL,Elmore,10316,13.5
AL,Madison,47081,13.5
FL,Broward,256027,13.5
IL,Wabash,1529,13.5
IA,Clinton,6272,13.5
KS,Hamilton,341,13.5
KS,Sumner,3091,13.5
NY,Seneca,4322,13.5
NC,Buncombe,33631,13.5
OH,Portage,20743,13.5
OK,Woods,1105,13.5
PA,Columbia,8349,13.5
TN,Dickson,6973,13.5
TN,Hamilton,47050,13.5
TX,Jackson,1966,13.5
VT,Caledonia,3929,13.5
WA,Skamania,1543,13.5
CO,Custer,605,13.6
DE,Kent,23060,13.6
ID,Boise,965,13.6
IL,Bond,2031,13.6
IL,Edgar,2350,13.6
IL,Warren,2213,13.6
KS,Seward,3017,13.6
MI,Jackson,20352,13.6
MI,Tuscola,7148,13.6
MO,Mercer,498,13.6
OR,Marion,44581,13.6
PA,Blair,16430,13.6
PA,Huntingdon,5522,13.6
TX,Lampasas,2793,13.6
TX,Tarrant,270348,13.6
TX,Upton,491,13.6
VA,Pittsylvania,8211,13.6
WI,Douglas,5733,13.6
WI,Racine,25798,13.6
WY,Hot Springs,624,13.6
GA,Hall,26561,13.7
IL,Cass,1708,13.7
IL,Logan,3450,13.7
IL,Randolph,3850,13.7
IN,Clinton,4317,13.7
IN,Lawrence,6139,13.7
KS,Doniphan,989,13.7
KS,Norton,640,13.7
KY,Franklin,6708,13.7
MI,Mackinac,1465,13.7
NC,Onslow,23670,13.7
OH,Summit,72687,13.7
OH,Washington,8100,13.7
PA,Bedford,6550,13.7
PA,Lawrence,11672,13.7
PA,Wayne,6427,13.7
VA,Floyd,2129,13.7
CO,Gunnison,2128,13.8
ID,Bingham,6181,13.8
ID,Gooding,2083,13.8
IL,Sangamon,26767,13.8
IN,Owen,2827,13.8
KY,Hardin,14306,13.8
MI,St. Clair,21781,13.8
MO,Bates,2204,13.8
MT,Carter,164,13.8
MT,Garfield,181,13.8
MT,Ravalli,5773,13.8
NE,Brown,401,13.8
NE,Rock,186,13.8
NH,Coos,4072,13.8
NC,Brunswick,17406,13.8
PA,Armstrong,9100,13.8
PA,Lehigh,48796,13.8
SD,Faulk,298,13.8
TX,Cooke,5330,13.8
UT,Duchesne,2765,13.8
UT,Sevier,2907,13.8
VA,Bland,800,13.8
WI,Burnett,2068,13.8
WI,Clark,4676,13.8
WI,Rusk,1920,13.8
CA,Santa Barbara,59468,13.9
CO,Kiowa,189,13.9
ID,Bear Lake,823,13.9
ID,Elmore,3531,13.9
IL,Wayne,2272,13.9
IN,Jay,2878,13.9
IN,Rush,2277,13.9
KS,Barton,3621,13.9
MI,Alger,1140,13.9
MN,Ramsey,73203,13.9
NE,Thomas,99,13.9
NY,Livingston,8072,13.9
NY,Ulster,23815,13.9
ND,Emmons,455,13.9
ND,Grand Forks,9318,13.9
OH,Crawford,5753,13.9
OK,Love,1376,13.9
OK,Texas,2861,13.9
SD,Butte,1399,13.9
TX,Ector,21548,13.9
VT,Bennington,4815,13.9
VA,Appomattox,2130,13.9
WA,Garfield,308,13.9
WI,Adams,2624,13.9
CO,Cheyenne,252,14.01
CO,Denver,95232,14.01
IA,Jefferson,2311,14.01
IA,Lee,4643,14.01
KS,Cowley,4706,14.01
MD,Kent,2565,14.01
MI,Otsego,3369,14.01
NE,Furnas,656,14.01
NM,Santa Fe,20463,14.01
NC,Yadkin,5202,14.01
PA,Potter,2335,14.01
SD,Beadle,2484,14.01
SD,Brookings,4307,14.01
SD,Day,759,14.01
TX,Orange,11751,14.01
VA,Lancaster,1514,14.01
WA,Columbia,543,14.01
AL,Blount,8033,14.1
CO,Jackson,191,14.1
GA,Fannin,3485,14.1
IA,Crawford,2345,14.1
ME,Kennebec,16479,14.1
MO,Holt,612,14.1
MT,Teton,824,14.1
NV,Lincoln,675,14.1
NY,Yates,3340,14.1
ND,Ramsey,1556,14.1
OR,Curry,3171,14.1
PA,Clearfield,10543,14.1
PA,Lackawanna,28739,14.1
PA,Somerset,9885,14.1
TX,Sutton,542,14.1
TX,Washington,4641,14.1
FL,Volusia,73420,14.2
ID,Cassia,3282,14.2
IL,Kankakee,14958,14.2
IN,Clay,3666,14.2
IN,Daviess,4609,14.2
IN,Sullivan,2640,14.2
KS,Osborne,501,14.2
KS,Smith,507,14.2
MI,Huron,4409,14.2
MI,Manistee,3255,14.2
MO,Pulaski,6044,14.2
MO,Worth,279,14.2
MT,Cascade,11333,14.2
NV,Churchill,3371,14.2
NJ,Atlantic,37734,14.2
NY,Erie,126912,14.2
OR,Crook,3192,14.2
OR,Multnomah,111262,14.2
OR,Wasco,3624,14.2
PA,Cameron,655,14.2
TN,Bradley,14448,14.2
TN,Roane,7416,14.2
TX,Coryell,8991,14.2
TX,Victoria,12900,14.2
VA,Middlesex,1469,14.2
WA,Walla Walla,7906,14.2
WI,Crawford,2212,14.2
WI,Langlade,2681,14.2
CO,Kit Carson,1023,14.3
CO,Washington,674,14.3
GA,White,4030,14.3
IL,Livingston,4823,14.3
IN,Washington,3898,14.3
IA,Ringgold,696,14.3
IA,Webster,4874,14.3
KS,Finney,5155,14.3
ME,Franklin,4111,14.3
ME,Waldo,5514,14.3
MI,Delta,5107,14.3
MN,Koochiching,1773,14.3
MO,Newton,8251,14.3
NE,Greeley,333,14.3
NE,Madison,4867,14.3
NM,Harding,95,14.3
OK,Washington,7333,14.3
TN,Coffee,7705,14.3
TX,Austin,4213,14.3
TX,Goliad,1059,14.3
TX,Oldham,261,14.3
VA,Amherst,4340,14.3
WA,Stevens,6284,14.3
WV,Pleasants,987,14.3
WI,Waushara,3263,14.3
WY,Niobrara,318,14.3
AL,Coffee,7271,14.4
CA,Sierra,419,14.4
IL,Crawford,2571,14.4
IL,Hamilton,1144,14.4
IL,Johnson,1594,14.4
IL,Richland,2235,14.4
KS,Sherman,841,14.4
KY,Pendleton,2069,14.4
MO,Johnson,7187,14.4
MT,Beaverhead,1291,14.4
NY,Clinton,10701,14.4
NY,Rockland,46260,14.4
NC,Randolph,20481,14.4
OK,Pittsburg,6007,14.4
PA,Crawford,11832,14.4
TN,Anderson,10753,14.4
TX,Burleson,2519,14.4
TX,Medina,6746,14.4
VA,Pulaski,4758,14.4
VA,Wythe,4135,14.4
WI,Iron,809,14.4
WI,Juneau,3561,14.4
CA,Stanislaus,77913,14.5
FL,Duval,131327,14.5
ID,Kootenai,22165,14.5
ID,Twin Falls,11954,14.5
IA,Van Buren,1047,14.5
KS,Russell,1002,14.5
KY,Carlisle,693,14.5
KY,Gallatin,1238,14.5
KY,Livingston,1329,14.5
KY,Mercer,3088,14.5
KY,Trigg,2046,14.5
MI,Hillsdale,6395,14.5
MI,Ionia,8487,14.5
MN,Polk,4410,14.5
MO,Marion,4000,14.5
NM,Sandoval,20441,14.5
NC,Polk,2912,14.5
OH,Hocking,4054,14.5
OK,Logan,6510,14.5
SD,Pennington,15515,14.5
TN,Fayette,5655,14.5
TX,Colorado,2985,14.5
WI,Ashland,2179,14.5
CA,San Joaquin,105268,14.6
CO,Lake,1093,14.6
KS,Harper,809,14.6
MI,Washtenaw,49933,14.6
MN,Wadena,1952,14.6
MO,Gentry,952,14.6
MT,Fergus,1619,14.6
NV,Clark,311352,14.6
NY,Cattaraugus,11014,14.6
NY,Onondaga,65822,14.6
OK,Garfield,8920,14.6
OR,Jackson,31189,14.6
OR,Wallowa,1000,14.6
PA,Luzerne,44618,14.6
PA,Lycoming,16033,14.6
PA,Northumberland,12924,14.6
PA,Venango,7507,14.6
SC,Oconee,11021,14.6
SD,Bon Homme,811,14.6
TN,Smith,2801,14.6
TX,Bandera,3138,14.6
TX,Gaines,2982,14.6
TX,Young,2599,14.6
VA,Fredericksburg  ,3755,14.6
VA,Waynesboro  ,3167,14.6
WA,Asotin,3225,14.6
WV,Harrison,9851,14.6
WY,Goshen,1776,14.6
AR,Hot Spring,4541,14.7
FL,Brevard,84028,14.7
GA,Rockdale,12943,14.7
IL,Fulton,4807,14.7
IA,Page,2046,14.7
KS,Pawnee,840,14.7
KS,Reno,8844,14.7
MI,Missaukee,2198,14.7
MI,Presque Isle,1852,14.7
MN,St. Louis,28177,14.7
MO,Cooper,2362,14.7
NE,Boyd,283,14.7
NV,White Pine,1220,14.7
NY,Monroe,106742,14.7
NY,Otsego,8124,14.7
PA,Mifflin,6711,14.7
TN,Bedford,6885,14.7
VA,Washington,7744,14.7
VA,Newport News  ,25395,14.7
WA,Lewis,11155,14.7
AK,Aleutians East,487,14.8
CO,Sedgwick,352,14.8
FL,Osceola,49326,14.8
IN,Howard,12011,14.8
KS,Decatur,404,14.8
KS,Greenwood,895,14.8
KY,Trimble,1263,14.8
LA,Beauregard  ,5243,14.8
ME,Penobscot,21460,14.8
MI,Schoolcraft,1162,14.8
NV,Esmeralda,117,14.8
OH,Marion,8673,14.8
OH,Muskingum,12435,14.8
OR,Morrow,1668,14.8
SD,Walworth,810,14.8
TN,Knox,65480,14.8
TN,Washington,18319,14.8
TX,Kerr,7348,14.8
TX,Rains,1657,14.8
TX,Shackelford,489,14.8
TX,Van Zandt,7921,14.8
UT,Wayne,400,14.8
VA,Westmoreland,2581,14.8
AL,Cullman,12133,14.9
FL,Bay,26845,14.9
GA,Carroll,16713,14.9
GA,Houston,22347,14.9
GA,Madison,4255,14.9
ID,Nez Perce,5861,14.9
IN,Perry,2612,14.9
IA,Lucas,1268,14.9
KS,Sedgwick,75334,14.9
KY,Jefferson,111467,14.9
LA,Vernon  ,7191,14.9
MI,St. Joseph,8948,14.9
MO,Lawrence,5613,14.9
SC,Pickens,17297,14.9
TX,Brewster,1365,14.9
TX,Callahan,2032,14.9
TX,Throckmorton,228,14.9
TX,Titus,4749,14.9
VA,Alleghany,2288,14.9
WA,Franklin,12972,14.9
WA,Mason,8830,14.9
AZ,Maricopa,624923,15.01
CO,Mesa,21922,15.01
FL,Hillsborough,203350,15.01
GA,Camden,7573,15.01
ID,Adams,580,15.01
IL,Cook,770091,15.01
IN,Allen,54642,15.01
MN,Blue Earth,9397,15.01
NY,Fulton,7878,15.01
NY,Schuyler,2684,15.01
NC,Alexander,5401,15.01
NC,Pender,8683,15.01
SC,Charleston,57691,15.01
SC,Horry,47767,15.01
TX,Winkler,1164,15.01
VA,Winchester  ,3966,15.01
WV,Grant,1737,15.01
CO,Montezuma,4031,15.1
GA,Bartow,15442,15.1
GA,Towns,1558,15.1
ID,Canyon,31525,15.1
ID,Washington,1517,15.1
IL,Greene,1928,15.1
IL,Mason,1996,15.1
KY,Simpson,2663,15.1
MI,Marquette,9419,15.1
MT,Petroleum,74,15.1
OH,Noble,1744,15.1
SD,McPherson,340,15.1
TN,Davidson,99415,15.1
TN,Sevier,14386,15.1
TX,Hamilton,1229,15.1
TX,Nueces,53441,15.1
AL,Lauderdale,13739,15.2
FL,Escambia,45044,15.2
GA,Gilmer,4490,15.2
IL,Fayette,3013,15.2
IL,Peoria,27254,15.2
IN,Adams,5271,15.2
MI,Bay,15716,15.2
MO,Cape Girardeau,11371,15.2
MO,Maries,1331,15.2
MO,Pettis,6263,15.2
MT,Missoula,17206,15.2
NM,Eddy,8674,15.2
NY,Chemung,12390,15.2
NY,Chenango,7248,15.2
NY,Orleans,5905,15.2
NC,Gates,1731,15.2
NC,Granville,8403,15.2
OH,Monroe,2130,15.2
OR,Lake,1122,15.2
PA,Clarion,5628,15.2
SC,Georgetown,9222,15.2
TX,Scurry,2377,15.2
UT,Carbon,3013,15.2
WA,Grays Harbor,10437,15.2
WA,Whatcom,32082,15.2
WV,Hardy,2096,15.2
WI,Sawyer,2434,15.2
AL,Jefferson,98463,15.3
AR,Greene,6709,15.3
CA,Riverside,359774,15.3
GA,Liberty,9184,15.3
KY,Harrison,2820,15.3
MD,Caroline,4955,15.3
MI,Kalkaska,2612,15.3
MI,Mason,4355,15.3
NY,Jefferson,16468,15.3
NC,Clay,1647,15.3
NC,Craven,15047,15.3
NC,Franklin,9624,15.3
PA,Warren,6007,15.3
SC,Abbeville,3689,15.3
TN,Cumberland,8841,15.3
TN,Trousdale,1244,15.3
TX,Hopkins,5492,15.3
WA,Clallam,11110,15.3
AZ,Pinal,60679,15.4
AR,Boone,5670,15.4
CA,Tuolumne,7781,15.4
FL,Hernando,27794,15.4
GA,Oglethorpe,2272,15.4
GA,Union,3483,15.4
HI,Hawaii,29962,15.4
ID,Bonner,6476,15.4
IL,St. Clair,39745,15.4
IL,Stephenson,6916,15.4
IN,Randolph,3801,15.4
LA,Plaquemines  ,3575,15.4
MI,Iron,1672,15.4
MO,Monroe,1298,15.4
NE,Pawnee,400,15.4
NC,Davidson,25150,15.4
NC,Person,5962,15.4
SC,Anderson,29703,15.4
TX,Briscoe,226,15.4
TX,Upshur,6235,15.4
CO,San Juan,107,15.5
GA,Banks,2845,15.5
KS,Allen,1907,15.5
MI,Alpena,4365,15.5
MI,Sanilac,6359,15.5
MN,Cass,4445,15.5
MO,Clark,1020,15.5
MO,Jackson,105697,15.5
MT,Phillips,631,15.5
MT,Silver Bow,5193,15.5
NE,Blaine,75,15.5
NE,Sioux,192,15.5
OH,Allen,15101,15.5
OK,Creek,10895,15.5
OK,Osage,7139,15.5
TN,Cannon,2149,15.5
TN,Franklin,6143,15.5
TX,Parmer,1500,15.5
VT,Orleans,4029,15.5
WA,Klickitat,3269,15.5
GA,Dade,2377,15.6
GA,Habersham,6500,15.6
IL,Perry,2953,15.6
IL,Rock Island,21769,15.6
IL,Winnebago,43858,15.6
KY,Grant,3787,15.6
MI,Montcalm,9381,15.6
MO,Montgomery,1739,15.6
MT,McCone,261,15.6
NJ,Hudson,104660,15.6
ND,Grant,367,15.6
OR,Douglas,16692,15.6
PA,Cambria,20033,15.6
SC,Kershaw,9941,15.6
SC,Spartanburg,45637,15.6
TX,Coke,501,15.6
TX,Fisher,597,15.6
TX,Panola,3598,15.6
TX,Rusk,7461,15.6
TX,Stonewall,217,15.6
VA,Southampton,2544,15.6
WV,Mineral,4156,15.6
AR,White,11843,15.7
ID,Custer,639,15.7
ID,Power,1188,15.7
IL,Morgan,4962,15.7
IN,La Porte,16218,15.7
IN,Miami,5100,15.7
KY,Washington,1851,15.7
MO,DeKalb,1429,15.7
MO,Laclede,5480,15.7
MT,Chouteau,895,15.7
NC,Gaston,33562,15.7
OH,Belmont,10135,15.7
OH,Clark,20643,15.7
OK,Marshall,2499,15.7
OK,Tulsa,99417,15.7
OR,Umatilla,11369,15.7
PA,Erie,41331,15.7
PA,Greene,5362,15.7
TN,Jefferson,8112,15.7
TX,Calhoun,3420,15.7
TX,Refugio,1128,15.7
TX,Smith,34487,15.7
VT,Essex,966,15.7
WV,Hampshire,3585,15.7
WV,Jackson,4546,15.7
AL,Morgan,18457,15.8
AR,Cleveland,1295,15.8
AR,Washington,34567,15.8
GA,Floyd,14596,15.8
ID,Clearwater,1241,15.8
ID,Minidoka,3243,15.8
IL,DeKalb,15566,15.8
IL,Jefferson,5697,15.8
IL,Marion,5891,15.8
IN,Scott,3690,15.8
KS,Atchison,2398,15.8
KS,Cherokee,3148,15.8
KS,Douglas,17501,15.8
MI,Ontonagon,925,15.8
NY,Lewis,4191,15.8
OH,Richland,17904,15.8
OK,Alfalfa,750,15.8
OK,Lincoln,5477,15.8
RI,Providence,96214,15.8
TX,Bosque,2797,15.8
TX,Franklin,1659,15.8
TX,Mills,750,15.8
TX,San Patricio,10570,15.8
TX,Wilbarger,1981,15.8
WV,Ohio,6361,15.8
WV,Tucker,1067,15.8
AR,Independence,5727,15.9
ID,Payette,3639,15.9
IL,Williamson,10423,15.9
KY,Clark,5618,15.9
KY,Jessamine,8014,15.9
MO,Howard,1484,15.9
MO,Saline,3436,15.9
NE,Scotts Bluff,5645,15.9
NV,Nye,6724,15.9
NC,Haywood,9545,15.9
SD,Gregory,655,15.9
TX,Liberty,12164,15.9
VA,Mecklenburg,4759,15.9
VA,Covington  ,862,15.9
WI,Forest,1409,15.9
AR,Faulkner,18782,16.01
GA,Fulton,159400,16.01
ID,Jerome,3644,16.01
ID,Lewis,611,16.01
IL,Clay,2085,16.01
IL,Montgomery,4220,16.01
MI,Chippewa,5278,16.01
NE,Loup,94,16.01
OH,Fayette,4489,16.01
OH,Hamilton,126002,16.01
OK,Washita,1784,16.01
OR,Grant,1132,16.01
OR,Union,4058,16.01
TN,Chester,2573,16.01
WV,Greenbrier,5520,16.01
GA,Gordon,9020,16.1
GA,Whitfield,16688,16.1
IN,Greene,5120,16.1
IN,Starke,3694,16.1
IA,Black Hawk,20556,16.1
IA,Des Moines,6300,16.1
LA,Jefferson  ,69610,16.1
MS,George,3714,16.1
MO,Barton,1899,16.1
MO,Linn,1927,16.1
MO,Randolph,3616,16.1
MO,Scotland,778,16.1
NE,Keya Paha,127,16.1
NC,Alamance,25014,16.1
NC,Ashe,4307,16.1
NC,Durham,47269,16.1
NC,Harnett,20400,16.1
PA,Mercer,17133,16.1
TN,Tipton,9698,16.1
TX,Fannin,5015,16.1
WA,Grant,14842,16.1
WV,Tyler,1431,16.1
AR,Craighead,16548,16.2
GA,Lumpkin,4711,16.2
ID,Idaho,2531,16.2
IL,White,2246,16.2
IN,Henry,7244,16.2
IN,St. Joseph,41889,16.2
KY,Ballard,1277,16.2
MI,Alcona,1657,16.2
NE,Sheridan,831,16.2
NM,Bernalillo,107909,16.2
OK,Comanche,18024,16.2
SC,Calhoun,2370,16.2
TN,Polk,2670,16.2
TX,Hill,5542,16.2
TX,Kenedy,65,16.2
VA,Buena Vista  ,975,16.2
WA,Pend Oreille,2103,16.2
WV,Pendleton,1126,16.2
AR,Cleburne,4047,16.3
CA,Los Angeles,1629450,16.3
CA,Sacramento,243760,16.3
FL,Orange,209800,16.3
IN,Orange,3103,16.3
IN,Parke,2497,16.3
KS,Lyon,5212,16.3
KY,Garrard,2784,16.3
ME,Aroostook,10804,16.3
MO,Macon,2416,16.3
MO,Miller,4040,16.3
MO,St. Francois,9726,16.3
NE,Garden,308,16.3
NJ,Essex,126492,16.3
NY,Herkimer,9968,16.3
NY,Oneida,35553,16.3
OH,Jefferson,10469,16.3
OK,Oklahoma,124834,16.3
OK,Pontotoc,5983,16.3
TX,Atascosa,7867,16.3
