us_state,county,poverty_estimate,poverty_percentage
FL,Lake,40582,11.5
ID,Canyon,25416,11.5
IL,Henry,5558,11.5
IN,Benton,985,11.5
IN,Daviess,3752,11.5
IN,Elkhart,23202,11.5
IN,Marshall,5212,11.5
KS,Stanton,223,11.5
MN,Kandiyohi,4854,11.5
NY,Orange,42664,11.5
NC,Buncombe,28859,11.5
PA,Fulton,1645,11.5
SD,Edmunds,421,11.5
SD,Hutchinson,784,11.5
SD,Miner,247,11.5
TX,Kaufman,14539,11.5
UT,Uintah,4031,11.5
WV,Berkeley,13275,11.5
AK,Wrangell City and,287,11.6
CO,Montrose,4854,11.6
CT,New Haven,96563,11.6
DE,New Castle,62976,11.6
IL,Bureau,3751,11.6
IN,Adams,4056,11.6
IN,Shelby,5065,11.6
IA,Monroe,885,11.6
KS,Ford,3818,11.6
KS,Trego,316,11.6
ME,Hancock,6233,11.6
MN,Mower,4567,11.6
NE,Douglas,64276,11.6
NE,McPherson,57,11.6
NY,Queens,261819,11.6
ND,Bottineau,715,11.6
ND,Pierce,447,11.6
ND,Richland,1781,11.6
OH,Greene,18567,11.6
TX,Hansford,626,11.6
CO,Denver,82104,11.7
CT,Windham,13135,11.7
FL,Pinellas,112593,11.7
IL,Cumberland,1248,11.7
IN,Decatur,3077,11.7
IA,Allamakee,1581,11.7
IA,Fayette,2203,11.7
KS,Hodgeman,210,11.7
MN,Faribault,1569,11.7
MN,Yellow Medicine,1124,11.7
MO,Callaway,4795,11.7
MO,Moniteau,1723,11.7
MT,Carbon,1247,11.7
NE,Madison,3992,11.7
NE,Nance,401,11.7
NY,Columbia,6828,11.7
NY,Essex,4150,11.7
NY,Richmond,55217,11.7
NC,Johnston,23374,11.7
NC,Mecklenburg,126098,11.7
PA,Allegheny,138397,11.7
WA,Skamania,1390,11.7
WI,Douglas,4902,11.7
CA,Amador,4130,11.8
IL,Crawford,2052,11.8
IN,Martin,1186,11.8
IA,Muscatine,4973,11.8
IA,Pottawattamie,10760,11.8
LA,St. Tammany,30253,11.8
MN,Clay,7220,11.8
MN,Itasca,5206,11.8
MO,Atchison,600,11.8
MO,Gasconade,1697,11.8
NE,Adams,3558,11.8
NE,Deuel,214,11.8
NE,Jefferson,821,11.8
NY,Schoharie,3532,11.8
NC,Polk,2389,11.8
OH,Brown,5064,11.8
OH,Clinton,4802,11.8
PA,Wyoming,3116,11.8
SD,Brookings,3744,11.8
WY,Weston,777,11.8
AL,Madison,42667,11.9
AR,Lonoke,8651,11.9
FL,Wakulla,3543,11.9
GA,Catoosa,7911,11.9
GA,Walton,10993,11.9
IN,Clinton,3732,11.9
KS,Ellsworth,622,11.9
KS,Sheridan,297,11.9
KS,Wichita,247,11.9
NE,Keith,949,11.9
NV,Humboldt,1977,11.9
ND,McHenry,685,11.9
OH,Morrow,4106,11.9
OH,Wood,14733,11.9
OK,Cleveland,32077,11.9
PA,Carbon,7522,11.9
UT,Duchesne,2335,11.9
VA,Craig,599,11.9
WI,Clark,4052,11.9
WI,Florence,506,11.9
WY,Washakie,918,11.9
AL,St. Clair,10432,12.01
CO,Custer,576,12.01
FL,Monroe,8859,12.01
ID,Bingham,5510,12.01
IL,Cass,1448,12.01
IN,Jackson,5183,12.01
KS,Ellis,3303,12.01
KS,Pratt,1074,12.01
KY,Hancock,1038,12.01
MI,Keweenaw,253,12.01
MN,Hubbard,2535,12.01
MN,Pine,3319,12.01
MN,Polk,3654,12.01
MT,Wibaux,121,12.01
NE,Custer,1274,12.01
OH,Summit,63889,12.01
OR,Multnomah,95543,12.01
PA,Lehigh,42991,12.01
PA,Somerset,8289,12.01
SD,Davison,2290,12.01
SD,Marshall,587,12.01
TN,Montgomery,24251,12.01
TN,Tipton,7240,12.01
TX,Callahan,1661,12.01
TX,Lipscomb,397,12.01
TX,Travis,146724,12.01
UT,Sevier,2544,12.01
VT,Windham,4965,12.01
VA,Rockbridge,2670,12.01
WI,Jackson,2289,12.01
WI,Kenosha,19819,12.01
WI,Marinette,4777,12.01
CA,Calaveras,5454,12.1
CO,Yuma,1191,12.1
FL,Lee,90400,12.1
FL,St. Lucie,38398,12.1
GA,Houston,18519,12.1
IA,Greene,1073,12.1
KS,Kiowa,286,12.1
KY,Marshall,3715,12.1
MI,Mason,3455,12.1
MN,Lyon,3009,12.1
NE,Dawson,2824,12.1
NE,Holt,1210,12.1
NC,Stokes,5455,12.1
OH,Pickaway,6413,12.1
OH,Seneca,6372,12.1
OK,Dewey,580,12.1
SD,Douglas,340,12.1
TX,Dallam,867,12.1
TX,Galveston,40109,12.1
TX,Sherman,368,12.1
TX,Tarrant,248032,12.1
TX,Yoakum,1028,12.1
CA,Santa Cruz,32027,12.2
CO,Morgan,3409,12.2
FL,Palm Beach,179359,12.2
GA,Bartow,12768,12.2
IL,Johnson,1364,12.2
IN,Pulaski,1494,12.2
IN,Putnam,3978,12.2
KS,Smith,431,12.2
KY,Nelson,5530,12.2
MD,Garrett,3483,12.2
MO,Mercer,439,12.2
MT,Fergus,1313,12.2
MT,Powder River,205,12.2
NE,Cherry,693,12.2
NM,Santa Fe,17972,12.2
NY,Lewis,3177,12.2
OR,Yamhill,12433,12.2
TX,Moore,2588,12.2
VT,Orleans,3194,12.2
VA,King and Queen,858,12.2
WA,Cowlitz,13165,12.2
AZ,Maricopa,535183,12.3
CA,Inyo,2172,12.3
CO,Moffat,1614,12.3
DE,Sussex,27750,12.3
IL,Adams,7803,12.3
IL,Hamilton,990,12.3
IL,White,1637,12.3
IN,Howard,9942,12.3
IA,Crawford,2072,12.3
KS,Reno,7266,12.3
ME,Androscoggin,12838,12.3
MO,Carroll,1060,12.3
NY,Jefferson,12996,12.3
ND,Barnes,1231,12.3
ND,Ramsey,1361,12.3
OH,Tuscarawas,11107,12.3
PA,Clinton,4506,12.3
PA,Columbia,7553,12.3
PA,Monroe,20202,12.3
TX,Grayson,16116,12.3
TX,Lee,2049,12.3
TX,Llano,2628,12.3
TX,Medina,5988,12.3
VA,Charles City,851,12.3
VA,Floyd,1922,12.3
VA,Lancaster,1306,12.3
VA,Nelson,1814,12.3
VA,Staunton,2937,12.3
WI,Barron,5482,12.3
AK,Kenai Peninsula,7103,12.4
GA,Lee,3579,12.4
ID,Minidoka,2577,12.4
IN,Perry,2167,12.4
IN,Wabash,3631,12.4
IA,Mahaska,2639,12.4
IA,Scott,21030,12.4
KS,Cheyenne,322,12.4
KS,Kearny,478,12.4
KS,Phillips,646,12.4
KS,Washington,655,12.4
MI,Delta,4380,12.4
MI,Menominee,2810,12.4
MN,Mille Lacs,3163,12.4
MN,Stearns,18879,12.4
MN,Todd,3017,12.4
NE,Dakota,2455,12.4
NE,Lancaster,37583,12.4
NE,Saline,1649,12.4
NE,Valley,511,12.4
NC,Orange,17045,12.4
ND,Hettinger,291,12.4
OH,Butler,45821,12.4
TX,Hardin,7035,12.4
VA,Giles,2064,12.4
WI,Price,1638,12.4
CA,Plumas,2317,12.5
CA,Tuolumne,6417,12.5
ID,Jerome,2974,12.5
IL,Christian,3882,12.5
IN,Lawrence,5629,12.5
IA,Clinton,5727,12.5
IA,Keokuk,1258,12.5
KS,Graham,307,12.5
KS,Osage,1953,12.5
KY,Simpson,2271,12.5
MT,Custer,1398,12.5
NE,Banner,91,12.5
NE,Brown,369,12.5
NE,Kimball,443,12.5
NY,Livingston,7173,12.5
NY,Otsego,6881,12.5
PA,Bradford,7495,12.5
SC,Lexington,36432,12.5
UT,Emery,1247,12.5
VT,Caledonia,3648,12.5
VA,Dinwiddie,3486,12.5
WA,Lewis,9832,12.5
WA,Lincoln,1330,12.5
WV,Ohio,4953,12.5
WI,Dunn,5213,12.5
WI,Washburn,1954,12.5
CA,Santa Barbara,54029,12.6
CO,Cheyenne,230,12.6
CO,Kit Carson,900,12.6
CO,Lake,970,12.6
FL,Broward,244310,12.6
FL,Pasco,67164,12.6
GA,Douglas,18113,12.6
IL,Livingston,4220,12.6
IN,Owen,2597,12.6
IA,Cass,1594,12.6
KY,Jessamine,6562,12.6
MI,Alger,1019,12.6
MI,Huron,3876,12.6
MN,Crow Wing,8105,12.6
MO,Camden,5712,12.6
NE,Antelope,788,12.6
NE,Furnas,579,12.6
NM,Sandoval,18215,12.6
NY,Orleans,4819,12.6
NY,Seneca,4000,12.6
PA,Union,4575,12.6
SD,Clark,440,12.6
SD,Spink,781,12.6
TX,Bastrop,10673,12.6
TX,Hill,4460,12.6
TX,Sterling,161,12.6
WI,Racine,24084,12.6
CA,Riverside,307511,12.7
CA,San Luis Obispo,34200,12.7
FL,Okaloosa,25612,12.7
GA,Morgan,2374,12.7
ID,Latah,4737,12.7
IL,Stephenson,5555,12.7
IA,Adams,460,12.7
IA,Davis,1130,12.7
IA,Des Moines,4887,12.7
KS,Lincoln,375,12.7
MI,Tuscola,6580,12.7
MT,Missoula,14719,12.7
NE,Nemaha,824,12.7
NY,Yates,3014,12.7
NC,Franklin,8394,12.7
ND,Slope,97,12.7
OK,Ellis,494,12.7
OK,Grant,538,12.7
OK,Texas,2530,12.7
OR,Linn,15989,12.7
OR,Polk,10622,12.7
SD,Lawrence,3155,12.7
TX,Mason,541,12.7
VA,Highland,280,12.7
VA,Middlesex,1317,12.7
WA,Grant,12235,12.7
WA,Jefferson,3949,12.7
WA,Klickitat,2799,12.7
WI,Langlade,2392,12.7
CO,Dolores,265,12.8
ID,Boise,974,12.8
ID,Payette,2988,12.8
IA,Taylor,782,12.8
KS,Barber,564,12.8
KY,Mercer,2759,12.8
LA,St. Charles,6652,12.8
LA,West Baton Rouge,3299,12.8
MN,Clearwater,1107,12.8
NE,Greeley,294,12.8
NJ,Atlantic,33167,12.8
NY,Steuben,12069,12.8
NC,Transylvania,4277,12.8
PA,Susquehanna,5128,12.8
SC,Berkeley,27687,12.8
AZ,Pinal,54399,12.9
ID,Elmore,3435,12.9
IL,Macoupin,5740,12.9
IL,Warren,2069,12.9
KS,Linn,1244,12.9
KS,Osborne,434,12.9
KS,Rawlins,316,12.9
KY,Franklin,6352,12.9
MD,Kent,2329,12.9
MI,Missaukee,1920,12.9
MN,Cass,3771,12.9
NE,Arthur,60,12.9
NJ,Camden,64417,12.9
ND,Grand Forks,8681,12.9
ND,Logan,239,12.9
OH,Carroll,3431,12.9
OK,Noble,1431,12.9
OR,Crook,3049,12.9
SD,Beadle,2387,12.9
SD,Sanborn,299,12.9
TX,Ector,20485,12.9
TX,Jackson,1885,12.9
TX,Lampasas,2713,12.9
UT,Cache,15830,12.9
UT,Wayne,347,12.9
VA,Surry,831,12.9
WV,Hardy,1753,12.9
WI,Crawford,2007,12.9
WI,Eau Claire,12906,12.9
WY,Goshen,1567,12.9
GA,Banks,2469,13.01
GA,Monroe,3411,13.01
ID,Cassia,3046,13.01
IN,Jay,2653,13.01
IA,Wayne,817,13.01
MN,Winona,6126,13.01
MO,Jackson,89787,13.01
NE,Hall,7839,13.01
NE,Richardson,1004,13.01
NY,Cayuga,9509,13.01
NY,Fulton,6830,13.01
NY,Greene,5789,13.01
NY,Niagara,26833,13.01
NC,Alexander,4653,13.01
NC,Catawba,20321,13.01
NC,Granville,7331,13.01
NC,Yadkin,4829,13.01
OH,Belmont,8272,13.01
OK,Washington,6607,13.01
PA,Lycoming,14054,13.01
PA,Schuylkill,17574,13.01
PA,Wayne,6163,13.01
SD,Fall River,850,13.01
TN,Hamilton,46021,13.01
TX,Bell,44865,13.01
TX,Hutchinson,2708,13.01
TX,Oldham,245,13.01
VA,Amherst,3969,13.01
WA,Spokane,65365,13.01
WY,Big Horn,1519,13.01
AK,Yakutat,79,13.1
AR,Grant,2353,13.1
IL,DeKalb,12877,13.1
IL,Sangamon,25172,13.1
IA,Van Buren,917,13.1
KS,Anderson,1015,13.1
KS,Clark,254,13.1
KS,Wallace,194,13.1
KY,Campbell,11741,13.1
KY,Trigg,1901,13.1
MI,Manistee,3026,13.1
MI,Wexford,4318,13.1
MN,Traverse,418,13.1
MS,Lee,10977,13.1
MO,Howard,1233,13.1
NE,Garfield,253,13.1
NH,Coos,3828,13.1
NC,Haywood,8071,13.1
TN,Fayette,5227,13.1
TX,Jeff Davis,284,13.1
AL,Blount,7527,13.2
AL,Morgan,15419,13.2
AZ,Yavapai,30060,13.2
FL,Volusia,70499,13.2
GA,Hall,26249,13.2
GA,Rockdale,11803,13.2
ID,Adams,554,13.2
KS,Finney,4740,13.2
MD,Caroline,4320,13.2
MI,Schoolcraft,1044,13.2
NE,Webster,450,13.2
NY,Clinton,9779,13.2
NC,Stanly,7924,13.2
OR,Tillamook,3470,13.2
PA,Dauphin,35730,13.2
SD,Jones,122,13.2
TN,Knox,59817,13.2
TX,Brown,4778,13.2
TX,Hays,28293,13.2
WV,Hancock,3788,13.2
WI,Iron,733,13.2
WI,Monroe,5972,13.2
CA,Monterey,55614,13.3
CA,Sierra,392,13.3
ID,Nez Perce,5223,13.3
KS,Brown,1264,13.3
KS,Doniphan,955,13.3
MO,Holt,572,13.3
MT,Judith Basin,260,13.3
NV,White Pine,1082,13.3
ND,Emmons,431,13.3
PA,Northumberland,11552,13.3
SC,Lancaster,12446,13.3
SD,Pennington,14567,13.3
TX,Fayette,3322,13.3
TX,Kent,89,13.3
WA,Clallam,9968,13.3
WA,Columbia,533,13.3
WA,Walla Walla,7483,13.3
AK,Southeast Fairbanks,918,13.4
CO,Jackson,188,13.4
FL,Bay,24276,13.4
FL,Osceola,48711,13.4
ID,Gem,2338,13.4
IN,Washington,3703,13.4
IA,Union,1601,13.4
KS,Sedgwick,67722,13.4
KS,Stafford,549,13.4
KS,Sumner,3016,13.4
KY,Hardin,14254,13.4
MI,Cheboygan,3359,13.4
MI,Mackinac,1431,13.4
MS,Union,3779,13.4
MO,Chariton,967,13.4
MO,Stone,4204,13.4
MT,Cascade,10607,13.4
MT,Granite,449,13.4
NE,Franklin,398,13.4
NE,Knox,1098,13.4
NV,Lincoln,655,13.4
OR,Wasco,3467,13.4
PA,Crawford,10880,13.4
TX,Bandera,3016,13.4
TX,Orange,11101,13.4
TX,Shackelford,432,13.4
WA,Franklin,12250,13.4
WI,Juneau,3388,13.4
WY,Carbon,1894,13.4
CA,Sutter,13011,13.5
GA,Fulton,137929,13.5
ID,Boundary,1603,13.5
IL,Edgar,2297,13.5
IN,Allen,49641,13.5
IN,Cass,5004,13.5
IN,St. Joseph,35068,13.5
IA,Page,1858,13.5
MI,Hillsdale,5958,13.5
MO,Marion,3686,13.5
MT,Hill,2151,13.5
MT,Prairie,144,13.5
NY,Chemung,10856,13.5
NY,Herkimer,8176,13.5
NY,Schuyler,2392,13.5
NC,Alamance,21661,13.5
NC,Durham,41063,13.5
TX,Lavaca,2644,13.5
TX,Parmer,1325,13.5
VA,Appomattox,2123,13.5
WA,Stevens,6045,13.5
WV,Tucker,907,13.5
WY,Hot Springs,604,13.5
GA,Dade,2067,13.6
ID,Twin Falls,11547,13.6
IL,La Salle,14384,13.6
IN,Fulton,2684,13.6
IN,Randolph,3322,13.6
KS,Decatur,378,13.6
MI,Crawford,1862,13.6
MI,St. Joseph,8191,13.6
MO,Monroe,1158,13.6
NJ,Passaic,67374,13.6
ND,McIntosh,339,13.6
OR,Lincoln,6639,13.6
SC,Spartanburg,41706,13.6
TN,Humphreys,2477,13.6
TX,Hunt,12715,13.6
TX,Martin,773,13.6
WV,Pleasants,919,13.6
WI,Vernon,4126,13.6
WY,Niobrara,292,13.6
CO,Washington,646,13.7
ID,Gooding,2071,13.7
ID,Power,1056,13.7
IN,Sullivan,2513,13.7
IA,Webster,4586,13.7
KS,Russell,932,13.7
KS,Sherman,790,13.7
ME,Waldo,5333,13.7
MI,Jackson,20553,13.7
MN,Aitkin,2145,13.7
MN,Martin,2677,13.7
MS,Itawamba,3066,13.7
MT,Carter,167,13.7
MT,Valley,1007,13.7
NE,Box Butte,1454,13.7
NY,Erie,122204,13.7
NY,Onondaga,61143,13.7
PA,Huntingdon,5498,13.7
SD,Perkins,394,13.7
TX,Colorado,2845,13.7
TX,Freestone,2493,13.7
TX,King,38,13.7
VA,Essex,1478,13.7
WA,Mason,8578,13.7
WV,Brooke,2930,13.7
AL,Autauga,7587,13.8
AL,Coffee,7053,13.8
AL,Colbert,7459,13.8
CO,Kiowa,188,13.8
DE,Kent,23966,13.8
GA,Oglethorpe,2049,13.8
GA,Union,3268,13.8
ID,Bannock,11768,13.8
ID,Lincoln,731,13.8
IL,Bond,2075,13.8
IL,Cook,701869,13.8
IL,Madison,35925,13.8
IL,Randolph,3834,13.8
IL,Wayne,2234,13.8
IN,Clay,3545,13.8
IA,Woodbury,13835,13.8
KS,Rice,1221,13.8
KS,Rush,417,13.8
KY,Washington,1644,13.8
MI,St. Clair,21745,13.8
MO,Cape Girardeau,10334,13.8
MT,Beaverhead,1236,13.8
NE,Johnson,563,13.8
NE,Pawnee,357,13.8
NC,Randolph,19631,13.8
OH,Knox,8039,13.8
TN,Dickson,7259,13.8
TN,Jefferson,7241,13.8
TX,Fannin,4466,13.8
TX,Montague,2668,13.8
TX,Washington,4566,13.8
WA,Garfield,306,13.8
IL,Greene,1772,13.9
IA,Monona,1171,13.9
IA,Montgomery,1360,13.9
KS,Shawnee,24062,13.9
KY,Grant,3404,13.9
KY,Livingston,1268,13.9
KY,McLean,1263,13.9
LA,Cameron,962,13.9
MO,Macon,2064,13.9
MO,Maries,1205,13.9
NE,Boyd,264,13.9
NE,Wayne,1177,13.9
NY,Rockland,44728,13.9
OK,Roger Mills,505,13.9
OR,Sherman,237,13.9
OR,Union,3598,13.9
PA,Cameron,614,13.9
TN,Sevier,13466,13.9
TN,Smith,2739,13.9
TN,Stewart,1867,13.9
TX,Kerr,7023,13.9
TX,Ward,1611,13.9
TX,Young,2468,13.9
VA,Page,3293,13.9
WV,Marshall,4200,13.9
AL,Lauderdale,12645,14.01
IN,Greene,4423,14.01
MS,Lamar,8666,14.01
MO,Cooper,2242,14.01
MT,Mineral,601,14.01
NE,Dundy,245,14.01
NE,Sherman,417,14.01
NE,Wheeler,112,14.01
NV,Clark,307977,14.01
NC,Burke,12278,14.01
OH,Crawford,5688,14.01
OK,Creek,9874,14.01
TX,Wheeler,721,14.01
WA,Asotin,3133,14.01
WI,Grant,6595,14.01
FL,Hernando,26646,14.1
GA,White,4118,14.1
ID,Bonner,6240,14.1
IL,Pike,2129,14.1
IN,Blackford,1651,14.1
KS,Hamilton,365,14.1
MI,Kalkaska,2481,14.1
MI,Marquette,8824,14.1
MI,Ontonagon,810,14.1
MO,Johnson,7032,14.1
MO,Scotland,685,14.1
MO,Webster,5384,14.1
MO,Worth,279,14.1
OH,Hocking,3944,14.1
OH,Monroe,1917,14.1
OK,Tulsa,89706,14.1
TN,Marshall,4702,14.1
TX,Caldwell,5850,14.1
TX,Coke,469,14.1
TX,Winkler,1069,14.1
VA,Bland,786,14.1
CA,Los Angeles,1409155,14.2
GA,Rabun,2346,14.2
GA,Whitfield,14567,14.2
ID,Lewis,542,14.2
IL,Fulton,4559,14.2
IL,Rock Island,19754,14.2
KS,Pawnee,787,14.2
MI,Iron,1531,14.2
MI,Presque Isle,1782,14.2
MO,Bates,2267,14.2
MT,McCone,235,14.2
NE,Frontier,351,14.2
NC,Gaston,31172,14.2
NC,Nash,13024,14.2
OH,Lorain,42562,14.2
PA,Lackawanna,28929,14.2
SC,Charleston,55971,14.2
TN,Cannon,2022,14.2
TX,Calhoun,3036,14.2
TX,Dallas,368310,14.2
TX,Sutton,531,14.2
TX,Upton,512,14.2
WI,Bayfield,2103,14.2
CA,Sacramento,217138,14.3
CA,San Joaquin,105351,14.3
GA,DeKalb,106598,14.3
IL,Clay,1865,14.3
IA,Ringgold,684,14.3
KS,Harper,766,14.3
KY,Henry,2273,14.3
MI,Montcalm,8709,14.3
MO,Montgomery,1591,14.3
MO,Shelby,834,14.3
NE,Scotts Bluff,5021,14.3
NJ,Hudson,95704,14.3
NY,Ulster,24389,14.3
PA,Luzerne,43839,14.3
PA,Sullivan,847,14.3
SC,Horry,48595,14.3
SD,Butte,1442,14.3
TX,Kenedy,63,14.3
TX,Throckmorton,217,14.3
WI,Richland,2438,14.3
WI,Rusk,2001,14.3
CO,Mesa,21463,14.4
CO,San Juan,109,14.4
GA,Chatham,39488,14.4
IL,McLean,23366,14.4
IL,Montgomery,3754,14.4
IL,Wabash,1645,14.4
IL,Williamson,9356,14.4
IN,Henry,6434,14.4
LA,Bossier,17888,14.4
MI,Kalamazoo,36927,14.4
MN,Wadena,1924,14.4
MO,Caldwell,1281,14.4
MO,Putnam,675,14.4
NV,Esmeralda,119,14.4
NY,Monroe,103620,14.4
NC,Harnett,18802,14.4
OH,Allen,13901,14.4
OH,Richland,16416,14.4
OH,Stark,52330,14.4
PA,Blair,17156,14.4
PA,Jefferson,6166,14.4
SC,Oconee,11159,14.4
TN,Bedford,6955,14.4
TN,Cumberland,8494,14.4
TN,Lincoln,4853,14.4
TX,Goliad,1077,14.4
TX,Lamar,7066,14.4
UT,Carbon,2853,14.4
UT,Iron,7444,14.4
AL,Cullman,11925,14.5
AR,Independence,5302,14.5
CO,Logan,2674,14.5
CO,Rio Grande,1604,14.5
FL,Duval,134476,14.5
GA,Jones,4098,14.5
IN,Fayette,3280,14.5
KS,Barton,3673,14.5
KS,Greenwood,861,14.5
KY,Lyon,1012,14.5
ME,Franklin,4141,14.5
MI,Branch,6034,14.5
NE,Morrill,669,14.5
ND,Grant,341,14.5
ND,Kidder,355,14.5
OR,Marion,48997,14.5
OR,Wallowa,1013,14.5
SC,Kershaw,9431,14.5
SD,Jerauld,280,14.5
TN,Giles,4160,14.5
TN,Putnam,10996,14.5
TX,Rains,1752,14.5
VA,Halifax,4825,14.5
VA,Fredericksburg,3851,14.5
WV,Mineral,3793,14.5
WI,Sawyer,2338,14.5
AR,Cleburne,3573,14.6
CO,Delta,4429,14.6
IL,Mason,1948,14.6
IA,Lee,4758,14.6
KS,Norton,670,14.6
KY,Fayette,45485,14.6
MD,Wicomico,14327,14.6
MN,Ramsey,78160,14.6
NE,Rock,194,14.6
NC,Clay,1602,14.6
OK,Love,1466,14.6
PA,Fayette,18475,14.6
SC,Anderson,28843,14.6
TX,Hopkins,5320,14.6
TX,Mills,693,14.6
TX,Stonewall,194,14.6
VA,Pulaski,4791,14.6
WV,Pendleton,1003,14.6
AR,Perry,1502,14.7
FL,Escambia,43832,14.7
FL,Hillsborough,207358,14.7
ID,Benewah,1342,14.7
ID,Custer,625,14.7
ID,Lemhi,1154,14.7
ID,Owyhee,1692,14.7
IA,Wapello,5032,14.7
KY,McCracken,9423,14.7
ME,Penobscot,21154,14.7
MN,St. Louis,28232,14.7
OH,Hardin,4327,14.7
OK,Lincoln,5069,14.7
OK,Pawnee,2368,14.7
PA,Cambria,18520,14.7
TN,Bradley,15216,14.7
TX,Hamilton,1221,14.7
TX,Harrison,9584,14.7
VA,Southampton,2350,14.7
WI,Forest,1294,14.7
AR,Boone,5472,14.8
GA,Newton,15946,14.8
IL,Brown,674,14.8
IL,St. Clair,38065,14.8
IN,Jennings,4026,14.8
KS,Neosho,2271,14.8
KY,Boyle,3962,14.8
MO,Saline,3188,14.8
MO,Stoddard,4238,14.8
NY,Oneida,32150,14.8
NC,Person,5773,14.8
OK,Woodward,2816,14.8
OR,Jackson,32137,14.8
PA,Potter,2413,14.8
TN,Roane,7779,14.8
TX,Burleson,2686,14.8
TX,Cooke,5914,14.8
UT,Sanpete,4116,14.8
VA,Alleghany,2164,14.8
VA,Northumberland,1790,14.8
CA,Mariposa,2569,14.9
CA,San Bernardino,317514,14.9
CO,Sedgwick,338,14.9
GA,Habersham,6363,14.9
GA,Lumpkin,4494,14.9
IL,Fayette,2924,14.9
LA,Calcasieu,29744,14.9
MN,Koochiching,1811,14.9
MO,Clark,1001,14.9
MO,Daviess,1212,14.9
NJ,Essex,116246,14.9
NC,Craven,14513,14.9
OH,Clark,19467,14.9
OK,Murray,2029,14.9
OR,Curry,3381,14.9
SC,Saluda,3017,14.9
TN,Washington,18528,14.9
TX,Bosque,2721,14.9
WA,Whatcom,32753,14.9
WV,Grant,1703,14.9
WV,Monroe,1960,14.9
GA,Hart,3796,15.01
IL,Richland,2311,15.01
KS,Jewell,420,15.01
MI,Washtenaw,52258,15.01
MT,Musselshell,691,15.01
NE,Thomas,107,15.01
NC,Davidson,24694,15.01
OK,Stephens,6408,15.01
OR,Douglas,16387,15.01
PA,Tioga,5894,15.01
PA,Venango,7537,15.01
SC,Aiken,25095,15.01
SD,Walworth,812,15.01
TN,Overton,3251,15.01
TX,Coryell,9407,15.01
TX,Polk,6834,15.01
TX,Smith,33744,15.01
WA,Pend Oreille,2021,15.01
WV,Wood,12449,15.01
AZ,Cochise,18273,15.1
AR,Baxter,6216,15.1
FL,Marion,52818,15.1
ID,Butte,392,15.1
IN,Vanderburgh,26349,15.1
IA,Lucas,1290,15.1
KS,Seward,3216,15.1
KY,Gallatin,1319,15.1
MI,Iosco,3724,15.1
MN,Blue Earth,9693,15.1
MT,Toole,640,15.1
NE,Garden,283,15.1
NY,Chenango,7023,15.1
NY,St. Lawrence,14677,15.1
NC,Onslow,26562,15.1
NC,Pender,9207,15.1
OH,Columbiana,14938,15.1
OH,Fayette,4227,15.1
OK,Garvin,4139,15.1
OK,Osage,6864,15.1
OR,Harney,1089,15.1
PA,Mifflin,6867,15.1
TN,Greene,10146,15.1
TX,Gregg,18108,15.1
TX,Liberty,12252,15.1
VA,Waynesboro,3370,15.1
AR,Washington,34741,15.2
CA,Shasta,26919,15.2
FL,Citrus,22082,15.2
GA,Murray,5987,15.2
IL,Morgan,4694,15.2
IN,Vermillion,2306,15.2
IA,Appanoose,1864,15.2
MS,Tishomingo,2912,15.2
MO,Pulaski,6350,15.2
MT,Phillips,608,15.2
NV,Nye,6725,15.2
NJ,Cumberland,21430,15.2
NC,Gates,1747,15.2
NC,Swain,2124,15.2
OK,Alfalfa,714,15.2
OK,Garfield,9001,15.2
OK,Woods,1194,15.2
TX,Franklin,1615,15.2
VA,Washington,8022,15.2
VA,Buena Vista,872,15.2
VA,Newport News,26007,15.2
ID,Fremont,1940,15.3
ID,Washington,1537,15.3
KY,Ballard,1197,15.3
KY,Daviess,15026,15.3
KY,Larue,2133,15.3
KY,Montgomery,4232,15.3
LA,Lafayette,36301,15.3
ME,Aroostook,9988,15.3
MI,Alpena,4277,15.3
MI,Berrien,23151,15.3
MI,Van Buren,11432,15.3
MO,Sullivan,935,15.3
NE,Hitchcock,424,15.3
NC,New Hanover,34250,15.3
OH,Harrison,2285,15.3
OK,Jackson,3704,15.3
OK,Pontotoc,5600,15.3
PA,Clarion,5646,15.3
PA,Erie,39839,15.3
PA,Mercer,15985,15.3
SD,Day,820,15.3
TN,Marion,4337,15.3
TX,Crockett,529,15.3
TX,Wilbarger,1905,15.3
TX,Wood,6625,15.3
VA,Franklin,8390,15.3
VA,Winchester,4124,15.3
WI,Adams,2924,15.3
AR,Faulkner,18571,15.4
CA,Glenn,4271,15.4
FL,Baker,3944,15.4
GA,Jasper,2138,15.4
KS,Cowley,5109,15.4
KS,Wilson,1307,15.4
KY,Jefferson,115810,15.4
LA,Beauregard,5528,15.4
MD,Dorchester,4851,15.4
MI,Baraga,1126,15.4
MO,Laclede,5403,15.4
MO,Lewis,1405,15.4
MO,Taney,8367,15.4
NC,Guilford,79267,15.4
NC,McDowell,6802,15.4
OH,Coshocton,5559,15.4
OH,Hamilton,122843,15.4
OH,Highland,6550,15.4
OR,Baker,2405,15.4
OR,Morrow,1744,15.4
PA,Clearfield,11323,15.4
TN,Davidson,102623,15.4
TX,Gaines,3198,15.4
TX,Victoria,13855,15.4
VA,Wythe,4391,15.4
VA,Covington,826,15.4
VA,Hampton,19954,15.4
WA,Pacific,3354,15.4
AK,Aleutians East,544,15.5
