us_state,county,poverty_estimate,poverty_percentage
NE,Hamilton,593,6.5
ND,Williams,2265,6.5
OH,Medina,11474,6.5
UT,Daggett,64,6.5
VA,Clarke,934,6.5
CA,Marin,16742,6.6
FL,St. Johns,16642,6.6
IL,DuPage,60169,6.6
IA,Bremer,1547,6.6
MD,Charles,10487,6.6
CO,Eagle,3673,6.7
CO,Gilpin,410,6.7
CO,Summit,2056,6.7
CT,Middlesex,10556,6.7
NJ,Monmouth,41380,6.7
NJ,Warren,7006,6.7
PA,Chester,34311,6.7
VA,Goochland,1498,6.7
VA,Roanoke,6145,6.7
CA,San Mateo,51830,6.8
CO,Pitkin,1222,6.8
IA,Grundy,819,6.8
MI,Ottawa,19087,6.8
NJ,Bergen,63403,6.8
UT,Tooele,4744,6.8
VA,King George,1786,6.8
WY,Sublette,658,6.8
AK,Denali,135,6.9
CT,Litchfield,12441,6.9
IA,Lyon,806,6.9
MD,Montgomery,72247,6.9
NE,Washington,1423,6.9
NH,Belknap,4149,6.9
OH,Auglaize,3132,6.9
VA,Fluvanna,1749,6.9
VA,Powhatan,1931,6.9
CO,Jefferson,39799,7.01
CO,Routt,1783,7.01
ID,Blaine,1575,7.01
IA,Madison,1127,7.01
MD,Anne Arundel,39231,7.01
MD,Harford,17528,7.01
MI,Leelanau,1519,7.01
MO,Clay,17153,7.01
NH,Merrimack,10149,7.01
NC,Union,16361,7.01
VA,Frederick,6107,7.01
VA,James City,5288,7.01
VA,Manassas Park,1203,7.01
CA,Placer,27596,7.1
GA,Columbia,10858,7.1
IL,Woodford,2662,7.1
IN,Warrick,4373,7.1
IN,Whitley,2377,7.1
IA,Warren,3502,7.1
MN,Goodhue,3250,7.1
MN,McLeod,2520,7.1
MN,Olmsted,10908,7.1
MN,Sibley,1052,7.1
TX,Comal,10498,7.1
AK,Petersburg,232,7.2
CO,Clear Creek,686,7.2
NE,Seward,1155,7.2
NV,Douglas,3457,7.2
ND,Mercer,585,7.2
WI,Outagamie,13196,7.2
AK,Juneau,2299,7.3
CA,Santa Clara,139074,7.3
IL,Piatt,1192,7.3
KY,Spencer,1363,7.3
MA,Middlesex,113717,7.3
NY,Suffolk,105578,7.3
OK,Canadian,10336,7.3
OR,Clackamas,30022,7.3
PA,Cumberland,17469,7.3
TX,Denton,62151,7.3
UT,Box Elder,3986,7.3
VA,King William,1223,7.3
WI,Kewaunee,1472,7.3
CO,Teller,1851,7.4
GA,Cherokee,18576,7.4
IL,Washington,1016,7.4
IA,Iowa,1177,7.4
MN,Wabasha,1578,7.4
NE,Cass,1898,7.4
NH,Hillsborough,30147,7.4
ND,Burleigh,6798,7.4
VA,Botetourt,2441,7.4
CO,Ouray,361,7.5
GA,Henry,17086,7.5
KS,Gray,447,7.5
MI,Clinton,5896,7.5
MN,Meeker,1715,7.5
NE,Stanton,446,7.5
OH,Lake,16970,7.5
TX,Kendall,3361,7.5
VA,Spotsylvania,10061,7.5
VA,Virginia Beach,33084,7.5
WA,Island,6219,7.5
WA,Snohomish,60590,7.5
WI,Marathon,10027,7.5
WI,Sheboygan,8432,7.5
ID,Teton,888,7.6
IN,Dubois,3155,7.6
IA,Cedar,1391,7.6
KS,Jefferson,1411,7.6
MN,Isanti,2987,7.6
NV,Storey,306,7.6
NJ,Gloucester,21869,7.6
OH,Mercer,3066,7.6
VA,Chesterfield,26093,7.6
VA,Fairfax,1823,7.6
WI,Columbia,4255,7.6
AK,Sitka,656,7.7
HI,Honolulu,73345,7.7
IN,Johnson,11784,7.7
MA,Dukes,1316,7.7
MT,Jefferson,922,7.7
RI,Bristol,3557,7.7
WI,Green,2794,7.7
CA,Contra Costa,88980,7.8
GA,Paulding,12654,7.8
IL,Jo Daviess,1656,7.8
IN,Lagrange,3018,7.8
IA,Dickinson,1330,7.8
KS,Scott,373,7.8
MN,Le Sueur,2191,7.8
NE,Saunders,1637,7.8
NJ,Union,43279,7.8
ND,Sargent,296,7.8
ND,Steele,148,7.8
RI,Kent,12620,7.8
SD,Stanley,235,7.8
TN,Wilson,10888,7.8
TX,Roberts,70,7.8
CA,Solano,34281,7.9
CO,Grand,1219,7.9
IA,Benton,2000,7.9
IA,Shelby,893,7.9
KS,Miami,2603,7.9
OH,Fulton,3303,7.9
OH,Miami,8329,7.9
PA,Lancaster,42131,7.9
TX,Fort Bend,61455,7.9
WY,Lincoln,1518,7.9
AL,Shelby,16916,8.01
CT,Tolland,10835,8.01
IL,Lake,54353,8.01
IA,Carroll,1576,8.01
KS,Pottawatomie,1907,8.01
MD,St. Mary's,8770,8.01
MA,Barnstable,16661,8.01
OH,Wyandot,1723,8.01
PA,Adams,7919,8.01
RI,Washington,9507,8.01
WI,Trempealeau,2297,8.01
CA,El Dorado,15401,8.1
CO,Arapahoe,52474,8.1
CO,Park,1487,8.1
IA,Plymouth,1999,8.1
KS,Wabaunsee,548,8.1
MO,Cass,8427,8.1
MT,Stillwater,766,8.1
ND,Morton,2468,8.1
RI,Newport,6423,8.1
TX,Irion,123,8.1
VA,Greene,1583,8.1
WI,Jefferson,6701,8.1
AK,Kodiak Island,1073,8.2
IL,Clinton,2924,8.2
ME,Cumberland,23332,8.2
MI,Oakland,102052,8.2
MN,Marshall,764,8.2
MN,Murray,667,8.2
MO,Andrew,1429,8.2
NJ,Middlesex,65823,8.2
ND,Renville,191,8.2
ND,Stark,2486,8.2
ND,Traill,630,8.2
OH,Clermont,16745,8.2
VT,Grand Isle,579,8.2
WI,Iowa,1933,8.2
WY,Crook,604,8.2
GA,Effingham,5080,8.3
KY,Scott,4557,8.3
MD,Cecil,8406,8.3
MD,Prince George's,73777,8.3
MI,Emmet,2725,8.3
NE,Hooker,55,8.3
NV,Elko,4276,8.3
NY,Westchester,78572,8.3
NC,Camden,884,8.3
NC,Dare,2992,8.3
TX,Parker,11289,8.3
CO,Garfield,4946,8.4
ID,Valley,921,8.4
IL,Ogle,4223,8.4
IN,Tipton,1250,8.4
IA,Hamilton,1230,8.4
MN,Brown,2008,8.4
MN,Pope,919,8.4
NC,Wake,89819,8.4
OH,Van Wert,2344,8.4
SD,Meade,2309,8.4
VA,Manassas,3451,8.4
WI,Door,2289,8.4
WY,Sweetwater,3540,8.4
HI,Kauai,6021,8.5
IL,Putnam,484,8.5
IN,Wells,2344,8.5
IN,White,2025,8.5
IA,Hancock,902,8.5
MI,Barry,5100,8.5
MN,Houston,1560,8.5
MN,Roseau,1261,8.5
NE,Platte,2789,8.5
NE,Polk,441,8.5
NY,Ontario,9077,8.5
TX,Chambers,3593,8.5
TX,Guadalupe,13716,8.5
TX,Randall,11343,8.5
UT,Juab,968,8.5
VA,Chesapeake,20239,8.5
WI,Pierce,3363,8.5
AK,Fairbanks North Star,8104,8.6
AR,Benton,23290,8.6
CA,San Benito,5294,8.6
CO,Hinsdale,69,8.6
CO,San Miguel,702,8.6
GA,Bryan,3264,8.6
HI,Maui,14130,8.6
IL,Kane,45180,8.6
IN,Franklin,1939,8.6
IA,Chickasaw,1019,8.6
IA,Mills,1257,8.6
MN,Lake,900,8.6
MO,Christian,7388,8.6
WI,Brown,21944,8.6
WI,Sauk,5416,8.6
GA,Dawson,2168,8.7
GA,Harris,2958,8.7
GA,Jackson,6059,8.7
ME,Sagadahoc,3059,8.7
MN,Nicollet,2759,8.7
MO,Jefferson,19327,8.7
MT,Richland,950,8.7
NE,Cedar,720,8.7
ND,Bowman,264,8.7
ND,Foster,274,8.7
ND,Ransom,440,8.7
PA,Butler,15883,8.7
VA,Albemarle,8912,8.7
VA,Culpeper,4375,8.7
VA,Rappahannock,629,8.7
VA,Rockingham,6909,8.7
WA,Pierce,76391,8.7
WA,Thurston,24459,8.7
WY,Sheridan,2551,8.7
CA,Napa,11829,8.8
FL,Clay,18846,8.8
ID,Franklin,1194,8.8
IN,Carroll,1756,8.8
IA,Boone,2274,8.8
IA,Washington,1905,8.8
MN,Chippewa,1031,8.8
MN,Douglas,3304,8.8
MN,Jackson,864,8.8
OR,Washington,51789,8.8
PA,Delaware,47800,8.8
PA,York,38582,8.8
SD,Hanson,280,8.8
SD,Sully,123,8.8
TX,Ellis,15609,8.8
WA,Clark,41980,8.8
WI,Buffalo,1142,8.8
ID,Caribou,624,8.9
IL,Jersey,1864,8.9
IN,Porter,14826,8.9
MN,Rock,815,8.9
MO,Cole,6362,8.9
NE,Cuming,778,8.9
NE,Fillmore,474,8.9
TN,Sumner,16426,8.9
TX,Carson,536,8.9
UT,Rich,218,8.9
VT,Addison,3042,8.9
VA,Prince George,3019,8.9
WI,Dodge,7283,8.9
CA,Alameda,147394,9.01
IL,Menard,1092,9.01
IL,Mercer,1387,9.01
IN,Kosciusko,6949,9.01
IA,Butler,1290,9.01
IA,Delaware,1521,9.01
ME,York,18133,9.01
MA,Worcester,72636,9.01
MS,DeSoto,16255,9.01
MO,Clinton,1793,9.01
MT,Gallatin,9721,9.01
NH,Carroll,4358,9.01
NH,Grafton,7427,9.01
NC,Cabarrus,18839,9.01
ND,Billings,82,9.01
OH,Shelby,4293,9.01
PA,Washington,18274,9.01
SD,Kingsbury,432,9.01
UT,Salt Lake,102660,9.01
VA,Augusta,6531,9.01
VA,Henrico,29502,9.01
AK,Ketchikan Gateway,1244,9.1
CA,Ventura,76206,9.1
GA,Cobb,67585,9.1
ID,Jefferson,2657,9.1
IN,Noble,4224,9.1
IA,O'Brien,1231,9.1
IA,Winnebago,912,9.1
KS,Logan,253,9.1
KS,Nemaha,898,9.1
MO,Ralls,923,9.1
NE,Butler,717,9.1
NE,Gosper,178,9.1
NY,Hamilton,404,9.1
OH,Defiance,3372,9.1
OH,Licking,15591,9.1
OK,McClain,3592,9.1
SD,Deuel,390,9.1
TN,Loudon,4754,9.1
TN,Moore,575,9.1
VA,Gloucester,3348,9.1
WA,Kitsap,23613,9.1
WY,Laramie,8839,9.1
CO,Adams,46711,9.2
CO,La Plata,5005,9.2
GA,Gwinnett,84763,9.2
IL,Boone,4909,9.2
IL,Douglas,1764,9.2
IN,Posey,2311,9.2
IN,Spencer,1839,9.2
IA,Marion,2938,9.2
IA,Mitchell,955,9.2
MD,Talbot,3377,9.2
MN,Pennington,1278,9.2
MN,Waseca,1633,9.2
MO,Franklin,9383,9.2
MO,Osage,1222,9.2
MT,Fallon,266,9.2
MT,Madison,801,9.2
NE,Boone,470,9.2
NE,Kearney,591,9.2
NY,Dutchess,25387,9.2
ND,Griggs,202,9.2
ND,McKenzie,1240,9.2
ND,McLean,867,9.2
PA,Armstrong,5917,9.2
PA,Elk,2742,9.2
PA,Westmoreland,31749,9.2
VA,Isle of Wight,3368,9.2
WA,King,202628,9.2
WI,Oconto,3441,9.2
WY,Campbell,4200,9.2
CA,Mono,1312,9.3
CO,Mineral,72,9.3
FL,Sumter,11183,9.3
IN,Harrison,3690,9.3
KS,Franklin,2337,9.3
MI,Eaton,9987,9.3
NE,Logan,69,9.3
NC,Chatham,6709,9.3
ND,Burke,195,9.3
ND,Towner,200,9.3
OH,Fairfield,14172,9.3
SD,Hamlin,549,9.3
TX,Montgomery,54400,9.3
VA,Mathews,812,9.3
IN,Dearborn,4577,9.4
IN,Jasper,3037,9.4
IA,Cherokee,1032,9.4
IA,Clayton,1627,9.4
IA,Linn,20652,9.4
IA,Osceola,559,9.4
KS,Meade,376,9.4
KY,Woodford,2438,9.4
MN,Redwood,1409,9.4
MN,Wilkin,572,9.4
MS,Madison,9750,9.4
NE,Otoe,1464,9.4
OH,Holmes,4054,9.4
OH,Wayne,10496,9.4
OR,Deschutes,17918,9.4
PA,Juniata,2277,9.4
SD,Hughes,1590,9.4
SD,Turner,775,9.4
UT,Beaver,613,9.4
UT,Utah,57136,9.4
UT,Weber,23839,9.4
VA,Orange,3387,9.4
WI,Oneida,3266,9.4
AK,Anchorage,27075,9.5
FL,Santa Rosa,16404,9.5
GA,Barrow,7651,9.5
IL,Marshall,1066,9.5
IN,Floyd,7231,9.5
KY,Bullitt,7596,9.5
MI,Grand Traverse,8656,9.5
MN,Lac qui Parle,619,9.5
NE,Chase,370,9.5
NE,Phelps,828,9.5
NV,Eureka,189,9.5
NC,Iredell,16746,9.5
OH,Darke,4800,9.5
OH,Ottawa,3807,9.5
TX,Hartley,429,9.5
WI,Fond du Lac,9513,9.5
WY,Converse,1287,9.5
IL,Moultrie,1373,9.6
IL,Tazewell,12465,9.6
KS,Butler,6184,9.6
KS,Marion,1075,9.6
MN,Cook,511,9.6
MN,Rice,5718,9.6
MN,Steele,3491,9.6
MS,Rankin,14162,9.6
NY,Wayne,8511,9.6
SD,McCook,514,9.6
SD,Minnehaha,18035,9.6
TX,Gillespie,2527,9.6
TX,Hemphill,366,9.6
VT,Windsor,5227,9.6
WI,Polk,4148,9.6
WI,Shawano,3836,9.6
AK,Valdez-Cordova,880,9.7
AR,Saline,11695,9.7
CO,Boulder,30699,9.7
ID,Ada,44434,9.7
ID,Camas,109,9.7
IL,Effingham,3277,9.7
IL,Ford,1248,9.7
IN,Ohio,560,9.7
IA,Adair,667,9.7
IA,Clay,1531,9.7
IA,Harrison,1347,9.7
IA,Humboldt,911,9.7
IA,Palo Alto,834,9.7
NE,Dixon,544,9.7
NE,York,1255,9.7
NH,Strafford,11673,9.7
NJ,Ocean,57366,9.7
NC,Currituck,2602,9.7
NC,Henderson,11212,9.7
OH,Preble,3936,9.7
OH,Williams,3482,9.7
TX,Glasscock,134,9.7
TX,Somervell,854,9.7
UT,Washington,16435,9.7
VA,Caroline,2930,9.7
VA,Salem,2280,9.7
WA,Skagit,12239,9.7
WV,Jefferson,5403,9.7
AL,Baldwin,21069,9.8
CT,New London,25063,9.8
IN,Warren,796,9.8
IA,Winneshiek,1755,9.8
IA,Worth,717,9.8
MO,Ste. Genevieve,1720,9.8
NE,Dodge,3484,9.8
NE,Pierce,690,9.8
NC,Carteret,6717,9.8
OK,Rogers,8855,9.8
PA,Perry,4438,9.8
SC,York,26453,9.8
SD,Hand,314,9.8
WA,Benton,19597,9.8
CA,Sonoma,48846,9.9
CO,El Paso,68538,9.9
FL,Seminole,46050,9.9
IL,Iroquois,2669,9.9
IA,Franklin,984,9.9
IA,Hardin,1594,9.9
IA,Polk,47499,9.9
KS,Thomas,727,9.9
MD,Baltimore,79482,9.9
MI,Ionia,5822,9.9
MN,Fillmore,2049,9.9
MN,Freeborn,2948,9.9
MN,Grant,583,9.9
MO,Ray,2220,9.9
NY,Genesee,5494,9.9
NY,Wyoming,3627,9.9
OH,Hancock,7370,9.9
OK,Kingfisher,1554,9.9
SD,Grant,707,9.9
SD,Moody,644,9.9
TN,Blount,12816,9.9
TX,Wise,6643,9.9
VA,Amelia,1273,9.9
WY,Natrona,7677,9.9
AK,Aleutians West,550,10.01
CT,Fairfield,92971,10.01
IA,Fremont,686,10.01
KY,Anderson,2239,10.01
KY,Shelby,4714,10.01
MI,Monroe,14891,10.01
MN,Kittson,415,10.01
MT,Sweet Grass,364,10.01
ND,Divide,222,10.01
OH,Champaign,3809,10.01
OH,Sandusky,5769,10.01
OK,Wagoner,7912,10.01
PA,Lebanon,13802,10.01
TX,Borden,65,10.01
TX,Reagan,371,10.01
VA,Colonial Heights,1756,10.01
WV,Putnam,5630,10.01
WY,Uinta,2010,10.01
CA,San Francisco,87596,10.1
IL,Lee,3148,10.1
IN,Bartholomew,8238,10.1
IN,Brown,1519,10.1
IN,De Kalb,4309,10.1
IN,Huntington,3532,10.1
IA,Kossuth,1477,10.1
MI,Lapeer,8723,10.1
MN,Carlton,3454,10.1
MN,Lincoln,562,10.1
MN,Morrison,3307,10.1
MT,Daniels,171,10.1
NE,Lincoln,3472,10.1
OK,Grady,5507,10.1
PA,Montour,1771,10.1
SD,Custer,853,10.1
TX,Blanco,1176,10.1
TX,Brazoria,36342,10.1
TX,Crane,475,10.1
TX,Midland,17351,10.1
VA,Madison,1330,10.1
VA,Alexandria,16093,10.1
WI,Walworth,10114,10.1
WI,Wood,7313,10.1
GA,Coweta,14844,10.2
IL,Jasper,972,10.2
IL,Shelby,2191,10.2
IA,Buena Vista,1932,10.2
IA,Howard,921,10.2
IA,Jasper,3633,10.2
KS,Ottawa,577,10.2
MN,Benton,4074,10.2
MN,Swift,936,10.2
NE,Howard,650,10.2
NH,Cheshire,7307,10.2
NY,Tioga,4912,10.2
ND,Oliver,198,10.2
OR,Columbia,5302,10.2
PA,Northampton,29917,10.2
SD,Aurora,276,10.2
SD,Lake,1258,10.2
SD,Potter,217,10.2
TX,Austin,3031,10.2
TX,Hood,6108,10.2
VT,Orange,2901,10.2
WA,San Juan,1732,10.2
WY,Park,2921,10.2
CA,Nevada,10171,10.3
FL,Flagler,11450,10.3
FL,Sarasota,43389,10.3
ID,Kootenai,16417,10.3
IL,Scott,499,10.3
IN,Newton,1418,10.3
IA,Ida,693,10.3
KS,Chase,254,10.3
KS,Geary,3263,10.3
KS,Lane,159,10.3
MI,Benzie,1812,10.3
MN,Hennepin,127826,10.3
MN,Otter Tail,5940,10.3
MT,Broadwater,617,10.3
NE,Perkins,297,10.3
NJ,Cape May,9325,10.3
NC,Lincoln,8555,10.3
ND,Pembina,697,10.3
OH,Paulding,1922,10.3
PA,Pike,5690,10.3
SD,Hyde,128,10.3
TN,Cheatham,4122,10.3
VA,Warren,4026,10.3
WI,Pepin,738,10.3
WI,Taylor,2072,10.3
WY,Johnson,859,10.3
AK,Matanuska-Susitna,10937,10.4
CO,Gunnison,1678,10.4
FL,Manatee,40662,10.4
FL,Nassau,8882,10.4
IA,Cerro Gordo,4316,10.4
KS,Harvey,3411,10.4
KY,Kenton,16923,10.4
MD,Worcester,5300,10.4
MI,Lenawee,9668,10.4
MN,Cottonwood,1147,10.4
MN,Lake of the Woods,383,10.4
MN,Pipestone,917,10.4
NE,Colfax,1120,10.4
NV,Washoe,47627,10.4
ND,Adams,234,10.4
ND,Cass,18270,10.4
ND,Dunn,443,10.4
ND,Mountrail,1055,10.4
OH,Ashland,5308,10.4
OK,Logan,4745,10.4
TN,Rutherford,33172,10.4
VT,Chittenden,16039,10.4
VT,Rutland,5842,10.4
VA,Bedford,8162,10.4
VA,Shenandoah,4479,10.4
WA,Douglas,4450,10.4
WI,Manitowoc,8124,10.4
WI,Waupaca,5135,10.4
WI,Winnebago,16915,10.4
AK,Haines,259,10.5
AZ,Greenlee,985,10.5
CA,Orange,330559,10.5
CO,Larimer,36054,10.5
CO,Weld,32314,10.5
IL,Whiteside,5732,10.5
KS,Haskell,413,10.5
KS,Jackson,1375,10.5
KS,McPherson,2881,10.5
KS,Ness,291,10.5
MN,Renville,1505,10.5
MO,St. Louis,102720,10.5
MO,Warren,3606,10.5
MT,Lewis and Clark,7061,10.5
MT,Park,1744,10.5
NV,Lyon,5803,10.5
NC,Brunswick,14203,10.5
NC,Moore,10263,10.5
PA,Bedford,5007,10.5
TX,Ochiltree,1040,10.5
UT,Kane,779,10.5
FL,Collier,39689,10.6
GA,Pike,1947,10.6
ID,Bonneville,12262,10.6
IN,Gibson,3460,10.6
IN,Morgan,7339,10.6
IA,Buchanan,2224,10.6
IA,Poweshiek,1795,10.6
IA,Wright,1321,10.6
KS,Leavenworth,7925,10.6
MA,Franklin,7395,10.6
MI,Antrim,2439,10.6
MI,Charlevoix,2756,10.6
MO,Lincoln,6055,10.6
NE,Grant,70,10.6
ND,Cavalier,398,10.6
ND,Eddy,237,10.6
OH,Erie,7769,10.6
TN,Robertson,7414,10.6
TX,Archer,922,10.6
WI,Lincoln,2862,10.6
WY,Platte,899,10.6
FL,Indian River,16775,10.7
FL,Martin,16824,10.7
ID,Bear Lake,642,10.7
IN,Rush,1760,10.7
IN,Union,742,10.7
IA,Louisa,1183,10.7
KS,Clay,839,10.7
KS,Coffey,868,10.7
KS,Stevens,588,10.7
MA,Essex,82387,10.7
MI,Allegan,12429,10.7
MN,Red Lake,423,10.7
MN,Watonwan,1152,10.7
NE,Buffalo,5068,10.7
NE,Merrick,811,10.7
OH,Madison,4215,10.7
PA,Snyder,4052,10.7
SD,Harding,131,10.7
TX,Andrews,1922,10.7
TX,Armstrong,197,10.7
TX,Johnson,17965,10.7
VA,Bath,451,10.7
WI,Burnett,1628,10.7
CO,Phillips,458,10.8
CO,Rio Blanco,653,10.8
IN,Montgomery,4006,10.8
LA,Ascension,13341,10.8
MA,Bristol,59147,10.8
MI,Dickinson,2703,10.8
MI,Shiawassee,7279,10.8
MN,Nobles,2335,10.8
NE,Burt,688,10.8
NE,Thayer,528,10.8
NY,Madison,7121,10.8
NY,Warren,6859,10.8
NC,Davie,4555,10.8
ND,Nelson,301,10.8
ND,Ward,7057,10.8
OH,Henry,2865,10.8
OK,Major,816,10.8
TN,Maury,10032,10.8
VT,Washington,6031,10.8
WV,Morgan,1894,10.8
WI,Dane,57062,10.8
WI,Marquette,1643,10.8
CO,Chaffee,2023,10.9
IL,Logan,2706,10.9
KS,Dickinson,2006,10.9
KS,Grant,788,10.9
MN,Norman,691,10.9
MO,Perry,2040,10.9
MT,Sheridan,366,10.9
MT,Yellowstone,17150,10.9
NJ,Mercer,38279,10.9
ND,Walsh,1147,10.9
OR,Hood River,2512,10.9
SC,Beaufort,19881,10.9
SD,Campbell,149,10.9
TX,Clay,1125,10.9
TX,Wilson,5400,10.9
VA,Suffolk,9846,10.9
WA,Chelan,8283,10.9
WA,Wahkiakum,475,10.9
WI,La Crosse,12334,10.9
WI,Rock,17477,10.9
WI,Vilas,2359,10.9
WI,Waushara,2503,10.9
CA,Colusa,2350,11.01
FL,Brevard,64854,11.01
GA,Pickens,3462,11.01
IL,Calhoun,520,11.01
IL,De Witt,1707,11.01
IN,Starke,2512,11.01
IN,Steuben,3638,11.01
IA,Audubon,589,11.01
IA,Henry,2020,11.01
KS,Republic,502,11.01
KS,Saline,5812,11.01
ME,Knox,4209,11.01
MI,Macomb,95731,11.01
MO,Lafayette,3516,11.01
NE,Clay,671,11.01
NE,Nuckolls,455,11.01
NE,Red Willow,1135,11.01
OK,Harper,413,11.01
OR,Clatsop,4317,11.01
PA,Franklin,16759,11.01
SC,Dorchester,17466,11.01
SD,Brown,4195,11.01
SD,Haakon,208,11.01
SD,Yankton,2296,11.01
TX,Burnet,5099,11.01
VT,Lamoille,2696,11.01
WI,Green Lake,2064,11.01
AK,North Slope,1094,11.1
FL,Charlotte,20243,11.1
IL,Clark,1702,11.1
IL,Edwards,701,11.1
IL,Hancock,1955,11.1
IN,Pike,1345,11.1
IN,Ripley,3117,11.1
IA,Jackson,2123,11.1
IA,Pocahontas,731,11.1
KS,Kingman,786,11.1
KS,Morton,286,11.1
ME,Lincoln,3751,11.1
MD,Washington,15871,11.1
MA,Hampshire,15397,11.1
MN,Becker,3764,11.1
NE,Harlan,371,11.1
NV,Lander,616,11.1
NY,Rensselaer,17059,11.1
ND,Dickey,520,11.1
OH,Huron,6376,11.1
SC,Greenville,55837,11.1
TX,McMullen,82,11.1
VT,Franklin,5398,11.1
AL,Elmore,8559,11.2
AK,Bristol Bay,96,11.2
CO,Archuleta,1525,11.2
CT,Hartford,96957,11.2
IL,Stark,594,11.2
IN,Clark,12975,11.2
IN,Fountain,1799,11.2
IA,Clarke,1036,11.2
IA,Emmet,993,11.2
IA,Sac,1063,11.2
KS,Comanche,186,11.2
KS,Marshall,1068,11.2
KS,Rooks,550,11.2
ME,Kennebec,13290,11.2
MI,Cass,5727,11.2
MN,Stevens,986,11.2
MT,Flathead,11288,11.2
NE,Gage,2364,11.2
NH,Sullivan,4768,11.2
NJ,Salem,6891,11.2
ND,Golden Valley,192,11.2
OK,Beaver,588,11.2
PA,Beaver,18061,11.2
PA,Warren,4316,11.2
UT,Garfield,551,11.2
ID,Oneida,502,11.3
IL,Henderson,748,11.3
IA,Calhoun,1023,11.3
IA,Dubuque,10555,11.3
IA,Marshall,4340,11.3
KS,Edwards,317,11.3
KS,Greeley,135,11.3
KY,Bracken,918,11.3
LA,Livingston,15562,11.3
MA,Berkshire,13673,11.3
MI,Kent,72623,11.3
MI,Midland,9217,11.3
MN,Big Stone,549,11.3
MN,Kanabec,1800,11.3
NE,Cheyenne,1035,11.3
NV,Carson City,5952,11.3
NY,Albany,32888,11.3
NY,Schenectady,17062,11.3
OH,Portage,17564,11.3
SD,Codington,3115,11.3
UT,Grand,1092,11.3
UT,Millard,1453,11.3
VA,Campbell,6132,11.3
VA,Louisa,4140,11.3
WI,Chippewa,6925,11.3
WI,Lafayette,1860,11.3
WI,Portage,7635,11.3
AL,Limestone,10633,11.4
FL,Walton,7868,11.4
IL,Carroll,1598,11.4
IL,Schuyler,778,11.4
IA,Floyd,1762,11.4
IA,Guthrie,1198,11.4
IA,Jones,2223,11.4
IA,Tama,1896,11.4
KS,Gove,291,11.4
KS,Mitchell,669,11.4
KS,Morris,620,11.4
KY,Meade,3245,11.4
MI,Otsego,2771,11.4
MT,Dawson,934,11.4
MT,Treasure,77,11.4
NV,Churchill,2756,11.4
NY,Washington,6637,11.4
ND,LaMoure,456,11.4
ND,Stutsman,2203,11.4
ND,Wells,442,11.4
OH,Logan,5095,11.4
OR,Gilliam,212,11.4
PA,Berks,46762,11.4
VT,Bennington,3905,11.4
CA,San Diego,372148,11.5
