us_state,county,year_end,days_with_aqi,good_days,moderate_days,unhealthy_sensitive_days,unhealthy_days,very_unhealthy_days,hazardous_days,max_aqi,ninetieth_percentile_aqi,median_aqi,days_co,days_no2,days_ozone,days_so2,days_pm2,days_pm10
AK,Matanuska-Susitna ,12/31/2017,365,309,51,4,1,0,0,155,58,30,0,0,221,0,119,25
AZ,Apache,12/31/2017,365,363,2,0,0,0,0,57,27,14,0,0,0,0,33,332
AZ,Cochise,12/31/2017,365,255,108,2,0,0,0,111,71,44,0,0,302,0,10,53
AZ,Coconino,12/31/2017,365,259,105,1,0,0,0,105,71,45,0,0,355,0,10,0
AZ,Gila,12/31/2017,365,69,155,120,21,0,0,200,130,84,0,0,93,256,0,16
AZ,La Paz,12/31/2017,358,276,80,2,0,0,0,105,64,43,0,0,342,0,13,3
AZ,Maricopa,12/31/2017,365,51,259,50,5,0,0,167,108,71,0,20,203,1,54,87
AZ,Mohave,12/31/2017,355,349,6,0,0,0,0,86,30,17,0,0,0,0,32,323
AZ,Navajo,12/31/2017,365,279,85,1,0,0,0,101,64,44,0,0,350,0,0,15
AZ,Pima,12/31/2017,365,145,213,7,0,0,0,122,80,53,0,0,207,0,36,122
AZ,Pinal,12/31/2017,365,64,233,59,7,1,1,365,115,75,0,0,119,0,38,208
AZ,Santa Cruz,12/31/2017,365,276,85,2,2,0,0,186,61,33,0,0,0,0,181,184
AZ,Yavapai,12/31/2017,340,231,104,5,0,0,0,119,74,46,0,0,326,0,14,0
AZ,Yuma,12/31/2017,365,241,110,12,1,1,0,235,72,45,0,0,209,0,50,106
AR,Arkansas,12/31/2017,113,99,14,0,0,0,0,63,51,30,0,0,0,0,113,0
AR,Ashley,12/31/2017,121,108,13,0,0,0,0,66,51,33,0,0,0,0,121,0
AR,Clark,12/31/2017,358,345,13,0,0,0,0,74,45,34,0,0,358,0,0,0
AR,Crittenden,12/31/2017,365,280,84,1,0,0,0,140,58,42,0,7,181,0,177,0
AR,Garland,12/31/2017,121,104,17,0,0,0,0,70,53,34,0,0,0,0,121,0
AR,Jackson,12/31/2017,122,104,18,0,0,0,0,67,53,30,0,0,0,0,122,0
AR,Newton,12/31/2017,365,348,17,0,0,0,0,61,47,38,0,0,348,0,17,0
AR,Polk,12/31/2017,362,324,38,0,0,0,0,97,51,40,0,0,324,0,38,0
AR,Pulaski,12/31/2017,365,252,112,1,0,0,0,115,60,44,0,2,152,0,211,0
AR,Union,12/31/2017,365,266,99,0,0,0,0,91,58,39,0,0,0,0,365,0
AR,Washington,12/31/2017,365,256,109,0,0,0,0,81,59,44,0,0,180,0,185,0
CA,Alameda,12/31/2017,365,189,162,9,4,1,0,205,76,49,0,14,110,0,241,0
CA,Amador,12/31/2017,362,291,67,4,0,0,0,136,64,38,0,0,362,0,0,0
CA,Butte,12/31/2017,365,152,189,23,1,0,0,154,94,57,0,0,218,0,145,2
CA,Calaveras,12/31/2017,354,169,171,12,2,0,0,172,87,51,0,0,226,0,127,1
CA,Colusa,12/31/2017,365,274,83,7,1,0,0,193,65,40,0,0,202,0,130,33
CA,Contra Costa,12/31/2017,365,222,131,8,4,0,0,169,72,46,0,1,138,0,226,0
CA,Del Norte,12/31/2017,298,270,26,0,1,1,0,226,49,20,0,0,0,0,298,0
CA,El Dorado,12/31/2017,362,235,96,31,0,0,0,147,100,45,0,0,327,0,6,29
CA,Fresno,12/31/2017,365,102,143,93,26,1,0,207,140,74,0,2,234,0,116,13
CA,Glenn,12/31/2017,365,284,74,7,0,0,0,150,59,43,0,0,207,0,115,43
CA,Humboldt,12/31/2017,364,316,40,5,3,0,0,173,56,35,0,1,258,0,94,11
CA,Imperial,12/31/2017,365,112,211,37,2,2,1,331,104,61,0,2,171,0,100,92
CA,Inyo,12/31/2017,365,204,136,16,3,0,6,2060,87,48,0,0,288,0,23,54
CA,Kern,12/31/2017,365,76,150,115,24,0,0,197,140,84,0,0,253,0,99,13
CA,Kings,12/31/2017,365,96,198,50,21,0,0,181,125,70,0,0,201,0,122,42
CA,Lake,12/31/2017,362,350,10,1,1,0,0,166,44,35,0,0,350,0,10,2
CA,Los Angeles,12/31/2017,365,38,207,74,38,8,0,224,156,77,0,28,169,0,168,0
CA,Madera,12/31/2017,365,142,175,42,6,0,0,166,105,58,0,1,242,0,107,15
CA,Marin,12/31/2017,365,290,67,5,3,0,0,161,57,38,0,11,143,0,211,0
CA,Mariposa,12/31/2017,365,190,135,31,9,0,0,179,101,49,0,0,257,0,108,0
CA,Mendocino,12/31/2017,365,273,84,7,1,0,0,188,66,39,0,0,185,0,176,4
CA,Merced,12/31/2017,364,162,168,31,3,0,0,158,100,54,0,0,213,0,149,2
CA,Mono,12/31/2017,365,303,37,5,1,4,15,3439,63,18,0,0,0,0,24,341
CA,Monterey,12/31/2017,365,304,60,1,0,0,0,121,54,39,0,0,232,0,75,58
CA,Napa,12/31/2017,364,229,121,7,5,2,0,249,67,44,0,1,113,0,250,0
CA,Nevada,12/31/2017,365,200,84,62,19,0,0,185,133,49,0,0,353,0,12,0
CA,Orange,12/31/2017,365,148,185,30,2,0,0,151,97,54,0,21,202,0,139,3
CA,Placer,12/31/2017,365,210,121,32,2,0,0,156,100,47,0,1,300,0,63,1
CA,Plumas,12/31/2017,351,221,105,17,8,0,0,179,89,35,0,0,0,0,351,0
CA,Riverside,12/31/2017,365,52,162,100,43,6,2,366,161,87,0,1,234,0,91,39
CA,Sacramento,12/31/2017,365,158,172,33,2,0,0,164,100,56,0,1,204,0,155,5
CA,San Benito,12/31/2017,365,298,65,2,0,0,0,117,64,40,0,0,333,0,29,3
CA,San Bernardino,12/31/2017,365,31,186,74,51,23,0,233,185,84,0,25,219,1,105,15
CA,San Diego,12/31/2017,365,83,220,56,6,0,0,174,112,65,0,3,242,0,120,0
CA,San Francisco,12/31/2017,365,276,82,7,0,0,0,136,63,38,0,47,131,0,187,0
CA,San Joaquin,12/31/2017,365,185,147,33,0,0,0,146,100,50,0,3,198,0,149,15
CA,San Luis Obispo,12/31/2017,365,143,214,8,0,0,0,133,80,54,0,0,211,0,111,43
CA,San Mateo,12/31/2017,365,294,64,4,3,0,0,154,58,37,0,18,164,0,183,0
CA,Santa Barbara,12/31/2017,365,247,101,6,9,2,0,281,74,44,0,0,253,0,98,14
CA,Santa Clara,12/31/2017,365,240,113,9,3,0,0,182,74,44,0,16,201,0,148,0
CA,Santa Cruz,12/31/2017,365,312,49,4,0,0,0,130,56,35,0,0,228,0,137,0
CA,Shasta,12/31/2017,365,263,88,12,2,0,0,157,84,44,0,0,354,0,11,0
CA,Siskiyou,12/31/2017,225,202,19,3,1,0,0,163,51,26,0,0,138,0,87,0
CA,Solano,12/31/2017,365,244,111,5,5,0,0,175,71,44,0,3,199,0,163,0
CA,Sonoma,12/31/2017,365,311,49,2,3,0,0,165,55,38,0,0,249,0,114,2
CA,Stanislaus,12/31/2017,365,156,146,55,8,0,0,185,112,58,0,1,228,0,128,8
CA,Sutter,12/31/2017,365,181,175,9,0,0,0,130,82,51,0,0,172,0,189,4
CA,Tehama,12/31/2017,365,262,94,6,3,0,0,167,77,40,0,0,302,0,63,0
CA,Trinity,12/31/2017,203,100,92,6,1,2,2,498,90,51,0,0,0,0,203,0
CA,Tulare,12/31/2017,365,93,145,96,31,0,0,168,147,80,0,1,236,0,119,9
CA,Tuolumne,12/31/2017,362,231,106,25,0,0,0,143,93,44,0,0,362,0,0,0
CA,Ventura,12/31/2017,365,164,168,20,8,3,2,537,100,53,0,0,250,0,107,8
CA,Yolo,12/31/2017,365,265,93,6,1,0,0,153,71,43,0,1,269,0,94,1
CO,Adams,12/31/2017,365,206,157,2,0,0,0,132,71,48,0,48,170,0,97,50
CO,Alamosa,12/31/2017,354,352,2,0,0,0,0,53,32,19,0,0,0,0,16,338
CO,Arapahoe,12/31/2017,365,224,134,7,0,0,0,119,84,46,0,0,353,0,12,0
CO,Archuleta,12/31/2017,360,311,49,0,0,0,0,93,54,36,0,4,204,0,0,152
CO,Boulder,12/31/2017,357,240,106,11,0,0,0,149,80,45,0,0,329,0,28,0
CO,Chaffee,12/31/2017,144,144,0,0,0,0,0,44,40,35,0,0,144,0,0,0
CO,Clear Creek,12/31/2017,314,173,137,4,0,0,0,140,74,50,0,0,314,0,0,0
CO,Delta,12/31/2017,115,114,1,0,0,0,0,52,33,19,0,0,0,0,0,115
CO,Denver,12/31/2017,365,183,180,2,0,0,0,128,73,50,0,163,133,1,67,1
CO,Douglas,12/31/2017,363,206,140,16,1,0,0,155,90,47,0,0,325,0,38,0
CO,El Paso,12/31/2017,365,239,123,3,0,0,0,116,71,46,0,0,325,2,38,0
CO,Fremont,12/31/2017,39,39,0,0,0,0,0,44,28,11,0,0,0,0,0,39
CO,Garfield,12/31/2017,365,241,123,1,0,0,0,108,71,47,0,0,365,0,0,0
CO,Grand,12/31/2017,117,109,8,0,0,0,0,64,50,44,0,0,117,0,0,0
CO,Gunnison,12/31/2017,363,275,87,1,0,0,0,140,64,45,0,0,344,0,0,19
CO,Jackson,12/31/2017,117,115,1,1,0,0,0,110,18,5,0,0,0,0,117,0
CO,Jefferson,12/31/2017,365,214,123,28,0,0,0,136,93,47,0,0,365,0,0,0
CO,La Plata,12/31/2017,365,260,101,4,0,0,0,112,71,45,0,1,358,0,6,0
CO,Larimer,12/31/2017,365,194,158,12,1,0,0,153,87,49,0,0,325,0,40,0
CO,Mesa,12/31/2017,365,238,126,1,0,0,0,101,67,47,0,0,308,0,56,1
CO,Moffat,12/31/2017,349,282,67,0,0,0,0,84,61,44,0,0,349,0,0,0
CO,Montezuma,12/31/2017,365,284,80,1,0,0,0,105,64,44,0,0,365,0,0,0
CO,Montrose,12/31/2017,343,313,30,0,0,0,0,74,50,41,0,0,343,0,0,0
CO,Park,12/31/2017,365,239,122,4,0,0,0,112,67,48,0,0,361,0,4,0
CO,Pitkin,12/31/2017,123,123,0,0,0,0,0,48,27,13,0,0,0,0,16,107
CO,Prowers,12/31/2017,353,347,6,0,0,0,0,67,37,17,0,0,0,0,0,353
CO,Pueblo,12/31/2017,125,120,3,2,0,0,0,108,37,22,0,0,0,0,91,34
CO,Rio Blanco,12/31/2017,365,276,89,0,0,0,0,97,61,44,0,0,333,0,32,0
CO,Routt,12/31/2017,342,333,9,0,0,0,0,62,31,15,0,0,0,0,0,342
CO,San Juan,12/31/2017,119,119,0,0,0,0,0,37,15,7,0,0,0,0,119,0
CO,San Miguel,12/31/2017,229,197,32,0,0,0,0,87,54,43,0,0,163,0,0,66
CO,Weld,12/31/2017,365,211,146,7,1,0,0,154,77,47,0,0,273,0,92,0
CT,Fairfield,12/31/2017,365,267,82,12,4,0,0,179,74,42,0,10,174,0,181,0
CT,Hartford,12/31/2017,365,280,82,3,0,0,0,133,60,41,0,57,157,0,151,0
CT,Litchfield,12/31/2017,363,333,28,2,0,0,0,122,49,37,2,0,313,0,45,3
CT,Middlesex,12/31/2017,207,171,28,7,1,0,0,151,61,40,0,0,207,0,0,0
CT,New Haven,12/31/2017,365,287,66,8,4,0,0,179,61,40,0,38,222,0,105,0
CT,New London,12/31/2017,348,312,28,6,2,0,0,161,51,34,0,0,203,0,145,0
CT,Tolland,12/31/2017,211,188,20,3,0,0,0,147,54,39,0,0,211,0,0,0
CT,Windham,12/31/2017,355,334,17,4,0,0,0,140,46,34,0,0,355,0,0,0
DE,Kent,12/31/2017,361,303,57,1,0,0,0,101,56,39,0,0,277,0,84,0
DE,New Castle,12/31/2017,365,244,110,11,0,0,0,147,70,44,0,6,200,1,158,0
DE,Sussex,12/31/2017,365,306,58,1,0,0,0,119,57,41,0,0,269,0,96,0
DC,District of Columbia,12/31/2017,365,179,182,4,0,0,0,119,66,51,0,26,136,0,203,0
FL,Alachua,12/31/2017,355,316,39,0,0,0,0,92,53,37,0,0,218,0,137,0
FL,Baker,12/31/2017,355,339,16,0,0,0,0,90,46,33,0,0,355,0,0,0
FL,Bay,12/31/2017,365,303,62,0,0,0,0,96,57,40,0,0,217,0,148,0
FL,Brevard,12/31/2017,352,315,37,0,0,0,0,97,51,39,0,0,243,0,109,0
FL,Broward,12/31/2017,357,275,77,5,0,0,0,143,58,43,0,7,126,0,224,0
FL,Citrus,12/31/2017,352,290,62,0,0,0,0,95,57,35,0,0,0,12,340,0
FL,Collier,12/31/2017,357,324,33,0,0,0,0,93,50,36,0,0,225,0,132,0
FL,Columbia,12/31/2017,363,297,66,0,0,0,0,100,57,38,0,0,196,0,167,0
FL,Duval,12/31/2017,365,288,76,1,0,0,0,101,59,40,3,8,214,1,139,0
FL,Escambia,12/31/2017,365,318,44,3,0,0,0,115,54,39,0,0,325,0,40,0
FL,Flagler,12/31/2017,359,345,14,0,0,0,0,93,45,33,0,0,359,0,0,0
FL,Hamilton,12/31/2017,354,306,48,0,0,0,0,82,54,33,0,0,0,6,348,0
FL,Highlands,12/31/2017,334,319,15,0,0,0,0,90,46,32,0,0,334,0,0,0
FL,Hillsborough,12/31/2017,360,262,94,4,0,0,0,150,64,44,1,1,191,9,156,2
FL,Holmes,12/31/2017,360,300,60,0,0,0,0,81,54,39,0,0,201,0,159,0
FL,Indian River,12/31/2017,302,274,27,1,0,0,0,101,50,38,0,0,302,0,0,0
FL,Lake,12/31/2017,365,335,28,2,0,0,0,122,49,35,0,0,365,0,0,0
FL,Lee,12/31/2017,363,325,38,0,0,0,0,90,51,37,0,0,269,0,90,4
FL,Leon,12/31/2017,357,262,95,0,0,0,0,87,59,40,0,0,124,0,233,0
FL,Liberty,12/31/2017,355,350,5,0,0,0,0,61,44,31,0,0,355,0,0,0
FL,Manatee,12/31/2017,365,339,23,3,0,0,0,133,49,35,0,0,364,1,0,0
FL,Marion,12/31/2017,351,302,48,1,0,0,0,101,52,38,0,0,219,0,132,0
FL,Martin,12/31/2017,352,309,42,1,0,0,0,115,51,37,0,0,200,0,152,0
FL,Miami-Dade,12/31/2017,354,284,66,4,0,0,0,136,60,42,0,11,133,0,210,0
FL,Nassau,12/31/2017,347,291,56,0,0,0,0,93,54,32,0,0,0,83,264,0
FL,Okaloosa,12/31/2017,365,345,20,0,0,0,0,87,48,35,0,0,344,0,0,21
FL,Orange,12/31/2017,365,277,86,2,0,0,0,147,62,42,1,16,185,0,162,1
FL,Osceola,12/31/2017,363,345,16,2,0,0,0,133,47,34,0,0,363,0,0,0
FL,Palm Beach,12/31/2017,355,261,92,2,0,0,0,112,59,42,0,1,147,0,179,28
FL,Pasco,12/31/2017,348,312,34,2,0,0,0,112,51,37,0,0,348,0,0,0
FL,Pinellas,12/31/2017,365,289,75,1,0,0,0,140,58,41,0,0,204,0,160,1
FL,Polk,12/31/2017,365,295,66,4,0,0,0,143,57,40,0,0,213,2,149,1
FL,Putnam,12/31/2017,348,346,2,0,0,0,0,53,28,15,0,0,0,19,0,329
FL,Santa Rosa,12/31/2017,364,298,66,0,0,0,0,97,54,41,0,0,195,0,169,0
FL,Sarasota,12/31/2017,360,283,75,2,0,0,0,115,58,40,0,0,210,0,150,0
FL,Seminole,12/31/2017,355,322,31,2,0,0,0,133,50,37,0,0,330,0,18,7
FL,St. Lucie,12/31/2017,339,319,19,1,0,0,0,112,48,35,0,0,339,0,0,0
FL,Volusia,12/31/2017,354,316,38,0,0,0,0,95,51,38,0,0,270,0,83,1
FL,Wakulla,12/31/2017,356,302,54,0,0,0,0,92,54,36,3,0,193,0,160,0
GA,Bibb,12/31/2017,365,284,81,0,0,0,0,93,58,40,0,0,163,0,202,0
GA,Charlton,12/31/2017,113,109,4,0,0,0,0,89,42,21,0,0,0,0,113,0
GA,Chatham,12/31/2017,365,289,76,0,0,0,0,84,57,38,0,0,100,35,230,0
GA,Chattooga,12/31/2017,240,232,8,0,0,0,0,64,45,36,0,0,240,0,0,0
GA,Clarke,12/31/2017,360,311,49,0,0,0,0,97,54,38,0,0,175,0,185,0
GA,Clayton,12/31/2017,116,84,32,0,0,0,0,68,58,38,0,0,0,0,116,0
GA,Cobb,12/31/2017,284,239,45,0,0,0,0,97,54,40,0,0,225,0,59,0
GA,Coffee,12/31/2017,107,98,9,0,0,0,0,87,50,31,0,0,0,0,107,0
GA,Columbia,12/31/2017,245,235,9,1,0,0,0,105,48,37,0,0,245,0,0,0
GA,Coweta,12/31/2017,318,266,52,0,0,0,0,74,54,37,0,0,149,0,169,0
GA,Dawson,12/31/2017,242,224,16,2,0,0,0,112,47,36,0,0,242,0,0,0
GA,DeKalb,12/31/2017,365,250,114,1,0,0,0,143,62,44,0,48,134,0,183,0
GA,Dougherty,12/31/2017,356,272,83,0,1,0,0,151,59,38,0,0,0,0,356,0
GA,Douglas,12/31/2017,230,199,30,1,0,0,0,150,54,39,0,0,230,0,0,0
GA,Floyd,12/31/2017,365,249,116,0,0,0,0,78,58,40,0,0,0,63,302,0
GA,Fulton,12/31/2017,365,210,149,6,0,0,0,136,70,48,0,22,114,0,229,0
GA,Glynn,12/31/2017,276,257,19,0,0,0,0,77,47,35,0,0,215,0,61,0
GA,Gwinnett,12/31/2017,356,272,84,0,0,0,0,97,61,42,0,0,179,0,177,0
GA,Hall,12/31/2017,254,205,49,0,0,0,0,68,56,36,0,0,0,0,254,0
GA,Henry,12/31/2017,347,287,57,3,0,0,0,129,56,39,0,0,200,0,147,0
GA,Houston,12/31/2017,330,265,65,0,0,0,0,92,56,35,0,0,0,0,330,0
GA,Lowndes,12/31/2017,317,235,81,0,1,0,0,151,58,38,0,0,0,0,317,0
GA,Murray,12/31/2017,257,229,28,0,0,0,0,90,51,39,0,0,204,0,53,0
GA,Muscogee,12/31/2017,360,287,73,0,0,0,0,99,58,40,0,0,151,0,209,0
GA,Paulding,12/31/2017,11,10,1,0,0,0,0,52,37,21,0,0,0,0,11,0
GA,Pike,12/31/2017,357,329,27,1,0,0,0,119,49,39,0,0,357,0,0,0
GA,Richmond,12/31/2017,365,275,89,0,0,0,1,364,61,42,0,0,153,9,199,4
GA,Rockdale,12/31/2017,243,212,30,1,0,0,0,126,54,39,0,0,243,0,0,0
GA,Sumter,12/31/2017,241,229,12,0,0,0,0,67,47,35,0,0,241,0,0,0
GA,Walker,12/31/2017,308,233,75,0,0,0,0,83,58,38,0,0,0,0,308,0
GA,Washington,12/31/2017,122,103,19,0,0,0,0,78,53,32,0,0,0,0,122,0
HI,Hawaii,12/31/2017,365,6,58,132,167,2,0,277,200,146,0,0,0,356,9,0
HI,Honolulu,12/31/2017,365,342,23,0,0,0,0,91,45,31,1,8,258,41,57,0
HI,Kauai,12/31/2017,363,362,1,0,0,0,0,53,27,12,0,74,0,26,263,0
HI,Maui,12/31/2017,364,355,9,0,0,0,0,87,36,21,0,0,0,0,364,0
ID,Ada,12/31/2017,365,234,109,18,4,0,0,184,87,43,3,15,242,0,102,3
ID,Bannock,12/31/2017,365,271,87,3,4,0,0,200,66,34,0,0,0,86,251,28
ID,Benewah,12/31/2017,365,206,129,20,8,1,1,307,95,43,0,0,0,0,365,0
ID,Blaine,12/31/2017,220,203,12,4,1,0,0,162,43,11,0,0,0,0,220,0
ID,Boise,12/31/2017,365,272,83,6,2,2,0,243,68,34,0,0,0,0,365,0
ID,Bonner,12/31/2017,362,287,63,7,0,5,0,252,64,28,0,0,0,0,341,21
ID,Bonneville,12/31/2017,358,323,31,4,0,0,0,149,50,24,0,0,0,0,358,0
ID,Butte,12/31/2017,347,309,35,3,0,0,0,147,51,42,0,0,329,0,18,0
ID,Canyon,12/31/2017,365,260,88,13,4,0,0,164,72,31,0,0,0,0,319,46
ID,Caribou,12/31/2017,339,337,2,0,0,0,0,81,20,3,0,0,0,339,0,0
ID,Custer,12/31/2017,111,102,6,3,0,0,0,142,36,5,0,0,0,0,111,0
ID,Franklin,12/31/2017,365,294,57,9,5,0,0,166,65,28,0,0,0,0,365,0
ID,Idaho,12/31/2017,365,287,61,8,6,3,0,277,63,40,0,0,189,0,176,0
ID,Jerome,12/31/2017,287,255,26,5,1,0,0,153,52,23,0,0,0,0,287,0
ID,Kootenai,12/31/2017,355,300,44,6,1,4,0,269,59,23,0,0,0,0,355,0
ID,Latah,12/31/2017,350,321,18,5,4,2,0,246,44,13,0,0,0,0,350,0
ID,Lemhi,12/31/2017,358,242,85,23,8,0,0,182,98,28,0,0,0,0,358,0
ID,Nez Perce,12/31/2017,365,287,63,6,6,3,0,261,68,27,0,0,0,0,365,0
ID,Shoshone,12/31/2017,365,220,120,19,3,3,0,289,92,38,0,0,0,0,360,5
ID,Twin Falls,12/31/2017,288,220,62,5,1,0,0,153,64,34,0,0,0,0,288,0
ID,Valley,12/31/2017,362,273,77,6,6,0,0,181,64,23,0,0,0,0,362,0
IL,Adams,12/31/2017,244,213,30,1,0,0,0,115,54,41,0,0,244,0,0,0
IL,Champaign,12/31/2017,365,286,78,1,0,0,0,105,58,41,0,0,248,0,117,0
IL,Clark,12/31/2017,241,211,29,1,0,0,0,101,51,39,0,0,241,0,0,0
IL,Cook,12/31/2017,365,184,162,18,1,0,0,177,87,50,0,34,162,0,164,5
IL,DuPage,12/31/2017,311,237,72,2,0,0,0,129,68,41,0,0,207,0,104,0
IL,Effingham,12/31/2017,244,206,35,3,0,0,0,112,61,43,0,0,244,0,0,0
IL,Hamilton,12/31/2017,365,290,75,0,0,0,0,87,56,41,0,0,191,0,174,0
IL,Jersey,12/31/2017,309,233,73,3,0,0,0,119,61,43,0,0,145,0,164,0
IL,Jo Daviess,12/31/2017,324,303,21,0,0,0,0,87,46,34,0,0,324,0,0,0
IL,Kane,12/31/2017,353,291,61,1,0,0,0,143,61,38,0,0,299,0,54,0
IL,La Salle,12/31/2017,365,364,1,0,0,0,0,54,7,1,0,0,0,365,0,0
IL,Lake,12/31/2017,358,316,35,7,0,0,0,129,54,35,0,0,358,0,0,0
IL,Macon,12/31/2017,365,204,150,11,0,0,0,108,79,48,0,0,132,146,87,0
IL,Macoupin,12/31/2017,364,338,26,0,0,0,0,93,49,34,0,0,244,120,0,0
IL,Madison,12/31/2017,365,217,139,9,0,0,0,136,77,46,0,0,226,0,138,1
IL,McHenry,12/31/2017,357,277,77,3,0,0,0,133,61,40,0,0,226,0,131,0
IL,McLean,12/31/2017,364,285,79,0,0,0,0,100,58,41,0,0,207,0,157,0
IL,Monroe,12/31/2017,364,364,0,0,0,0,0,41,10,3,0,0,0,364,0,0
IL,Peoria,12/31/2017,365,258,104,3,0,0,0,115,64,44,0,0,212,0,153,0
IL,Randolph,12/31/2017,343,234,108,1,0,0,0,115,64,44,0,0,159,0,184,0
IL,Rock Island,12/31/2017,363,305,58,0,0,0,0,93,58,40,0,0,285,0,78,0
IL,St. Clair,12/31/2017,365,297,67,1,0,0,0,101,55,39,0,29,198,2,136,0
IL,Sangamon,12/31/2017,364,298,64,2,0,0,0,115,58,40,0,0,279,0,85,0
IL,Wabash,12/31/2017,364,362,2,0,0,0,0,59,14,1,0,0,0,364,0,0
IL,Will,12/31/2017,365,289,76,0,0,0,0,93,58,40,0,0,219,0,146,0
IL,Winnebago,12/31/2017,354,317,37,0,0,0,0,87,51,35,0,0,311,0,43,0
IN,Allen,12/31/2017,365,279,85,1,0,0,0,105,61,42,0,0,232,0,133,0
IN,Bartholomew,12/31/2017,364,314,50,0,0,0,0,93,54,38,0,0,170,0,194,0
IN,Boone,12/31/2017,245,219,25,1,0,0,0,101,51,39,0,0,245,0,0,0
IN,Brown,12/31/2017,233,207,26,0,0,0,0,90,51,39,0,0,233,0,0,0
IN,Carroll,12/31/2017,232,210,22,0,0,0,0,77,50,39,0,0,232,0,0,0
IN,Clark,12/31/2017,364,306,57,1,0,0,0,101,57,38,0,0,317,0,47,0
IN,Daviess,12/31/2017,358,358,0,0,0,0,0,27,11,4,0,0,0,358,0,0
IN,Delaware,12/31/2017,280,238,41,1,0,0,0,112,54,39,0,0,226,0,54,0
IN,Dubois,12/31/2017,120,105,15,0,0,0,0,69,55,32,0,0,0,0,117,3
IN,Elkhart,12/31/2017,365,301,63,1,0,0,0,105,57,38,0,0,191,0,174,0
IN,Floyd,12/31/2017,365,262,98,5,0,0,0,115,59,41,0,0,155,0,210,0
IN,Gibson,12/31/2017,363,350,13,0,0,0,0,86,23,1,0,0,0,363,0,0
IN,Greene,12/31/2017,282,232,49,1,0,0,0,101,58,42,0,0,227,0,55,0
IN,Hamilton,12/31/2017,365,302,61,2,0,0,0,105,56,40,0,0,199,0,166,0
IN,Hendricks,12/31/2017,240,220,20,0,0,0,0,93,50,38,0,0,240,0,0,0
IN,Henry,12/31/2017,120,108,12,0,0,0,0,62,51,28,0,0,0,0,120,0
IN,Howard,12/31/2017,356,305,51,0,0,0,0,80,53,34,0,0,0,0,356,0
IN,Huntington,12/31/2017,245,227,18,0,0,0,0,100,50,39,0,0,245,0,0,0
IN,Jackson,12/31/2017,226,206,20,0,0,0,0,93,50,40,0,0,226,0,0,0
IN,Johnson,12/31/2017,237,214,23,0,0,0,0,80,50,39,0,0,237,0,0,0
IN,Knox,12/31/2017,355,323,32,0,0,0,0,100,50,36,0,0,355,0,0,0
IN,La Porte,12/31/2017,282,216,58,8,0,0,0,147,64,40,0,0,235,0,47,0
IN,Lake,12/31/2017,365,256,104,4,1,0,0,167,63,42,2,10,182,5,150,16
