us_state,county,poverty_estimate,poverty_percentage
SD,Day,842,15.7
TN,Houston,1258,15.7
TN,Marion,4407,15.7
TN,Polk,2582,15.7
TN,Sullivan,24258,15.7
TX,Victoria,14191,15.7
CO,Logan,2932,15.8
IL,Randolph,4402,15.8
KS,Cherokee,3129,15.8
KS,Elk,387,15.8
LA,Lafourche,15279,15.8
NE,Loup,96,15.8
NV,Nye,6778,15.8
NM,Lincoln,3040,15.8
NY,Cattaraugus,11836,15.8
NC,Nash,14560,15.8
NC,Randolph,22342,15.8
NC,Swain,2226,15.8
OH,Hardin,4613,15.8
OK,Alfalfa,765,15.8
OK,Marshall,2540,15.8
TX,Erath,6016,15.8
TX,Mills,754,15.8
TX,Young,2787,15.8
WA,Adams,3040,15.8
AL,Tuscaloosa,31238,15.9
AR,Garland,15384,15.9
AR,Independence,5799,15.9
FL,Walton,10493,15.9
GA,Madison,4602,15.9
ID,Owyhee,1821,15.9
IL,Pike,2403,15.9
IN,Lake,76220,15.9
KS,Douglas,17779,15.9
KS,Lyon,5055,15.9
ME,Somerset,7941,15.9
MO,Schuyler,705,15.9
MT,Deer Lodge,1342,15.9
NY,Fulton,8400,15.9
NC,Ashe,4267,15.9
NC,Hoke,8464,15.9
OH,Montgomery,81984,15.9
OK,Oklahoma,122953,15.9
TX,Bowie,13959,15.9
TX,Harris,733605,15.9
VA,Covington city,861,15.9
CA,San Bernardino,339748,16.01
IL,St. Clair,41174,16.01
IN,St. Joseph,41378,16.01
KY,Ballard,1257,16.01
KY,Caldwell,1988,16.01
KY,Greenup,5609,16.01
MS,George,3760,16.01
MO,Clark,1052,16.01
MO,Lawrence,6038,16.01
MO,Lewis,1478,16.01
MO,Pettis,6639,16.01
MT,Meagher,285,16.01
OH,Franklin,201260,16.01
OR,Benton,13776,16.01
SC,Oconee,12237,16.01
TN,Rhea,5064,16.01
TN,White,4219,16.01
TX,Bosque,2866,16.01
TX,Jackson,2316,16.01
TX,Wharton,6627,16.01
WV,Taylor,2620,16.01
WV,Tyler,1389,16.01
AL,Cleburne,2365,16.1
AZ,Cochise,19219,16.1
AR,Prairie,1306,16.1
FL,Gilchrist,2675,16.1
FL,Polk,107844,16.1
ID,Lemhi,1257,16.1
IL,Knox,7485,16.1
IL,Marion,5952,16.1
KY,Daviess,15714,16.1
KY,Warren,19562,16.1
MO,Barry,5678,16.1
MO,Henry,3446,16.1
MO,Sullivan,988,16.1
NM,Lea,10704,16.1
NY,Oneida,35154,16.1
NC,Rutherford,10557,16.1
NC,Surry,11479,16.1
PA,Clarion,5979,16.1
SC,Horry,52862,16.1
TN,Stewart,2134,16.1
TX,Freestone,2896,16.1
TX,Hamilton,1322,16.1
TX,Leon,2759,16.1
TX,Nueces,57008,16.1
FL,Marion,55880,16.2
IN,Crawford,1697,16.2
KY,Henderson,7288,16.2
LA,Plaquemines,3741,16.2
MI,Ogemaw,3334,16.2
MO,Greene,45036,16.2
NC,McDowell,7138,16.2
NC,Macon,5585,16.2
OH,Hamilton,128431,16.2
OH,Noble,1893,16.2
OK,Lincoln,5616,16.2
OK,Washita,1755,16.2
OR,Lincoln,7812,16.2
PA,Clinton,5954,16.2
TX,Hockley,3584,16.2
TX,Lamar,7915,16.2
TX,Schleicher,485,16.2
VA,Henry,8183,16.2
WV,Marion,8882,16.2
WV,Tucker,1088,16.2
WY,Fremont,6291,16.2
CA,Lassen,3790,16.3
CA,Mendocino,14156,16.3
GA,Chatham,45057,16.3
GA,Clayton,45572,16.3
IN,Scott,3814,16.3
IN,Switzerland,1714,16.3
MN,Blue Earth,10319,16.3
MS,Smith,2608,16.3
MS,Stone,2727,16.3
MO,Livingston,2166,16.3
MT,Silver Bow,5487,16.3
NY,Allegany,6925,16.3
NY,New York,262605,16.3
NY,Oswego,18492,16.3
NC,Caldwell,13222,16.3
NC,Craven,15942,16.3
NC,Rockingham,14628,16.3
ND,Sheridan,220,16.3
OH,Ross,11584,16.3
OK,Creek,11514,16.3
TX,Calhoun,3497,16.3
TX,Titus,5256,16.3
WA,Pend Oreille,2153,16.3
AR,Carroll,4523,16.4
FL,Escambia,48602,16.4
KY,McLean,1491,16.4
LA,Union,3623,16.4
MO,Pike,2656,16.4
MT,Garfield,212,16.4
NC,Harnett,21178,16.4
TN,Gibson,7906,16.4
TN,Unicoi,2860,16.4
TX,Upshur,6651,16.4
TX,Wilbarger,2031,16.4
WA,Clallam,12090,16.4
WA,Cowlitz,17302,16.4
FL,Columbia,10720,16.5
GA,Lamar,2881,16.5
GA,Whitfield,17059,16.5
ID,Latah,6030,16.5
KY,Fayette,50981,16.5
MS,Tate,4494,16.5
MO,Putnam,782,16.5
NJ,Passaic,82865,16.5
NC,Yancey,2903,16.5
OH,Marion,9699,16.5
PA,Potter,2734,16.5
SD,Gregory,686,16.5
TX,Gregg,19769,16.5
WV,Monroe,2193,16.5
AL,Houston,17095,16.6
AL,Jackson,8539,16.6
AZ,Pima,165811,16.6
CO,Fremont,6467,16.6
IN,Wayne,10521,16.6
IA,Wayne,1060,16.6
KY,Calloway,5914,16.6
MI,Crawford,2267,16.6
MI,Gladwin,4136,16.6
MO,Dade,1234,16.6
NC,Burke,14482,16.6
NC,Forsyth,60638,16.6
OK,Kay,7168,16.6
OK,Roger Mills,614,16.6
OR,Lane,60773,16.6
TX,Burleson,2946,16.6
AL,Jefferson,107752,16.7
AR,Pope,10036,16.7
CO,Delta,4982,16.7
FL,Miami-Dade,452649,16.7
IL,Stephenson,7389,16.7
KS,Allen,2020,16.7
KY,Bourbon,3295,16.7
LA,St. James,3532,16.7
MI,Baraga,1237,16.7
MI,Marquette,10446,16.7
MO,Harrison,1400,16.7
NE,Hayes,149,16.7
NC,Mitchell,2466,16.7
TN,Hamblen,10533,16.7
TN,Hawkins,9331,16.7
TN,Sequatchie,2416,16.7
TX,Gonzales,3420,16.7
UT,Piute,231,16.7
AL,Chilton,7303,16.8
AL,Lawrence,5494,16.8
AR,Hot Spring,5225,16.8
GA,Liberty,9989,16.8
KS,Chautauqua,550,16.8
KS,Montgomery,5266,16.8
LA,Bossier,20997,16.8
MO,Jasper,19719,16.8
OH,Highland,7134,16.8
OK,Comanche,18665,16.8
OK,Osage,7642,16.8
OK,Texas,3415,16.8
TN,Bedford,7976,16.8
TX,Brown,6099,16.8
TX,Crockett,591,16.8
TX,Eastland,2961,16.8
TX,Palo Pinto,4726,16.8
TX,Wichita,20057,16.8
VA,Carroll,4947,16.8
WV,Harrison,11220,16.8
AR,Lawrence,2682,16.9
ID,Butte,437,16.9
IA,Appanoose,2060,16.9
IA,Story,14508,16.9
KY,Edmonson,2036,16.9
MO,Randolph,3791,16.9
NM,Eddy,9492,16.9
OH,Brown,7219,16.9
SC,Richland,64234,16.9
TN,Bradley,17369,16.9
TN,Chester,2694,16.9
TN,Pickett,844,16.9
TX,Atascosa,8217,16.9
TX,Hunt,15389,16.9
TX,Navarro,8105,16.9
TX,Refugio,1198,16.9
WA,Pacific,3612,16.9
WV,Hampshire,3891,16.9
AL,Henry,2882,17.01
AL,Randolph,3771,17.01
AR,Little River,2076,17.01
AR,Madison,2755,17.01
CA,Shasta,30155,17.01
GA,Glynn,14304,17.01
GA,Greene,2904,17.01
KY,Garrard,2943,17.01
KY,Madison,14330,17.01
LA,Vermilion,10118,17.01
MD,Allegany,10883,17.01
MI,Chippewa,5570,17.01
MI,Iosco,4194,17.01
MS,Hancock,7921,17.01
MO,Nodaway,3213,17.01
NE,Dawes,1359,17.01
NC,Jackson,6656,17.01
OK,Carter,8014,17.01
OK,Nowata,1721,17.01
TN,Hickman,3950,17.01
TX,Gray,3466,17.01
TX,Rains,1984,17.01
WV,Jackson,4867,17.01
WI,Sawyer,2731,17.01
WI,Vernon,5157,17.01
IN,Starke,3900,17.1
IA,Decatur,1233,17.1
KY,Butler,2152,17.1
LA,Jefferson,74274,17.1
MA,Hampden,77905,17.1
MI,Kalkaska,2984,17.1
MO,Stoddard,4938,17.1
NE,Sioux,205,17.1
OK,Garvin,4707,17.1
SC,Georgetown,10418,17.1
TN,DeKalb,3342,17.1
TN,McNairy,4372,17.1
TX,San Saba,913,17.1
AL,Cherokee,4381,17.2
AR,Conway,3543,17.2
GA,Carroll,19466,17.2
GA,Murray,6765,17.2
GA,Putnam,3698,17.2
MS,Pearl River,9265,17.2
MO,Audrain,4030,17.2
MO,Benton,3230,17.2
MO,Cedar,2377,17.2
MO,Marion,4694,17.2
MT,Musselshell,787,17.2
NC,Cherokee,4760,17.2
OK,Mayes,6923,17.2
OR,Jefferson,3927,17.2
PA,Centre,24611,17.2
TN,Macon,4072,17.2
TX,Bailey,1191,17.2
TX,Castro,1337,17.2
TX,Cherokee,8467,17.2
TX,Henderson,13666,17.2
TX,Scurry,2649,17.2
VA,Newport News city,29521,17.2
AZ,Mohave,34891,17.3
GA,Glascock,515,17.3
IL,Lawrence,2341,17.3
MI,Berrien,26055,17.3
MT,Rosebud,1577,17.3
OK,Beckham,3422,17.3
PA,Mc Kean,6614,17.3
SC,Edgefield,4146,17.3
TN,Dyer,6360,17.3
TX,Harrison,11315,17.3
TX,McLennan,42008,17.3
TX,Runnels,1742,17.3
WA,Ferry,1297,17.3
WV,Monongalia,16945,17.3
AL,Coosa,1823,17.4
AL,Walker,10975,17.4
ID,Shoshone,2143,17.4
IL,Jefferson,6247,17.4
IN,Madison,21478,17.4
KY,Fleming,2499,17.4
LA,Lafayette,41306,17.4
NC,Pamlico,2082,17.4
OK,Cimarron,372,17.4
OK,Jackson,4240,17.4
OK,Latimer,1710,17.4
TN,Meigs,2070,17.4
TX,Jack,1345,17.4
TX,Live Oak,1922,17.4
TX,Robertson,2952,17.4
VA,Charlotte,2073,17.4
AR,Crawford,10896,17.5
AR,Union,6801,17.5
CA,Yolo,36761,17.5
IN,Vanderburgh,30495,17.5
KY,Graves,6396,17.5
MI,Saginaw,32447,17.5
NV,Mineral,768,17.5
NM,Valencia,12951,17.5
NY,Broome,32094,17.5
TN,Lewis,2074,17.5
TN,Madison,16341,17.5
TN,Trousdale,1448,17.5
TN,Van Buren,986,17.5
TX,Delta,915,17.5
VA,Buckingham,2600,17.5
VA,Mecklenburg,5222,17.5
WV,Preston,5496,17.5
AK,Hoonah-Angoon,376,17.6
CO,Lincoln,806,17.6
GA,Crawford,2138,17.6
GA,Jasper,2426,17.6
IN,Marion,163573,17.6
KS,Cowley,5867,17.6
KY,Ohio,4180,17.6
MS,Carroll,1715,17.6
NM,Union,616,17.6
NC,Chowan,2434,17.6
NC,Madison,3619,17.6
OH,Jefferson,11251,17.6
SD,Roberts,1763,17.6
TN,Monroe,8035,17.6
VA,Scott,3689,17.6
AL,Calhoun,19832,17.7
AL,Covington,6447,17.7
AL,Dale,8528,17.7
CA,Siskiyou,7679,17.7
FL,Jefferson,2276,17.7
KY,Montgomery,4845,17.7
MS,Prentiss,4307,17.7
MO,St. Francois,10499,17.7
MT,Pondera,1020,17.7
NE,Keya Paha,140,17.7
NY,Chautauqua,21835,17.7
OK,Blaine,1652,17.7
OK,Pittsburg,7376,17.7
OR,Baker,2772,17.7
TN,Crockett,2525,17.7
TN,Greene,11888,17.7
TX,Baylor,620,17.7
TX,Deaf Smith,3286,17.7
TX,Motley,217,17.7
VA,Smyth,5305,17.7
AL,Lee,27901,17.8
GA,Rabun,2899,17.8
KY,Union,2581,17.8
NY,Montgomery,8632,17.8
NC,Montgomery,4719,17.8
OR,Josephine,15143,17.8
TN,Overton,3847,17.8
VA,Accomack,5715,17.8
GA,Thomas,7862,17.9
KY,Breckinridge,3537,17.9
KY,Logan,4780,17.9
MA,Suffolk,134360,17.9
MS,Tippah,3855,17.9
MS,Tishomingo,3437,17.9
MO,Grundy,1710,17.9
NY,Delaware,7661,17.9
OH,Jackson,5707,17.9
OH,Lucas,75376,17.9
OK,Pontotoc,6561,17.9
PA,Fayette,22854,17.9
VA,Halifax,6036,17.9
AR,Franklin,3165,18.01
FL,Jackson,7264,18.01
FL,Leon,50010,18.01
GA,Schley,938,18.01
IN,Tippecanoe,31692,18.01
KY,Mason,3019,18.01
KY,Todd,2162,18.01
MI,Oscoda,1482,18.01
NC,Perquimans,2406,18.01
OK,Johnston,1929,18.01
SC,Saluda,3625,18.01
SC,Union,4871,18.01
TN,Jackson,2062,18.01
TX,Collingsworth,528,18.01
TX,Foard,214,18.01
TX,Grimes,4528,18.01
TX,Hardeman,714,18.01
TX,Matagorda,6540,18.01
TX,Polk,8060,18.01
AL,Clay,2363,18.1
AL,Etowah,18257,18.1
AR,Clay,2673,18.1
CA,Alpine,202,18.1
CA,Butte,40728,18.1
GA,Lincoln,1409,18.1
KY,Crittenden,1602,18.1
LA,St. John the Baptist,7777,18.1
NC,Graham,1518,18.1
NC,Wilson,14481,18.1
OH,Cuyahoga,221287,18.1
OK,Okmulgee,6767,18.1
TX,Aransas,4544,18.1
TX,Howard,5409,18.1
TX,Lynn,1047,18.1
VA,Tazewell,7163,18.1
WA,Yakima,44726,18.1
WV,Kanawha,32592,18.1
AL,Chambers,6036,18.2
CO,Prowers,2128,18.2
CO,Pueblo,29408,18.2
IL,Fayette,3604,18.2
KY,Taylor,4365,18.2
MS,Chickasaw,3031,18.2
MS,Lincoln,6136,18.2
MS,Monroe,6434,18.2
NV,Pershing,873,18.2
OH,Guernsey,7042,18.2
OK,Bryan,8219,18.2
SC,Calhoun,2646,18.2
TX,Real,608,18.2
TX,San Jacinto,5094,18.2
WV,Wood,15268,18.2
AL,Talladega,14062,18.3
AL,Tallapoosa,7311,18.3
AR,Marion,2965,18.3
GA,Butts,3889,18.3
KS,Bourbon,2609,18.3
LA,Vernon,8662,18.3
MI,Genesee,73568,18.3
SC,Greenwood,12431,18.3
TN,Grainger,4197,18.3
TN,Henry,5828,18.3
TX,Hudspeth,789,18.3
TX,Madison,2136,18.3
WA,Grays Harbor,12780,18.3
AZ,Coconino,23946,18.4
AR,Cross,3047,18.4
AR,Johnson,4758,18.4
CA,Kings,24810,18.4
CO,Rio Grande,2041,18.4
IL,Pope,760,18.4
IN,Grant,11312,18.4
KS,Wyandotte,30151,18.4
LA,La Salle,2519,18.4
MO,Phelps,7661,18.4
NJ,Cumberland,26129,18.4
OH,Mahoning,40879,18.4
OK,Delaware,7734,18.4
TX,Morris,2274,18.4
VA,Richmond,1343,18.4
WV,Lewis,2922,18.4
AK,Prince of Wales-Hyder,1183,18.5
AR,Pike,1940,18.5
KY,Green,2021,18.5
MO,Dallas,3032,18.5
MT,Liberty,429,18.5
MT,Wheatland,383,18.5
NM,Otero,11742,18.5
NC,Wilkes,12516,18.5
OK,Cotton,1062,18.5
OK,Pawnee,3005,18.5
SC,McCormick,1560,18.5
TX,Potter,21038,18.5
VA,Portsmouth city,16935,18.5
WV,Greenbrier,6381,18.5
WV,Ritchie,1772,18.5
AR,Sebastian,23469,18.6
GA,Berrien,3515,18.6
IL,McDonough,5008,18.6
IL,Saline,4332,18.6
MO,Knox,723,18.6
MO,Madison,2233,18.6
NY,Tompkins,17027,18.6
NC,Avery,2806,18.6
NC,Cumberland,58888,18.6
OH,Adams,5092,18.6
SC,Florence,25235,18.6
TX,Jefferson,44734,18.6
TX,Kimble,812,18.6
VA,Northampton,2157,18.6
AL,Lamar,2570,18.7
GA,Franklin,4127,18.7
GA,Stephens,4713,18.7
MI,Gogebic,2588,18.7
MT,Powell,973,18.7
TN,Hardin,4753,18.7
AR,Miller,8005,18.8
AR,Yell,3969,18.8
KY,Nicholas,1318,18.8
LA,Pointe Coupee,4167,18.8
MI,Roscommon,4419,18.8
MN,Beltrami,8329,18.8
MT,Lake,5612,18.8
NC,Cleveland,17958,18.8
TN,Benton,2970,18.8
TX,Anderson,8388,18.8
TX,DeWitt,3445,18.8
VA,Lynchburg city,13132,18.8
FL,Glades,2312,18.9
GA,Hart,4725,18.9
GA,Heard,2187,18.9
IL,Gallatin,955,18.9
IN,Knox,6587,18.9
KS,Crawford,7021,18.9
LA,Assumption,4212,18.9
LA,East Baton Rouge,82191,18.9
NM,Chaves,11885,18.9
NM,Curry,9114,18.9
NY,Franklin,8454,18.9
NY,St. Lawrence,18544,18.9
OR,Lake,1405,18.9
TN,Shelby,173777,18.9
TX,Lubbock,55533,18.9
WV,Pocahontas,1526,18.9
AZ,Yuma,37751,19.01
GA,Brantley,3520,19.01
GA,Polk,7828,19.01
IL,Union,3183,19.01
MI,Luce,982,19.01
MT,Golden Valley,151,19.01
OH,Gallia,5528,19.01
SC,Newberry,7080,19.01
SD,Tripp,1010,19.01
TN,Putnam,14277,19.01
TN,Union,3645,19.01
TX,Cass,5614,19.01
TX,San Patricio,12613,19.01
AR,Howard,2535,19.1
FL,Bradford,4533,19.1
GA,Long,3550,19.1
ID,Madison,7360,19.1
KY,Hickman,821,19.1
MI,Calhoun,24904,19.1
MS,Alcorn,6936,19.1
MO,McDonald,4315,19.1
OK,Atoka,2504,19.1
SC,Sumter,19818,19.1
TX,Limestone,4192,19.1
VA,Grayson,2779,19.1
WV,Marshall,5823,19.1
WI,Milwaukee,177959,19.1
CA,Modoc,1658,19.2
GA,Floyd,17913,19.2
IL,Champaign,37106,19.2
LA,St. Martin,10246,19.2
OR,Klamath,12659,19.2
TN,Campbell,7495,19.2
WV,Wirt,1105,19.2
AL,Marion,5582,19.3
AR,Izard,2444,19.3
KY,Christian,12545,19.3
KY,Hopkins,8521,19.3
LA,Jefferson Davis,5952,19.3
MO,Hickory,1805,19.3
NC,Caswell,4117,19.3
OH,Ashtabula,18127,19.3
SC,Chester,6178,19.3
SC,Fairfield,4287,19.3
TX,Milam,4744,19.3
TX,Nolan,2778,19.3
TX,Terrell,156,19.3
VA,Bristol city,3206,19.3
VA,Roanoke city,18940,19.3
AL,Fayette,3146,19.4
AR,Randolph,3331,19.4
GA,Pierce,3711,19.4
IL,Vermilion,14553,19.4
IN,Vigo,18964,19.4
KY,Muhlenberg,5632,19.4
MO,Crawford,4590,19.4
TN,Decatur,2227,19.4
TX,McCulloch,1515,19.4
AL,DeKalb,13785,19.5
AR,Nevada,1594,19.5
AR,Sevier,3286,19.5
GA,McIntosh,2734,19.5
IL,Coles,9377,19.5
IL,Franklin,7468,19.5
MI,Gratiot,6919,19.5
OH,Lawrence,11563,19.5
TN,Carroll,5187,19.5
TX,Red River,2345,19.5
TX,Stephens,1682,19.5
WY,Albany,7075,19.5
GA,Chattahoochee,1525,19.6
GA,Peach,5091,19.6
TX,Tyler,3813,19.6
WV,Randolph,5172,19.6
AL,Mobile,80116,19.7
CA,Humboldt,26262,19.7
CO,Baca,684,19.7
LA,Terrebonne,21712,19.7
MS,Harrison,39266,19.7
MS,Lawrence,2490,19.7
MO,Morgan,3893,19.7
AR,Ashley,3980,19.8
AR,Newton,1534,19.8
AR,Van Buren,3214,19.8
FL,Highlands,20051,19.8
MI,Ingham,53746,19.8
NM,Colfax,2320,19.8
NY,Kings,518422,19.8
OH,Vinton,2566,19.8
OK,Craig,2683,19.8
AL,Crenshaw,2722,19.9
AR,Arkansas,3515,19.9
AR,Ouachita,4665,19.9
GA,Meriwether,4139,19.9
GA,Spalding,12754,19.9
LA,Rapides,25427,19.9
OH,Meigs,4531,19.9
OK,McIntosh,3860,19.9
OK,Ottawa,6007,19.9
OR,Coos,12456,19.9
SC,Jasper,5348,19.9
TX,Donley,621,19.9
TX,Hale,6234,19.9
TX,Swisher,1367,19.9
VA,Hopewell city,4434,19.9
WV,Raleigh,14153,19.9
GA,Webster,520,20.01
KY,Hart,3683,20.01
LA,St. Bernard,9166,20.01
OH,Pike,5536,20.01
OK,Pushmataha,2203,20.01
TX,Angelina,16969,20.01
TX,Jasper,6898,20.01
TX,Lamb,2601,20.01
AL,Marshall,18873,20.1
CA,Tehama,12718,20.1
KY,Boyd,9179,20.1
TX,Kinney,684,20.1
WV,Doddridge,1525,20.1
WV,Nicholas,4978,20.1
AL,Bibb,4137,20.2
AL,Washington,3303,20.2
CA,Lake,12817,20.2
GA,Chattooga,4732,20.2
GA,Wayne,5627,20.2
MS,Hinds,46575,20.2
MO,Dent,3076,20.2
MO,Scott,7644,20.2
NC,Pasquotank,7579,20.2
SC,Cherokee,11258,20.2
SD,Clay,2391,20.2
TX,Floyd,1172,20.2
TX,Sabine,2093,20.2
VA,Russell,5396,20.2
WV,Mason,5258,20.2
AR,Drew,3553,20.3
CA,Trinity,2529,20.3
FL,Suwannee,8299,20.3
GA,Bleckley,2334,20.3
GA,Grady,4986,20.3
LA,Webster,7727,20.3
MI,Mecosta,8107,20.3
NM,Grant,5490,20.3
NC,Wayne,24577,20.3
SC,Abbeville,4850,20.3
TN,Morgan,3890,20.3
TX,Camp,2588,20.3
TX,Childress,1133,20.3
VA,Charlottesville city,9333,20.3
KS,Riley,13072,20.4
MS,Grenada,4246,20.4
MS,Newton,4204,20.4
MO,Douglas,2673,20.4
MO,Reynolds,1255,20.4
MO,St. Clair,1857,20.4
OK,Haskell,2584,20.4
WA,Okanogan,8415,20.4
WV,Wayne,8125,20.4
AL,Franklin,6394,20.5
AR,Logan,4340,20.5
GA,Lanier,2085,20.5
GA,Montgomery,1707,20.5
GA,Screven,2765,20.5
GA,Upson,5262,20.5
LA,St. Mary,10249,20.5
MS,Lauderdale,14922,20.5
MS,Perry,2439,20.5
MT,Sanders,2363,20.5
NC,Martin,4645,20.5
NC,Watauga,10129,20.5
OH,Morgan,2961,20.5
OK,Sequoyah,8360,20.5
TX,Uvalde,5423,20.5
VA,Lunenburg,2299,20.5
AR,Fulton,2442,20.6
AR,Scott,2123,20.6
IN,Delaware,22020,20.6
LA,East Feliciana,3501,20.6
MS,Franklin,1583,20.6
OR,Wheeler,274,20.6
TN,Haywood,3573,20.6
TX,Haskell,1071,20.6
TX,Knox,743,20.6
TX,Menard,430,20.6
TX,Mitchell,1400,20.6
TX,Pecos,2792,20.6
WV,Wetzel,3137,20.6
CA,Imperial,35830,20.7
NC,Bladen,6869,20.7
NC,Duplin,12119,20.7
NC,Sampson,12925,20.7
TN,Carter,11454,20.7
TN,Obion,6178,20.7
AK,Dillingham,1015,20.8
CO,Huerfano,1352,20.8
FL,Levy,8329,20.8
KY,Carroll,2155,20.8
LA,Allen,4444,20.8
MS,Clarke,3276,20.8
TN,Lauderdale,5010,20.8
TX,Newton,2739,20.8
TX,Shelby,5247,20.8
VA,Franklin city,1674,20.8
AZ,Graham,7213,20.9
AZ,La Paz,4263,20.9
AR,Bradley,2237,20.9
LA,Tangipahoa,26919,20.9
MO,Carter,1278,20.9
NC,Alleghany,2274,20.9
NC,Warren,3966,20.9
TX,Jones,3084,20.9
VA,Norfolk city,44181,20.9
AR,Dallas,1464,21.01
AR,Poinsett,5000,21.01
KY,Lincoln,5065,21.01
LA,Grant,4067,21.01
LA,West Feliciana,2113,21.01
MN,Mahnomen,1152,21.01
TX,El Paso,172972,21.01
TX,Trinity,3046,21.01
WV,Mercer,12298,21.01
AR,Crittenden,10070,21.1
AR,Montgomery,1856,21.1
CA,Fresno,205046,21.1
FL,Calhoun,2650,21.1
FL,Washington,4646,21.1
KY,Robertson,438,21.1
ME,Washington,6473,21.1
MS,Lafayette,10190,21.1
OK,Caddo,5733,21.1
TN,Perry,1650,21.1
AR,Stone,2617,21.2
CA,Kern,182948,21.2
CA,Madera,31569,21.2
CO,Conejos,1727,21.2
FL,Alachua,53816,21.2
FL,Holmes,3756,21.2
GA,Jeff Davis,3147,21.2
GA,McDuffie,4489,21.2
LA,West Carroll,2234,21.2
MO,Texas,5041,21.2
NM,Catron,754,21.2
OK,Cherokee,9987,21.2
TN,Wayne,3051,21.2
TX,Cottle,293,21.2
TX,Dickens,400,21.2
WV,Barbour,3278,21.2
WV,Roane,2938,21.2
AL,Butler,4154,21.3
AL,Montgomery,46315,21.3
AL,Winston,4980,21.3
CO,Alamosa,3251,21.3
FL,Franklin,2141,21.3
GA,Cook,3637,21.3
KY,Rockcastle,3484,21.3
MS,Jones,14122,21.3
MS,Yalobusha,2626,21.3
AR,Clark,4142,21.4
MS,Warren,9873,21.4
MO,St. Louis city,64108,21.4
OH,Scioto,15481,21.4
TX,Val Verde,10123,21.4
WA,Whitman,9161,21.4
WV,Boone,4741,21.4
MO,Ozark,1954,21.5
TX,Terry,2475,21.5
VA,Brunswick,3093,21.5
VA,Galax city,1363,21.5
AR,Searcy,1695,21.6
FL,Gulf,2810,21.6
GA,Troup,14566,21.6
GA,Worth,4383,21.6
IL,Hardin,850,21.6
IN,Monroe,28462,21.6
TN,Warren,8628,21.6
TX,San Augustine,1735,21.6
AL,Geneva,5659,21.7
GA,Tift,8468,21.7
MS,Greene,2368,21.7
MS,Leake,4573,21.7
NC,Pitt,37388,21.7
TX,Dawson,2475,21.7
FL,Okeechobee,8415,21.8
GA,Dodge,4141,21.8
KY,Allen,4508,21.8
MS,Benton,1792,21.8
MS,Calhoun,3107,21.8
VA,Petersburg city,6804,21.8
GA,Decatur,5607,21.9
MS,Scott,6154,21.9
NC,Hyde,1016,21.9
SC,Darlington,14391,21.9
SC,Laurens,14138,21.9
GA,Irwin,1836,22.01
GA,Ware,7354,22.01
NM,DeBaca,400,22.01
NC,Beaufort,10260,22.01
PA,Forest,1028,22.01
KY,Barren,9477,22.1
MD,Baltimore city,130267,22.1
MI,Lake,2515,22.1
MS,Choctaw,1807,22.1
OK,Coal,1226,22.1
OK,Seminole,5350,22.1
SC,Chesterfield,9993,22.1
TN,Weakley,7006,22.1
TX,Culberson,489,22.1
TX,Karnes,2700,22.1
VA,Nottoway,2914,22.1
AR,Jackson,3292,22.2
FL,Union,2291,22.2
GA,Appling,4003,22.2
GA,Talbot,1382,22.2
GA,Twiggs,1794,22.2
LA,Sabine,5219,22.2
MS,Lowndes,12805,22.2
NC,Anson,5039,22.2
OR,Malheur,6045,22.2
SD,Lyman,853,22.2
AL,Pickens,4093,22.3
GA,Toombs,5934,22.3
MI,Clare,6721,22.3
MO,Howell,8783,22.3
NC,Jones,2115,22.3
TX,Crosby,1300,22.3
TX,Houston,4533,22.3
VA,Norton city,863,22.3
WV,Fayette,9268,22.3
MS,Neshoba,6478,22.4
OK,Le Flore,10751,22.4
SC,Colleton,8325,22.4
TN,McMinn,11621,22.4
VA,Sussex,1967,22.4
GA,Pulaski,2244,22.5
KY,Adair,4044,22.5
KY,Grayson,5724,22.5
MS,Copiah,6249,22.5
MS,Winston,4013,22.5
TN,Claiborne,6801,22.5
VA,Martinsville city,2879,22.5
VA,Williamsburg city,2396,22.5
WV,Braxton,3114,22.5
GA,Laurens,10457,22.6
GA,Muscogee,42476,22.6
MI,Wayne,392205,22.6
MO,Iron,2241,22.6
NM,Guadalupe,872,22.6
NM,Mora,1025,22.6
TX,Edwards,439,22.6
FL,Lafayette,1579,22.7
MS,Forrest,16401,22.7
MS,Panola,7668,22.7
MO,Butler,9488,22.7
WV,Upshur,5252,22.7
AL,Marengo,4356,22.8
GA,Wilkes,2216,22.8
KY,Cumberland,1503,22.8
LA,De Soto,6162,22.8
MS,Marshall,7666,22.8
MO,Washington,5422,22.8
NM,Taos,7405,22.8
TN,Scott,4932,22.8
TX,Marion,2263,22.8
GA,Elbert,4312,22.9
IL,Pulaski,1260,22.9
LA,Iberville,6689,22.9
MO,Wayne,2996,22.9
CA,Merced,61297,23.01
FL,Liberty,1449,23.01
KY,Bath,2812,23.01
MS,Covington,4328,23.01
MS,Simpson,6077,23.01
MS,Wayne,4661,23.01
MS,Webster,2230,23.01
OK,Jefferson,1384,23.01
OK,Tillman,1641,23.01
TN,Cocke,8085,23.01
TN,Grundy,3025,23.01
TN,Hardeman,4963,23.01
VA,Montgomery,20468,23.01
FL,Gadsden,9994,23.1
GA,Burke,5121,23.1
LA,Acadia,14206,23.1
LA,Washington,10371,23.1
NM,San Juan,28936,23.1
NC,Columbus,12220,23.1
