us_state,county,year_end,days_with_aqi,good_days,moderate_days,unhealthy_sensitive_days,unhealthy_days,very_unhealthy_days,hazardous_days,max_aqi,ninetieth_percentile_aqi,median_aqi,days_co,days_no2,days_ozone,days_so2,days_pm2,days_pm10
IN,Hendricks,12/31/2018,365,335,28,2,0,0,0,108,48,33,0,0,365,0,0,0
IN,Henry,12/31/2018,116,100,15,1,0,0,0,111,55,31,0,0,0,0,116,0
IN,Howard,12/31/2018,365,293,67,5,0,0,0,108,58,39,0,0,214,0,151,0
IN,Huntington,12/31/2018,358,337,21,0,0,0,0,97,46,31,0,0,358,0,0,0
IN,Jackson,12/31/2018,341,321,20,0,0,0,0,90,47,32,0,0,341,0,0,0
IN,Knox,12/31/2018,357,311,42,4,0,0,0,122,54,35,0,0,357,0,0,0
IN,La Porte,12/31/2018,363,305,51,6,1,0,0,161,61,36,0,0,335,0,28,0
IN,Lake,12/31/2018,365,217,142,5,1,0,0,151,66,45,0,15,113,1,227,9
IN,Madison,12/31/2018,365,273,85,7,0,0,0,136,59,41,0,0,211,0,154,0
IN,Marion,12/31/2018,365,192,162,10,1,0,0,156,70,49,0,6,124,0,235,0
IN,Monroe,12/31/2018,335,255,80,0,0,0,0,97,58,36,0,0,0,0,335,0
IN,Morgan,12/31/2018,365,328,34,3,0,0,0,110,51,34,0,0,342,23,0,0
IN,Perry,12/31/2018,350,324,26,0,0,0,0,80,50,35,0,0,350,0,0,0
IN,Pike,12/31/2018,361,361,0,0,0,0,0,33,9,1,0,0,0,361,0,0
IN,Porter,12/31/2018,365,274,86,4,1,0,0,161,62,41,0,0,211,9,129,16
IN,Posey,12/31/2018,360,326,34,0,0,0,0,100,50,34,0,0,360,0,0,0
IN,Shelby,12/31/2018,361,331,25,5,0,0,0,112,49,34,0,0,361,0,0,0
IN,Spencer,12/31/2018,121,96,25,0,0,0,0,85,56,31,0,0,0,0,121,0
IN,St. Joseph,12/31/2018,365,248,110,7,0,0,0,133,64,42,0,3,183,0,179,0
IN,Sullivan,12/31/2018,181,145,36,0,0,0,0,91,57,33,0,0,0,0,181,0
IN,Tippecanoe,12/31/2018,345,285,60,0,0,0,0,78,54,34,0,0,0,0,345,0
IN,Vanderburgh,12/31/2018,365,261,101,3,0,0,0,143,63,41,0,0,199,0,166,0
IN,Vigo,12/31/2018,365,251,111,3,0,0,0,115,64,42,0,0,202,0,163,0
IN,Wabash,12/31/2018,362,315,42,5,0,0,0,129,54,35,0,0,362,0,0,0
IN,Warrick,12/31/2018,365,324,38,3,0,0,0,126,51,35,0,0,365,0,0,0
IN,Whitley,12/31/2018,348,294,54,0,0,0,0,81,54,31,0,0,0,0,348,0
IA,Black Hawk,12/31/2018,365,245,120,0,0,0,0,82,61,42,0,0,0,0,365,0
IA,Bremer,12/31/2018,245,224,19,2,0,0,0,112,50,37,0,0,245,0,0,0
IA,Cerro Gordo,12/31/2018,115,115,0,0,0,0,0,46,31,16,0,0,0,0,0,115
IA,Clinton,12/31/2018,365,244,121,0,0,0,0,100,64,43,0,0,145,2,218,0
IA,Harrison,12/31/2018,245,213,30,2,0,0,0,101,58,39,0,0,245,0,0,0
IA,Johnson,12/31/2018,362,287,75,0,0,0,0,92,56,38,0,0,0,0,362,0
IA,Lee,12/31/2018,121,99,22,0,0,0,0,76,56,34,0,0,0,0,121,0
IA,Linn,12/31/2018,365,249,112,4,0,0,0,129,64,44,0,0,150,3,211,1
IA,Montgomery,12/31/2018,365,283,82,0,0,0,0,93,60,39,0,0,149,0,216,0
IA,Muscatine,12/31/2018,365,249,116,0,0,0,0,95,62,41,0,0,0,3,361,1
IA,Palo Alto,12/31/2018,365,263,100,2,0,0,0,115,62,42,0,0,160,0,205,0
IA,Polk,12/31/2018,365,284,79,2,0,0,0,112,60,40,0,5,225,0,135,0
IA,Pottawattamie,12/31/2018,124,100,23,1,0,0,0,102,56,33,0,0,0,0,114,10
IA,Scott,12/31/2018,365,173,188,4,0,0,0,108,69,52,0,1,66,0,204,94
IA,Van Buren,12/31/2018,359,281,78,0,0,0,0,100,58,38,0,0,178,0,180,1
IA,Woodbury,12/31/2018,122,108,14,0,0,0,0,92,53,33,0,0,0,0,122,0
KS,Chase,12/31/2018,116,110,6,0,0,0,0,63,43,23,0,0,0,0,116,0
KS,Ford,12/31/2018,354,325,28,1,0,0,0,129,41,17,0,0,0,0,0,354
KS,Johnson,12/31/2018,363,299,64,0,0,0,0,91,59,36,0,0,274,0,89,0
KS,Leavenworth,12/31/2018,362,325,37,0,0,0,0,100,51,33,0,0,362,0,0,0
KS,Neosho,12/31/2018,359,307,52,0,0,0,0,87,54,37,0,0,303,0,50,6
KS,Sedgwick,12/31/2018,365,269,96,0,0,0,0,100,62,41,0,18,231,0,55,61
KS,Shawnee,12/31/2018,365,272,93,0,0,0,0,99,63,42,0,0,181,0,184,0
KS,Sherman,12/31/2018,350,344,6,0,0,0,0,91,31,14,0,0,0,0,0,350
KS,Sumner,12/31/2018,365,314,51,0,0,0,0,90,56,36,0,1,312,0,36,16
KS,Trego,12/31/2018,365,300,64,1,0,0,0,130,60,38,0,1,324,1,38,1
KS,Wyandotte,12/31/2018,365,254,108,2,1,0,0,172,68,42,0,19,180,0,165,1
KY,Bell,12/31/2018,256,231,25,0,0,0,0,84,50,39,0,0,226,0,30,0
KY,Boone,12/31/2018,243,218,23,1,1,0,0,151,51,38,0,0,243,0,0,0
KY,Boyd,12/31/2018,365,307,57,1,0,0,0,119,55,38,0,14,159,2,190,0
KY,Bullitt,12/31/2018,233,196,35,2,0,0,0,150,58,38,0,0,233,0,0,0
KY,Campbell,12/31/2018,352,281,70,1,0,0,0,101,56,39,0,11,160,3,178,0
KY,Carter,12/31/2018,281,259,22,0,0,0,0,80,49,33,0,0,217,0,64,0
KY,Christian,12/31/2018,280,241,39,0,0,0,0,90,54,39,0,0,213,0,67,0
KY,Daviess,12/31/2018,357,272,84,1,0,0,0,112,58,40,0,17,144,4,192,0
KY,Edmonson,12/31/2018,365,301,64,0,0,0,0,100,58,38,1,0,195,1,168,0
KY,Fayette,12/31/2018,365,272,93,0,0,0,0,87,59,40,0,13,111,1,239,1
KY,Greenup,12/31/2018,360,340,19,1,0,0,0,119,46,30,0,0,238,122,0,0
KY,Hancock,12/31/2018,125,115,10,0,0,0,0,97,48,38,0,0,125,0,0,0
KY,Hardin,12/31/2018,361,269,92,0,0,0,0,100,61,40,0,0,121,0,240,0
KY,Henderson,12/31/2018,365,239,113,13,0,0,0,120,77,43,0,0,122,51,192,0
KY,Jefferson,12/31/2018,365,208,149,6,2,0,0,166,76,47,0,18,144,0,203,0
KY,Jessamine,12/31/2018,356,326,30,0,0,0,0,90,50,32,0,0,237,119,0,0
KY,Livingston,12/31/2018,257,226,31,0,0,0,0,97,54,39,0,0,240,0,0,17
KY,McCracken,12/31/2018,364,252,112,0,0,0,0,100,60,42,0,1,133,0,230,0
KY,Morgan,12/31/2018,364,337,27,0,0,0,0,80,48,34,0,0,364,0,0,0
KY,Oldham,12/31/2018,243,214,28,1,0,0,0,108,54,38,0,0,243,0,0,0
KY,Perry,12/31/2018,364,289,75,0,0,0,0,80,56,38,0,0,122,0,242,0
KY,Pike,12/31/2018,359,319,40,0,0,0,0,84,52,35,0,0,146,0,213,0
KY,Pulaski,12/31/2018,282,243,39,0,0,0,0,74,54,38,0,0,218,0,64,0
KY,Simpson,12/31/2018,243,212,31,0,0,0,0,93,51,38,0,0,243,0,0,0
KY,Trigg,12/31/2018,348,324,24,0,0,0,0,87,48,35,0,0,348,0,0,0
KY,Warren,12/31/2018,352,274,78,0,0,0,0,95,58,39,0,0,103,0,249,0
KY,Washington,12/31/2018,359,326,33,0,0,0,0,77,50,35,0,0,359,0,0,0
LA,Ascension,12/31/2018,364,325,36,3,0,0,0,122,51,31,0,7,357,0,0,0
LA,Bossier,12/31/2018,365,308,57,0,0,0,0,96,61,35,0,0,288,0,73,4
LA,Caddo,12/31/2018,361,288,71,2,0,0,0,128,61,37,0,0,291,0,70,0
LA,Calcasieu,12/31/2018,365,236,123,6,0,0,0,108,67,44,0,4,111,7,243,0
LA,East Baton Rouge,12/31/2018,365,250,104,11,0,0,0,126,70,42,0,6,159,5,194,1
LA,Iberville,12/31/2018,365,294,63,7,1,0,0,153,64,36,0,1,324,0,40,0
LA,Jefferson,12/31/2018,365,274,90,1,0,0,0,101,64,40,0,5,168,0,192,0
LA,Lafayette,12/31/2018,365,269,96,0,0,0,0,97,62,40,0,0,197,0,168,0
LA,Lafourche,12/31/2018,362,323,39,0,0,0,0,90,51,36,0,0,259,0,103,0
LA,Livingston,12/31/2018,365,284,81,0,0,0,0,100,61,39,0,0,195,0,170,0
LA,Orleans,12/31/2018,365,299,66,0,0,0,0,85,58,35,0,44,0,0,315,6
LA,Ouachita,12/31/2018,363,338,25,0,0,0,0,100,46,32,0,0,313,0,50,0
LA,Pointe Coupee,12/31/2018,356,324,32,0,0,0,0,97,48,31,0,0,356,0,0,0
LA,Rapides,12/31/2018,119,102,17,0,0,0,0,91,56,31,0,0,0,0,119,0
LA,St. Bernard,12/31/2018,365,245,117,3,0,0,0,112,63,42,0,0,182,8,174,1
LA,St. Charles,12/31/2018,365,352,12,1,0,0,0,110,27,4,0,0,0,365,0,0
LA,St. James,12/31/2018,365,351,14,0,0,0,0,93,44,27,0,0,364,1,0,0
LA,St. John the Baptist,12/31/2018,359,336,22,1,0,0,0,108,48,31,0,0,359,0,0,0
LA,St. Martin,12/31/2018,352,321,31,0,0,0,0,97,50,33,0,0,352,0,0,0
LA,St. Tammany,12/31/2018,365,312,52,1,0,0,0,101,58,35,0,0,268,0,97,0
LA,Tangipahoa,12/31/2018,125,110,15,0,0,0,0,78,53,28,0,0,0,0,125,0
LA,Terrebonne,12/31/2018,119,108,11,0,0,0,0,70,49,27,0,0,0,0,119,0
LA,West Baton Rouge,12/31/2018,365,270,92,3,0,0,0,129,61,38,0,10,149,4,202,0
ME,Androscoggin,12/31/2018,361,336,25,0,0,0,0,84,47,31,0,0,190,0,169,2
ME,Aroostook,12/31/2018,365,316,47,0,2,0,0,170,55,37,0,0,219,0,145,1
ME,Cumberland,12/31/2018,365,318,47,0,0,0,0,100,54,37,0,13,243,0,107,2
ME,Hancock,12/31/2018,365,339,25,1,0,0,0,122,49,37,0,0,355,0,10,0
ME,Kennebec,12/31/2018,360,344,16,0,0,0,0,90,46,30,0,114,217,1,25,3
ME,Knox,12/31/2018,219,209,9,1,0,0,0,112,45,36,0,0,219,0,0,0
ME,Oxford,12/31/2018,354,310,44,0,0,0,0,97,53,34,0,0,176,0,178,0
ME,Penobscot,12/31/2018,365,337,28,0,0,0,0,97,49,32,0,0,197,0,164,4
ME,Washington,12/31/2018,339,327,11,1,0,0,0,122,46,36,0,0,327,0,12,0
ME,York,12/31/2018,227,207,18,2,0,0,0,119,49,40,0,0,227,0,0,0
MD,Allegany,12/31/2018,365,289,49,24,3,0,0,200,85,13,0,0,0,365,0,0
MD,Anne Arundel,12/31/2018,346,272,65,9,0,0,0,140,71,35,0,0,237,95,0,14
MD,Baltimore,12/31/2018,365,270,90,5,0,0,0,115,65,42,0,15,228,0,122,0
MD,Baltimore (City),12/31/2018,364,246,110,8,0,0,0,129,71,43,0,25,151,0,188,0
MD,Calvert,12/31/2018,243,209,33,1,0,0,0,147,58,39,0,0,243,0,0,0
MD,Carroll,12/31/2018,240,199,41,0,0,0,0,97,61,41,0,0,240,0,0,0
MD,Cecil,12/31/2018,358,277,74,7,0,0,0,129,61,40,0,0,160,0,198,0
MD,Charles,12/31/2018,235,202,32,1,0,0,0,133,54,39,0,0,235,0,0,0
MD,Dorchester,12/31/2018,365,305,58,1,1,0,0,151,59,38,0,0,314,0,51,0
MD,Frederick,12/31/2018,245,204,41,0,0,0,0,100,61,41,0,0,245,0,0,0
MD,Garrett,12/31/2018,362,319,43,0,0,0,0,97,52,37,0,0,313,0,49,0
MD,Harford,12/31/2018,358,281,67,10,0,0,0,150,64,39,0,0,226,0,132,0
MD,Howard,12/31/2018,365,290,75,0,0,0,0,75,56,35,0,77,0,0,288,0
MD,Kent,12/31/2018,361,292,66,3,0,0,0,119,61,39,0,0,224,0,137,0
MD,Montgomery,12/31/2018,347,265,81,1,0,0,0,112,59,42,0,0,185,0,162,0
MD,Prince George's,12/31/2018,365,272,85,7,1,0,0,166,68,39,0,4,288,0,73,0
MD,Washington,12/31/2018,356,288,68,0,0,0,0,93,61,38,0,0,200,0,156,0
MA,Barnstable,12/31/2018,360,338,18,4,0,0,0,133,46,36,0,0,355,0,5,0
MA,Berkshire,12/31/2018,365,284,80,1,0,0,0,122,58,33,0,0,80,0,285,0
MA,Bristol,12/31/2018,365,304,51,10,0,0,0,133,56,40,0,0,276,0,89,0
MA,Dukes,12/31/2018,360,332,25,3,0,0,0,108,49,37,0,0,352,0,8,0
MA,Essex,12/31/2018,365,314,47,4,0,0,0,115,55,38,0,4,260,0,101,0
MA,Franklin,12/31/2018,365,325,40,0,0,0,0,100,52,36,0,0,280,0,85,0
MA,Hampden,12/31/2018,365,285,78,2,0,0,0,126,59,38,0,19,232,0,114,0
MA,Hampshire,12/31/2018,363,314,47,2,0,0,0,122,54,37,0,5,258,0,100,0
MA,Middlesex,12/31/2018,365,333,32,0,0,0,0,97,49,35,0,7,269,0,89,0
MA,Norfolk,12/31/2018,353,337,15,1,0,0,0,105,45,32,0,19,334,0,0,0
MA,Plymouth,12/31/2018,364,324,37,3,0,0,0,126,51,36,0,0,279,0,85,0
MA,Suffolk,12/31/2018,365,238,126,1,0,0,0,108,61,44,0,13,58,0,294,0
MA,Worcester,12/31/2018,365,306,55,4,0,0,0,129,57,38,0,8,273,0,84,0
MI,Allegan,12/31/2018,286,232,46,8,0,0,0,150,64,40,0,0,229,0,57,0
MI,Bay,12/31/2018,356,321,35,0,0,0,0,83,50,28,0,0,0,0,356,0
MI,Benzie,12/31/2018,250,218,30,1,1,0,0,154,54,38,0,0,250,0,0,0
MI,Berrien,12/31/2018,245,208,29,8,0,0,0,126,61,40,0,0,245,0,0,0
MI,Cass,12/31/2018,240,202,31,7,0,0,0,126,64,40,0,0,240,0,0,0
MI,Chippewa,12/31/2018,271,229,42,0,0,0,0,70,54,34,0,0,111,0,160,0
MI,Clinton,12/31/2018,244,213,27,4,0,0,0,143,64,39,0,0,244,0,0,0
MI,Genesee,12/31/2018,362,291,68,3,0,0,0,122,62,38,0,0,214,0,148,0
MI,Huron,12/31/2018,241,212,26,3,0,0,0,122,54,38,0,0,241,0,0,0
MI,Ingham,12/31/2018,342,284,56,2,0,0,0,147,56,37,0,0,191,0,151,0
MI,Kalamazoo,12/31/2018,356,282,70,4,0,0,0,115,61,40,0,0,170,0,186,0
MI,Kent,12/31/2018,365,298,63,4,0,0,0,115,61,39,0,0,229,0,136,0
MI,Keweenaw,12/31/2018,114,112,2,0,0,0,0,61,28,9,0,0,0,0,114,0
MI,Lenawee,12/31/2018,344,275,65,4,0,0,0,115,66,38,0,0,221,0,123,0
MI,Macomb,12/31/2018,299,244,45,10,0,0,0,143,68,39,0,0,249,0,50,0
MI,Manistee,12/31/2018,265,236,28,1,0,0,0,112,53,33,0,0,206,0,59,0
MI,Mason,12/31/2018,252,226,25,1,0,0,0,133,51,37,0,0,252,0,0,0
MI,Missaukee,12/31/2018,365,328,37,0,0,0,0,97,51,36,0,2,339,0,24,0
MI,Monroe,12/31/2018,365,364,1,0,0,0,0,59,11,1,0,0,0,304,0,61
MI,Muskegon,12/31/2018,240,203,31,3,3,0,0,174,67,40,0,0,240,0,0,0
MI,Oakland,12/31/2018,278,217,52,8,1,0,0,151,67,40,0,0,220,0,58,0
MI,Ottawa,12/31/2018,365,313,48,4,0,0,0,115,59,36,0,0,235,76,52,2
MI,Schoolcraft,12/31/2018,351,325,24,2,0,0,0,105,49,31,0,0,245,0,106,0
MI,St. Clair,12/31/2018,365,260,90,14,1,0,0,151,79,40,0,0,145,120,100,0
MI,Tuscola,12/31/2018,356,324,31,1,0,0,0,105,50,35,0,0,356,0,0,0
MI,Washtenaw,12/31/2018,365,281,78,6,0,0,0,150,66,40,0,0,234,0,131,0
MI,Wayne,12/31/2018,365,165,192,8,0,0,0,133,80,51,0,7,82,23,222,31
MI,Wexford,12/31/2018,356,330,24,2,0,0,0,122,49,35,0,0,356,0,0,0
MN,Anoka,12/31/2018,365,278,86,1,0,0,0,115,63,40,0,6,216,0,142,1
MN,Becker,12/31/2018,358,322,36,0,0,0,0,100,51,31,0,0,203,0,155,0
MN,Beltrami,12/31/2018,352,327,24,1,0,0,0,106,41,23,0,0,0,0,352,0
MN,Carlton,12/31/2018,354,330,24,0,0,0,0,93,45,26,0,0,159,0,195,0
MN,Cass,12/31/2018,320,292,28,0,0,0,0,100,47,23,0,0,0,0,320,0
MN,Cook,12/31/2018,353,341,12,0,0,0,0,65,31,18,0,0,0,0,353,0
MN,Crow Wing,12/31/2018,348,311,36,1,0,0,0,107,52,27,0,0,167,0,181,0
MN,Dakota,12/31/2018,365,310,55,0,0,0,0,91,54,31,0,64,0,0,301,0
MN,Goodhue,12/31/2018,231,206,24,1,0,0,0,133,51,38,0,0,231,0,0,0
MN,Hennepin,12/31/2018,365,228,136,1,0,0,0,104,64,44,4,12,60,0,159,130
MN,Lake,12/31/2018,365,316,49,0,0,0,0,95,54,32,0,0,159,0,86,120
MN,Lyon,12/31/2018,365,332,33,0,0,0,0,84,50,32,0,0,166,0,199,0
MN,Mille Lacs,12/31/2018,126,114,12,0,0,0,0,74,49,30,0,0,126,0,0,0
MN,Olmsted,12/31/2018,361,292,69,0,0,0,0,98,57,38,0,0,148,0,213,0
MN,Ramsey,12/31/2018,365,288,76,1,0,0,0,111,60,34,0,0,0,0,324,41
MN,St. Louis,12/31/2018,365,308,55,2,0,0,0,109,57,35,0,0,281,0,74,10
MN,Scott,12/31/2018,357,317,38,2,0,0,0,112,51,35,0,0,291,0,66,0
MN,Stearns,12/31/2018,365,309,55,1,0,0,0,101,56,34,0,0,186,0,179,0
MN,Washington,12/31/2018,365,231,134,0,0,0,0,100,65,44,0,0,81,1,215,68
MN,Winona,12/31/2018,113,105,8,0,0,0,0,77,44,20,0,0,0,0,113,0
MN,Wright,12/31/2018,365,306,56,3,0,0,0,122,60,37,0,0,203,0,162,0
MS,Bolivar,12/31/2018,312,237,73,2,0,0,0,129,67,41,0,0,163,0,149,0
MS,DeSoto,12/31/2018,365,273,89,2,1,0,0,159,60,40,0,0,127,0,238,0
MS,Forrest,12/31/2018,359,284,74,1,0,0,0,119,57,37,0,0,0,0,359,0
MS,Grenada,12/31/2018,105,97,8,0,0,0,0,80,48,27,0,0,0,0,105,0
MS,Hancock,12/31/2018,363,311,51,1,0,0,0,102,55,35,0,0,168,0,195,0
MS,Harrison,12/31/2018,364,294,67,3,0,0,0,115,60,38,0,0,171,0,193,0
MS,Hinds,12/31/2018,365,255,109,1,0,0,0,112,67,44,0,1,146,0,218,0
MS,Jackson,12/31/2018,363,287,74,2,0,0,0,105,58,38,0,1,166,1,195,0
MS,Lauderdale,12/31/2018,237,206,31,0,0,0,0,87,54,37,0,0,237,0,0,0
MS,Lee,12/31/2018,243,226,17,0,0,0,0,80,49,36,0,0,243,0,0,0
MS,Yalobusha,12/31/2018,325,318,7,0,0,0,0,71,44,29,0,0,325,0,0,0
MO,Andrew,12/31/2018,245,186,58,1,0,0,0,112,74,42,0,0,245,0,0,0
MO,Boone,12/31/2018,245,208,36,1,0,0,0,105,54,40,0,0,245,0,0,0
MO,Buchanan,12/31/2018,363,291,72,0,0,0,0,74,55,36,0,0,0,0,304,59
MO,Callaway,12/31/2018,245,210,35,0,0,0,0,90,58,40,0,0,245,0,0,0
MO,Cass,12/31/2018,364,292,72,0,0,0,0,97,58,38,0,0,211,0,153,0
MO,Cedar,12/31/2018,363,284,79,0,0,0,0,84,58,39,0,0,180,0,183,0
MO,Clay,12/31/2018,363,276,76,11,0,0,0,147,67,39,0,0,220,0,143,0
MO,Clinton,12/31/2018,245,192,51,2,0,0,0,143,71,42,0,0,245,0,0,0
MO,Franklin,12/31/2018,365,361,4,0,0,0,0,76,19,3,0,0,0,365,0,0
MO,Greene,12/31/2018,365,294,71,0,0,0,0,93,56,39,0,0,198,0,161,6
MO,Iron,12/31/2018,365,341,23,1,0,0,0,105,46,21,0,0,0,365,0,0
MO,Jackson,12/31/2018,365,307,58,0,0,0,0,74,54,36,0,60,0,0,256,49
MO,Jasper,12/31/2018,365,304,61,0,0,0,0,95,54,36,0,0,226,0,0,139
MO,Jefferson,12/31/2018,365,296,63,6,0,0,0,119,61,36,0,0,197,24,115,29
MO,Lincoln,12/31/2018,245,209,33,3,0,0,0,143,67,41,0,0,245,0,0,0
MO,Monroe,12/31/2018,365,336,28,1,0,0,0,105,49,35,0,0,365,0,0,0
MO,New Madrid,12/31/2018,365,272,26,41,26,0,0,200,136,4,0,0,0,365,0,0
MO,Perry,12/31/2018,245,208,36,1,0,0,0,126,61,39,0,0,245,0,0,0
MO,St. Charles,12/31/2018,365,309,48,8,0,0,0,147,61,36,0,0,242,123,0,0
MO,St. Louis,12/31/2018,365,243,116,6,0,0,0,119,71,44,0,26,175,0,164,0
MO,Ste.Genevieve,12/31/2018,245,210,35,0,0,0,0,97,58,40,0,0,245,0,0,0
MO,St. Louis City,12/31/2018,365,204,151,9,1,0,0,182,71,48,0,21,137,0,189,18
MO,Stoddard,12/31/2018,117,106,11,0,0,0,0,67,46,24,0,0,0,0,117,0
MO,Taney,12/31/2018,119,109,10,0,0,0,0,75,47,21,0,0,0,0,119,0
MT,Cascade,12/31/2018,360,329,25,5,1,0,0,162,49,25,0,0,0,0,360,0
MT,Fergus,12/31/2018,365,325,34,5,1,0,0,158,51,40,0,0,327,0,37,1
MT,Flathead,12/31/2018,365,268,81,11,5,0,0,182,66,41,0,0,186,0,160,19
MT,Gallatin,12/31/2018,365,323,36,5,1,0,0,153,52,25,0,8,0,0,357,0
MT,Lake,12/31/2018,118,113,2,3,0,0,0,117,36,8,0,0,0,0,118,0
MT,Lewis and Clark,12/31/2018,365,284,71,7,3,0,0,164,66,43,0,0,253,0,112,0
MT,Lincoln,12/31/2018,365,203,142,8,12,0,0,177,77,47,0,0,0,0,362,3
MT,Missoula,12/31/2018,365,198,163,3,1,0,0,153,78,48,0,0,102,0,260,3
MT,Phillips,12/31/2018,360,326,30,3,1,0,0,158,50,36,0,1,311,0,48,0
MT,Powder River,12/31/2018,362,288,70,4,0,0,0,117,65,38,0,0,265,0,79,18
MT,Powell,12/31/2018,113,107,6,0,0,0,0,92,34,9,0,0,0,0,113,0
MT,Ravalli,12/31/2018,351,298,53,0,0,0,0,89,57,18,0,0,0,0,351,0
MT,Richland,12/31/2018,364,307,56,1,0,0,0,139,58,40,0,0,322,0,41,1
MT,Roosevelt,12/31/2018,105,95,8,2,0,0,0,134,41,13,0,0,0,0,105,0
MT,Rosebud,12/31/2018,361,331,28,2,0,0,0,133,49,38,0,0,301,0,57,3
MT,Sanders,12/31/2018,365,297,54,14,0,0,0,148,70,28,0,0,0,0,341,24
MT,Sheridan,12/31/2018,112,104,7,1,0,0,0,118,40,15,0,0,0,0,112,0
MT,Silver Bow,12/31/2018,363,308,54,1,0,0,0,120,56,20,0,0,0,0,200,163
MT,Yellowstone,12/31/2018,364,317,44,2,1,0,0,154,54,27,0,0,0,26,338,0
NE,Cass,12/31/2018,337,332,5,0,0,0,0,57,31,15,0,0,0,0,0,337
NE,Douglas,12/31/2018,365,258,103,4,0,0,0,108,64,43,0,0,191,12,150,12
NE,Hall,12/31/2018,111,104,7,0,0,0,0,68,45,23,0,0,0,0,111,0
NE,Knox,12/31/2018,357,329,28,0,0,0,0,93,48,34,0,0,357,0,0,0
NE,Lancaster,12/31/2018,365,330,35,0,0,0,0,78,50,31,0,0,229,77,59,0
NE,Sarpy,12/31/2018,349,287,62,0,0,0,0,93,56,35,0,0,0,0,349,0
NE,Scotts Bluff,12/31/2018,116,108,8,0,0,0,0,71,45,22,0,0,0,0,116,0
NE,Thomas,12/31/2018,114,109,5,0,0,0,0,76,35,16,0,0,0,0,114,0
NE,Washington,12/31/2018,116,103,13,0,0,0,0,94,52,29,0,0,0,0,116,0
NV,Carson City,12/31/2018,365,269,88,5,3,0,0,160,64,44,0,0,311,0,54,0
NV,Churchill,12/31/2018,332,256,71,5,0,0,0,129,67,44,0,0,332,0,0,0
NV,Clark,12/31/2018,365,122,194,48,1,0,0,154,108,61,0,50,226,0,76,13
NV,Douglas,12/31/2018,362,315,37,6,3,1,0,205,55,15,0,0,0,0,362,0
NV,Elko,12/31/2018,346,297,45,4,0,0,0,126,59,19,0,0,77,0,15,254
NV,Lyon,12/31/2018,362,304,50,8,0,0,0,133,58,40,0,0,362,0,0,0
NV,Nye,12/31/2018,365,350,15,0,0,0,0,99,32,18,0,0,0,0,0,365
NV,Washoe,12/31/2018,365,213,133,19,0,0,0,146,80,48,0,8,281,0,59,17
NV,White Pine,12/31/2018,355,261,88,6,0,0,0,108,71,44,0,0,349,0,6,0
NH,Belknap,12/31/2018,283,269,14,0,0,0,0,80,47,32,0,0,206,0,77,0
NH,Cheshire,12/31/2018,365,334,31,0,0,0,0,84,49,35,0,0,272,0,93,0
NH,Coos,12/31/2018,271,223,45,3,0,0,0,115,64,44,0,0,227,0,44,0
NH,Grafton,12/31/2018,365,336,29,0,0,0,0,90,48,36,0,0,259,0,106,0
NH,Hillsborough,12/31/2018,365,338,27,0,0,0,0,97,49,36,1,0,350,0,14,0
NH,Merrimack,12/31/2018,365,355,10,0,0,0,0,87,44,27,0,0,213,152,0,0
NH,Rockingham,12/31/2018,365,331,31,3,0,0,0,115,50,37,0,0,318,0,47,0
NJ,Atlantic,12/31/2018,365,327,37,1,0,0,0,112,51,37,0,0,250,0,115,0
NJ,Bergen,12/31/2018,365,214,137,12,2,0,0,164,76,45,1,69,96,0,199,0
NJ,Camden,12/31/2018,365,237,123,5,0,0,0,140,68,44,1,9,161,0,194,0
NJ,Cumberland,12/31/2018,365,305,60,0,0,0,0,93,56,38,0,15,173,0,177,0
NJ,Essex,12/31/2018,364,277,83,3,1,0,0,177,64,38,2,57,164,0,141,0
NJ,Gloucester,12/31/2018,276,223,46,7,0,0,0,147,67,39,0,0,232,0,44,0
NJ,Hudson,12/31/2018,365,255,101,7,2,0,0,174,67,42,0,90,126,0,149,0
NJ,Hunterdon,12/31/2018,352,273,74,3,2,0,0,179,63,38,0,0,230,0,122,0
NJ,Mercer,12/31/2018,365,283,75,6,1,0,0,187,64,40,0,0,234,0,131,0
NJ,Middlesex,12/31/2018,365,282,77,6,0,0,0,133,64,38,0,23,234,0,108,0
NJ,Monmouth,12/31/2018,245,220,25,0,0,0,0,100,51,33,0,0,245,0,0,0
NJ,Morris,12/31/2018,365,323,37,5,0,0,0,136,54,34,0,12,331,0,22,0
NJ,Ocean,12/31/2018,349,296,45,8,0,0,0,143,61,35,0,0,220,0,129,0
NJ,Passaic,12/31/2018,277,233,41,3,0,0,0,150,61,37,0,0,223,0,54,0
NJ,Union,12/31/2018,365,254,111,0,0,0,0,95,60,42,1,72,0,0,292,0
NJ,Warren,12/31/2018,357,294,62,1,0,0,0,112,60,35,0,38,158,0,161,0
NM,Bernalillo,12/31/2018,365,160,186,18,1,0,0,165,90,53,0,1,257,0,51,56
NM,Catron,12/31/2018,117,117,0,0,0,0,0,37,21,8,0,0,0,0,117,0
NM,Chaves,12/31/2018,118,115,3,0,0,0,0,57,40,21,0,0,0,0,118,0
NM,Dona Ana,12/31/2018,365,144,189,28,4,0,0,187,100,57,0,3,258,0,50,54
NM,Eddy,12/31/2018,365,214,131,17,3,0,0,185,90,47,0,7,354,0,4,0
