us_state,county,year_end,days_with_aqi,good_days,moderate_days,unhealthy_sensitive_days,unhealthy_days,very_unhealthy_days,hazardous_days,max_aqi,ninetieth_percentile_aqi,median_aqi,days_co,days_no2,days_ozone,days_so2,days_pm2,days_pm10
AZ,Coconino,12/31/2016,366,301,65,0,0,0,0,97,58,44,0,0,363,0,3,0
AZ,Gila,12/31/2016,366,84,136,119,27,0,0,200,138,85,0,0,82,263,0,21
AZ,La Paz,12/31/2016,365,294,70,1,0,0,0,101,67,41,0,1,291,3,34,36
AZ,Maricopa,12/31/2016,366,59,270,36,0,1,0,203,101,64,0,33,186,0,74,73
AZ,Mohave,12/31/2016,357,336,21,0,0,0,0,83,40,18,0,0,0,0,34,323
AZ,Navajo,12/31/2016,366,301,65,0,0,0,0,90,54,43,0,0,352,0,0,14
AZ,Pima,12/31/2016,366,203,159,4,0,0,0,119,74,49,0,0,246,0,13,107
AZ,Pinal,12/31/2016,366,76,237,46,5,1,1,1263,108,69,0,0,109,0,34,223
AZ,Santa Cruz,12/31/2016,363,260,102,0,1,0,0,191,62,38,0,0,0,0,200,163
AZ,Yavapai,12/31/2016,349,300,49,0,0,0,0,90,54,40,0,0,343,0,6,0
AZ,Yuma,12/31/2016,366,228,124,12,1,0,1,419,77,46,0,0,213,0,43,110
AR,Arkansas,12/31/2016,119,100,19,0,0,0,0,70,54,33,0,0,0,0,119,0
AR,Ashley,12/31/2016,118,102,16,0,0,0,0,68,52,34,0,0,0,0,118,0
AR,Clark,12/31/2016,355,351,4,0,0,0,0,54,45,34,0,0,355,0,0,0
AR,Crittenden,12/31/2016,366,314,49,2,1,0,0,159,54,39,0,20,308,0,38,0
AR,Garland,12/31/2016,119,97,22,0,0,0,0,67,53,36,0,0,0,0,119,0
AR,Jackson,12/31/2016,115,94,21,0,0,0,0,76,57,30,0,0,0,0,115,0
AR,Newton,12/31/2016,366,350,16,0,0,0,0,90,47,37,0,0,343,0,23,0
AR,Polk,12/31/2016,366,318,48,0,0,0,0,87,52,40,0,0,323,0,43,0
AR,Pulaski,12/31/2016,366,257,109,0,0,0,0,100,60,44,0,6,166,0,194,0
AR,Union,12/31/2016,366,341,24,0,1,0,0,158,46,4,0,0,0,246,120,0
AR,Washington,12/31/2016,366,338,28,0,0,0,0,77,49,38,0,0,326,0,40,0
CA,Alameda,12/31/2016,366,239,112,13,2,0,0,154,74,44,0,15,214,0,137,0
CA,Alpine,12/31/2016,24,22,2,0,0,0,0,65,47,22,0,0,0,0,24,0
CA,Amador,12/31/2016,366,304,57,5,0,0,0,115,64,37,0,0,366,0,0,0
CA,Butte,12/31/2016,366,169,181,16,0,0,0,127,86,52,0,0,199,0,167,0
CA,Calaveras,12/31/2016,366,232,112,22,0,0,0,150,87,44,0,0,280,0,85,1
CA,Colusa,12/31/2016,366,272,94,0,0,0,0,91,64,43,0,0,248,0,99,19
CA,Contra Costa,12/31/2016,366,287,76,3,0,0,0,143,59,40,0,2,223,0,141,0
CA,Del Norte,12/31/2016,177,172,5,0,0,0,0,65,40,20,0,0,0,0,177,0
CA,El Dorado,12/31/2016,366,222,101,31,12,0,0,172,105,45,0,0,365,0,1,0
CA,Fresno,12/31/2016,366,92,169,80,25,0,0,190,140,74,0,1,217,0,136,12
CA,Glenn,12/31/2016,362,259,103,0,0,0,0,91,61,43,0,0,210,0,143,9
CA,Humboldt,12/31/2016,366,326,40,0,0,0,0,74,52,35,0,1,229,0,130,6
CA,Imperial,12/31/2016,366,105,216,39,3,1,2,541,105,60,0,2,144,0,90,130
CA,Inyo,12/31/2016,366,244,99,15,4,1,3,426,87,44,0,0,313,0,16,37
CA,Kern,12/31/2016,366,70,180,102,14,0,0,169,136,80,0,0,231,0,128,7
CA,Kings,12/31/2016,366,85,207,71,3,0,0,156,115,70,0,0,184,0,133,49
CA,Lake,12/31/2016,365,358,7,0,0,0,0,74,44,33,0,0,363,0,2,0
CA,Los Angeles,12/31/2016,366,32,230,81,19,4,0,210,134,75,0,33,174,0,157,2
CA,Madera,12/31/2016,366,123,193,47,3,0,0,156,105,59,0,0,217,0,134,15
CA,Marin,12/31/2016,366,339,27,0,0,0,0,90,48,32,0,14,221,0,131,0
CA,Mariposa,12/31/2016,366,219,127,19,1,0,0,159,93,46,0,0,270,0,80,16
CA,Mendocino,12/31/2016,364,334,30,0,0,0,0,66,45,33,0,0,193,0,167,4
CA,Merced,12/31/2016,366,158,173,33,2,0,0,151,100,53,0,0,225,0,138,3
CA,Mono,12/31/2016,366,314,19,3,6,0,24,6403,63,18,0,0,0,0,19,347
CA,Monterey,12/31/2016,366,325,30,3,8,0,0,176,52,36,0,0,262,0,63,41
CA,Napa,12/31/2016,366,296,70,0,0,0,0,90,56,37,0,2,166,0,197,1
CA,Nevada,12/31/2016,366,235,86,40,5,0,0,179,101,44,0,0,359,0,7,0
CA,Orange,12/31/2016,366,150,201,13,2,0,0,169,87,54,0,30,173,0,162,1
CA,Placer,12/31/2016,366,205,126,30,5,0,0,185,97,48,0,0,290,0,76,0
CA,Plumas,12/31/2016,355,250,94,10,1,0,0,152,73,32,0,0,0,0,355,0
CA,Riverside,12/31/2016,366,44,193,86,37,4,2,389,154,82,0,0,210,0,97,59
CA,Sacramento,12/31/2016,366,187,138,34,7,0,0,172,101,49,0,5,221,0,140,0
CA,San Benito,12/31/2016,366,305,56,5,0,0,0,126,61,39,0,0,352,0,14,0
CA,San Bernardino,12/31/2016,366,28,200,78,48,12,0,217,172,83,0,37,204,0,116,9
CA,San Diego,12/31/2016,366,69,255,40,2,0,0,164,105,66,0,4,224,0,138,0
CA,San Francisco,12/31/2016,365,310,55,0,0,0,0,67,53,36,0,45,154,0,166,0
CA,San Joaquin,12/31/2016,366,138,202,25,1,0,0,166,93,55,0,2,144,0,217,3
CA,San Luis Obispo,12/31/2016,366,177,180,8,1,0,0,156,84,51,0,0,249,0,75,42
CA,San Mateo,12/31/2016,365,302,63,0,0,0,0,67,54,37,0,26,119,0,220,0
CA,Santa Barbara,12/31/2016,366,261,93,9,2,0,1,315,67,44,0,0,259,0,72,35
CA,Santa Clara,12/31/2016,366,272,93,1,0,0,0,101,61,40,0,14,191,0,161,0
CA,Santa Cruz,12/31/2016,366,347,19,0,0,0,0,72,45,32,0,0,255,0,111,0
CA,Shasta,12/31/2016,366,298,54,14,0,0,0,140,74,41,0,0,363,0,3,0
CA,Siskiyou,12/31/2016,362,356,6,0,0,0,0,93,43,27,0,0,342,0,20,0
CA,Solano,12/31/2016,366,278,86,2,0,0,0,105,62,40,0,3,208,0,155,0
CA,Sonoma,12/31/2016,366,348,18,0,0,0,0,87,44,32,0,0,298,0,64,4
CA,Stanislaus,12/31/2016,366,147,176,40,3,0,0,164,103,55,0,1,202,0,159,4
CA,Sutter,12/31/2016,366,166,168,32,0,0,0,147,97,53,0,0,204,0,162,0
CA,Tehama,12/31/2016,366,226,98,37,5,0,0,174,108,44,0,0,325,0,40,1
CA,Trinity,12/31/2016,167,116,51,0,0,0,0,96,70,38,0,0,0,0,167,0
CA,Tulare,12/31/2016,366,80,162,102,22,0,0,177,145,77,0,0,222,0,137,7
CA,Tuolumne,12/31/2016,354,223,86,38,7,0,0,164,108,44,0,0,354,0,0,0
CA,Ventura,12/31/2016,366,173,184,9,0,0,0,147,84,51,0,0,232,0,127,7
CA,Yolo,12/31/2016,366,293,69,4,0,0,0,115,61,40,0,1,281,0,83,1
CO,Adams,12/31/2016,366,263,102,1,0,0,0,105,64,44,1,91,181,2,55,36
CO,Alamosa,12/31/2016,360,354,4,1,0,1,0,271,31,18,0,0,0,0,4,356
CO,Arapahoe,12/31/2016,366,267,93,6,0,0,0,119,71,44,0,0,360,0,6,0
CO,Archuleta,12/31/2016,347,343,4,0,0,0,0,82,31,17,0,0,0,0,0,347
CO,Boulder,12/31/2016,204,190,14,0,0,0,0,97,48,35,0,0,108,0,80,16
CO,Chaffee,12/31/2016,151,97,51,3,0,0,0,105,71,47,0,0,151,0,0,0
CO,Clear Creek,12/31/2016,311,210,94,6,1,0,0,154,77,47,0,0,311,0,0,0
CO,Delta,12/31/2016,119,117,2,0,0,0,0,64,31,16,0,0,0,0,0,119
CO,Denver,12/31/2016,366,165,197,4,0,0,0,112,73,52,0,183,112,1,66,4
CO,Douglas,12/31/2016,362,253,93,15,1,0,0,151,80,44,0,0,353,0,9,0
CO,El Paso,12/31/2016,366,263,101,2,0,0,0,126,71,45,0,0,328,16,22,0
CO,Fremont,12/31/2016,52,52,0,0,0,0,0,50,24,14,0,0,0,0,0,52
CO,Garfield,12/31/2016,366,264,101,1,0,0,0,126,67,47,0,0,366,0,0,0
CO,Grand,12/31/2016,152,131,21,0,0,0,0,80,54,44,0,0,152,0,0,0
CO,Gunnison,12/31/2016,366,316,50,0,0,0,0,87,54,44,0,0,344,0,0,22
CO,Jackson,12/31/2016,115,115,0,0,0,0,0,43,15,6,0,0,0,0,115,0
CO,Jefferson,12/31/2016,366,245,101,17,3,0,0,159,87,46,0,0,366,0,0,0
CO,La Plata,12/31/2016,366,251,107,8,0,0,0,122,80,46,0,1,359,0,3,3
CO,Larimer,12/31/2016,366,189,169,7,1,0,0,151,87,50,0,0,317,0,47,2
CO,Mesa,12/31/2016,366,260,105,1,0,0,0,102,64,46,0,0,299,0,67,0
CO,Moffat,12/31/2016,345,316,29,0,0,0,0,67,50,41,0,0,345,0,0,0
CO,Montezuma,12/31/2016,366,286,80,0,0,0,0,97,64,44,0,0,366,0,0,0
CO,Montrose,12/31/2016,253,236,17,0,0,0,0,84,49,40,0,0,253,0,0,0
CO,Park,12/31/2016,366,270,93,3,0,0,0,133,64,47,0,0,364,0,1,1
CO,Pitkin,12/31/2016,122,122,0,0,0,0,0,44,23,12,0,0,0,0,19,103
CO,Prowers,12/31/2016,357,350,6,1,0,0,0,115,34,17,0,0,0,0,0,357
CO,Pueblo,12/31/2016,128,126,2,0,0,0,0,64,35,20,0,0,0,0,72,56
CO,Rio Blanco,12/31/2016,366,327,39,0,0,0,0,90,51,43,0,0,342,0,24,0
CO,Routt,12/31/2016,352,343,9,0,0,0,0,60,26,15,0,0,0,0,0,352
CO,San Juan,12/31/2016,121,121,0,0,0,0,0,23,13,6,0,0,0,0,121,0
CO,San Miguel,12/31/2016,245,189,55,1,0,0,0,105,63,44,0,0,187,0,0,58
CO,Weld,12/31/2016,366,246,117,3,0,0,0,129,71,45,0,0,286,0,79,1
CT,Fairfield,12/31/2016,366,223,120,16,7,0,0,185,87,45,0,0,164,0,202,0
CT,Hartford,12/31/2016,366,268,91,6,1,0,0,169,65,41,0,65,158,0,143,0
CT,Litchfield,12/31/2016,366,308,50,7,1,0,0,164,61,38,0,0,335,0,31,0
CT,Middlesex,12/31/2016,174,125,36,11,2,0,0,187,97,44,0,0,174,0,0,0
CT,New Haven,12/31/2016,366,256,96,11,3,0,0,164,73,44,0,27,217,0,122,0
CT,New London,12/31/2016,357,306,41,9,1,0,0,154,58,34,0,0,178,0,179,0
CT,Tolland,12/31/2016,176,144,27,5,0,0,0,140,71,41,0,0,176,0,0,0
CT,Windham,12/31/2016,358,331,23,3,1,0,0,154,48,35,0,0,358,0,0,0
DE,Kent,12/31/2016,364,300,62,2,0,0,0,136,61,39,0,0,294,0,70,0
DE,New Castle,12/31/2016,366,238,118,9,1,0,0,154,74,44,0,14,217,1,134,0
DE,Sussex,12/31/2016,366,290,73,3,0,0,0,129,61,41,0,0,303,0,63,0
DC,District of Columbia,12/31/2016,366,211,148,7,0,0,0,129,68,47,0,31,164,0,171,0
FL,Alachua,12/31/2016,360,321,38,1,0,0,0,101,51,37,0,0,227,0,133,0
FL,Baker,12/31/2016,358,334,24,0,0,0,0,80,47,34,0,0,358,0,0,0
FL,Bay,12/31/2016,366,328,38,0,0,0,0,87,51,38,0,0,264,0,102,0
FL,Brevard,12/31/2016,366,332,34,0,0,0,0,84,50,39,0,0,292,0,74,0
FL,Broward,12/31/2016,362,296,66,0,0,0,0,93,55,41,1,23,178,0,160,0
FL,Citrus,12/31/2016,364,323,40,1,0,0,0,104,51,33,0,0,0,45,319,0
FL,Collier,12/31/2016,366,336,30,0,0,0,0,87,50,37,0,0,240,0,126,0
FL,Columbia,12/31/2016,345,283,62,0,0,0,0,90,58,38,0,0,223,0,122,0
FL,Duval,12/31/2016,366,269,97,0,0,0,0,97,60,42,0,2,219,3,142,0
FL,Escambia,12/31/2016,366,314,52,0,0,0,0,97,58,41,0,0,308,0,58,0
FL,Flagler,12/31/2016,362,346,16,0,0,0,0,74,46,35,0,0,362,0,0,0
FL,Hamilton,12/31/2016,268,241,27,0,0,0,0,71,51,33,0,0,0,0,268,0
FL,Highlands,12/31/2016,363,347,16,0,0,0,0,87,46,33,0,0,363,0,0,0
FL,Hillsborough,12/31/2016,366,261,99,5,1,0,0,154,67,44,1,0,226,15,124,0
FL,Holmes,12/31/2016,366,306,60,0,0,0,0,80,55,40,0,0,185,0,181,0
FL,Indian River,12/31/2016,340,316,24,0,0,0,0,84,48,39,0,0,340,0,0,0
FL,Lake,12/31/2016,334,299,34,1,0,0,0,115,51,37,0,0,334,0,0,0
FL,Lee,12/31/2016,366,324,41,1,0,0,0,105,51,38,0,0,260,0,105,1
FL,Leon,12/31/2016,361,297,64,0,0,0,0,84,55,40,0,0,172,0,189,0
FL,Liberty,12/31/2016,342,333,9,0,0,0,0,67,45,33,0,0,342,0,0,0
FL,Manatee,12/31/2016,366,343,23,0,0,0,0,87,49,36,0,0,366,0,0,0
FL,Marion,12/31/2016,366,324,41,1,0,0,0,105,52,38,0,0,239,0,127,0
FL,Martin,12/31/2016,363,327,36,0,0,0,0,87,50,38,0,0,244,0,119,0
FL,Miami-Dade,12/31/2016,360,260,97,3,0,0,0,144,64,43,0,3,128,0,229,0
FL,Nassau,12/31/2016,336,310,26,0,0,0,0,84,49,31,0,0,0,111,225,0
FL,Okaloosa,12/31/2016,366,346,20,0,0,0,0,71,47,36,0,0,358,0,0,8
FL,Orange,12/31/2016,366,293,73,0,0,0,0,97,58,40,0,12,220,0,134,0
FL,Osceola,12/31/2016,366,342,24,0,0,0,0,90,49,35,0,0,366,0,0,0
FL,Palm Beach,12/31/2016,359,268,88,2,1,0,0,164,58,41,0,0,143,0,140,76
FL,Pasco,12/31/2016,366,328,37,1,0,0,0,105,51,37,0,0,366,0,0,0
FL,Pinellas,12/31/2016,366,315,51,0,0,0,0,97,54,40,0,0,242,0,124,0
FL,Polk,12/31/2016,366,320,46,0,0,0,0,90,53,39,0,0,244,2,120,0
FL,Putnam,12/31/2016,366,366,0,0,0,0,0,45,24,14,0,0,0,14,0,352
FL,Santa Rosa,12/31/2016,366,324,42,0,0,0,0,80,51,38,0,0,259,0,107,0
FL,Sarasota,12/31/2016,366,300,66,0,0,0,0,97,54,40,0,0,219,0,147,0
FL,Seminole,12/31/2016,365,330,35,0,0,0,0,87,50,38,0,0,341,0,17,7
FL,St. Lucie,12/31/2016,329,309,20,0,0,0,0,93,48,37,0,0,329,0,0,0
FL,Volusia,12/31/2016,359,317,42,0,0,0,0,89,51,38,0,0,253,0,106,0
FL,Wakulla,12/31/2016,342,298,42,1,1,0,0,175,54,37,2,0,236,0,104,0
GA,Bibb,12/31/2016,366,267,94,5,0,0,0,147,63,42,0,0,146,1,219,0
GA,Charlton,12/31/2016,117,112,5,0,0,0,0,66,43,23,0,0,0,0,117,0
GA,Chatham,12/31/2016,366,304,59,3,0,0,0,143,55,39,0,0,135,40,191,0
GA,Chattooga,12/31/2016,242,217,25,0,0,0,0,93,51,42,0,0,242,0,0,0
GA,Clarke,12/31/2016,362,295,61,4,2,0,0,162,61,40,0,0,191,0,171,0
GA,Clayton,12/31/2016,121,98,22,1,0,0,0,145,54,34,0,0,0,0,121,0
GA,Cobb,12/31/2016,351,244,103,3,1,0,0,200,64,44,0,0,177,0,174,0
GA,Coffee,12/31/2016,43,40,3,0,0,0,0,54,47,31,0,0,0,0,43,0
GA,Columbia,12/31/2016,243,217,26,0,0,0,0,93,51,40,0,0,243,0,0,0
GA,Coweta,12/31/2016,366,303,62,0,1,0,0,154,57,39,0,0,178,0,188,0
GA,Dawson,12/31/2016,244,216,26,2,0,0,0,126,51,42,0,0,244,0,0,0
GA,DeKalb,12/31/2016,366,174,183,8,1,0,0,151,72,51,0,23,123,0,220,0
GA,Dougherty,12/31/2016,363,263,100,0,0,0,0,93,59,36,0,0,0,0,363,0
GA,Douglas,12/31/2016,245,196,42,6,1,0,0,151,67,43,0,0,245,0,0,0
GA,Floyd,12/31/2016,366,287,78,1,0,0,0,102,57,35,0,0,0,57,309,0
GA,Fulton,12/31/2016,366,201,152,12,1,0,0,156,71,48,0,24,103,1,238,0
GA,Glynn,12/31/2016,343,314,27,2,0,0,0,129,49,35,0,0,182,0,161,0
GA,Gwinnett,12/31/2016,365,284,72,9,0,0,0,147,64,42,0,0,202,0,163,0
GA,Hall,12/31/2016,119,103,14,1,1,0,0,155,52,30,0,0,0,0,119,0
GA,Henry,12/31/2016,365,290,66,8,1,0,0,159,64,40,0,0,200,0,165,0
GA,Houston,12/31/2016,352,306,44,2,0,0,0,107,53,33,0,0,0,0,352,0
GA,Lowndes,12/31/2016,327,276,51,0,0,0,0,74,54,33,0,0,0,0,327,0
GA,Murray,12/31/2016,275,233,41,1,0,0,0,112,58,43,0,0,242,0,33,0
GA,Muscogee,12/31/2016,360,281,74,5,0,0,0,148,58,40,0,0,175,0,185,0
GA,Paulding,12/31/2016,364,240,122,2,0,0,0,126,62,44,0,0,124,0,240,0
GA,Pike,12/31/2016,339,290,45,4,0,0,0,126,58,40,0,0,339,0,0,0
GA,Richmond,12/31/2016,365,272,87,4,2,0,0,162,61,40,0,0,146,32,187,0
GA,Rockdale,12/31/2016,240,179,52,9,0,0,0,140,80,44,0,0,240,0,0,0
GA,Sumter,12/31/2016,245,218,26,1,0,0,0,101,54,39,0,0,245,0,0,0
GA,Walker,12/31/2016,348,267,78,0,3,0,0,174,57,38,0,0,0,0,348,0
GA,Washington,12/31/2016,119,108,10,1,0,0,0,105,50,29,0,0,0,0,119,0
GA,Wilkinson,12/31/2016,117,98,17,1,1,0,0,151,56,33,0,0,0,0,117,0
HI,Hawaii,12/31/2016,366,1,54,128,181,1,1,337,200,151,0,0,0,353,13,0
HI,Honolulu,12/31/2016,366,353,13,0,0,0,0,60,43,31,0,1,282,0,62,21
HI,Kauai,12/31/2016,358,356,2,0,0,0,0,54,28,14,0,58,0,4,296,0
HI,Maui,12/31/2016,366,348,17,1,0,0,0,130,39,21,0,0,0,0,366,0
ID,Ada,12/31/2016,366,283,76,7,0,0,0,116,67,38,0,24,270,0,62,10
ID,Bannock,12/31/2016,366,317,49,0,0,0,0,84,53,30,0,0,0,80,249,37
ID,Benewah,12/31/2016,366,257,101,7,1,0,0,170,67,33,0,0,0,0,366,0
ID,Blaine,12/31/2016,113,98,15,0,0,0,0,92,56,8,0,0,0,0,113,0
ID,Boise,12/31/2016,363,309,48,5,1,0,0,155,59,29,0,0,0,0,363,0
ID,Bonner,12/31/2016,366,337,29,0,0,0,0,81,46,20,0,0,0,0,309,57
ID,Bonneville,12/31/2016,324,301,23,0,0,0,0,65,47,26,0,0,0,0,324,0
ID,Butte,12/31/2016,362,347,14,1,0,0,0,108,48,39,0,0,359,0,3,0
ID,Canyon,12/31/2016,366,256,106,4,0,0,0,117,63,38,0,0,0,0,346,20
ID,Caribou,12/31/2016,357,355,2,0,0,0,0,59,23,3,0,0,0,357,0,0
ID,Custer,12/31/2016,116,104,8,3,1,0,0,165,52,8,0,0,0,0,116,0
ID,Franklin,12/31/2016,357,306,44,7,0,0,0,125,59,25,0,0,0,0,357,0
ID,Idaho,12/31/2016,366,319,47,0,0,0,0,80,53,30,0,0,30,0,336,0
ID,Jerome,12/31/2016,199,199,0,0,0,0,0,42,23,13,0,0,0,0,199,0
ID,Kootenai,12/31/2016,351,325,26,0,0,0,0,83,47,22,0,0,0,0,351,0
ID,Latah,12/31/2016,270,268,2,0,0,0,0,58,22,8,0,0,0,0,270,0
ID,Lemhi,12/31/2016,364,230,105,26,3,0,0,158,97,38,0,0,0,0,364,0
ID,Nez Perce,12/31/2016,366,328,36,2,0,0,0,141,51,23,0,0,0,0,366,0
ID,Shoshone,12/31/2016,366,245,116,5,0,0,0,150,69,35,0,0,0,0,364,2
ID,Twin Falls,12/31/2016,352,348,4,0,0,0,0,64,31,17,0,0,0,0,352,0
ID,Valley,12/31/2016,348,327,21,0,0,0,0,88,41,13,0,0,0,0,348,0
IL,Adams,12/31/2016,214,199,15,0,0,0,0,80,49,36,0,0,214,0,0,0
IL,Champaign,12/31/2016,366,302,64,0,0,0,0,100,58,39,0,0,265,0,101,0
IL,Clark,12/31/2016,203,175,27,1,0,0,0,101,54,38,0,0,203,0,0,0
IL,Cook,12/31/2016,366,179,169,16,2,0,0,169,80,51,0,59,132,0,160,15
IL,DuPage,12/31/2016,241,194,38,9,0,0,0,136,64,40,0,0,178,0,63,0
IL,Effingham,12/31/2016,214,181,33,0,0,0,0,93,54,39,0,0,214,0,0,0
IL,Hamilton,12/31/2016,285,227,58,0,0,0,0,100,61,39,0,0,170,0,115,0
IL,Jersey,12/31/2016,295,234,56,5,0,0,0,150,63,40,0,0,183,0,112,0
IL,Jo Daviess,12/31/2016,350,331,18,1,0,0,0,108,46,33,0,0,350,0,0,0
IL,Kane,12/31/2016,358,305,45,8,0,0,0,140,55,35,0,0,310,0,48,0
IL,La Salle,12/31/2016,350,350,0,0,0,0,0,36,6,1,0,0,0,350,0,0
IL,Lake,12/31/2016,346,306,32,8,0,0,0,140,54,34,0,0,346,0,0,0
IL,Macon,12/31/2016,366,293,72,1,0,0,0,123,60,41,0,0,181,29,156,0
IL,Macoupin,12/31/2016,362,341,21,0,0,0,0,97,47,26,0,0,203,159,0,0
IL,Madison,12/31/2016,366,241,116,9,0,0,0,129,70,44,0,0,203,1,161,1
IL,McHenry,12/31/2016,362,307,49,6,0,0,0,129,54,37,0,0,217,0,145,0
IL,McLean,12/31/2016,366,309,56,1,0,0,0,108,57,38,0,0,294,0,72,0
IL,Monroe,12/31/2016,245,245,0,0,0,0,0,29,10,1,0,0,0,245,0,0
IL,Peoria,12/31/2016,366,275,89,2,0,0,0,108,58,41,0,0,192,4,170,0
IL,Randolph,12/31/2016,295,240,54,1,0,0,0,119,58,39,0,0,170,0,125,0
IL,Rock Island,12/31/2016,343,307,35,1,0,0,0,108,51,33,0,0,306,0,37,0
IL,St. Clair,12/31/2016,366,280,82,4,0,0,0,126,59,40,0,27,214,0,125,0
IL,Sangamon,12/31/2016,364,319,44,1,0,0,0,105,53,35,0,0,323,0,41,0
IL,Tazewell,12/31/2016,236,210,22,4,0,0,0,141,55,3,0,0,0,236,0,0
IL,Wabash,12/31/2016,364,359,5,0,0,0,0,74,16,3,0,0,0,364,0,0
IL,Will,12/31/2016,365,283,81,1,0,0,0,105,58,40,0,0,195,0,170,0
IL,Winnebago,12/31/2016,354,316,35,3,0,0,0,105,51,34,0,0,314,0,40,0
IN,Allen,12/31/2016,358,264,91,3,0,0,0,119,64,40,0,0,149,0,209,0
IN,Bartholomew,12/31/2016,366,286,75,5,0,0,0,105,64,40,0,6,139,0,221,0
IN,Boone,12/31/2016,181,143,35,3,0,0,0,126,71,40,0,0,181,0,0,0
IN,Brown,12/31/2016,138,123,14,1,0,0,0,101,54,36,0,0,138,0,0,0
IN,Carroll,12/31/2016,182,147,33,2,0,0,0,101,61,39,0,0,182,0,0,0
IN,Clark,12/31/2016,365,266,92,7,0,0,0,143,64,42,0,0,157,0,208,0
IN,Daviess,12/31/2016,354,351,3,0,0,0,0,82,21,4,0,0,0,354,0,0
IN,Delaware,12/31/2016,230,192,37,1,0,0,0,115,58,39,0,0,156,0,74,0
IN,Dubois,12/31/2016,127,104,23,0,0,0,0,73,55,33,0,0,0,0,125,2
IN,Elkhart,12/31/2016,358,265,85,8,0,0,0,131,67,39,0,0,140,0,218,0
IN,Floyd,12/31/2016,366,280,80,6,0,0,0,143,62,40,0,0,193,3,170,0
IN,Fountain,12/31/2016,175,175,0,0,0,0,0,30,14,3,0,0,0,175,0,0
IN,Gibson,12/31/2016,366,353,10,3,0,0,0,115,19,3,0,0,0,366,0,0
IN,Greene,12/31/2016,244,187,54,3,0,0,0,140,64,40,0,0,172,0,72,0
IN,Hamilton,12/31/2016,359,271,85,3,0,0,0,115,64,41,0,0,120,0,239,0
IN,Hendricks,12/31/2016,183,146,37,0,0,0,0,100,67,40,0,0,183,0,0,0
IN,Henry,12/31/2016,119,106,13,0,0,0,0,65,51,28,0,0,0,0,119,0
IN,Howard,12/31/2016,325,243,82,0,0,0,0,81,58,36,0,0,0,0,325,0
IN,Huntington,12/31/2016,180,156,23,1,0,0,0,105,64,37,0,0,180,0,0,0
IN,Jackson,12/31/2016,183,146,35,2,0,0,0,129,67,40,0,0,183,0,0,0
