data_state,county,poverty_estimate,poverty_percentage
AK,Nome Census Area,"2,248",23.2
AK,North Slope Borough,"1,182",12.2
AK,Northwest Arctic Borough,"1,974",26
AK,Petersburg Borough,240,7.4
AK,Prince of Wales-Hyder Census Area,"1,183",18.5
AK,Sitka Borough,694,8.1
AK,Skagway Municipality,50,4.3
AK,Southeast Fairbanks Census Area,872,12.8
AK,Valdez-Cordova Census Area,845,9.2
AK,Wrangell City and Borough,310,12.4
AK,Yakutat Borough,92,15.3
AK,Yukon-Koyukuk Census Area,"1,237",23.2
AZ,Apache,"23,426",33.1
AZ,Cochise,"19,219",16.1
AZ,Coconino,"23,946",18.4
AZ,Gila,"12,661",24.1
AZ,Graham,"7,213",20.9
AZ,Greenlee,948,10.1
AZ,La Paz,"4,263",20.9
AZ,Maricopa,"570,402",13.5
AZ,Mohave,"34,891",17.3
AZ,Navajo,"28,216",26.4
AZ,Pima,"165,811",16.6
AZ,Pinal,"52,566",13
AZ,Santa Cruz,"10,858",23.6
AZ,Yavapai,"31,166",13.9
AZ,Yuma,"37,751",19
AR,Arkansas,"3,515",19.9
AR,Ashley,"3,980",19.8
AR,Baxter,"5,650",13.9
AR,Benton,"24,110",9.1
AR,Boone,"5,495",14.9
AR,Bradley,"2,237",20.9
AR,Calhoun,772,15.2
AR,Carroll,"4,523",16.4
AR,Chicot,"2,974",30.1
AR,Clark,"4,142",21.4
AR,Clay,"2,673",18.1
AR,Cleburne,"3,852",15.6
AR,Cleveland,"1,167",14.3
AR,Columbia,"5,512",25.5
AR,Conway,"3,543",17.2
AR,Craighead,"15,354",14.9
AR,Crawford,"10,896",17.5
AR,Crittenden,"10,070",21.1
AR,Cross,"3,047",18.4
AR,Dallas,"1,464",21
AR,Desha,"3,388",29
AR,Drew,"3,553",20.3
AR,Faulkner,"15,941",13.4
AR,Franklin,"3,165",18
AR,Fulton,"2,442",20.6
AR,Garland,"15,384",15.9
AR,Grant,"2,185",12.2
AR,Greene,"6,559",14.8
AR,Hempstead,"5,208",24.2
AR,Hot Spring,"5,225",16.8
AR,Howard,"2,535",19.1
AR,Independence,"5,799",15.9
AR,Izard,"2,444",19.3
AR,Jackson,"3,292",22.2
AR,Jefferson,"14,957",23.5
AR,Johnson,"4,758",18.4
AR,Lafayette,"1,622",24.1
AR,Lawrence,"2,682",16.9
AR,Lee,"2,760",37.3
AR,Lincoln,"2,302",23.4
AR,Little River,"2,076",17
AR,Logan,"4,340",20.5
AR,Lonoke,"8,011",11.1
AR,Madison,"2,755",17
AR,Marion,"2,965",18.3
AR,Miller,"8,005",18.8
AR,Mississippi,"10,018",24.3
AR,Monroe,"1,906",27.3
AR,Montgomery,"1,856",21.1
AR,Nevada,"1,594",19.5
AR,Newton,"1,534",19.8
AR,Ouachita,"4,665",19.9
AR,Perry,"1,549",15.1
AR,Phillips,"7,288",39.8
AR,Pike,"1,940",18.5
AR,Poinsett,"5,000",21
AR,Polk,"4,645",23.3
AR,Pope,"10,036",16.7
AR,Prairie,"1,306",16.1
AR,Pulaski,"57,780",15
AR,Randolph,"3,331",19.4
AR,St. Francis,"7,357",33.7
AR,Saline,"9,335",7.9
AR,Scott,"2,123",20.6
AR,Searcy,"1,695",21.6
AR,Sebastian,"23,469",18.6
AR,Sevier,"3,286",19.5
AR,Sharp,"4,098",23.9
AR,Stone,"2,617",21.2
AR,Union,"6,801",17.5
AR,Van Buren,"3,214",19.8
AR,Washington,"30,938",13.8
AR,White,"11,477",15.2
AR,Woodruff,"1,726",26.8
AR,Yell,"3,969",18.8
CA,Alameda,"152,087",9.3
CA,Alpine,202,18.1
CA,Amador,"3,762",10.9
CA,Butte,"40,728",18.1
CA,Calaveras,"5,904",13.1
CA,Colusa,"2,633",12.2
CA,Contra Costa,"103,883",9.1
CA,Del Norte,"6,113",24.6
CA,El Dorado,"15,620",8.3
CA,Fresno,"205,046",21.1
CA,Glenn,"4,111",14.8
CA,Humboldt,"26,262",19.7
CA,Imperial,"35,830",20.7
CA,Inyo,"2,087",11.8
CA,Kern,"182,948",21.2
CA,Kings,"24,810",18.4
CA,Lake,"12,817",20.2
CA,Lassen,"3,790",16.3
CA,Los Angeles,"1,490,853",14.9
CA,Madera,"31,569",21.2
CA,Marin,"20,222",7.9
CA,Mariposa,"2,641",15.2
CA,Mendocino,"14,156",16.3
CA,Merced,"61,297",23
CA,Modoc,"1,658",19.2
CA,Mono,"1,313",9.3
CA,Monterey,"49,860",11.9
CA,Napa,"9,301",6.8
CA,Nevada,"10,889",11
CA,Orange,"362,109",11.5
CA,Placer,"29,873",7.8
CA,Plumas,"2,640",14.3
CA,Riverside,"309,235",12.9
CA,Sacramento,"213,232",14.1
CA,San Benito,"5,029",8.4
CA,San Bernardino,"339,748",16
CA,San Diego,"385,479",11.9
CA,San Francisco,"87,314",10.1
CA,San Joaquin,"113,375",15.5
CA,San Luis Obispo,"31,826",11.9
CA,San Mateo,"48,795",6.4
CA,Santa Barbara,"60,921",14.2
CA,Santa Clara,"142,603",7.5
CA,Santa Cruz,"33,262",12.6
CA,Shasta,"30,155",17
CA,Sierra,404,13.7
CA,Siskiyou,"7,679",17.7
CA,Solano,"43,352",10
CA,Sonoma,"46,165",9.3
CA,Stanislaus,"75,614",14
CA,Sutter,"12,628",13.2
CA,Tehama,"12,718",20.1
CA,Trinity,"2,529",20.3
CA,Tulare,"110,299",24
CA,Tuolumne,"6,205",12.2
CA,Ventura,"80,217",9.5
CA,Yolo,"36,761",17.5
CA,Yuba,"11,609",15.3
CO,Adams,"52,536",10.6
CO,Alamosa,"3,251",21.3
CO,Arapahoe,"49,795",7.8
CO,Archuleta,"1,549",11.7
CO,Baca,684,19.7
CO,Bent,"1,285",32
CO,Boulder,"39,084",12.6
CO,Broomfield,"3,092",4.6
CO,Chaffee,"2,073",11.4
CO,Cheyenne,244,13.6
CO,Clear Creek,735,7.8
CO,Conejos,"1,727",21.2
CO,Costilla,"1,028",27.3
CO,Crowley,"1,400",47.4
CO,Custer,621,13.2
CO,Delta,"4,982",16.7
CO,Denver,"86,353",12.5
CO,Dolores,263,12.8
CO,Douglas,"10,574",3.2
CO,Eagle,"4,079",7.5
CO,Elbert,"1,257",4.9
CO,El Paso,"73,008",10.8
CO,Fremont,"6,467",16.6
CO,Garfield,"4,429",7.6
CO,Gilpin,413,6.9
CO,Grand,"1,332",8.7
CO,Gunnison,"2,349",14.8
CO,Hinsdale,67,8.6
CO,Huerfano,"1,352",20.8
CO,Jackson,189,13.7
CO,Jefferson,"42,729",7.6
CO,Kiowa,190,14
CO,Kit Carson,823,11.6
CO,Lake,933,12.2
CO,La Plata,"4,961",9.2
CO,Larimer,"36,954",11
CO,Las Animas,"3,180",23.7
CO,Lincoln,806,17.6
CO,Logan,"2,932",15.8
CO,Mesa,"21,957",14.9
CO,Mineral,65,8.5
CO,Moffat,"1,428",11
CO,Montezuma,"3,944",15.2
CO,Montrose,"5,312",12.9
CO,Morgan,"3,127",11.4
CO,Otero,"4,197",23.5
CO,Ouray,368,7.7
CO,Park,"1,526",8.6
CO,Phillips,460,10.9
CO,Pitkin,"1,048",5.9
CO,Prowers,"2,128",18.2
CO,Pueblo,"29,408",18.2
CO,Rio Blanco,579,9.5
CO,Rio Grande,"2,041",18.4
CO,Routt,"1,709",6.9
CO,Saguache,"1,608",24.4
CO,San Juan,97,13.6
CO,San Miguel,614,7.7
CO,Sedgwick,358,15.5
CO,Summit,"2,209",7.3
CO,Teller,"2,151",8.8
CO,Washington,613,12.9
CO,Weld,"28,171",9.4
CO,Yuma,"1,276",13
CT,Fairfield,"82,428",8.8
CT,Hartford,"96,200",11
CT,Litchfield,"12,481",6.9
CT,Middlesex,"10,796",6.8
CT,New Haven,"91,639",11
CT,New London,"22,246",8.6
CT,Tolland,"10,043",7.4
CT,Windham,"12,818",11.5
DE,Kent,"22,671",13.2
DE,New Castle,"72,551",13.4
DE,Sussex,"26,370",11.9
FL,Alachua,"53,816",21.2
FL,Baker,"3,900",15.3
FL,Bay,"26,663",14.9
FL,Bradford,"4,533",19.1
FL,Brevard,"72,303",12.4
FL,Broward,"252,288",13.1
FL,Calhoun,"2,650",21.1
FL,Charlotte,"19,300",10.8
FL,Citrus,"20,654",14.4
FL,Clay,"20,889",9.9
FL,Collier,"43,075",11.7
FL,Columbia,"10,720",16.5
FL,DeSoto,"8,766",26.1
FL,Dixie,"3,627",24.4
FL,Duval,"138,069",15.1
FL,Escambia,"48,602",16.4
FL,Flagler,"13,137",12
FL,Franklin,"2,141",21.3
FL,Gadsden,"9,994",23.1
FL,Gilchrist,"2,675",16.1
FL,Glades,"2,312",18.9
FL,Gulf,"2,810",21.6
FL,Hamilton,"2,791",24
FL,Hardee,"6,026",23.3
FL,Hendry,"9,525",23.9
FL,Hernando,"25,773",14
FL,Highlands,"20,051",19.8
FL,Hillsborough,"214,442",15.5
FL,Holmes,"3,756",21.2
FL,Indian River,"16,249",10.6
FL,Jackson,"7,264",18
FL,Jefferson,"2,276",17.7
FL,Lafayette,"1,579",22.7
FL,Lake,"43,020",12.6
FL,Lee,"85,844",11.8
FL,Leon,"50,010",18
FL,Levy,"8,329",20.8
FL,Liberty,"1,449",23
FL,Madison,"4,633",28.3
FL,Manatee,"41,057",10.8
FL,Marion,"55,880",16.2
FL,Martin,"17,002",10.9
FL,Miami-Dade,"452,649",16.7
FL,Monroe,"8,963",11.8
FL,Nassau,"7,484",9.1
FL,Okaloosa,"21,667",10.9
FL,Okeechobee,"8,415",21.8
FL,Orange,"201,528",15.3
FL,Osceola,"48,892",14
FL,Palm Beach,"170,868",11.8
FL,Pasco,"67,635",13
FL,Pinellas,"115,990",12.2
FL,Polk,"107,844",16.1
FL,Putnam,"18,954",26.3
FL,St. Johns,"20,118",8.3
FL,St. Lucie,"39,839",12.8
FL,Santa Rosa,"17,183",10.2
FL,Sarasota,"38,065",9.2
FL,Seminole,"51,321",11.2
FL,Sumter,"10,672",9.1
FL,Suwannee,"8,299",20.3
FL,Taylor,"4,556",23.8
FL,Union,"2,291",22.2
FL,Volusia,"79,877",15.2
FL,Wakulla,"3,746",12.9
FL,Walton,"10,493",15.9
FL,Washington,"4,646",21.1
GA,Appling,"4,003",22.2
GA,Atkinson,"2,006",24.2
GA,Bacon,"3,089",28.2
GA,Baker,783,24.6
GA,Baldwin,"9,944",25.2
GA,Banks,"2,511",13.5
GA,Barrow,"9,401",12
GA,Bartow,"13,667",13.2
GA,Ben Hill,"4,082",24.5
GA,Berrien,"3,515",18.6
GA,Bibb,"36,728",25
GA,Bleckley,"2,334",20.3
GA,Brantley,"3,520",19
GA,Brooks,"3,665",23.7
GA,Bryan,"3,828",10.4
GA,Bulloch,"17,369",24.6
GA,Burke,"5,121",23.1
GA,Butts,"3,889",18.3
GA,Calhoun,"1,662",35.1
GA,Camden,"6,375",12.5
GA,Candler,"2,590",24.7
GA,Carroll,"19,466",17.2
GA,Catoosa,"7,905",12
GA,Charlton,"2,670",25.6
GA,Chatham,"45,057",16.3
GA,Chattahoochee,"1,525",19.6
GA,Chattooga,"4,732",20.2
GA,Cherokee,"18,338",7.5
GA,Clarke,"31,067",26.6
GA,Clay,960,33.1
GA,Clayton,"45,572",16.3
GA,Clinch,"1,827",27.6
GA,Cobb,"71,120",9.5
GA,Coffee,"9,921",24.9
GA,Colquitt,"11,508",25.6
GA,Columbia,"9,942",6.6
GA,Cook,"3,637",21.3
GA,Coweta,"14,806",10.4
GA,Crawford,"2,138",17.6
GA,Crisp,"6,605",29.7
GA,Dade,"2,328",15.2
GA,Dawson,"2,258",9.4
GA,Decatur,"5,607",21.9
GA,DeKalb,"112,844",15.3
GA,Dodge,"4,141",21.8
GA,Dooly,"3,283",27.6
GA,Dougherty,"24,373",28.2
GA,Douglas,"16,770",11.8
GA,Early,"2,707",26.7
GA,Echols,"1,038",26.5
GA,Effingham,"5,772",9.8
GA,Elbert,"4,312",22.9
GA,Emanuel,"5,890",27.6
GA,Evans,"2,899",28
GA,Fannin,"3,409",13.6
GA,Fayette,"6,424",5.7
GA,Floyd,"17,913",19.2
GA,Forsyth,"11,978",5.3
GA,Franklin,"4,127",18.7
GA,Fulton,"149,652",14.8
GA,Gilmer,"4,376",14.4
GA,Glascock,515,17.3
GA,Glynn,"14,304",17
GA,Gordon,"7,877",14
GA,Grady,"4,986",20.3
GA,Greene,"2,904",17
GA,Gwinnett,"97,757",10.7
GA,Habersham,"5,585",13.3
GA,Hall,"25,982",13.3
GA,Hancock,"2,190",30.3
GA,Haralson,"4,393",15.3
GA,Harris,"2,774",8.3
GA,Hart,"4,725",18.9
GA,Heard,"2,187",18.9
GA,Henry,"22,065",9.8
GA,Houston,"19,675",13
GA,Irwin,"1,836",22
GA,Jackson,"7,670",11.5
GA,Jasper,"2,426",17.6
GA,Jeff Davis,"3,147",21.2
GA,Jefferson,"3,643",24
GA,Jenkins,"2,474",32.8
GA,Johnson,"2,333",29
GA,Jones,"3,641",12.9
GA,Lamar,"2,881",16.5
GA,Lanier,"2,085",20.5
GA,Laurens,"10,457",22.6
GA,Lee,"3,121",10.9
GA,Liberty,"9,989",16.8
GA,Lincoln,"1,409",18.1
GA,Long,"3,550",19.1
GA,Lowndes,"27,533",25.3
GA,Lumpkin,"4,156",13.9
GA,McDuffie,"4,489",21.2
GA,McIntosh,"2,734",19.5
GA,Macon,"3,371",29.6
GA,Madison,"4,602",15.9
GA,Marion,"1,999",23.9
GA,Meriwether,"4,139",19.9
GA,Miller,"1,356",23.8
GA,Mitchell,"5,488",27.5
GA,Monroe,"3,446",13.3
GA,Montgomery,"1,707",20.5
GA,Morgan,"2,196",12
GA,Murray,"6,765",17.2
GA,Muscogee,"42,476",22.6
GA,Newton,"14,236",13.4
GA,Oconee,"2,477",6.5
GA,Oglethorpe,"1,965",13.4
GA,Paulding,"13,225",8.3
GA,Peach,"5,091",19.6
GA,Pickens,"3,364",10.8
GA,Pierce,"3,711",19.4
GA,Pike,"1,920",10.7
GA,Polk,"7,828",19
GA,Pulaski,"2,244",22.5
GA,Putnam,"3,698",17.2
GA,Quitman,613,26.1
GA,Rabun,"2,899",17.8
GA,Randolph,"2,232",33.6
GA,Richmond,"45,089",23.7
GA,Rockdale,"12,585",14.1
GA,Schley,938,18
GA,Screven,"2,765",20.5
GA,Seminole,"2,385",29.2
GA,Spalding,"12,754",19.9
GA,Stephens,"4,713",18.7
GA,Stewart,"1,601",36.2
GA,Sumter,"7,169",25.5
GA,Talbot,"1,382",22.2
GA,Taliaferro,430,26.5
GA,Tattnall,"5,677",27.3
GA,Taylor,"1,904",23.7
GA,Telfair,"4,366",34.6
GA,Terrell,"2,789",33
GA,Thomas,"7,862",17.9
GA,Tift,"8,468",21.7
GA,Toombs,"5,934",22.3
GA,Towns,"1,439",13.8
GA,Treutlen,"1,760",27.4
GA,Troup,"14,566",21.6
GA,Turner,"2,104",27.6
GA,Twiggs,"1,794",22.2
GA,Union,"3,550",15.4
GA,Upson,"5,262",20.5
GA,Walker,"10,520",15.6
GA,Walton,"11,157",12.3
GA,Ware,"7,354",22
GA,Warren,"1,457",27.9
GA,Washington,"4,966",26.7
GA,Wayne,"5,627",20.2
GA,Webster,520,20
GA,Wheeler,"2,010",37.4
GA,White,"3,826",13.3
GA,Whitfield,"17,059",16.5
GA,Wilcox,"2,097",30.7
GA,Wilkes,"2,216",22.8
GA,Wilkinson,"2,074",23.5
GA,Worth,"4,383",21.6
HI,Hawaii,"29,604",15
HI,Honolulu,"79,084",8.3
HI,Kalawao,.,.
HI,Kauai,"7,172",10.1
HI,Maui,"16,342",10
ID,Ada,"47,955",10.8
ID,Adams,597,14.5
ID,Bannock,"11,846",14.2
ID,Bear Lake,698,11.7
ID,Benewah,"1,297",14.3
ID,Bingham,"5,670",12.5
ID,Blaine,"1,860",8.5
ID,Boise,875,12.1
ID,Bonner,"5,920",13.7
ID,Bonneville,"11,982",10.5
ID,Boundary,"1,834",15.5
ID,Butte,437,16.9
ID,Camas,101,9.2
ID,Canyon,"33,022",15.5
ID,Caribou,630,9.1
ID,Cassia,"2,954",12.7
ID,Clark,127,14.5
ID,Clearwater,"1,242",15.7
ID,Custer,609,14.7
ID,Elmore,"3,384",12.9
ID,Franklin,"1,103",8.2
ID,Fremont,"1,661",13.2
ID,Gem,"2,315",13.5
ID,Gooding,"2,247",14.9
ID,Idaho,"2,400",15.1
ID,Jefferson,"2,603",9.2
ID,Jerome,"3,222",13.7
ID,Kootenai,"16,542",10.6
ID,Latah,"6,030",16.5
ID,Lemhi,"1,257",16.1
ID,Lewis,557,14.4
ID,Lincoln,675,12.8
ID,Madison,"7,360",19.1
ID,Minidoka,"2,917",14.1
ID,Nez Perce,"4,727",12
ID,Oneida,483,11.1
ID,Owyhee,"1,821",15.9
ID,Payette,"2,992",13
ID,Power,"1,099",14.6
ID,Shoshone,"2,143",17.4
ID,Teton,939,8.3
ID,Twin Falls,"11,332",13.5
ID,Valley,901,8.5
ID,Washington,"1,571",15.7
IL,Adams,"8,608",13.5
IL,Alexander,"1,889",30.3
IL,Bond,"1,993",13.3
IL,Boone,"4,676",8.8
IL,Brown,685,14.9
IL,Bureau,"3,506",10.7
IL,Calhoun,499,10.5
IL,Carroll,"1,647",11.5
IL,Cass,"1,635",13.3
IL,Champaign,"37,106",19.2
IL,Christian,"4,270",13.6
IL,Clark,"1,697",11
IL,Clay,"1,721",13.2
IL,Clinton,"2,910",8.2
IL,Coles,"9,377",19.5
IL,Cook,"746,194",14.6
IL,Crawford,"2,404",13.8
IL,Cumberland,"1,102",10.3
IL,DeKalb,"13,876",14.1
IL,De Witt,"1,823",11.7
IL,Douglas,"1,907",9.8
IL,DuPage,"56,794",6.2
IL,Edgar,"2,344",13.8
IL,Edwards,697,10.9
IL,Effingham,"3,256",9.7
IL,Fayette,"3,604",18.2
IL,Ford,"1,482",11.6
IL,Franklin,"7,468",19.5
IL,Fulton,"4,890",15.2
IL,Gallatin,955,18.9
IL,Greene,"1,895",14.8
IL,Grundy,"3,543",7.1
IL,Hamilton,"1,046",12.9
IL,Hancock,"2,079",11.7
IL,Hardin,850,21.6
IL,Henderson,753,11.2
IL,Henry,"5,318",11
IL,Iroquois,"3,538",12.9
IL,Jackson,"15,952",29.2
IL,Jasper,"1,128",11.9
IL,Jefferson,"6,247",17.4
IL,Jersey,"2,164",10.3
IL,Jo Daviess,"1,980",9.3
IL,Johnson,"1,660",15
IL,Kane,"48,756",9.2
IL,Kankakee,"15,750",15
IL,Kendall,"5,993",4.8
IL,Knox,"7,485",16.1
IL,Lake,"52,630",7.7
IL,La Salle,"15,216",14.3
IL,Lawrence,"2,341",17.3
IL,Lee,"3,589",11.4
IL,Livingston,"4,330",12.8
IL,Logan,"3,032",12.2
IL,McDonough,"5,008",18.6
IL,McHenry,"18,686",6.1
IL,McLean,"25,273",15.6
IL,Macon,"14,566",14.3
IL,Macoupin,"6,152",13.8
IL,Madison,"37,768",14.4
IL,Marion,"5,952",16.1
IL,Marshall,"1,109",9.7
IL,Mason,"1,842",13.7
IL,Massac,"2,159",15.3
IL,Menard,"1,054",8.7
IL,Mercer,"1,636",10.6
IL,Monroe,"1,644",4.9
IL,Montgomery,"4,075",15.5
IL,Morgan,"4,197",13.5
IL,Moultrie,"1,288",9
IL,Ogle,"4,866",9.7
IL,Peoria,"27,364",15.4
IL,Perry,"2,932",15.6
IL,Piatt,"1,025",6.3
IL,Pike,"2,403",15.9
IL,Pope,760,18.4
IL,Pulaski,"1,260",22.9
IL,Putnam,455,8
IL,Randolph,"4,402",15.8
IL,Richland,"2,385",15.4
IL,Rock Island,"18,069",12.9
IL,St. Clair,"41,174",16
IL,Saline,"4,332",18.6
IL,Sangamon,"29,676",15.4
IL,Schuyler,817,11.8
IL,Scott,602,12.2
IL,Shelby,"2,214",10.3
IL,Stark,593,11.1
IL,Stephenson,"7,389",16.7
IL,Tazewell,"11,896",9.1
IL,Union,"3,183",19
IL,Vermilion,"14,553",19.4
IL,Wabash,"1,572",13.8
IL,Warren,"1,881",11.7
IL,Washington,"1,111",8.1
IL,Wayne,"2,300",14
IL,White,"2,072",15.3
IL,Whiteside,"7,110",12.9
IL,Will,"47,639",7
IL,Williamson,"9,993",15.3
IL,Winnebago,"39,766",14.2
IL,Woodford,"2,179",5.8
IN,Adams,"5,397",15.4
IN,Allen,"47,818",13.1
IN,Bartholomew,"8,555",10.6
IN,Benton,952,11.2
IN,Blackford,"1,679",14.3
IN,Boone,"3,707",5.7
IN,Brown,"1,614",10.9
IN,Carroll,"1,910",9.6
IN,Cass,"5,129",13.8
IN,Clark,"12,285",10.6
IN,Clay,"2,891",11.2
IN,Clinton,"4,185",13.4
IN,Crawford,"1,697",16.2
IN,Daviess,"4,340",13.4
IN,Dearborn,"4,752",9.7
IN,Decatur,"2,905",11.1
IN,De Kalb,"4,365",10.4
IN,Delaware,"22,020",20.6
IN,Dubois,"3,445",8.3
IN,Elkhart,"21,670",10.8
IN,Fayette,"3,517",15.5
IN,Floyd,"7,971",10.5
IN,Fountain,"2,091",12.9
IN,Franklin,"2,111",9.4
IN,Fulton,"2,399",12.2
IN,Gibson,"3,399",10.4
IN,Grant,"11,312",18.4
IN,Greene,"3,696",11.6
IN,Hamilton,"12,284",3.8
IN,Hancock,"4,075",5.5
IN,Harrison,"3,699",9.4
IN,Hendricks,"8,120",5.1
IN,Henry,"5,739",12.8
IN,Howard,"11,727",14.5
IN,Huntington,"3,570",10.2
IN,Jackson,"5,467",12.7
IN,Jasper,"3,244",10
IN,Jay,"2,942",14.3
IN,Jefferson,"4,108",13.7
IN,Jennings,"3,469",12.8
IN,Johnson,"13,267",8.8
IN,Knox,"6,587",18.9
IN,Kosciusko,"8,000",10.4
IN,Lagrange,"3,025",7.8
IN,Lake,"76,220",15.9
IN,La Porte,"15,005",14.5
IN,Lawrence,"5,979",13.3
IN,Madison,"21,478",17.4
IN,Marion,"163,573",17.6
IN,Marshall,"5,290",11.6
IN,Martin,"1,251",12.5
IN,Miami,"4,538",14
IN,Monroe,"28,462",21.6
IN,Montgomery,"4,510",12.1
IN,Morgan,"6,799",9.9
IN,Newton,"1,515",10.9
IN,Noble,"4,560",9.8
IN,Ohio,533,9.3
IN,Orange,"2,750",14.4
IN,Owen,"3,021",14.7
IN,Parke,"2,194",14.3
IN,Perry,"2,130",12.1
IN,Pike,"1,257",10.4
IN,Porter,"17,078",10.4
IN,Posey,"2,290",9.1
IN,Pulaski,"1,538",12.5
IN,Putnam,"3,921",12
IN,Randolph,"3,739",15.3
IN,Ripley,"3,053",10.9
IN,Rush,"1,965",12
IN,St. Joseph,"41,378",16
IN,Scott,"3,814",16.3
IN,Shelby,"3,666",8.4
IN,Spencer,"2,086",10.4
IN,Starke,"3,900",17.1
IN,Steuben,"3,634",11
IN,Sullivan,"2,710",14.6
IN,Switzerland,"1,714",16.3
IN,Tippecanoe,"31,692",18
IN,Tipton,"1,331",8.9
IN,Union,758,10.7
IN,Vanderburgh,"30,495",17.5
IN,Vermillion,"2,026",13.3
IN,Vigo,"18,964",19.4
IN,Wabash,"3,913",13.3
IN,Warren,807,10
IN,Warrick,"4,180",6.8
IN,Washington,"3,707",13.5
IN,Wayne,"10,521",16.6
IN,Wells,"2,348",8.6
IN,White,"2,501",10.5
IN,Whitley,"2,822",8.5
IA,Adair,705,10.2
IA,Adams,451,12.3
IA,Allamakee,"1,495",11
IA,Appanoose,"2,060",16.9
IA,Audubon,584,10.7
IA,Benton,"1,977",7.8
IA,Black Hawk,"19,469",15.3
IA,Boone,"1,883",7.3
IA,Bremer,"1,661",7.1
IA,Buchanan,"1,880",9
IA,Buena Vista,"2,458",12.8
IA,Butler,"1,296",9
IA,Calhoun,"1,120",12.4
IA,Carroll,"1,822",9.1
IA,Cass,"1,550",12.1
IA,Cedar,"1,267",6.9
IA,Cerro Gordo,"4,507",10.8
IA,Cherokee,"1,048",9.6
IA,Chickasaw,"1,130",9.5
IA,Clarke,"1,012",11
IA,Clay,"1,470",9.3
IA,Clayton,"1,671",9.6
IA,Clinton,"6,207",13.4
IA,Crawford,"1,974",11.8
IA,Dallas,"3,834",4.4
IA,Davis,"1,072",12.1
IA,Decatur,"1,233",17.1
IA,Delaware,"1,571",9.3
IA,Des Moines,"5,218",13.5
IA,Dickinson,"1,268",7.5
IA,Dubuque,"9,131",9.8
IA,Emmet,922,10.3
IA,Fayette,"2,540",13.4
IA,Floyd,"1,827",11.8
IA,Franklin,"1,108",11.1
IA,Fremont,833,12.2
IA,Greene,922,10.4
IA,Grundy,716,5.9
IA,Guthrie,995,9.5
IA,Hamilton,"1,289",8.7
IA,Hancock,891,8.4
IA,Hardin,"1,856",11.4
IA,Harrison,"1,390",10
IA,Henry,"2,125",11.6
IA,Howard,910,10.1
