data_state,county,poverty_estimate,poverty_percentage
IA,Humboldt,888,9.4
IA,Ida,614,9.1
IA,Iowa,"1,139",7.2
IA,Jackson,"2,229",11.7
IA,Jasper,"3,163",9
IA,Jefferson,"2,358",14
IA,Johnson,"21,574",15.3
IA,Jones,"1,834",9.5
IA,Keokuk,"1,154",11.5
IA,Kossuth,"1,363",9.2
IA,Lee,"4,621",14.1
IA,Linn,"19,688",9
IA,Louisa,"1,095",9.9
IA,Lucas,"1,148",13.6
IA,Lyon,877,7.6
IA,Madison,"1,174",7.4
IA,Mahaska,"2,809",13
IA,Marion,"2,514",7.9
IA,Marshall,"4,927",12.7
IA,Mills,"1,349",9.2
IA,Mitchell,948,9.1
IA,Monona,988,11.6
IA,Monroe,839,10.9
IA,Montgomery,"1,239",12.5
IA,Muscatine,"4,522",10.7
IA,O'Brien,"1,040",7.7
IA,Osceola,597,10.1
IA,Page,"1,987",14.5
IA,Palo Alto,916,10.4
IA,Plymouth,"1,796",7.2
IA,Pocahontas,862,12.9
IA,Polk,"45,028",9.5
IA,Pottawattamie,"9,661",10.6
IA,Poweshiek,"1,916",11.5
IA,Ringgold,714,14.7
IA,Sac,968,10.1
IA,Scott,"19,061",11.3
IA,Shelby,954,8.4
IA,Sioux,"2,301",7.1
IA,Story,"14,508",16.9
IA,Tama,"1,594",9.5
IA,Taylor,707,11.6
IA,Union,"1,759",14.6
IA,Van Buren,"1,000",14
IA,Wapello,"4,919",14.5
IA,Warren,"2,950",6.1
IA,Washington,"2,070",9.5
IA,Wayne,"1,060",16.6
IA,Webster,"5,071",15
IA,Winnebago,949,9.4
IA,Winneshiek,"1,621",9
IA,Woodbury,"13,330",13.4
IA,Worth,628,8.5
IA,Wright,"1,259",10
KS,Allen,"2,020",16.7
KS,Anderson,"1,027",13.3
KS,Atchison,"2,158",14.3
KS,Barber,554,12.2
KS,Barton,"4,027",15.6
KS,Bourbon,"2,609",18.3
KS,Brown,"1,431",15
KS,Butler,"6,515",10.1
KS,Chase,282,11.2
KS,Chautauqua,550,16.8
KS,Cherokee,"3,129",15.8
KS,Cheyenne,334,12.8
KS,Clark,232,12
KS,Clay,825,10.6
KS,Cloud,"1,074",12.6
KS,Coffey,824,10.2
KS,Comanche,191,11.2
KS,Cowley,"5,867",17.6
KS,Crawford,"7,021",18.9
KS,Decatur,404,14.5
KS,Dickinson,"1,829",9.9
KS,Doniphan,"1,075",14.8
KS,Douglas,"17,779",15.9
KS,Edwards,318,11.2
KS,Elk,387,15.8
KS,Ellis,"4,199",15.2
KS,Ellsworth,613,11.5
KS,Finney,"4,794",13.2
KS,Ford,"4,273",12.7
KS,Franklin,"2,645",10.5
KS,Geary,"3,931",12
KS,Gove,252,9.8
KS,Graham,316,12.8
KS,Grant,912,12.3
KS,Gray,447,7.6
KS,Greeley,132,10.8
KS,Greenwood,921,15.3
KS,Hamilton,343,13
KS,Harper,787,14.5
KS,Harvey,"3,021",9.1
KS,Haskell,404,10.1
KS,Hodgeman,196,10.8
KS,Jackson,"1,440",11
KS,Jefferson,"1,584",8.5
KS,Jewell,361,12.8
KS,Johnson,"30,974",5.3
KS,Kearny,405,10.5
KS,Kingman,863,12.1
KS,Kiowa,271,11.6
KS,Labette,"3,027",15.3
KS,Lane,158,10.2
KS,Leavenworth,"5,490",7.4
KS,Lincoln,351,11.8
KS,Linn,"1,355",14.1
KS,Logan,269,9.7
KS,Lyon,"5,055",15.9
KS,McPherson,"2,341",8.5
KS,Marion,"1,225",10.9
KS,Marshall,"1,032",10.8
KS,Meade,412,9.9
KS,Miami,"2,403",7.3
KS,Mitchell,700,12
KS,Montgomery,"5,266",16.8
KS,Morris,601,11.2
KS,Morton,289,10.9
KS,Nemaha,810,8.2
KS,Neosho,"2,389",15.5
KS,Ness,309,11.1
KS,Norton,566,12.3
KS,Osage,"1,812",11.7
KS,Osborne,437,12.5
KS,Ottawa,652,11.4
KS,Pawnee,737,13
KS,Phillips,612,11.6
KS,Pottawatomie,"2,312",9.8
KS,Pratt,"1,026",11.2
KS,Rawlins,291,11.9
KS,Reno,"7,927",13.4
KS,Republic,535,11.7
KS,Rice,"1,104",12.3
KS,Riley,"13,072",20.4
KS,Rooks,539,10.9
KS,Rush,367,12.1
KS,Russell,968,14.2
KS,Saline,"6,313",11.8
KS,Scott,369,7.6
KS,Sedgwick,"72,015",14.2
KS,Seward,"3,217",14.9
KS,Shawnee,"20,386",11.7
KS,Sheridan,286,11.5
KS,Sherman,764,13.2
KS,Smith,458,12.8
KS,Stafford,542,13.2
KS,Stanton,205,10.2
KS,Stevens,569,10.3
KS,Sumner,"2,687",11.8
KS,Thomas,853,11.5
KS,Trego,326,11.6
KS,Wabaunsee,515,7.6
KS,Wallace,168,11.2
KS,Washington,536,10
KS,Wichita,242,11.6
KS,Wilson,"1,303",15.3
KS,Woodson,481,15.6
KS,Wyandotte,"30,151",18.4
KY,Adair,"4,044",22.5
KY,Allen,"4,508",21.8
KY,Anderson,"2,329",10.4
KY,Ballard,"1,257",16
KY,Barren,"9,477",22.1
KY,Bath,"2,812",23
KY,Bell,"9,494",36.7
KY,Boone,"9,250",7.1
KY,Bourbon,"3,295",16.7
KY,Boyd,"9,179",20.1
KY,Boyle,"4,130",15.5
KY,Bracken,"1,273",15.6
KY,Breathitt,"4,592",36.2
KY,Breckinridge,"3,537",17.9
KY,Bullitt,"7,345",9.2
KY,Butler,"2,152",17.1
KY,Caldwell,"1,988",16
KY,Calloway,"5,914",16.6
KY,Campbell,"9,700",10.9
KY,Carlisle,721,15.1
KY,Carroll,"2,155",20.8
KY,Carter,"7,430",28.2
KY,Casey,"3,818",25.1
KY,Christian,"12,545",19.3
KY,Clark,"5,009",14.1
KY,Clay,"7,754",41.7
KY,Clinton,"2,673",26.4
KY,Crittenden,"1,602",18.1
KY,Cumberland,"1,503",22.8
KY,Daviess,"15,714",16.1
KY,Edmonson,"2,036",16.9
KY,Elliott,"1,917",29.7
KY,Estill,"3,498",24.8
KY,Fayette,"50,981",16.5
KY,Fleming,"2,499",17.4
KY,Floyd,"11,536",32.2
KY,Franklin,"6,663",13.7
KY,Fulton,"1,663",29
KY,Gallatin,"1,282",14.7
KY,Garrard,"2,943",17
KY,Grant,"3,391",13.9
KY,Graves,"6,396",17.5
KY,Grayson,"5,724",22.5
KY,Green,"2,021",18.5
KY,Greenup,"5,609",16
KY,Hancock,"1,065",12.2
KY,Hardin,"13,394",12.8
KY,Harlan,"10,875",41.5
KY,Harrison,"2,834",15.3
KY,Hart,"3,683",20
KY,Henderson,"7,288",16.2
KY,Henry,"2,418",15.3
KY,Hickman,821,19.1
KY,Hopkins,"8,521",19.3
KY,Jackson,"4,160",31.4
KY,Jefferson,"105,999",14.1
KY,Jessamine,"7,559",14.7
KY,Johnson,"5,144",23.3
KY,Kenton,"19,618",12
KY,Knott,"5,033",34.6
KY,Knox,"9,789",32.2
KY,Larue,"2,093",15.1
KY,Laurel,"14,386",24.3
KY,Lawrence,"5,101",32.8
KY,Lee,"2,147",33.7
KY,Leslie,"3,123",31
KY,Letcher,"6,798",30.8
KY,Lewis,"3,358",25.6
KY,Lincoln,"5,065",21
KY,Livingston,"1,406",15.4
KY,Logan,"4,780",17.9
KY,Lyon,"1,008",14.3
KY,McCracken,"9,743",15.2
KY,McCreary,"5,404",34.4
KY,McLean,"1,491",16.4
KY,Madison,"14,330",17
KY,Magoffin,"3,974",32.1
KY,Marion,"2,793",14.8
KY,Marshall,"3,739",12.1
KY,Martin,"3,591",35.8
KY,Mason,"3,019",18
KY,Meade,"3,127",11.2
KY,Menifee,"1,609",25.4
KY,Mercer,"2,850",13.4
KY,Metcalfe,"2,335",23.4
KY,Monroe,"2,542",24.3
KY,Montgomery,"4,845",17.7
KY,Morgan,"3,418",30.1
KY,Muhlenberg,"5,632",19.4
KY,Nelson,"4,413",9.8
KY,Nicholas,"1,318",18.8
KY,Ohio,"4,180",17.6
KY,Oldham,"3,106",5.1
KY,Owen,"1,683",15.7
KY,Owsley,"1,594",36.8
KY,Pendleton,"2,099",14.6
KY,Perry,"6,706",25.9
KY,Pike,"16,502",28.8
KY,Powell,"2,973",24.6
KY,Pulaski,"15,049",23.7
KY,Robertson,438,21.1
KY,Rockcastle,"3,484",21.3
KY,Rowan,"5,043",23.7
KY,Russell,"4,087",23.3
KY,Scott,"5,552",10.4
KY,Shelby,"4,955",10.8
KY,Simpson,"2,550",14.4
KY,Spencer,"1,370",7.5
KY,Taylor,"4,365",18.2
KY,Todd,"2,162",18
KY,Trigg,"2,011",14
KY,Trimble,"1,144",13.5
KY,Union,"2,581",17.8
KY,Warren,"19,562",16.1
KY,Washington,"1,792",15.2
KY,Wayne,"5,055",24.9
KY,Webster,"1,852",14.7
KY,Whitley,"9,131",26.5
KY,Wolfe,"2,129",29.9
KY,Woodford,"2,415",9.3
LA,Acadia Parish,"14,206",23.1
LA,Allen Parish,"4,444",20.8
LA,Ascension Parish,"15,316",12.6
LA,Assumption Parish,"4,212",18.9
LA,Avoyelles Parish,"9,243",24.6
LA,Beauregard Parish,"5,170",14.6
LA,Bienville Parish,"3,369",25.4
LA,Bossier Parish,"20,997",16.8
LA,Caddo Parish,"62,114",25.8
LA,Calcasieu Parish,"28,177",14.2
LA,Caldwell Parish,"2,190",23.4
LA,Cameron Parish,909,13.2
LA,Catahoula Parish,"2,504",27.8
LA,Claiborne Parish,"5,145",39.5
LA,Concordia Parish,"5,086",27.7
LA,De Soto Parish,"6,162",22.8
LA,East Baton Rouge Parish,"82,191",18.9
LA,East Carroll Parish,"2,820",46.7
LA,East Feliciana Parish,"3,501",20.6
LA,Evangeline Parish,"7,609",23.6
LA,Franklin Parish,"5,464",27.9
LA,Grant Parish,"4,067",21
LA,Iberia Parish,"16,887",23.8
LA,Iberville Parish,"6,689",22.9
LA,Jackson Parish,"3,635",24.6
LA,Jefferson Parish,"74,274",17.1
LA,Jefferson Davis Parish,"5,952",19.3
LA,Lafayette Parish,"41,306",17.4
LA,Lafourche Parish,"15,279",15.8
LA,La Salle Parish,"2,519",18.4
LA,Lincoln Parish,"11,963",27.9
LA,Livingston Parish,"15,669",11.4
LA,Madison Parish,"3,788",38.9
LA,Morehouse Parish,"6,937",28
LA,Natchitoches Parish,"11,137",30.3
LA,Orleans Parish,"99,613",26.1
LA,Ouachita Parish,"37,173",24.7
LA,Plaquemines Parish,"3,741",16.2
LA,Pointe Coupee Parish,"4,167",18.8
LA,Rapides Parish,"25,427",19.9
LA,Red River Parish,"1,944",23.3
LA,Richland Parish,"5,407",27.8
LA,Sabine Parish,"5,219",22.2
LA,St. Bernard Parish,"9,166",20
LA,St. Charles Parish,"5,953",11.4
LA,St. Helena Parish,"2,373",23.2
LA,St. James Parish,"3,532",16.7
LA,St. John the Baptist Parish,"7,777",18.1
LA,St. Landry Parish,"21,032",25.6
LA,St. Martin Parish,"10,246",19.2
LA,St. Mary Parish,"10,249",20.5
LA,St. Tammany Parish,"28,338",11.1
LA,Tangipahoa Parish,"26,919",20.9
LA,Tensas Parish,"1,603",34.9
LA,Terrebonne Parish,"21,712",19.7
LA,Union Parish,"3,623",16.4
LA,Vermilion Parish,"10,118",17
LA,Vernon Parish,"8,662",18.3
LA,Washington Parish,"10,371",23.1
LA,Webster Parish,"7,727",20.3
LA,West Baton Rouge Parish,"3,471",13.5
LA,West Carroll Parish,"2,234",21.2
LA,West Feliciana Parish,"2,113",21
LA,Winn Parish,"2,982",23.7
ME,Androscoggin,"12,975",12.4
ME,Aroostook,"9,499",14.4
ME,Cumberland,"22,900",8.1
ME,Franklin,"3,950",13.7
ME,Hancock,"5,914",11
ME,Kennebec,"14,707",12.4
ME,Knox,"4,099",10.7
ME,Lincoln,"3,827",11.4
ME,Oxford,"7,636",13.5
ME,Penobscot,"20,627",14.3
ME,Piscataquis,"2,562",15.5
ME,Sagadahoc,"3,416",9.7
ME,Somerset,"7,941",15.9
ME,Waldo,"5,111",13.1
ME,Washington,"6,473",21.1
ME,York,"15,776",7.8
MD,Allegany,"10,883",17
MD,Anne Arundel,"34,314",6.1
MD,Baltimore,"67,176",8.3
MD,Calvert,"5,415",6
MD,Caroline,"4,499",13.8
MD,Carroll,"8,298",5
MD,Cecil,"9,862",9.7
MD,Charles,"11,823",7.5
MD,Dorchester,"4,962",15.7
MD,Frederick,"16,626",6.7
MD,Garrett,"3,377",11.8
MD,Harford,"17,620",7.1
MD,Howard,"18,895",5.9
MD,Kent,"2,312",12.8
MD,Montgomery,"73,280",7
MD,Prince George's,"76,564",8.6
MD,Queen Anne's,"3,799",7.7
MD,St. Mary's,"9,386",8.5
MD,Somerset,"5,083",24.7
MD,Talbot,"3,347",9.1
MD,Washington,"19,017",13.3
MD,Wicomico,"14,696",15
MD,Worcester,"5,050",9.9
MD,Baltimore city,"130,267",22.1
MA,Barnstable,"15,846",7.6
MA,Berkshire,"12,744",10.6
MA,Bristol,"60,780",11.1
MA,Dukes,"1,299",7.6
MA,Essex,"78,610",10.2
MA,Franklin,"7,218",10.4
MA,Hampden,"77,905",17.1
MA,Hampshire,"14,206",10.2
MA,Middlesex,"124,404",8
MA,Nantucket,637,5.7
MA,Norfolk,"45,495",6.7
MA,Plymouth,"36,645",7.3
MA,Suffolk,"134,360",17.9
MA,Worcester,"82,794",10.4
MI,Alcona,"1,488",14.6
MI,Alger,"1,057",13
MI,Allegan,"10,969",9.5
MI,Alpena,"3,865",13.8
MI,Antrim,"2,564",11.1
MI,Arenac,"2,326",15.7
MI,Baraga,"1,237",16.7
MI,Barry,"5,253",8.8
MI,Bay,"14,920",14.5
MI,Benzie,"1,627",9.4
MI,Berrien,"26,055",17.3
MI,Branch,"5,219",12.6
MI,Calhoun,"24,904",19.1
MI,Cass,"6,065",12
MI,Charlevoix,"2,598",10.1
MI,Cheboygan,"3,557",14.3
MI,Chippewa,"5,570",17
MI,Clare,"6,721",22.3
MI,Clinton,"5,718",7.4
MI,Crawford,"2,267",16.6
MI,Delta,"4,436",12.6
MI,Dickinson,"3,022",12.1
MI,Eaton,"9,278",8.7
MI,Emmet,"2,766",8.5
MI,Genesee,"73,568",18.3
MI,Gladwin,"4,136",16.6
MI,Gogebic,"2,588",18.7
MI,Grand Traverse,"8,468",9.3
MI,Gratiot,"6,919",19.5
MI,Hillsdale,"6,222",14
MI,Houghton,"4,961",14.9
MI,Huron,"4,122",13.4
MI,Ingham,"53,746",19.8
MI,Ionia,"6,823",11.6
MI,Iosco,"4,194",17
MI,Iron,"1,458",13.5
MI,Isabella,"15,385",23.8
MI,Jackson,"19,950",13.3
MI,Kalamazoo,"35,561",14
MI,Kalkaska,"2,984",17.1
MI,Kent,"66,316",10.4
MI,Keweenaw,255,12.2
MI,Lake,"2,515",22.1
MI,Lapeer,"7,531",8.7
MI,Leelanau,"1,512",7.1
MI,Lenawee,"9,679",10.4
MI,Livingston,"9,991",5.3
MI,Luce,982,19
MI,Mackinac,"1,511",14.3
MI,Macomb,"96,264",11.2
MI,Manistee,"3,110",13.5
MI,Marquette,"10,446",16.7
MI,Mason,"3,798",13.3
MI,Mecosta,"8,107",20.3
MI,Menominee,"2,683",11.8
MI,Midland,"8,792",10.7
MI,Missaukee,"2,100",14.2
MI,Monroe,"17,416",11.7
MI,Montcalm,"9,013",14.9
MI,Montmorency,"1,280",14.1
MI,Muskegon,"25,478",15.2
MI,Newaygo,"6,848",14.4
MI,Oakland,"95,968",7.8
MI,Oceana,"3,816",14.6
MI,Ogemaw,"3,334",16.2
MI,Ontonagon,905,15.6
MI,Osceola,"3,367",14.7
MI,Oscoda,"1,482",18
MI,Otsego,"2,891",12
MI,Ottawa,"22,831",8.2
MI,Presque Isle,"1,944",15.4
MI,Roscommon,"4,419",18.8
MI,Saginaw,"32,447",17.5
MI,St. Clair,"19,533",12.4
MI,St. Joseph,"7,807",13
MI,Sanilac,"5,900",14.5
MI,Schoolcraft,"1,151",14.6
MI,Shiawassee,"7,467",11.1
MI,Tuscola,"7,375",14.2
MI,Van Buren,"9,501",12.8
MI,Washtenaw,"44,394",12.9
MI,Wayne,"392,205",22.6
MI,Wexford,"4,425",13.5
MN,Aitkin,"1,880",12.1
MN,Anoka,"18,795",5.4
MN,Becker,"3,909",11.7
MN,Beltrami,"8,329",18.8
MN,Benton,"3,820",9.7
MN,Big Stone,602,12.3
MN,Blue Earth,"10,319",16.3
MN,Brown,"1,927",8
MN,Carlton,"3,158",9.3
MN,Carver,"4,046",4
MN,Cass,"4,397",15.1
MN,Chippewa,"1,241",10.5
MN,Chisago,"3,305",6.1
MN,Clay,"7,264",12
MN,Clearwater,"1,298",14.8
MN,Cook,471,8.8
MN,Cottonwood,"1,256",11.3
MN,Crow Wing,"6,220",9.8
MN,Dakota,"24,329",5.8
MN,Dodge,"1,202",5.8
MN,Douglas,"2,707",7.3
MN,Faribault,"1,618",12.1
MN,Fillmore,"2,113",10.3
MN,Freeborn,"3,526",11.8
MN,Goodhue,"3,650",8
MN,Grant,534,9.2
MN,Hennepin,"129,217",10.5
MN,Houston,"1,398",7.6
MN,Hubbard,"2,387",11.5
MN,Isanti,"3,089",7.9
MN,Itasca,"4,955",11.2
MN,Jackson,839,8.6
MN,Kanabec,"1,485",9.4
MN,Kandiyohi,"4,431",10.6
MN,Kittson,389,9.4
MN,Koochiching,"1,559",12.7
MN,Lac qui Parle,641,9.8
MN,Lake,869,8.4
MN,Lake of the Woods,358,9.7
MN,Le Sueur,"2,145",7.7
MN,Lincoln,578,10.4
MN,Lyon,"3,027",12.2
MN,McLeod,"2,733",7.7
MN,Mahnomen,"1,152",21
MN,Marshall,873,9.4
MN,Martin,"2,174",11.1
MN,Meeker,"2,070",9.1
MN,Mille Lacs,"2,782",11
MN,Morrison,"3,413",10.5
MN,Mower,"4,142",10.6
MN,Murray,672,8.2
MN,Nicollet,"2,778",8.8
MN,Nobles,"2,768",12.8
MN,Norman,818,12.7
MN,Olmsted,"12,737",8.3
MN,Otter Tail,"5,895",10.3
MN,Pennington,"1,423",10.3
MN,Pine,"3,355",12.2
MN,Pipestone,856,9.7
MN,Polk,"3,536",11.6
MN,Pope,867,8
MN,Ramsey,"74,390",14
MN,Red Lake,412,10.3
MN,Redwood,"1,492",10
MN,Renville,"1,488",10.4
MN,Rice,"6,499",11.1
MN,Rock,859,9.3
MN,Roseau,"1,250",8.3
MN,St. Louis,"27,827",14.5
MN,Scott,"5,759",4
MN,Sherburne,"3,931",4.3
MN,Sibley,"1,128",7.7
MN,Stearns,"16,561",11
MN,Steele,"3,392",9.3
MN,Stevens,893,10.3
MN,Swift,"1,063",11.5
MN,Todd,"3,221",13.3
MN,Traverse,416,13
MN,Wabasha,"1,496",7
MN,Wadena,"2,079",15.7
MN,Waseca,"1,834",10.3
MN,Washington,"10,617",4.2
MN,Watonwan,"1,193",11.2
MN,Wilkin,575,9.3
MN,Winona,"6,485",13.8
MN,Wright,"7,204",5.4
MN,Yellow Medicine,957,9.9
MS,Adams,"9,288",32.5
MS,Alcorn,"6,936",19.1
MS,Amite,"2,866",23.3
MS,Attala,"4,378",24.1
MS,Benton,"1,792",21.8
MS,Bolivar,"9,765",32.4
MS,Calhoun,"3,107",21.8
MS,Carroll,"1,715",17.6
MS,Chickasaw,"3,031",18.2
MS,Choctaw,"1,807",22.1
MS,Claiborne,"3,335",42.6
MS,Clarke,"3,276",20.8
MS,Clay,"4,895",25.4
MS,Coahoma,"7,860",34.8
MS,Copiah,"6,249",22.5
MS,Covington,"4,328",23
MS,DeSoto,"15,440",8.7
MS,Forrest,"16,401",22.7
MS,Franklin,"1,583",20.6
MS,George,"3,760",16
MS,Greene,"2,368",21.7
MS,Grenada,"4,246",20.4
MS,Hancock,"7,921",17
MS,Harrison,"39,266",19.7
MS,Hinds,"46,575",20.2
MS,Holmes,"6,855",40.8
MS,Humphreys,"3,166",38.4
MS,Issaquena,401,38.1
MS,Itawamba,"3,253",14.5
MS,Jackson,"20,359",14.5
MS,Jasper,"3,934",23.8
MS,Jefferson,"2,337",34.1
MS,Jefferson Davis,"3,208",28.7
MS,Jones,"14,122",21.3
MS,Kemper,"2,664",29.8
MS,Lafayette,"10,190",21.1
MS,Lamar,"9,431",15.5
MS,Lauderdale,"14,922",20.5
MS,Lawrence,"2,490",19.7
MS,Leake,"4,573",21.7
MS,Lee,"11,739",14
MS,Leflore,"11,770",42.2
MS,Lincoln,"6,136",18.2
MS,Lowndes,"12,805",22.2
MS,Madison,"11,031",10.7
MS,Marion,"6,013",24.7
MS,Marshall,"7,666",22.8
MS,Monroe,"6,434",18.2
MS,Montgomery,"2,335",23.2
MS,Neshoba,"6,478",22.4
MS,Newton,"4,204",20.4
MS,Noxubee,"3,645",34.5
MS,Oktibbeha,"11,489",25.5
MS,Panola,"7,668",22.7
MS,Pearl River,"9,265",17.2
MS,Perry,"2,439",20.5
MS,Pike,"10,796",28
MS,Pontotoc,"4,569",14.6
MS,Prentiss,"4,307",17.7
MS,Quitman,"2,915",40.9
MS,Rankin,"13,642",9.3
MS,Scott,"6,154",21.9
MS,Sharkey,"1,548",35.5
MS,Simpson,"6,077",23
MS,Smith,"2,608",16.3
MS,Stone,"2,727",16.3
MS,Sunflower,"7,966",36.2
MS,Tallahatchie,"4,104",35.2
MS,Tate,"4,494",16.5
MS,Tippah,"3,855",17.9
MS,Tishomingo,"3,437",17.9
MS,Tunica,"2,882",29.1
MS,Union,"4,099",14.5
MS,Walthall,"3,740",26.1
MS,Warren,"9,873",21.4
MS,Washington,"14,854",32.7
MS,Wayne,"4,661",23
MS,Webster,"2,230",23
MS,Wilkinson,"2,558",33.1
MS,Winston,"4,013",22.5
MS,Yalobusha,"2,626",21.3
MS,Yazoo,"7,775",33.9
MO,Adair,"5,760",25.6
MO,Andrew,"1,378",8
MO,Atchison,615,11.9
MO,Audrain,"4,030",17.2
MO,Barry,"5,678",16.1
MO,Barton,"1,716",14.7
MO,Bates,"2,301",14.4
MO,Benton,"3,230",17.2
MO,Bollinger,"1,795",14.8
MO,Boone,"25,432",15.1
MO,Buchanan,"13,197",15.6
MO,Butler,"9,488",22.7
MO,Caldwell,"1,227",13.9
MO,Callaway,"5,033",12.3
MO,Camden,"6,139",13.6
MO,Cape Girardeau,"10,828",14.6
MO,Carroll,"1,208",13.9
MO,Carter,"1,278",20.9
MO,Cass,"9,435",9.2
MO,Cedar,"2,377",17.2
MO,Chariton,920,12.7
MO,Christian,"8,373",9.9
MO,Clark,"1,052",16
MO,Clay,"17,794",7.4
MO,Clinton,"2,229",11.1
MO,Cole,"8,399",11.7
MO,Cooper,"1,849",11.5
MO,Crawford,"4,590",19.4
MO,Dade,"1,234",16.6
MO,Dallas,"3,032",18.5
MO,Daviess,"1,123",13.8
MO,DeKalb,"1,406",15.5
MO,Dent,"3,076",20.2
MO,Douglas,"2,673",20.4
MO,Dunklin,"7,204",24.6
MO,Franklin,"10,588",10.4
MO,Gasconade,"1,713",11.9
MO,Gentry,912,14
MO,Greene,"45,036",16.2
MO,Grundy,"1,710",17.9
MO,Harrison,"1,400",16.7
MO,Henry,"3,446",16.1
MO,Hickory,"1,805",19.3
MO,Holt,596,13.9
MO,Howard,"1,259",13.3
MO,Howell,"8,783",22.3
MO,Iron,"2,241",22.6
MO,Jackson,"94,910",13.8
MO,Jasper,"19,719",16.8
MO,Jefferson,"23,704",10.7
MO,Johnson,"6,393",12.8
MO,Knox,723,18.6
MO,Laclede,"5,434",15.6
MO,Lafayette,"3,977",12.5
MO,Lawrence,"6,038",16
MO,Lewis,"1,478",16
MO,Lincoln,"5,436",9.8
MO,Linn,"1,620",13.5
MO,Livingston,"2,166",16.3
MO,McDonald,"4,315",19.1
MO,Macon,"1,880",12.6
MO,Madison,"2,233",18.6
MO,Maries,"1,215",13.9
MO,Marion,"4,694",17.2
MO,Mercer,524,14.5
MO,Miller,"3,720",15
MO,Mississippi,"3,329",28.5
MO,Moniteau,"1,757",12
MO,Monroe,"1,146",13.5
MO,Montgomery,"1,675",15.2
MO,Morgan,"3,893",19.7
MO,New Madrid,"4,369",25.4
MO,Newton,"7,517",13.2
MO,Nodaway,"3,213",17
MO,Oregon,"2,522",24.3
MO,Osage,"1,217",9.2
MO,Ozark,"1,954",21.5
MO,Pemiscot,"4,369",26.4
MO,Perry,"1,837",9.7
MO,Pettis,"6,639",16
MO,Phelps,"7,661",18.4
MO,Pike,"2,656",16.4
MO,Platte,"6,187",6.2
MO,Polk,"4,568",15.1
MO,Pulaski,"5,469",13
MO,Putnam,782,16.5
MO,Ralls,976,9.6
MO,Randolph,"3,791",16.9
MO,Ray,"2,315",10.3
MO,Reynolds,"1,255",20.4
MO,Ripley,"3,197",23.9
MO,St. Charles,"20,661",5.3
MO,St. Clair,"1,857",20.4
MO,Ste. Genevieve,"1,885",10.8
MO,St. Francois,"10,499",17.7
MO,St. Louis,"97,993",10
MO,Saline,"3,321",15.6
MO,Schuyler,705,15.9
MO,Scotland,755,15.6
MO,Scott,"7,644",20.2
MO,Shannon,"2,923",35.9
MO,Shelby,916,15.7
MO,Stoddard,"4,938",17.1
MO,Stone,"4,866",15.5
MO,Sullivan,988,16.1
MO,Taney,"7,401",13.8
MO,Texas,"5,041",21.2
MO,Vernon,"3,077",15.6
MO,Warren,"3,444",10.1
MO,Washington,"5,422",22.8
MO,Wayne,"2,996",22.9
MO,Webster,"5,817",15.5
MO,Worth,295,14.8
MO,Wright,"4,390",24.3
MO,St. Louis city,"64,108",21.4
MT,Beaverhead,"1,238",13.8
MT,Big Horn,"3,535",26.8
MT,Blaine,"1,727",26.2
MT,Broadwater,574,9.8
MT,Carbon,999,9.4
MT,Carter,155,12.9
MT,Cascade,"9,411",11.9
MT,Chouteau,825,14.5
MT,Custer,"1,465",13
MT,Daniels,173,10.2
MT,Dawson,907,10.7
MT,Deer Lodge,"1,342",15.9
MT,Fallon,270,9.1
MT,Fergus,"1,396",12.7
MT,Flathead,"10,824",11
MT,Gallatin,"10,195",9.8
MT,Garfield,212,16.4
MT,Glacier,"3,487",26.2
MT,Golden Valley,151,19
MT,Granite,405,12.2
MT,Hill,"2,511",15.7
MT,Jefferson,983,8.4
MT,Judith Basin,249,12.7
MT,Lake,"5,612",18.8
MT,Lewis and Clark,"5,474",8.3
MT,Liberty,429,18.5
MT,Lincoln,"3,001",15.6
MT,McCone,248,14.7
MT,Madison,805,10
MT,Meagher,285,16
MT,Mineral,612,14.5
MT,Missoula,"16,351",14.3
MT,Musselshell,787,17.2
MT,Park,"2,087",12.9
MT,Petroleum,74,14.1
MT,Phillips,585,14.4
MT,Pondera,"1,020",17.7
MT,Powder River,209,12.2
MT,Powell,973,18.7
MT,Prairie,130,12
MT,Ravalli,"5,275",12.5
MT,Richland,957,8.7
MT,Roosevelt,"2,838",26.1
MT,Rosebud,"1,577",17.3
MT,Sanders,"2,363",20.5
MT,Sheridan,372,11
MT,Silver Bow,"5,487",16.3
MT,Stillwater,798,8.5
MT,Sweet Grass,362,10
MT,Teton,796,13.5
MT,Toole,660,15.7
MT,Treasure,79,11.7
MT,Valley,864,11.8
MT,Wheatland,383,18.5
MT,Wibaux,107,10.8
MT,Yellowstone,"15,983",10.3
NE,Adams,"3,658",12.1
NE,Antelope,704,11.2
NE,Arthur,63,13.8
NE,Banner,87,11.7
NE,Blaine,70,14.5
NE,Boone,483,9.2
NE,Box Butte,"1,241",11.6
NE,Boyd,242,12.6
NE,Brown,363,12.1
NE,Buffalo,"6,052",12.7
NE,Burt,736,11.5
NE,Butler,671,8.5
NE,Cass,"1,517",6
NE,Cedar,692,8.3
NE,Chase,361,9.3
NE,Cherry,673,11.7
NE,Cheyenne,976,10.2
NE,Clay,657,10.8
NE,Colfax,962,9.2
NE,Cuming,733,8.3
NE,Custer,"1,301",12.1
NE,Dakota,"2,525",12.7
