data_state,county,data_year,days_with_aqi,good_days,moderate_days,unhealthy_sensitive_days,unhealthy_days,very_unhealthy_days,hazardous_days,days_co,days_no2,days_ozone,days_so2
AZ,Maricopa,12/31/2018,365,54,247,57,4,3,0,0,15,184,0
AZ,Mohave,12/31/2018,363,350,12,1,0,0,0,0,0,0,0
AZ,Navajo,12/31/2018,363,261,100,2,0,0,0,0,0,353,0
AZ,Pima,12/31/2018,365,196,158,11,0,0,0,0,0,255,0
AZ,Pinal,12/31/2018,365,85,229,34,6,3,8,0,0,131,0
AZ,Santa Cruz,12/31/2018,365,294,69,1,1,0,0,0,0,0,0
AZ,Yavapai,12/31/2018,365,292,72,1,0,0,0,0,0,363,0
AZ,Yuma,12/31/2018,365,239,110,15,1,0,0,0,0,235,0
AR,Arkansas,12/31/2018,118,98,20,0,0,0,0,0,0,0,0
AR,Ashley,12/31/2018,121,106,14,1,0,0,0,0,0,0,0
AR,Clark,12/31/2018,361,342,19,0,0,0,0,0,0,361,0
AR,Craighead,12/31/2018,90,71,19,0,0,0,0,0,0,0,0
AR,Crittenden,12/31/2018,365,288,74,3,0,0,0,0,7,187,0
AR,Garland,12/31/2018,121,99,22,0,0,0,0,0,0,0,0
AR,Jackson,12/31/2018,122,107,15,0,0,0,0,0,0,0,0
AR,Newton,12/31/2018,364,336,28,0,0,0,0,0,0,352,0
AR,Polk,12/31/2018,363,319,44,0,0,0,0,0,0,311,0
AR,Pulaski,12/31/2018,365,257,106,2,0,0,0,0,1,146,0
AR,Union,12/31/2018,365,276,86,3,0,0,0,0,0,0,0
AR,Washington,12/31/2018,365,266,99,0,0,0,0,0,0,216,0
CA,Alameda,12/31/2018,365,175,173,5,10,2,0,0,10,72,0
CA,Amador,12/31/2018,364,288,70,6,0,0,0,0,0,364,0
CA,Butte,12/31/2018,365,152,173,22,11,3,4,0,0,203,0
CA,Calaveras,12/31/2018,364,148,196,14,6,0,0,0,0,141,0
CA,Colusa,12/31/2018,365,245,92,10,17,1,0,0,0,176,0
CA,Contra Costa,12/31/2018,365,203,144,7,9,2,0,0,1,107,1
CA,Del Norte,12/31/2018,180,162,18,0,0,0,0,0,0,0,0
CA,El Dorado,12/31/2018,365,222,106,27,9,1,0,0,0,353,0
CA,Fresno,12/31/2018,365,84,183,79,19,0,0,0,3,231,0
CA,Glenn,12/31/2018,363,275,72,9,6,1,0,0,0,154,0
CA,Humboldt,12/31/2018,365,324,35,5,1,0,0,0,2,251,0
CA,Imperial,12/31/2018,365,95,220,41,7,2,0,0,7,129,0
CA,Inyo,12/31/2018,365,198,130,26,8,2,1,0,0,311,0
CA,Kern,12/31/2018,365,65,170,103,27,0,0,0,0,246,0
CA,Kings,12/31/2018,365,89,218,49,9,0,0,0,0,186,0
CA,Lake,12/31/2018,357,347,7,1,1,1,0,0,0,344,0
CA,Los Angeles,12/31/2018,365,35,222,89,18,1,0,0,32,175,0
CA,Madera,12/31/2018,365,152,178,30,5,0,0,0,0,210,0
CA,Marin,12/31/2018,365,294,58,3,9,1,0,0,22,135,0
CA,Mariposa,12/31/2018,365,189,136,10,21,8,1,0,0,265,0
CA,Mendocino,12/31/2018,364,289,54,13,6,1,1,0,0,151,0
CA,Merced,12/31/2018,365,173,151,32,9,0,0,0,1,196,0
CA,Mono,12/31/2018,365,279,57,14,11,2,2,0,0,0,0
CA,Monterey,12/31/2018,365,319,39,5,2,0,0,0,1,212,0
CA,Napa,12/31/2018,364,273,79,4,8,0,0,1,1,165,0
CA,Nevada,12/31/2018,363,245,90,19,9,0,0,0,0,327,0
CA,Orange,12/31/2018,365,198,149,15,3,0,0,0,25,192,0
CA,Placer,12/31/2018,365,187,124,37,13,4,0,0,1,297,0
CA,Plumas,12/31/2018,350,219,121,8,2,0,0,0,0,0,0
CA,Riverside,12/31/2018,365,50,175,103,31,6,0,0,1,229,0
CA,Sacramento,12/31/2018,365,161,169,22,8,4,1,0,1,202,0
CA,San Benito,12/31/2018,365,294,60,11,0,0,0,0,0,321,0
CA,San Bernardino,12/31/2018,365,43,168,96,51,7,0,0,20,215,0
CA,San Diego,12/31/2018,365,73,257,35,0,0,0,0,1,202,0
CA,San Francisco,12/31/2018,365,278,73,2,11,1,0,1,34,126,0
CA,San Joaquin,12/31/2018,365,152,180,20,10,2,1,0,1,154,0
CA,San Luis Obispo,12/31/2018,365,202,154,9,0,0,0,0,0,234,0
CA,San Mateo,12/31/2018,365,295,57,3,10,0,0,0,22,138,0
CA,Santa Barbara,12/31/2018,365,244,119,2,0,0,0,0,0,266,0
CA,Santa Clara,12/31/2018,365,233,115,6,11,0,0,0,7,166,0
CA,Santa Cruz,12/31/2018,365,331,24,5,5,0,0,0,0,221,0
CA,Shasta,12/31/2018,365,277,67,15,6,0,0,0,0,343,0
CA,Siskiyou,12/31/2018,365,269,56,16,24,0,0,0,0,241,0
CA,Solano,12/31/2018,365,263,87,3,11,1,0,0,3,184,0
CA,Sonoma,12/31/2018,365,325,27,3,8,2,0,0,2,280,0
CA,Stanislaus,12/31/2018,365,157,161,32,14,1,0,0,2,203,0
CA,Sutter,12/31/2018,365,153,177,22,7,5,1,0,0,166,0
CA,Tehama,12/31/2018,365,226,110,16,13,0,0,0,0,239,0
CA,Trinity,12/31/2018,291,173,99,12,7,0,0,0,0,0,0
CA,Tulare,12/31/2018,365,73,171,95,26,0,0,0,0,233,0
CA,Tuolumne,12/31/2018,348,254,73,20,1,0,0,0,0,348,0
CA,Ventura,12/31/2018,365,174,174,16,1,0,0,0,2,213,0
CO,Yolo,12/31/2018,365,260,91,5,7,2,0,0,0,249,0
CO,Adams,12/31/2018,365,199,163,3,0,0,0,0,59,146,0
CO,Alamosa,12/31/2018,360,351,8,0,0,1,0,0,0,0,0
CO,Arapahoe,12/31/2018,365,231,119,14,1,0,0,0,0,354,0
CO,Archuleta,12/31/2018,365,333,32,0,0,0,0,0,0,331,0
CO,Boulder,12/31/2018,362,219,114,28,1,0,0,0,0,285,0
CO,Chaffee,12/31/2018,164,67,91,5,1,0,0,0,0,164,0
CO,Clear Creek,12/31/2018,291,145,118,25,3,0,0,0,0,291,0
CO,Delta,12/31/2018,297,277,20,0,0,0,0,0,1,213,0
CO,Denver,12/31/2018,365,177,178,10,0,0,0,0,147,142,0
CO,Douglas,12/31/2018,364,215,122,24,3,0,0,0,0,302,0
CO,El Paso,12/31/2018,365,233,124,8,0,0,0,0,0,329,0
CO,Fremont,12/31/2018,20,20,0,0,0,0,0,0,0,0,0
CO,Garfield,12/31/2018,365,217,132,15,1,0,0,0,0,362,0
CO,Grand,12/31/2018,166,110,54,1,1,0,0,0,0,166,0
CO,Gunnison,12/31/2018,365,235,125,4,1,0,0,0,0,354,0
CO,Jackson,12/31/2018,116,113,3,0,0,0,0,0,0,0,0
CO,Jefferson,12/31/2018,365,229,99,35,2,0,0,0,0,365,0
CO,La Plata,12/31/2018,365,240,105,10,9,1,0,0,0,330,0
CO,Larimer,12/31/2018,365,195,142,25,3,0,0,0,0,322,0
CO,Mesa,12/31/2018,365,216,144,5,0,0,0,1,0,301,0
CO,Moffat,12/31/2018,331,262,68,1,0,0,0,0,0,331,0
CO,Montezuma,12/31/2018,359,259,96,4,0,0,0,0,0,356,0
CO,Montrose,12/31/2018,326,257,68,1,0,0,0,0,0,326,0
CO,Park,12/31/2018,324,161,145,17,1,0,0,0,0,323,0
CO,Pitkin,12/31/2018,123,123,0,0,0,0,0,0,0,0,0
CO,Prowers,12/31/2018,359,353,5,1,0,0,0,0,0,0,0
CO,Pueblo,12/31/2018,123,117,5,1,0,0,0,0,0,0,0
CO,Rio Blanco,12/31/2018,365,242,121,2,0,0,0,0,0,329,0
CO,Routt,12/31/2018,355,354,1,0,0,0,0,0,0,0,0
CO,San Juan,12/31/2018,118,113,5,0,0,0,0,0,0,0,0
CO,San Miguel,12/31/2018,238,160,76,2,0,0,0,0,0,181,0
CO,Teller,12/31/2018,160,63,85,12,0,0,0,0,0,160,0
CO,Weld,12/31/2018,365,187,168,10,0,0,0,0,0,264,0
CT,Fairfield,12/31/2018,365,258,86,14,7,0,0,0,21,196,0
CT,Hartford,12/31/2018,365,293,70,2,0,0,0,0,24,193,0
CT,Litchfield,12/31/2018,363,319,40,4,0,0,0,2,0,327,0
CT,Middlesex,12/31/2018,208,168,32,8,0,0,0,0,0,208,0
CT,New Haven,12/31/2018,365,276,75,12,2,0,0,0,29,205,0
CT,New London,12/31/2018,315,284,25,6,0,0,0,0,0,189,0
CT,Tolland,12/31/2018,213,189,20,4,0,0,0,0,0,213,0
CT,Windham,12/31/2018,358,332,20,6,0,0,0,0,0,358,0
DE,Kent,12/31/2018,365,310,53,2,0,0,0,0,0,277,0
DE,New Castle,12/31/2018,365,260,99,6,0,0,0,0,4,230,1
DE,Sussex,12/31/2018,365,295,66,4,0,0,0,0,0,295,0
DC,District of Columbia,12/31/2018,365,235,124,5,1,0,0,0,16,184,0
FL,Alachua,12/31/2018,364,335,29,0,0,0,0,0,0,293,0
FL,Baker,12/31/2018,360,341,19,0,0,0,0,0,0,360,0
FL,Bay,12/31/2018,323,272,50,1,0,0,0,0,0,189,0
FL,Brevard,12/31/2018,365,330,34,1,0,0,0,0,0,284,0
FL,Broward,12/31/2018,365,291,74,0,0,0,0,0,10,162,0
FL,Citrus,12/31/2018,359,321,38,0,0,0,0,0,0,0,20
FL,Collier,12/31/2018,365,320,45,0,0,0,0,0,0,246,0
FL,Columbia,12/31/2018,359,315,43,1,0,0,0,0,0,218,0
FL,Duval,12/31/2018,365,274,86,4,1,0,0,0,1,149,0
FL,Escambia,12/31/2018,365,318,47,0,0,0,0,0,0,342,0
FL,Flagler,12/31/2018,345,330,15,0,0,0,0,0,0,345,0
FL,Hamilton,12/31/2018,359,330,29,0,0,0,0,0,0,0,52
FL,Highlands,12/31/2018,351,337,13,1,0,0,0,0,0,351,0
FL,Hillsborough,12/31/2018,365,254,107,4,0,0,0,0,0,166,14
FL,Holmes,12/31/2018,346,299,47,0,0,0,0,0,0,196,0
FL,Indian River,12/31/2018,356,325,30,1,0,0,0,0,0,356,0
FL,Lake,12/31/2018,363,331,31,1,0,0,0,0,0,363,0
FL,Lee,12/31/2018,365,316,48,1,0,0,0,0,0,294,0
FL,Leon,12/31/2018,355,286,69,0,0,0,0,0,0,149,0
FL,Liberty,12/31/2018,284,273,11,0,0,0,0,0,0,284,0
FL,Manatee,12/31/2018,365,330,33,2,0,0,0,0,0,365,0
FL,Marion,12/31/2018,365,325,40,0,0,0,0,0,0,229,0
FL,Martin,12/31/2018,365,329,35,1,0,0,0,0,0,232,0
FL,Miami-Dade,12/31/2018,365,294,67,4,0,0,0,0,17,139,0
FL,Nassau,12/31/2018,354,325,27,2,0,0,0,0,0,0,95
FL,Okaloosa,12/31/2018,353,325,28,0,0,0,0,0,0,345,0
FL,Orange,12/31/2018,365,321,42,1,1,0,0,0,0,285,0
FL,Osceola,12/31/2018,365,330,33,2,0,0,0,0,0,365,0
FL,Palm Beach,12/31/2018,365,314,51,0,0,0,0,0,0,219,0
FL,Pasco,12/31/2018,365,324,39,2,0,0,0,0,0,365,0
FL,Pinellas,12/31/2018,365,311,54,0,0,0,0,0,0,220,0
FL,Polk,12/31/2018,365,324,39,2,0,0,0,0,0,275,1
FL,Putnam,12/31/2018,345,344,1,0,0,0,0,0,0,0,49
FL,Santa Rosa,12/31/2018,363,308,55,0,0,0,0,0,0,221,0
FL,Sarasota,12/31/2018,365,306,59,0,0,0,0,0,0,231,0
FL,Seminole,12/31/2018,365,324,39,2,0,0,0,0,0,303,0
FL,St. Lucie,12/31/2018,360,342,18,0,0,0,0,0,0,360,0
FL,Volusia,12/31/2018,365,329,36,0,0,0,0,0,0,274,0
FL,Wakulla,12/31/2018,353,304,49,0,0,0,0,3,0,224,0
GA,Bibb,12/31/2018,365,311,53,1,0,0,0,0,0,168,3
GA,Charlton,12/31/2018,114,113,1,0,0,0,0,0,0,0,0
GA,Chatham,12/31/2018,365,305,60,0,0,0,0,0,0,105,37
GA,Chattooga,12/31/2018,245,224,21,0,0,0,0,0,0,245,0
GA,Clarke,12/31/2018,332,262,68,2,0,0,0,0,0,151,0
GA,Clayton,12/31/2018,120,101,19,0,0,0,0,0,0,0,0
GA,Cobb,12/31/2018,286,234,52,0,0,0,0,0,0,225,0
GA,Coffee,12/31/2018,116,112,4,0,0,0,0,0,0,0,0
GA,Columbia,12/31/2018,245,223,22,0,0,0,0,0,0,245,0
GA,Dawson,12/31/2018,245,222,21,2,0,0,0,0,0,245,0
GA,DeKalb,12/31/2018,365,277,88,0,0,0,0,0,36,147,0
GA,Dougherty,12/31/2018,357,293,63,1,0,0,0,0,0,0,0
GA,Douglas,12/31/2018,242,214,28,0,0,0,0,0,0,242,0
GA,Floyd,12/31/2018,364,257,107,0,0,0,0,0,0,0,32
GA,Fulton,12/31/2018,365,232,129,4,0,0,0,1,35,114,0
GA,Glynn,12/31/2018,272,255,17,0,0,0,0,0,0,225,0
GA,Gwinnett,12/31/2018,361,245,116,0,0,0,0,0,0,122,0
GA,Hall,12/31/2018,322,282,40,0,0,0,0,0,0,0,0
GA,Henry,12/31/2018,354,293,58,3,0,0,0,0,0,187,0
GA,Houston,12/31/2018,322,259,61,2,0,0,0,0,0,0,0
GA,Lowndes,12/31/2018,315,264,51,0,0,0,0,0,0,0,0
GA,Murray,12/31/2018,271,241,30,0,0,0,0,0,0,222,0
GA,Muscogee,12/31/2018,364,305,59,0,0,0,0,0,0,178,0
GA,Pike,12/31/2018,288,274,13,1,0,0,0,0,0,288,0
GA,Richmond,12/31/2018,364,261,97,6,0,0,0,0,0,106,26
GA,Rockdale,12/31/2018,243,200,41,2,0,0,0,0,0,243,0
GA,Sumter,12/31/2018,241,219,22,0,0,0,0,0,0,241,0
GA,Walker,12/31/2018,347,269,78,0,0,0,0,0,0,0,0
GA,Washington,12/31/2018,121,110,11,0,0,0,0,0,0,0,0
HI,Hawaii,12/31/2018,365,127,68,66,99,5,0,0,0,0,221
HI,Honolulu,12/31/2018,365,358,7,0,0,0,0,0,2,241,41
HI,Kauai,12/31/2018,355,355,0,0,0,0,0,0,166,0,0
HI,Maui,12/31/2018,361,357,4,0,0,0,0,0,0,0,0
ID,Ada,12/31/2018,365,283,75,7,0,0,0,3,0,267,0
ID,Bannock,12/31/2018,365,305,56,2,2,0,0,0,0,0,143
ID,Benewah,12/31/2018,361,219,129,11,2,0,0,0,0,0,0
ID,Blaine,12/31/2018,363,327,33,3,0,0,0,0,0,0,0
ID,Boise,12/31/2018,365,237,122,6,0,0,0,0,0,0,0
ID,Bonner,12/31/2018,363,308,39,11,4,1,0,0,0,0,0
ID,Bonneville,12/31/2018,352,306,43,2,1,0,0,0,0,0,0
ID,Butte,12/31/2018,363,313,47,3,0,0,0,0,0,354,0
ID,Canyon,12/31/2018,365,283,77,5,0,0,0,0,0,0,0
ID,Caribou,12/31/2018,363,362,1,0,0,0,0,0,0,0,363
ID,Custer,12/31/2018,90,85,3,2,0,0,0,0,0,0,0
ID,Franklin,12/31/2018,319,278,38,3,0,0,0,0,0,0,0
ID,Idaho,12/31/2018,365,297,66,2,0,0,0,0,0,231,0
ID,Jerome,12/31/2018,320,287,28,5,0,0,0,0,0,0,0
ID,Kootenai,12/31/2018,331,272,49,5,4,1,0,0,0,0,0
ID,Latah,12/31/2018,365,339,20,5,1,0,0,0,0,0,0
ID,Lemhi,12/31/2018,360,260,97,3,0,0,0,0,0,0,0
ID,Nez Perce,12/31/2018,365,308,52,4,1,0,0,0,0,0,0
ID,Shoshone,12/31/2018,365,217,135,12,1,0,0,0,0,0,0
ID,Twin Falls,12/31/2018,355,313,37,3,2,0,0,0,0,0,0
ID,Valley,12/31/2018,353,297,54,2,0,0,0,0,0,0,0
IL,Adams,12/31/2018,245,228,17,0,0,0,0,0,0,245,0
IL,Champaign,12/31/2018,365,283,78,4,0,0,0,0,0,222,0
IL,Clark,12/31/2018,359,337,21,1,0,0,0,0,0,359,0
IL,Cook,12/31/2018,365,152,194,15,4,0,0,0,48,120,0
IL,DuPage,12/31/2018,361,231,126,4,0,0,0,0,0,135,0
IL,Effingham,12/31/2018,245,214,30,1,0,0,0,0,0,245,0
IL,Hamilton,12/31/2018,362,284,75,3,0,0,0,0,0,170,0
IL,Jersey,12/31/2018,356,277,76,3,0,0,0,0,0,195,0
IL,Jo Daviess,12/31/2018,344,323,19,2,0,0,0,0,0,344,0
IL,Kane,12/31/2018,364,294,65,5,0,0,0,0,0,310,0
IL,La Salle,12/31/2018,362,360,2,0,0,0,0,0,0,0,362
IL,Lake,12/31/2018,352,304,40,6,2,0,0,0,0,352,0
IL,Macon,12/31/2018,365,172,179,14,0,0,0,0,0,98,103
IL,Macoupin,12/31/2018,364,331,30,3,0,0,0,0,88,244,32
IL,Madison,12/31/2018,365,221,134,8,2,0,0,0,0,206,0
IL,McHenry,12/31/2018,362,256,98,8,0,0,0,0,0,240,0
IL,McLean,12/31/2018,365,248,116,1,0,0,0,0,0,167,0
IL,Monroe,12/31/2018,365,365,0,0,0,0,0,0,0,0,365
IL,Peoria,12/31/2018,365,255,107,3,0,0,0,0,0,192,0
IL,Randolph,12/31/2018,363,289,73,1,0,0,0,0,0,185,0
IL,Rock Island,12/31/2018,365,279,85,1,0,0,0,0,0,231,0
IL,Saint Clair,12/31/2018,364,265,94,4,1,0,0,2,21,146,0
IL,Sangamon,12/31/2018,363,253,109,1,0,0,0,0,0,197,0
IL,Tazewell,12/31/2018,137,137,0,0,0,0,0,0,0,0,137
IL,Wabash,12/31/2018,363,359,4,0,0,0,0,0,0,0,363
IL,Will,12/31/2018,365,261,100,4,0,0,0,0,0,216,0
IL,Winnebago,12/31/2018,362,316,43,2,1,0,0,0,0,346,0
IN,Allen,12/31/2018,365,258,101,6,0,0,0,0,0,216,0
IN,Bartholomew,12/31/2018,365,290,71,4,0,0,0,0,0,242,0
IN,Boone,12/31/2018,365,324,36,5,0,0,0,0,0,365,0
IN,Brown,12/31/2018,363,339,24,0,0,0,0,0,0,363,0
IN,Carroll,12/31/2018,359,337,19,3,0,0,0,0,0,359,0
IN,Clark,12/31/2018,357,297,56,4,0,0,0,0,0,305,0
IN,Daviess,12/31/2018,325,325,0,0,0,0,0,0,0,0,325
IN,Delaware,12/31/2018,361,320,37,4,0,0,0,0,0,317,0
IN,Dubois,12/31/2018,119,96,23,0,0,0,0,0,0,0,0
IN,Elkhart,12/31/2018,363,285,75,3,0,0,0,0,0,194,0
IN,Floyd,12/31/2018,359,316,38,5,0,0,0,0,0,323,13
IN,Gibson,12/31/2018,363,353,10,0,0,0,0,0,0,0,363
IN,Greene,12/31/2018,361,310,48,3,0,0,0,0,0,322,0
IN,Hamilton,12/31/2018,365,292,67,6,0,0,0,0,0,227,0
IN,Hendricks,12/31/2018,365,335,28,2,0,0,0,0,0,365,0
IN,Henry,12/31/2018,116,100,15,1,0,0,0,0,0,0,0
IN,Howard,12/31/2018,365,293,67,5,0,0,0,0,0,214,0
IN,Huntington,12/31/2018,358,337,21,0,0,0,0,0,0,358,0
IN,Jackson,12/31/2018,341,321,20,0,0,0,0,0,0,341,0
IN,Knox,12/31/2018,357,311,42,4,0,0,0,0,0,357,0
IN,LaPorte,12/31/2018,363,305,51,6,1,0,0,0,0,335,0
IN,Lake,12/31/2018,365,217,142,5,1,0,0,0,15,113,1
IN,Madison,12/31/2018,365,273,85,7,0,0,0,0,0,211,0
IN,Marion,12/31/2018,365,192,162,10,1,0,0,0,6,124,0
IN,Monroe,12/31/2018,335,255,80,0,0,0,0,0,0,0,0
IN,Morgan,12/31/2018,365,328,34,3,0,0,0,0,0,342,23
IN,Perry,12/31/2018,350,324,26,0,0,0,0,0,0,350,0
IN,Pike,12/31/2018,361,361,0,0,0,0,0,0,0,0,361
IN,Porter,12/31/2018,365,274,86,4,1,0,0,0,0,211,9
IN,Posey,12/31/2018,360,326,34,0,0,0,0,0,0,360,0
IN,Shelby,12/31/2018,361,331,25,5,0,0,0,0,0,361,0
IN,Spencer,12/31/2018,121,96,25,0,0,0,0,0,0,0,0
IN,St. Joseph,12/31/2018,365,248,110,7,0,0,0,0,3,183,0
IN,Sullivan,12/31/2018,181,145,36,0,0,0,0,0,0,0,0
IN,Tippecanoe,12/31/2018,345,285,60,0,0,0,0,0,0,0,0
IN,Vanderburgh,12/31/2018,365,261,101,3,0,0,0,0,0,199,0
IN,Vigo,12/31/2018,365,251,111,3,0,0,0,0,0,202,0
IN,Wabash,12/31/2018,362,315,42,5,0,0,0,0,0,362,0
IN,Warrick,12/31/2018,365,324,38,3,0,0,0,0,0,365,0
IN,Whitley,12/31/2018,348,294,54,0,0,0,0,0,0,0,0
IA,Black Hawk,12/31/2018,365,245,120,0,0,0,0,0,0,0,0
IA,Bremer,12/31/2018,245,224,19,2,0,0,0,0,0,245,0
IA,Cerro Gordo,12/31/2018,115,115,0,0,0,0,0,0,0,0,0
IA,Clinton,12/31/2018,365,244,121,0,0,0,0,0,0,145,2
IA,Harrison,12/31/2018,245,213,30,2,0,0,0,0,0,245,0
IA,Johnson,12/31/2018,362,287,75,0,0,0,0,0,0,0,0
IA,Lee,12/31/2018,121,99,22,0,0,0,0,0,0,0,0
IA,Linn,12/31/2018,365,249,112,4,0,0,0,0,0,150,3
IA,Montgomery,12/31/2018,365,283,82,0,0,0,0,0,0,149,0
IA,Muscatine,12/31/2018,365,249,116,0,0,0,0,0,0,0,3
IA,Palo Alto,12/31/2018,365,263,100,2,0,0,0,0,0,160,0
IA,Polk,12/31/2018,365,284,79,2,0,0,0,0,5,225,0
IA,Pottawattamie,12/31/2018,124,100,23,1,0,0,0,0,0,0,0
IA,Scott,12/31/2018,365,173,188,4,0,0,0,0,1,66,0
IA,Van Buren,12/31/2018,359,281,78,0,0,0,0,0,0,178,0
IA,Woodbury,12/31/2018,122,108,14,0,0,0,0,0,0,0,0
KS,Chase,12/31/2018,116,110,6,0,0,0,0,0,0,0,0
KS,Ford,12/31/2018,354,325,28,1,0,0,0,0,0,0,0
KS,Johnson,12/31/2018,363,299,64,0,0,0,0,0,0,274,0
KS,Leavenworth,12/31/2018,362,325,37,0,0,0,0,0,0,362,0
KS,Neosho,12/31/2018,359,307,52,0,0,0,0,0,0,303,0
KS,Sedgwick,12/31/2018,365,269,96,0,0,0,0,0,18,231,0
KS,Shawnee,12/31/2018,365,272,93,0,0,0,0,0,0,181,0
KS,Sherman,12/31/2018,350,344,6,0,0,0,0,0,0,0,0
KS,Sumner,12/31/2018,365,314,51,0,0,0,0,0,1,312,0
KS,Trego,12/31/2018,365,300,64,1,0,0,0,0,1,324,1
KS,Wyandotte,12/31/2018,365,254,108,2,1,0,0,0,19,180,0
KY,Bell,12/31/2018,256,231,25,0,0,0,0,0,0,226,0
KY,Boone,12/31/2018,243,218,23,1,1,0,0,0,0,243,0
KY,Boyd,12/31/2018,365,307,57,1,0,0,0,0,14,159,2
KY,Bullitt,12/31/2018,233,196,35,2,0,0,0,0,0,233,0
KY,Campbell,12/31/2018,352,281,70,1,0,0,0,0,11,160,3
KY,Carter,12/31/2018,281,259,22,0,0,0,0,0,0,217,0
KY,Christian,12/31/2018,280,241,39,0,0,0,0,0,0,213,0
KY,Daviess,12/31/2018,357,272,84,1,0,0,0,0,17,144,4
KY,Edmonson,12/31/2018,365,301,64,0,0,0,0,1,0,195,1
KY,Fayette,12/31/2018,365,272,93,0,0,0,0,0,13,111,1
KY,Greenup,12/31/2018,360,340,19,1,0,0,0,0,0,238,122
KY,Hancock,12/31/2018,125,115,10,0,0,0,0,0,0,125,0
KY,Hardin,12/31/2018,361,269,92,0,0,0,0,0,0,121,0
KY,Henderson,12/31/2018,365,239,113,13,0,0,0,0,0,122,51
KY,Jefferson,12/31/2018,365,208,149,6,2,0,0,0,18,144,0
KY,Jessamine,12/31/2018,356,326,30,0,0,0,0,0,0,237,119
KY,Livingston,12/31/2018,257,226,31,0,0,0,0,0,0,240,0
KY,McCracken,12/31/2018,364,252,112,0,0,0,0,0,1,133,0
KY,Morgan,12/31/2018,364,337,27,0,0,0,0,0,0,364,0
KY,Oldham,12/31/2018,243,214,28,1,0,0,0,0,0,243,0
KY,Perry,12/31/2018,364,289,75,0,0,0,0,0,0,122,0
KY,Pike,12/31/2018,359,319,40,0,0,0,0,0,0,146,0
KY,Pulaski,12/31/2018,282,243,39,0,0,0,0,0,0,218,0
KY,Simpson,12/31/2018,243,212,31,0,0,0,0,0,0,243,0
KY,Trigg,12/31/2018,348,324,24,0,0,0,0,0,0,348,0
KY,Warren,12/31/2018,352,274,78,0,0,0,0,0,0,103,0
KY,Washington,12/31/2018,359,326,33,0,0,0,0,0,0,359,0
LA,Ascension,12/31/2018,364,325,36,3,0,0,0,0,7,357,0
LA,Bossier,12/31/2018,365,308,57,0,0,0,0,0,0,288,0
LA,Caddo,12/31/2018,361,288,71,2,0,0,0,0,0,291,0
LA,Calcasieu,12/31/2018,365,236,123,6,0,0,0,0,4,111,7
LA,East Baton Rouge,12/31/2018,365,250,104,11,0,0,0,0,6,159,5
LA,Iberville,12/31/2018,365,294,63,7,1,0,0,0,1,324,0
LA,Jefferson,12/31/2018,365,274,90,1,0,0,0,0,5,168,0
LA,Lafayette,12/31/2018,365,269,96,0,0,0,0,0,0,197,0
