data_state,county,data_year,days_with_aqi,good_days,moderate_days,unhealthy_sensitive_days,unhealthy_days,very_unhealthy_days,hazardous_days,max_aqi,ninetieth_percentile_aqi,median_aqi,days_co,days_no2,days_ozone,days_so2,days_pm2,days_pm10
Florida,Hillsborough,12/31/2014,365,237,121,7,0,0,0,115,74,45,0,1,169,19,176,0
Florida,Holmes,12/31/2014,365,294,71,0,0,0,0,100,55,39,0,0,180,0,185,0
Florida,Indian River,12/31/2014,349,315,33,1,0,0,0,105,50,37,0,0,349,0,0,0
Florida,Lake,12/31/2014,362,331,29,2,0,0,0,108,50,33,0,0,362,0,0,0
Florida,Lee,12/31/2014,365,306,59,0,0,0,0,93,54,38,0,0,255,0,106,4
Florida,Leon,12/31/2014,365,250,114,0,1,0,0,157,61,43,0,0,123,0,242,0
Florida,Liberty,12/31/2014,351,343,8,0,0,0,0,61,44,32,0,0,351,0,0,0
Florida,Manatee,12/31/2014,365,333,31,1,0,0,0,101,50,36,0,0,364,1,0,0
Florida,Marion,12/31/2014,365,307,58,0,0,0,0,97,54,39,0,0,199,0,166,0
Florida,Martin,12/31/2014,363,329,33,1,0,0,0,101,50,37,0,0,259,0,104,0
Florida,Miami-Dade,12/31/2014,365,272,92,1,0,0,0,123,59,43,0,4,139,0,222,0
Florida,Nassau,12/31/2014,359,295,63,1,0,0,0,105,57,32,0,0,0,113,246,0
Florida,Okaloosa,12/31/2014,364,336,27,1,0,0,0,115,47,35,0,0,348,0,0,16
Florida,Orange,12/31/2014,362,300,61,1,0,0,0,126,56,39,0,3,226,0,133,0
Florida,Osceola,12/31/2014,348,316,32,0,0,0,0,100,50,33,0,0,348,0,0,0
Florida,Palm Beach,12/31/2014,365,308,55,2,0,0,0,119,59,38,0,0,271,0,94,0
Florida,Pasco,12/31/2014,365,331,33,1,0,0,0,108,50,35,0,0,365,0,0,0
Florida,Pinellas,12/31/2014,365,287,77,1,0,0,0,112,58,40,0,1,198,0,166,0
Florida,Polk,12/31/2014,365,286,79,0,0,0,0,87,59,41,0,0,184,6,175,0
Florida,Putnam,12/31/2014,364,364,0,0,0,0,0,43,22,13,0,0,0,100,0,264
Florida,Santa Rosa,12/31/2014,365,288,74,3,0,0,0,136,59,40,0,0,220,0,145,0
Florida,Sarasota,12/31/2014,365,278,86,1,0,0,0,105,62,40,0,1,209,0,155,0
Florida,Seminole,12/31/2014,364,334,30,0,0,0,0,97,49,35,0,0,337,0,22,5
Florida,St. Lucie,12/31/2014,360,343,16,1,0,0,0,122,48,34,0,0,360,0,0,0
Florida,Volusia,12/31/2014,365,317,47,1,0,0,0,108,54,39,0,0,247,0,118,0
Florida,Wakulla,12/31/2014,319,287,31,0,1,0,0,152,51,35,0,0,277,0,42,0
Georgia,Bibb,12/31/2014,365,211,152,2,0,0,0,112,64,47,0,0,73,2,290,0
Georgia,Charlton,12/31/2014,116,107,9,0,0,0,0,96,48,25,0,0,0,0,116,0
Georgia,Chatham,12/31/2014,365,251,112,2,0,0,0,114,60,43,0,0,53,91,221,0
Georgia,Chattooga,12/31/2014,245,227,18,0,0,0,0,77,49,36,0,0,245,0,0,0
Georgia,Clarke,12/31/2014,356,239,117,0,0,0,0,92,61,42,0,0,108,0,248,0
Georgia,Clayton,12/31/2014,122,88,34,0,0,0,0,83,59,43,0,0,0,0,122,0
Georgia,Cobb,12/31/2014,307,224,81,2,0,0,0,119,61,41,0,0,40,0,267,0
Georgia,Coffee,12/31/2014,61,55,6,0,0,0,0,66,50,35,0,0,0,0,61,0
Georgia,Columbia,12/31/2014,240,214,26,0,0,0,0,80,51,40,0,0,240,0,0,0
Georgia,Coweta,12/31/2014,357,285,69,3,0,0,0,108,58,38,0,0,109,0,248,0
Georgia,Dawson,12/31/2014,245,218,26,1,0,0,0,101,51,37,0,0,245,0,0,0
Georgia,DeKalb,12/31/2014,365,182,180,3,0,0,0,122,70,51,0,7,73,0,285,0
Georgia,Dougherty,12/31/2014,359,216,142,1,0,0,0,111,65,45,0,0,0,0,359,0
Georgia,Douglas,12/31/2014,238,194,42,2,0,0,0,126,61,41,0,0,238,0,0,0
Georgia,Floyd,12/31/2014,365,136,228,1,0,0,0,109,72,54,0,0,0,8,357,0
Georgia,Fulton,12/31/2014,364,248,109,7,0,0,0,140,64,44,1,25,125,0,213,0
Georgia,Glynn,12/31/2014,332,287,45,0,0,0,0,88,54,37,0,0,144,0,188,0
Georgia,Gwinnett,12/31/2014,365,270,93,2,0,0,0,105,59,41,0,0,151,0,214,0
Georgia,Hall,12/31/2014,318,177,141,0,0,0,0,95,65,47,0,0,0,0,318,0
Georgia,Henry,12/31/2014,351,251,94,5,1,0,0,159,62,40,0,0,155,0,196,0
Georgia,Houston,12/31/2014,348,202,143,3,0,0,0,129,64,46,0,0,0,0,348,0
Georgia,Lowndes,12/31/2014,339,245,94,0,0,0,0,88,60,38,0,0,0,0,339,0
Georgia,Murray,12/31/2014,266,232,33,1,0,0,0,108,54,38,0,0,217,0,49,0
Georgia,Muscogee,12/31/2014,365,258,106,1,0,0,0,102,61,41,0,0,107,0,258,0
Georgia,Paulding,12/31/2014,362,226,136,0,0,0,0,95,62,45,0,4,72,0,286,0
Georgia,Pike,12/31/2014,359,313,45,1,0,0,0,108,54,37,0,0,359,0,0,0
Georgia,Richmond,12/31/2014,361,218,143,0,0,0,0,92,65,45,0,0,100,31,230,0
Georgia,Rockdale,12/31/2014,363,309,47,7,0,0,0,150,58,34,0,119,244,0,0,0
Georgia,Sumter,12/31/2014,244,229,15,0,0,0,0,77,49,38,0,0,244,0,0,0
Georgia,Walker,12/31/2014,354,244,110,0,0,0,0,82,61,41,0,0,0,0,354,0
Georgia,Washington,12/31/2014,114,88,26,0,0,0,0,69,55,40,0,0,0,0,114,0
Georgia,Wilkinson,12/31/2014,111,80,30,1,0,0,0,145,60,43,0,0,0,0,111,0
Hawaii,Hawaii,12/31/2014,364,19,76,139,129,1,0,205,200,126,0,0,0,336,28,0
Hawaii,Honolulu,12/31/2014,357,346,10,0,1,0,0,195,42,29,0,1,229,4,107,16
Hawaii,Kauai,12/31/2014,341,335,6,0,0,0,0,70,34,18,0,36,0,32,273,0
Hawaii,Maui,12/31/2014,341,332,8,1,0,0,0,136,38,22,0,0,0,0,341,0
Idaho,Ada,12/31/2014,365,294,70,0,1,0,0,152,61,40,1,66,260,0,29,9
Idaho,Bannock,12/31/2014,365,322,42,0,1,0,0,200,51,31,0,0,0,152,155,58
Idaho,Benewah,12/31/2014,362,259,90,13,0,0,0,136,74,35,0,0,0,0,362,0
Idaho,Bonner,12/31/2014,321,319,2,0,0,0,0,62,22,10,0,0,0,0,0,321
Idaho,Butte,12/31/2014,349,325,24,0,0,0,0,93,49,39,0,0,345,0,4,0
Idaho,Canyon,12/31/2014,365,351,13,0,1,0,0,156,36,15,0,0,0,0,46,319
Idaho,Caribou,12/31/2014,349,347,0,2,0,0,0,105,17,3,0,0,0,349,0,0
Idaho,Custer,12/31/2014,110,110,0,0,0,0,0,45,22,7,0,0,0,0,110,0
Idaho,Franklin,12/31/2014,359,331,26,2,0,0,0,105,42,19,0,0,0,0,359,0
Idaho,Lemhi,12/31/2014,348,213,118,16,1,0,0,155,81,40,0,0,0,0,348,0
Idaho,Shoshone,12/31/2014,365,237,114,13,1,0,0,151,79,37,0,0,0,0,361,4
Illinois,Adams,12/31/2014,213,192,21,0,0,0,0,90,50,37,0,0,213,0,0,0
Illinois,Champaign,12/31/2014,365,301,63,1,0,0,0,101,61,38,0,0,312,0,53,0
Illinois,Clark,12/31/2014,211,185,26,0,0,0,0,90,51,39,0,0,211,0,0,0
Illinois,Cook,12/31/2014,365,132,225,8,0,0,0,143,80,55,0,49,71,0,208,37
Illinois,DuPage,12/31/2014,234,194,38,2,0,0,0,101,62,38,0,0,180,0,54,0
Illinois,Effingham,12/31/2014,212,187,25,0,0,0,0,90,51,38,0,0,212,0,0,0
Illinois,Hamilton,12/31/2014,231,185,46,0,0,0,0,93,61,41,0,0,197,0,34,0
Illinois,Jersey,12/31/2014,233,186,46,1,0,0,0,101,61,39,0,0,198,0,35,0
Illinois,Jo Daviess,12/31/2014,353,324,28,1,0,0,0,108,49,35,0,0,353,0,0,0
Illinois,Kane,12/31/2014,363,324,38,1,0,0,0,101,51,33,0,0,328,0,35,0
Illinois,La Salle,12/31/2014,356,356,0,0,0,0,0,20,6,3,0,0,0,356,0,0
Illinois,Lake,12/31/2014,355,317,33,5,0,0,0,129,51,35,0,0,355,0,0,0
Illinois,Macon,12/31/2014,365,255,109,1,0,0,0,103,64,42,0,0,202,21,142,0
Illinois,Macoupin,12/31/2014,358,336,22,0,0,0,0,93,47,29,0,0,214,144,0,0
Illinois,Madison,12/31/2014,365,206,150,9,0,0,0,137,77,47,0,0,207,6,145,7
Illinois,McHenry,12/31/2014,364,296,65,3,0,0,0,136,57,37,0,0,229,0,135,0
Illinois,McLean,12/31/2014,363,317,46,0,0,0,0,100,54,36,0,0,339,0,24,0
Illinois,Peoria,12/31/2014,365,265,100,0,0,0,0,100,63,41,0,0,209,7,149,0
Illinois,Randolph,12/31/2014,337,274,59,4,0,0,0,122,61,37,0,0,198,108,31,0
Illinois,Rock Island,12/31/2014,349,315,34,0,0,0,0,74,50,34,0,0,322,0,27,0
Illinois,Saint Clair,12/31/2014,365,261,102,2,0,0,0,125,64,41,0,23,172,4,166,0
Illinois,Sangamon,12/31/2014,365,332,33,0,0,0,0,78,50,33,0,0,319,11,35,0
Illinois,Tazewell,12/31/2014,361,305,28,24,4,0,0,185,84,4,0,0,0,361,0,0
Illinois,Wabash,12/31/2014,364,344,18,2,0,0,0,116,33,6,0,0,0,364,0,0
Illinois,Will,12/31/2014,362,248,114,0,0,0,0,97,63,42,0,0,149,0,213,0
Illinois,Winnebago,12/31/2014,342,306,34,2,0,0,0,105,51,34,0,0,330,0,12,0
Indiana,Allen,12/31/2014,359,189,164,6,0,0,0,147,74,49,0,0,91,0,268,0
Indiana,Bartholomew,12/31/2014,365,263,101,1,0,0,0,108,66,40,0,52,146,47,120,0
Indiana,Boone,12/31/2014,183,143,38,2,0,0,0,108,64,42,0,0,183,0,0,0
Indiana,Brown,12/31/2014,119,112,7,0,0,0,0,71,49,39,0,0,119,0,0,0
Indiana,Carroll,12/31/2014,173,144,28,1,0,0,0,108,58,41,0,0,173,0,0,0
Indiana,Clark,12/31/2014,335,186,147,2,0,0,0,122,71,48,0,0,104,0,231,0
Indiana,Daviess,12/31/2014,334,285,32,15,2,0,0,195,70,7,0,0,0,334,0,0
Indiana,Delaware,12/31/2014,240,204,35,1,0,0,0,130,58,38,0,0,150,0,90,0
Indiana,Dubois,12/31/2014,122,84,38,0,0,0,0,96,64,43,0,0,0,0,122,0
Indiana,Elkhart,12/31/2014,360,160,190,10,0,0,0,126,75,53,0,0,38,0,322,0
Indiana,Floyd,12/31/2014,365,179,182,4,0,0,0,119,72,51,0,0,85,16,264,0
Indiana,Fountain,12/31/2014,362,361,1,0,0,0,0,81,17,4,0,0,0,362,0,0
Indiana,Gibson,12/31/2014,356,320,32,4,0,0,0,109,51,7,0,0,0,356,0,0
Indiana,Greene,12/31/2014,244,180,64,0,0,0,0,87,61,43,0,0,161,0,83,0
Indiana,Hamilton,12/31/2014,358,260,96,2,0,0,0,129,62,40,0,0,114,0,244,0
Indiana,Hancock,12/31/2014,183,181,2,0,0,0,0,67,45,34,0,0,183,0,0,0
Indiana,Hendricks,12/31/2014,183,175,8,0,0,0,0,77,47,36,0,0,183,0,0,0
Indiana,Henry,12/31/2014,121,88,32,1,0,0,0,119,60,36,0,0,0,0,121,0
Indiana,Howard,12/31/2014,261,171,90,0,0,0,0,82,62,43,0,0,0,0,261,0
Indiana,Huntington,12/31/2014,176,168,8,0,0,0,0,80,46,35,0,0,176,0,0,0
Indiana,Jackson,12/31/2014,181,147,34,0,0,0,0,93,58,42,0,0,181,0,0,0
Indiana,Jasper,12/31/2014,357,357,0,0,0,0,0,34,9,3,0,0,0,357,0,0
