data_state,county,data_year,days_with_aqi,good_days,moderate_days,unhealthy_sensitive_days,unhealthy_days,very_unhealthy_days,hazardous_days,days_co,days_no2,days_ozone,days_so2
KY,Pike,12/31/2016,366,289,74,3,0,0,0,0,0,120,0
KY,Pulaski,12/31/2016,278,246,32,0,0,0,0,0,0,212,0
KY,Simpson,12/31/2016,243,217,25,1,0,0,0,0,0,243,0
KY,Trigg,12/31/2016,357,319,38,0,0,0,0,0,0,357,0
KY,Warren,12/31/2016,365,292,73,0,0,0,0,0,0,125,0
KY,Washington,12/31/2016,359,326,33,0,0,0,0,0,0,359,0
LA,Ascension,12/31/2016,365,337,24,4,0,0,0,0,10,355,0
LA,Bossier,12/31/2016,366,291,75,0,0,0,0,0,0,220,0
LA,Caddo,12/31/2016,354,302,52,0,0,0,0,0,0,280,0
LA,Calcasieu,12/31/2016,366,239,126,1,0,0,0,0,1,112,7
LA,East Baton Rouge,12/31/2016,366,208,153,5,0,0,0,0,4,106,0
LA,Iberville,12/31/2016,366,313,51,2,0,0,0,0,0,334,0
LA,Jefferson,12/31/2016,366,317,48,1,0,0,0,0,6,308,0
LA,Lafayette,12/31/2016,366,292,74,0,0,0,0,0,0,262,0
LA,Lafourche,12/31/2016,366,333,33,0,0,0,0,0,0,297,0
LA,Livingston,12/31/2016,359,269,88,2,0,0,0,0,1,154,0
LA,Orleans,12/31/2016,366,313,53,0,0,0,0,0,40,0,0
LA,Ouachita,12/31/2016,344,314,30,0,0,0,0,0,0,286,0
LA,Pointe Coupee,12/31/2016,365,346,19,0,0,0,0,0,0,365,0
LA,Rapides,12/31/2016,102,96,6,0,0,0,0,0,0,0,0
LA,St. Bernard,12/31/2016,366,263,94,9,0,0,0,0,0,190,65
LA,St. James,12/31/2016,366,347,19,0,0,0,0,0,0,366,0
LA,St. John the Baptist,12/31/2016,365,347,17,1,0,0,0,0,0,365,0
LA,St. Martin,12/31/2016,361,324,37,0,0,0,0,0,0,361,0
LA,St. Tammany,12/31/2016,363,330,32,1,0,0,0,0,0,276,0
LA,Tangipahoa,12/31/2016,117,110,7,0,0,0,0,0,0,0,0
LA,Terrebonne,12/31/2016,120,116,4,0,0,0,0,0,0,0,0
LA,West Baton Rouge,12/31/2016,366,295,69,2,0,0,0,0,14,184,3
ME,Androscoggin,12/31/2016,358,333,25,0,0,0,0,0,0,170,0
ME,Aroostook,12/31/2016,366,324,41,0,1,0,0,0,0,194,0
ME,Cumberland,12/31/2016,366,334,32,0,0,0,0,0,12,262,0
ME,Franklin,12/31/2016,347,335,12,0,0,0,0,0,0,0,0
ME,Hancock,12/31/2016,366,342,22,2,0,0,0,0,0,331,0
ME,Kennebec,12/31/2016,309,295,14,0,0,0,0,0,76,206,0
ME,Knox,12/31/2016,181,171,9,1,0,0,0,0,0,181,0
ME,Oxford,12/31/2016,363,313,50,0,0,0,0,0,0,168,0
ME,Penobscot,12/31/2016,366,320,46,0,0,0,0,0,0,193,0
ME,Washington,12/31/2016,366,360,6,0,0,0,0,0,0,365,0
ME,York,12/31/2016,283,258,23,2,0,0,0,0,0,236,47
MD,Anne Arundel,12/31/2016,267,185,74,8,0,0,0,0,0,206,0
MD,Baltimore,12/31/2016,366,236,108,17,4,1,0,0,31,240,0
MD,Baltimore (City),12/31/2016,366,245,115,5,1,0,0,0,53,161,0
MD,Calvert,12/31/2016,214,165,46,3,0,0,0,0,0,214,0
MD,Carroll,12/31/2016,212,167,41,4,0,0,0,0,0,212,0
MD,Cecil,12/31/2016,359,266,83,9,1,0,0,0,0,197,0
MD,Charles,12/31/2016,213,166,41,6,0,0,0,0,0,213,0
MD,Dorchester,12/31/2016,366,303,60,3,0,0,0,0,0,270,0
MD,Frederick,12/31/2016,211,151,57,3,0,0,0,0,0,211,0
MD,Garrett,12/31/2016,364,322,42,0,0,0,0,0,1,296,0
MD,Harford,12/31/2016,359,257,90,11,1,0,0,0,0,196,0
MD,Howard,12/31/2016,365,281,84,0,0,0,0,1,110,0,0
MD,Kent,12/31/2016,357,286,67,4,0,0,0,0,0,198,0
MD,Montgomery,12/31/2016,345,279,66,0,0,0,0,0,0,200,0
MD,Prince George's,12/31/2016,366,251,106,9,0,0,0,0,8,239,0
MD,Washington,12/31/2016,351,265,82,4,0,0,0,0,0,174,0
MA,Barnstable,12/31/2016,362,337,24,1,0,0,0,0,0,353,0
MA,Berkshire,12/31/2016,355,310,45,0,0,0,0,0,0,0,0
MA,Bristol,12/31/2016,366,333,29,4,0,0,0,0,0,321,0
MA,Dukes,12/31/2016,354,340,12,2,0,0,0,0,0,339,0
MA,Essex,12/31/2016,366,321,42,3,0,0,0,0,2,307,0
MA,Franklin,12/31/2016,366,327,36,3,0,0,0,0,0,270,0
MA,Hampden,12/31/2016,366,303,57,5,1,0,0,0,17,256,0
MA,Hampshire,12/31/2016,359,321,34,3,1,0,0,0,4,316,0
MA,Middlesex,12/31/2016,362,341,21,0,0,0,0,0,0,362,0
MA,Norfolk,12/31/2016,365,330,32,3,0,0,0,0,8,348,0
MA,Plymouth,12/31/2016,366,331,34,1,0,0,0,0,0,278,0
MA,Suffolk,12/31/2016,366,255,111,0,0,0,0,0,46,104,0
MA,Worcester,12/31/2016,366,311,51,4,0,0,0,0,17,282,0
MI,Allegan,12/31/2016,240,185,46,9,0,0,0,0,0,177,0
MI,Bay,12/31/2016,355,320,35,0,0,0,0,0,0,0,0
MI,Benzie,12/31/2016,170,146,18,6,0,0,0,0,0,170,0
MI,Berrien,12/31/2016,242,181,50,11,0,0,0,0,0,175,0
MI,Cass,12/31/2016,183,128,46,9,0,0,0,0,0,183,0
MI,Chippewa,12/31/2016,299,277,21,1,0,0,0,0,0,134,0
MI,Clinton,12/31/2016,181,143,31,7,0,0,0,0,0,181,0
MI,Genesee,12/31/2016,364,294,61,9,0,0,0,0,0,172,0
MI,Huron,12/31/2016,183,163,15,5,0,0,0,0,0,183,0
MI,Ingham,12/31/2016,358,291,60,7,0,0,0,0,4,236,2
MI,Kalamazoo,12/31/2016,363,286,69,8,0,0,0,0,0,161,0
MI,Kent,12/31/2016,366,278,80,8,0,0,0,0,0,219,0
MI,Keweenaw,12/31/2016,120,120,0,0,0,0,0,0,0,0,0
MI,Lenawee,12/31/2016,361,286,73,2,0,0,0,0,0,163,0
MI,Macomb,12/31/2016,243,184,52,7,0,0,0,0,0,178,0
MI,Manistee,12/31/2016,241,218,21,2,0,0,0,0,0,178,0
MI,Mason,12/31/2016,180,157,17,6,0,0,0,0,0,180,0
MI,Missaukee,12/31/2016,365,328,31,6,0,0,0,0,0,311,0
MI,Monroe,12/31/2016,366,349,17,0,0,0,0,0,0,0,249
MI,Muskegon,12/31/2016,178,138,33,5,2,0,0,0,0,178,0
MI,Oakland,12/31/2016,244,182,56,6,0,0,0,0,0,177,0
MI,Ottawa,12/31/2016,366,331,28,7,0,0,0,0,0,166,200
MI,Schoolcraft,12/31/2016,350,320,21,9,0,0,0,0,0,179,0
MI,St. Clair,12/31/2016,364,278,82,4,0,0,0,0,0,144,20
MI,Tuscola,12/31/2016,360,332,24,4,0,0,0,0,0,360,0
MI,Washtenaw,12/31/2016,366,293,67,6,0,0,0,0,0,253,0
MI,Wayne,12/31/2016,366,159,186,21,0,0,0,0,17,111,18
MI,Wexford,12/31/2016,355,329,21,5,0,0,0,0,0,355,0
MN,Anoka,12/31/2016,366,328,37,1,0,0,0,0,13,251,0
MN,Becker,12/31/2016,361,337,24,0,0,0,0,0,0,197,0
MN,Beltrami,12/31/2016,358,344,14,0,0,0,0,0,0,0,0
MN,Carlton,12/31/2016,364,345,18,1,0,0,0,0,0,256,0
MN,Cook,12/31/2016,356,354,2,0,0,0,0,0,0,0,0
MN,Crow Wing,12/31/2016,357,334,23,0,0,0,0,0,0,161,0
MN,Dakota,12/31/2016,366,332,32,2,0,0,0,0,90,0,5
MN,Goodhue,12/31/2016,214,202,12,0,0,0,0,0,0,214,0
MN,Hennepin,12/31/2016,366,237,127,2,0,0,0,0,21,51,0
MN,Lake,12/31/2016,366,350,16,0,0,0,0,0,0,171,0
MN,Lyon,12/31/2016,356,336,19,1,0,0,0,0,0,196,0
MN,Mille Lacs,12/31/2016,211,204,7,0,0,0,0,0,0,211,0
MN,Olmsted,12/31/2016,366,329,36,1,0,0,0,0,0,187,1
MN,Ramsey,12/31/2016,366,318,46,1,1,0,0,1,0,0,0
MN,Saint Louis,12/31/2016,366,344,21,1,0,0,0,0,0,290,0
MN,Scott,12/31/2016,361,339,22,0,0,0,0,0,0,327,0
MN,Stearns,12/31/2016,366,338,28,0,0,0,0,0,0,196,0
MN,Washington,12/31/2016,366,310,56,0,0,0,0,0,0,189,0
MN,Winona,12/31/2016,117,114,3,0,0,0,0,0,0,0,0
MN,Wright,12/31/2016,361,329,30,2,0,0,0,0,0,179,0
MS,Bolivar,12/31/2016,244,222,22,0,0,0,0,0,0,244,0
MS,DeSoto,12/31/2016,325,259,65,1,0,0,0,0,0,132,0
MS,Forrest,12/31/2016,336,289,47,0,0,0,0,0,0,0,0
MS,Grenada,12/31/2016,109,99,10,0,0,0,0,0,0,0,0
MS,Hancock,12/31/2016,277,252,25,0,0,0,0,0,0,205,0
MS,Harrison,12/31/2016,359,315,44,0,0,0,0,0,0,190,0
MS,Hinds,12/31/2016,366,251,115,0,0,0,0,0,0,148,0
MS,Jackson,12/31/2016,363,326,37,0,0,0,0,0,58,226,23
MS,Lauderdale,12/31/2016,212,203,9,0,0,0,0,0,0,212,0
MS,Lee,12/31/2016,238,224,14,0,0,0,0,0,0,238,0
MS,Yalobusha,12/31/2016,360,353,7,0,0,0,0,0,0,360,0
MO,Andrew,12/31/2016,214,188,26,0,0,0,0,0,0,214,0
MO,Boone,12/31/2016,214,198,16,0,0,0,0,0,0,214,0
MO,Buchanan,12/31/2016,363,307,56,0,0,0,0,0,0,0,0
MO,Callaway,12/31/2016,214,200,13,1,0,0,0,0,0,214,0
MO,Cass,12/31/2016,364,330,34,0,0,0,0,0,0,184,0
MO,Cedar,12/31/2016,354,319,35,0,0,0,0,0,0,181,0
MO,Clay,12/31/2016,361,305,53,3,0,0,0,0,0,202,0
MO,Clinton,12/31/2016,214,176,35,3,0,0,0,0,0,214,0
MO,Franklin,12/31/2016,254,253,1,0,0,0,0,0,0,0,254
MO,Greene,12/31/2016,366,313,53,0,0,0,0,0,0,183,0
MO,Iron,12/31/2016,366,359,7,0,0,0,0,0,0,0,366
MO,Jackson,12/31/2016,366,291,74,1,0,0,0,0,90,0,1
MO,Jasper,12/31/2016,361,319,41,1,0,0,0,0,0,191,0
MO,Jefferson,12/31/2016,366,281,83,2,0,0,0,0,0,163,8
MO,Lincoln,12/31/2016,214,182,31,1,0,0,0,0,0,214,0
MO,Monroe,12/31/2016,366,353,13,0,0,0,0,0,0,363,0
MO,Perry,12/31/2016,214,173,40,1,0,0,0,0,0,214,0
MO,Saint Charles,12/31/2016,364,304,48,11,1,0,0,0,0,213,151
MO,Saint Louis,12/31/2016,366,270,89,7,0,0,0,0,38,165,0
MO,Sainte Genevieve,12/31/2016,214,185,27,2,0,0,0,0,0,214,0
MO,St. Louis City,12/31/2016,366,236,127,2,1,0,0,0,24,135,0
MO,Stoddard,12/31/2016,121,109,12,0,0,0,0,0,0,0,0
MO,Taney,12/31/2016,264,253,11,0,0,0,0,0,0,200,0
MT,Cascade,12/31/2016,356,343,13,0,0,0,0,0,0,0,0
MT,Fergus,12/31/2016,366,356,10,0,0,0,0,0,0,342,0
MT,Flathead,12/31/2016,366,326,40,0,0,0,0,0,0,238,0
MT,Gallatin,12/31/2016,366,317,38,7,3,0,1,3,10,0,0
MT,Lake,12/31/2016,120,117,2,1,0,0,0,0,0,0,0
MT,Lewis and Clark,12/31/2016,366,316,43,7,0,0,0,0,0,277,0
MT,Lincoln,12/31/2016,366,265,101,0,0,0,0,0,0,0,0
MT,Missoula,12/31/2016,366,166,175,25,0,0,0,0,0,50,0
MT,Phillips,12/31/2016,366,353,13,0,0,0,0,0,0,319,0
MT,Powder River,12/31/2016,366,322,44,0,0,0,0,0,0,272,0
MT,Powell,12/31/2016,119,118,1,0,0,0,0,0,0,0,0
MT,Ravalli,12/31/2016,351,278,62,9,2,0,0,0,0,0,0
MT,Richland,12/31/2016,366,348,18,0,0,0,0,0,1,305,3
MT,Roosevelt,12/31/2016,104,101,3,0,0,0,0,0,0,0,0
MT,Rosebud,12/31/2016,366,323,41,2,0,0,0,0,15,294,1
MT,Sanders,12/31/2016,335,324,11,0,0,0,0,0,0,0,0
MT,Sheridan,12/31/2016,117,113,4,0,0,0,0,0,0,0,0
MT,Silver Bow,12/31/2016,366,310,56,0,0,0,0,0,0,0,0
MT,Yellowstone,12/31/2016,363,347,15,1,0,0,0,0,0,0,48
NE,Cass,12/31/2016,352,322,30,0,0,0,0,0,0,0,0
NE,Dawson,12/31/2016,12,12,0,0,0,0,0,0,0,0,0
NE,Douglas,12/31/2016,366,279,83,4,0,0,0,0,0,192,16
NE,Hall,12/31/2016,113,110,3,0,0,0,0,0,0,0,0
NE,Knox,12/31/2016,350,323,26,1,0,0,0,0,0,350,0
NE,Lancaster,12/31/2016,267,245,22,0,0,0,0,0,0,198,7
NE,Sarpy,12/31/2016,357,315,40,2,0,0,0,0,0,0,0
NE,Scotts Bluff,12/31/2016,87,83,4,0,0,0,0,0,0,0,0
NE,Thomas,12/31/2016,113,113,0,0,0,0,0,0,0,0,0
NE,Washington,12/31/2016,117,111,6,0,0,0,0,0,0,0,0
NV,Carson City,12/31/2016,366,303,63,0,0,0,0,0,0,327,0
NV,Churchill,12/31/2016,351,284,66,1,0,0,0,0,0,351,0
NV,Clark,12/31/2016,366,125,215,25,0,1,0,0,27,219,0
NV,Douglas,12/31/2016,336,300,35,1,0,0,0,0,0,0,0
NV,Elko,12/31/2016,345,340,4,1,0,0,0,0,0,0,0
NV,Lyon,12/31/2016,352,282,69,1,0,0,0,0,0,352,0
NV,Nye,12/31/2016,366,349,15,1,0,0,1,0,0,0,0
NV,Washoe,12/31/2016,366,234,125,7,0,0,0,0,16,280,0
NV,White Pine,12/31/2016,361,300,61,0,0,0,0,0,0,358,0
NH,Belknap,12/31/2016,257,241,16,0,0,0,0,0,0,180,0
NH,Cheshire,12/31/2016,366,317,48,1,0,0,0,0,0,287,0
NH,Coos,12/31/2016,365,303,58,4,0,0,0,0,0,365,0
NH,Grafton,12/31/2016,366,347,19,0,0,0,0,0,0,294,0
NH,Hillsborough,12/31/2016,366,333,30,3,0,0,0,0,0,355,0
NH,Merrimack,12/31/2016,366,352,14,0,0,0,0,0,0,357,9
NH,Rockingham,12/31/2016,366,320,44,2,0,0,0,0,0,309,0
NJ,Atlantic,12/31/2016,366,316,49,1,0,0,0,0,0,287,2
NJ,Bergen,12/31/2016,366,251,105,9,1,0,0,0,93,142,0
NJ,Camden,12/31/2016,366,221,134,11,0,0,0,2,16,183,2
NJ,Cumberland,12/31/2016,366,301,64,1,0,0,0,0,4,244,0
NJ,Essex,12/31/2016,366,274,89,3,0,0,0,0,81,150,0
NJ,Gloucester,12/31/2016,266,203,56,7,0,0,0,0,0,214,0
NJ,Hudson,12/31/2016,366,260,104,2,0,0,0,0,73,138,0
NJ,Hunterdon,12/31/2016,355,270,78,6,1,0,0,0,0,279,0
NJ,Mercer,12/31/2016,366,256,97,12,1,0,0,0,0,233,0
NJ,Middlesex,12/31/2016,366,273,81,11,1,0,0,0,17,232,0
NJ,Monmouth,12/31/2016,236,204,29,3,0,0,0,0,0,236,0
NJ,Morris,12/31/2016,364,322,39,2,1,0,0,0,18,324,0
NJ,Ocean,12/31/2016,362,298,58,5,1,0,0,0,0,202,0
NJ,Passaic,12/31/2016,270,220,45,5,0,0,0,0,0,222,0
NJ,Union,12/31/2016,366,243,123,0,0,0,0,0,88,0,0
NJ,Warren,12/31/2016,366,277,86,3,0,0,0,0,30,151,0
NM,Bernalillo,12/31/2016,366,193,170,3,0,0,0,0,3,235,0
NM,Catron,12/31/2016,108,105,3,0,0,0,0,0,0,0,0
NM,Chaves,12/31/2016,117,116,1,0,0,0,0,0,0,0,0
NM,Dona Ana,12/31/2016,366,154,197,12,2,0,1,0,1,221,0
NM,Eddy,12/31/2016,362,292,70,0,0,0,0,0,2,360,0
NM,Lea,12/31/2016,364,312,52,0,0,0,0,0,4,349,0
NM,Lincoln,12/31/2016,113,111,2,0,0,0,0,0,0,0,0
NM,Los Alamos,12/31/2016,119,119,0,0,0,0,0,0,0,0,0
NM,Luna,12/31/2016,360,338,19,1,2,0,0,0,0,0,0
NM,Rio Arriba,12/31/2016,362,304,58,0,0,0,0,0,0,359,0
NM,San Juan,12/31/2016,366,273,91,2,0,0,0,0,10,355,0
NM,Sandoval,12/31/2016,361,292,69,0,0,0,0,0,0,361,0
NM,Santa Fe,12/31/2016,366,301,65,0,0,0,0,0,0,363,0
NM,Socorro,12/31/2016,102,101,1,0,0,0,0,0,0,0,0
NM,Taos,12/31/2016,362,360,2,0,0,0,0,0,0,0,0
NM,Valencia,12/31/2016,362,280,82,0,0,0,0,0,0,362,0
NY,Albany,12/31/2016,366,313,51,2,0,0,0,0,0,274,0
NY,Bronx,12/31/2016,366,281,81,4,0,0,0,0,82,174,0
NY,Chautauqua,12/31/2016,366,324,39,3,0,0,0,0,0,352,3
NY,Dutchess,12/31/2016,362,333,24,5,0,0,0,0,0,353,9
NY,Erie,12/31/2016,366,281,79,6,0,0,0,0,27,193,3
NY,Essex,12/31/2016,366,333,31,2,0,0,0,0,0,365,0
NY,Franklin,12/31/2016,366,365,1,0,0,0,0,0,142,198,26
NY,Hamilton,12/31/2016,343,328,13,2,0,0,0,0,0,324,19
NY,Herkimer,12/31/2016,353,343,6,4,0,0,0,0,0,347,6
NY,Jefferson,12/31/2016,332,307,23,2,0,0,0,0,0,332,0
NY,Kings,12/31/2016,366,325,41,0,0,0,0,0,0,0,0
NY,Monroe,12/31/2016,366,313,51,2,0,0,0,0,7,224,4
NY,Nassau,12/31/2016,366,337,29,0,0,0,0,0,0,0,15
NY,New York,12/31/2016,366,247,115,4,0,0,0,0,0,161,0
NY,Niagara,12/31/2016,220,197,20,3,0,0,0,0,0,220,0
NY,Oneida,12/31/2016,362,342,20,0,0,0,0,0,0,0,0
NY,Onondaga,12/31/2016,366,339,25,2,0,0,0,0,0,320,0
NY,Orange,12/31/2016,366,329,36,1,0,0,0,0,0,276,0
NY,Oswego,12/31/2016,283,261,21,1,0,0,0,0,0,283,0
NY,Putnam,12/31/2016,361,322,34,4,1,0,0,0,0,356,5
NY,Queens,12/31/2016,366,286,74,6,0,0,0,0,69,198,0
NY,Richmond,12/31/2016,366,278,78,9,1,0,0,0,0,222,0
NY,Rockland,12/31/2016,363,303,56,4,0,0,0,0,0,299,0
NY,Saratoga,12/31/2016,350,328,19,3,0,0,0,0,0,350,0
NY,Steuben,12/31/2016,363,335,26,2,0,0,0,3,0,307,1
NY,Suffolk,12/31/2016,366,298,60,8,0,0,0,0,0,282,0
NY,Tompkins,12/31/2016,361,331,28,2,0,0,0,0,0,361,0
NY,Wayne,12/31/2016,351,321,28,2,0,0,0,0,0,351,0
NY,Westchester,12/31/2016,366,300,60,6,0,0,0,0,0,283,0
NC,Alexander,12/31/2016,278,246,32,0,0,0,0,0,0,212,0
NC,Avery,12/31/2016,358,316,38,4,0,0,0,0,0,346,0
NC,Beaufort,12/31/2016,344,343,1,0,0,0,0,0,0,0,344
NC,Brunswick,12/31/2016,74,64,8,2,0,0,0,0,0,0,74
NC,Buncombe,12/31/2016,366,300,58,4,4,0,0,0,0,167,0
NC,Caldwell,12/31/2016,264,230,34,0,0,0,0,0,0,214,50
NC,Carteret,12/31/2016,327,308,19,0,0,0,0,0,0,327,0
NC,Caswell,12/31/2016,329,303,26,0,0,0,0,0,0,207,0
NC,Catawba,12/31/2016,358,276,79,1,2,0,0,0,0,0,0
NC,Cumberland,12/31/2016,366,286,80,0,0,0,0,0,0,172,8
NC,Davidson,12/31/2016,362,279,83,0,0,0,0,0,0,0,0
NC,Durham,12/31/2016,366,272,93,1,0,0,0,0,0,158,0
NC,Edgecombe,12/31/2016,356,305,51,0,0,0,0,0,0,180,0
NC,Forsyth,12/31/2016,366,269,94,3,0,0,0,0,19,192,0
NC,Graham,12/31/2016,213,162,50,1,0,0,0,0,0,213,0
NC,Granville,12/31/2016,213,179,34,0,0,0,0,0,0,213,0
NC,Guilford,12/31/2016,366,272,90,4,0,0,0,0,0,175,0
NC,Haywood,12/31/2016,265,207,54,4,0,0,0,0,0,213,0
NC,Hyde,12/31/2016,108,105,3,0,0,0,0,0,0,0,0
NC,Jackson,12/31/2016,271,179,83,7,2,0,0,0,0,210,0
NC,Johnston,12/31/2016,304,238,65,1,0,0,0,0,0,174,0
NC,Lee,12/31/2016,363,279,84,0,0,0,0,0,0,197,0
NC,Lenoir,12/31/2016,193,171,22,0,0,0,0,0,0,193,0
NC,Lincoln,12/31/2016,211,173,36,1,1,0,0,0,0,211,0
NC,Macon,12/31/2016,345,321,23,1,0,0,0,0,0,345,0
NC,Martin,12/31/2016,277,264,13,0,0,0,0,0,0,197,64
NC,Mecklenburg,12/31/2016,366,244,115,6,1,0,0,0,9,242,0
NC,Mitchell,12/31/2016,232,207,21,1,3,0,0,0,0,0,0
NC,Montgomery,12/31/2016,365,324,41,0,0,0,0,0,0,273,0
NC,New Hanover,12/31/2016,361,331,30,0,0,0,0,0,0,178,16
NC,Person,12/31/2016,214,192,21,1,0,0,0,0,0,214,0
NC,Pitt,12/31/2016,288,242,46,0,0,0,0,0,0,162,0
NC,Rockingham,12/31/2016,212,183,28,1,0,0,0,0,0,212,0
NC,Rowan,12/31/2016,360,313,47,0,0,0,0,0,0,360,0
NC,Swain,12/31/2016,365,280,73,8,4,0,0,0,0,180,0
NC,Union,12/31/2016,209,165,41,3,0,0,0,0,0,209,0
NC,Wake,12/31/2016,366,238,125,3,0,0,0,0,2,179,0
NC,Yancey,12/31/2016,204,145,55,4,0,0,0,0,0,204,0
ND,Billings,12/31/2016,366,356,10,0,0,0,0,0,0,350,1
ND,Burke,12/31/2016,365,356,9,0,0,0,0,0,0,324,3
ND,Burleigh,12/31/2016,337,329,7,1,0,0,0,0,12,241,0
ND,Cass,12/31/2016,366,324,42,0,0,0,0,0,1,212,0
ND,Dunn,12/31/2016,366,356,10,0,0,0,0,0,0,309,0
ND,McKenzie,12/31/2016,366,359,7,0,0,0,0,0,1,344,0
ND,Mercer,12/31/2016,366,356,9,1,0,0,0,0,5,330,11
ND,Oliver,12/31/2016,366,357,9,0,0,0,0,0,1,336,1
ND,Stutsman,12/31/2016,366,357,9,0,0,0,0,0,0,0,34
ND,Williams,12/31/2016,366,346,18,2,0,0,0,0,0,288,25
OH,Adams,12/31/2016,366,358,8,0,0,0,0,0,0,0,6
OH,Allen,12/31/2016,366,316,47,3,0,0,0,0,0,206,0
OH,Ashtabula,12/31/2016,366,324,36,6,0,0,0,0,0,213,153
OH,Athens,12/31/2016,60,58,2,0,0,0,0,0,0,0,0
OH,Belmont,12/31/2016,366,345,21,0,0,0,0,1,259,0,1
OH,Butler,12/31/2016,366,259,96,11,0,0,0,0,0,287,12
OH,Clark,12/31/2016,366,270,90,6,0,0,0,0,0,178,3
OH,Clermont,12/31/2016,366,242,119,5,0,0,0,0,0,149,0
OH,Clinton,12/31/2016,211,154,53,4,0,0,0,0,0,211,0
OH,Columbiana,12/31/2016,365,364,1,0,0,0,0,0,0,0,305
OH,Cuyahoga,12/31/2016,366,207,148,6,5,0,0,0,16,138,32
OH,Delaware,12/31/2016,212,179,32,1,0,0,0,0,0,212,0
OH,Fayette,12/31/2016,353,310,42,1,0,0,0,0,0,353,0
OH,Franklin,12/31/2016,366,274,83,9,0,0,0,0,42,184,0
OH,Geauga,12/31/2016,214,155,49,10,0,0,0,0,0,214,0
OH,Greene,12/31/2016,366,285,80,1,0,0,0,0,0,189,0
OH,Hamilton,12/31/2016,366,199,155,12,0,0,0,0,34,147,0
OH,Jefferson,12/31/2016,366,194,168,4,0,0,0,0,0,106,8
OH,Knox,12/31/2016,213,175,38,0,0,0,0,0,0,213,0
OH,Lake,12/31/2016,366,275,78,13,0,0,0,1,0,175,11
OH,Lawrence,12/31/2016,366,288,75,3,0,0,0,0,0,152,0
OH,Licking,12/31/2016,214,172,39,3,0,0,0,0,0,214,0
OH,Lorain,12/31/2016,365,316,47,2,0,0,0,0,0,207,0
OH,Lucas,12/31/2016,366,288,74,4,0,0,0,0,0,183,32
OH,Madison,12/31/2016,213,161,50,2,0,0,0,0,0,213,0
OH,Mahoning,12/31/2016,366,311,55,0,0,0,0,0,0,70,0
OH,Medina,12/31/2016,362,285,76,1,0,0,0,0,0,184,0
OH,Meigs,12/31/2016,187,185,2,0,0,0,0,0,0,0,187
OH,Miami,12/31/2016,213,164,46,3,0,0,0,0,0,213,0
OH,Montgomery,12/31/2016,366,276,84,6,0,0,0,0,0,183,0
OH,Morgan,12/31/2016,363,363,0,0,0,0,0,0,0,0,363
OH,Noble,12/31/2016,348,307,39,2,0,0,0,0,0,324,0
OH,Portage,12/31/2016,247,223,24,0,0,0,0,0,0,204,0
OH,Preble,12/31/2016,366,295,70,1,0,0,0,0,0,266,2
OH,Scioto,12/31/2016,366,355,10,1,0,0,0,0,0,0,38
OH,Stark,12/31/2016,366,267,93,6,0,0,0,2,0,179,0
OH,Summit,12/31/2016,366,260,105,1,0,0,0,0,0,105,0
OH,Trumbull,12/31/2016,366,300,61,5,0,0,0,0,0,189,0
OH,Warren,12/31/2016,360,238,113,9,0,0,0,0,0,176,0
OH,Washington,12/31/2016,214,189,25,0,0,0,0,0,0,214,0
OH,Wood,12/31/2016,214,170,41,3,0,0,0,0,0,214,0
OK,Adair,12/31/2016,366,316,50,0,0,0,0,0,0,267,0
OK,Caddo,12/31/2016,137,134,3,0,0,0,0,0,0,137,0
OK,Canadian,12/31/2016,358,333,25,0,0,0,0,0,51,307,0
OK,Carter,12/31/2016,298,249,46,3,0,0,0,0,0,255,0
OK,Cherokee,12/31/2016,269,250,19,0,0,0,0,0,0,269,0
OK,Cleveland,12/31/2016,365,312,52,1,0,0,0,0,0,269,0
OK,Comanche,12/31/2016,366,320,46,0,0,0,0,0,0,284,0
OK,Cotton,12/31/2016,265,238,27,0,0,0,0,0,0,265,0
OK,Creek,12/31/2016,334,301,33,0,0,0,0,0,0,334,0
OK,Custer,12/31/2016,360,357,3,0,0,0,0,0,0,0,0
OK,Dewey,12/31/2016,361,319,42,0,0,0,0,0,0,290,0
OK,Grady,12/31/2016,286,286,0,0,0,0,0,0,286,0,0
OK,Johnston,12/31/2016,218,199,18,1,0,0,0,0,0,218,0
OK,Kay,12/31/2016,361,252,106,3,0,0,0,0,0,136,5
OK,Lincoln,12/31/2016,365,329,35,1,0,0,0,0,0,288,0
OK,Mayes,12/31/2016,294,264,30,0,0,0,0,0,0,294,0
OK,McClain,12/31/2016,362,335,27,0,0,0,0,0,0,362,0
OK,Muskogee,12/31/2016,364,350,13,1,0,0,0,0,0,0,70
OK,Oklahoma,12/31/2016,366,275,90,1,0,0,0,0,28,242,0
OK,Osage,12/31/2016,198,173,25,0,0,0,0,0,0,198,0
OK,Ottawa,12/31/2016,366,296,70,0,0,0,0,0,0,152,0
OK,Pittsburg,12/31/2016,366,307,59,0,0,0,0,0,0,249,0
OK,Sequoyah,12/31/2016,361,331,30,0,0,0,0,0,58,233,0
OK,Tulsa,12/31/2016,366,239,124,2,1,0,0,0,1,201,0
OK,Washington,12/31/2016,274,215,59,0,0,0,0,0,0,184,0
OR,Baker,12/31/2016,362,336,26,0,0,0,0,0,0,0,0
OR,Benton,12/31/2016,194,185,9,0,0,0,0,0,0,0,0
OR,Clackamas,12/31/2016,215,202,12,1,0,0,0,0,0,153,0
