data_state,county,data_year,days_with_aqi,good_days,moderate_days,unhealthy_sensitive_days,unhealthy_days,very_unhealthy_days,hazardous_days,max_aqi,ninetieth_percentile_aqi,median_aqi,days_co,days_no2,days_ozone,days_so2,days_pm2,days_pm10
Texas,Nueces,12/31/2020,182,126,54,0,2,0,0,159,67,43,0,0,99,0,83,0
Texas,Orange,12/31/2020,182,145,35,2,0,0,0,103,61,41,0,0,113,11,58,0
Texas,Parker,12/31/2020,210,189,21,0,0,0,0,97,51,36,0,0,210,0,0,0
Texas,Polk,12/31/2020,238,229,9,0,0,0,0,71,44,31,0,0,238,0,0,0
Texas,Potter,12/31/2020,213,186,20,7,0,0,0,138,58,20,0,0,0,61,152,0
Texas,Randall,12/31/2020,244,178,66,0,0,0,0,90,64,45,0,0,244,0,0,0
Texas,Robertson,12/31/2020,144,144,0,0,0,0,0,20,1,0,0,0,0,144,0,0
Texas,Rockwall,12/31/2020,213,198,15,0,0,0,0,97,46,34,0,0,213,0,0,0
Texas,Rusk,12/31/2020,180,164,13,3,0,0,0,114,49,4,0,0,0,180,0,0
Texas,Smith,12/31/2020,182,172,10,0,0,0,0,84,48,36,0,2,180,0,0,0
Texas,Tarrant,12/31/2020,214,134,73,6,1,0,0,151,77,45,1,7,113,0,93,0
Texas,Titus,12/31/2020,174,174,0,0,0,0,0,19,9,0,0,0,0,174,0,0
Texas,Travis,12/31/2020,183,135,47,0,1,0,0,153,59,44,1,3,85,0,94,0
Texas,Victoria,12/31/2020,146,132,14,0,0,0,0,100,49,35,0,0,146,0,0,0
Texas,Webb,12/31/2020,183,128,52,2,1,0,0,160,67,42,1,0,91,0,91,0
Texas,Wilson,12/31/2020,182,182,0,0,0,0,0,34,18,7,0,182,0,0,0,0
Utah,Box Elder,12/31/2020,175,167,8,0,0,0,0,71,48,41,0,3,172,0,0,0
Utah,Cache,12/31/2020,305,212,85,4,4,0,0,159,71,44,0,0,199,0,91,15
Utah,Carbon,12/31/2020,289,247,42,0,0,0,0,93,54,44,0,2,287,0,0,0
Utah,Davis,12/31/2020,305,203,89,12,1,0,0,155,77,44,0,28,209,0,68,0
Utah,Duchesne,12/31/2020,305,221,79,5,0,0,0,125,65,46,0,0,255,0,50,0
Utah,Garfield,12/31/2020,303,271,32,0,0,0,0,74,51,43,0,0,303,0,0,0
Utah,Iron,12/31/2020,305,272,33,0,0,0,0,86,51,41,0,11,269,0,25,0
Utah,Salt Lake,12/31/2020,306,159,128,17,2,0,0,194,88,50,1,34,186,1,81,3
Utah,San Juan,12/31/2020,230,190,38,2,0,0,0,108,58,44,0,0,230,0,0,0
Utah,Tooele,12/31/2020,305,231,69,4,1,0,0,159,67,43,0,2,247,0,56,0
Utah,Uintah,12/31/2020,305,213,89,2,0,0,1,343,67,46,0,0,268,0,37,0
Utah,Utah,12/31/2020,306,195,106,5,0,0,0,150,80,46,1,3,237,0,64,1
Utah,Washington,12/31/2020,305,234,68,3,0,0,0,112,64,44,0,1,278,0,26,0
Utah,Wayne,12/31/2020,20,20,0,0,0,0,0,10,9,4,0,0,0,0,20,0
Utah,Weber,12/31/2020,306,208,92,6,0,0,0,140,72,45,1,21,229,0,51,4
Vermont,Bennington,12/31/2020,182,174,8,0,0,0,0,66,46,39,0,0,164,0,18,0
Vermont,Chittenden,12/31/2020,183,166,17,0,0,0,0,98,49,40,1,0,144,0,38,0
Vermont,Rutland,12/31/2020,183,163,20,0,0,0,0,81,51,39,1,0,137,0,45,0
Vermont,Windham,12/31/2020,19,19,0,0,0,0,0,18,14,7,0,0,0,0,19,0
Virgin Islands,St Croix,12/31/2020,28,26,2,0,0,0,0,82,47,18,0,0,0,0,28,0
Virgin Islands,St John,12/31/2020,20,20,0,0,0,0,0,41,40,15,0,0,0,0,20,0
Virginia,Albemarle,12/31/2020,269,261,8,0,0,0,0,63,46,35,0,0,197,0,72,0
Virginia,Alexandria City,12/31/2020,78,78,0,0,0,0,0,8,7,4,0,0,0,0,0,78
Virginia,Arlington,12/31/2020,193,187,6,0,0,0,0,61,44,34,2,26,148,0,17,0
Virginia,Botetourt,12/31/2020,182,179,3,0,0,0,0,69,20,3,0,0,0,182,0,0
Virginia,Bristol City,12/31/2020,66,64,2,0,0,0,0,55,40,23,0,0,0,0,66,0
Virginia,Caroline,12/31/2020,122,121,1,0,0,0,0,54,45,38,0,0,122,0,0,0
Virginia,Carroll,12/31/2020,42,42,0,0,0,0,0,15,13,8,0,0,0,0,0,42
Virginia,Charles,12/31/2020,272,270,2,0,0,0,0,67,44,32,0,47,202,0,23,0
Virginia,Chesterfield,12/31/2020,228,226,2,0,0,0,0,61,45,34,0,0,200,0,28,0
Virginia,Covington City,12/31/2020,91,90,1,0,0,0,0,84,33,10,0,0,0,91,0,0
Virginia,Fairfax,12/31/2020,201,181,20,0,0,0,0,66,50,38,1,13,105,0,71,11
Virginia,Fauquier,12/31/2020,121,121,0,0,0,0,0,46,44,36,0,0,121,0,0,0
Virginia,Frederick,12/31/2020,232,225,7,0,0,0,0,60,44,35,0,0,191,0,41,0
Virginia,Giles,12/31/2020,201,153,41,4,3,0,0,200,70,42,0,0,130,71,0,0
Virginia,Hampton City,12/31/2020,186,182,4,0,0,0,0,64,44,35,5,4,106,0,68,3
Virginia,Hanover,12/31/2020,214,212,2,0,0,0,0,64,45,35,0,0,214,0,0,0
Virginia,Henrico,12/31/2020,276,264,12,0,0,0,0,71,46,36,2,0,219,0,54,1
Virginia,Hopewell City,12/31/2020,41,41,0,0,0,0,0,18,15,8,0,0,0,0,0,41
Virginia,Loudoun,12/31/2020,192,189,3,0,0,0,0,72,44,35,0,13,163,0,16,0
Virginia,Lynchburg City,12/31/2020,65,64,1,0,0,0,0,54,36,21,0,0,0,0,65,0
Virginia,Madison,12/31/2020,238,236,2,0,0,0,0,54,46,39,0,0,235,0,3,0
Virginia,Norfolk City,12/31/2020,203,202,1,0,0,0,0,52,31,16,8,131,0,0,54,10
Virginia,Prince Edward,12/31/2020,241,241,0,0,0,0,0,49,44,33,0,0,241,0,0,0
Virginia,Prince William,12/31/2020,182,180,2,0,0,0,0,58,44,35,0,1,181,0,0,0
Virginia,Richmond City,12/31/2020,273,268,5,0,0,0,0,71,37,24,2,166,0,0,105,0
Virginia,Roanoke,12/31/2020,275,260,15,0,0,0,0,65,46,35,2,7,188,0,78,0
Virginia,Rockbridge,12/31/2020,233,233,0,0,0,0,0,49,42,31,0,0,213,0,20,0
Virginia,Rockingham,12/31/2020,272,269,3,0,0,0,0,61,44,33,0,50,200,0,22,0
Virginia,Salem City,12/31/2020,63,61,2,0,0,0,0,66,40,22,0,0,0,0,63,0
Virginia,Stafford,12/31/2020,193,192,1,0,0,0,0,54,44,34,0,0,177,0,0,16
Virginia,Suffolk City,12/31/2020,121,120,1,0,0,0,0,51,45,39,0,0,121,0,0,0
Virginia,Virginia Beach City,12/31/2020,67,65,2,0,0,0,0,57,38,23,0,0,0,0,67,0
Virginia,Winchester City,12/31/2020,43,43,0,0,0,0,0,18,14,8,0,0,0,0,0,43
Virginia,Wythe,12/31/2020,204,202,2,0,0,0,0,61,45,35,0,0,204,0,0,0
Washington,Adams,12/31/2020,242,242,0,0,0,0,0,40,25,12,0,0,0,0,242,0
Washington,Asotin,12/31/2020,244,211,32,1,0,0,0,112,53,27,0,0,0,0,244,0
Washington,Benton,12/31/2020,243,228,15,0,0,0,0,90,47,31,0,0,106,0,95,42
Washington,Chelan,12/31/2020,244,239,5,0,0,0,0,55,33,17,0,0,0,0,244,0
Washington,Clallam,12/31/2020,244,241,3,0,0,0,0,59,43,31,0,0,182,0,62,0
Washington,Clark,12/31/2020,244,230,14,0,0,0,0,64,43,23,0,0,54,0,190,0
Washington,Columbia,12/31/2020,243,243,0,0,0,0,0,50,30,14,0,0,0,0,243,0
Washington,Cowlitz,12/31/2020,244,243,1,0,0,0,0,53,26,14,0,0,0,0,244,0
Washington,Franklin,12/31/2020,225,224,1,0,0,0,0,54,26,12,0,0,0,0,225,0
Washington,Garfield,12/31/2020,244,242,2,0,0,0,0,53,29,13,0,0,0,0,244,0
Washington,Grant,12/31/2020,244,243,1,0,0,0,0,53,28,14,0,0,0,0,244,0
Washington,Grays Harbor,12/31/2020,244,242,2,0,0,0,0,83,28,17,0,0,0,0,244,0
Washington,Jefferson,12/31/2020,218,218,0,0,0,0,0,38,25,17,0,0,0,0,218,0
Washington,King,12/31/2020,245,222,21,1,1,0,0,154,50,35,1,40,130,0,74,0
Washington,Kitsap,12/31/2020,239,236,3,0,0,0,0,71,28,16,0,0,0,0,239,0
Washington,Kittitas,12/31/2020,243,233,10,0,0,0,0,64,34,15,0,0,0,0,243,0
Washington,Klickitat,12/31/2020,244,242,2,0,0,0,0,59,25,16,0,0,0,0,244,0
Washington,Lewis,12/31/2020,243,243,0,0,0,0,0,38,28,17,0,0,0,0,243,0
Washington,Mason,12/31/2020,235,235,0,0,0,0,0,41,29,15,0,0,0,0,235,0
Washington,Okanogan,12/31/2020,244,195,49,0,0,0,0,76,57,26,0,0,0,0,244,0
Washington,Pierce,12/31/2020,244,218,25,1,0,0,0,103,51,40,0,9,189,0,46,0
Washington,Skagit,12/31/2020,187,187,0,0,0,0,0,44,38,19,0,0,71,0,116,0
Washington,Snohomish,12/31/2020,244,215,29,0,0,0,0,99,54,28,0,0,0,0,244,0
Washington,Spokane,12/31/2020,244,237,7,0,0,0,0,64,45,32,0,0,107,0,112,25
Washington,Stevens,12/31/2020,244,199,45,0,0,0,0,87,56,28,0,0,0,0,213,31
Washington,Thurston,12/31/2020,244,238,6,0,0,0,0,67,40,23,0,0,109,0,135,0
Washington,Walla Walla,12/31/2020,244,235,9,0,0,0,0,70,38,19,0,0,0,0,66,178
Washington,Whatcom,12/31/2020,244,204,34,3,3,0,0,182,62,34,0,0,109,103,32,0
Washington,Whitman,12/31/2020,244,241,3,0,0,0,0,62,28,13,0,0,0,0,244,0
Washington,Yakima,12/31/2020,244,209,35,0,0,0,0,90,54,27,0,0,0,0,243,1
West Virginia,Berkeley,12/31/2020,231,220,11,0,0,0,0,76,48,38,0,0,201,0,30,0
West Virginia,Brooke,12/31/2020,274,249,25,0,0,0,0,94,48,20,0,0,0,100,87,87
West Virginia,Cabell,12/31/2020,234,223,11,0,0,0,0,100,48,37,0,0,198,0,36,0
West Virginia,Gilmer,12/31/2020,242,242,0,0,0,0,0,49,43,32,0,0,242,0,0,0
West Virginia,Greenbrier,12/31/2020,203,201,2,0,0,0,0,54,45,34,0,0,203,0,0,0
West Virginia,Hancock,12/31/2020,274,246,27,1,0,0,0,133,51,36,0,0,185,61,27,1
West Virginia,Harrison,12/31/2020,90,84,6,0,0,0,0,78,46,26,0,0,0,0,90,0
West Virginia,Kanawha,12/31/2020,275,257,18,0,0,0,0,84,48,37,1,0,210,0,64,0
West Virginia,Marion,12/31/2020,58,54,4,0,0,0,0,67,50,28,0,0,0,0,58,0
West Virginia,Marshall,12/31/2020,262,254,8,0,0,0,0,61,36,6,0,0,0,175,87,0
West Virginia,Mason,12/31/2020,270,259,9,2,0,0,0,113,30,1,0,0,0,270,0,0
West Virginia,Mineral,12/31/2020,134,134,0,0,0,0,0,3,1,1,0,0,0,134,0,0
West Virginia,Monongalia,12/31/2020,270,256,14,0,0,0,0,90,48,37,0,0,196,47,27,0
West Virginia,Ohio,12/31/2020,223,196,26,1,0,0,0,101,51,40,0,0,193,0,30,0
West Virginia,Tucker,12/31/2020,237,235,2,0,0,0,0,51,46,37,0,0,236,0,1,0
West Virginia,Wood,12/31/2020,274,258,16,0,0,0,0,80,46,35,0,0,199,42,33,0
Wisconsin,Ashland,12/31/2020,182,176,6,0,0,0,0,71,44,35,0,0,165,0,17,0
Wisconsin,Brown,12/31/2020,182,152,29,1,0,0,0,119,57,37,0,0,84,0,98,0
Wisconsin,Columbia,12/31/2020,93,82,7,4,0,0,0,115,58,41,0,0,93,0,0,0
Wisconsin,Dane,12/31/2020,182,141,40,1,0,0,0,112,59,41,0,0,71,0,111,0
Wisconsin,Dodge,12/31/2020,194,156,36,2,0,0,0,136,58,40,1,0,125,0,57,11
Wisconsin,Door,12/31/2020,100,87,10,3,0,0,0,150,54,39,0,0,100,0,0,0
Wisconsin,Eau Claire,12/31/2020,182,160,22,0,0,0,0,93,52,39,0,0,84,0,98,0
Wisconsin,Fond du Lac,12/31/2020,95,86,7,2,0,0,0,115,49,38,0,0,95,0,0,0
Wisconsin,Forest,12/31/2020,182,169,13,0,0,0,0,93,47,38,0,0,155,0,27,0
Wisconsin,Grant,12/31/2020,177,147,30,0,0,0,0,81,55,31,0,0,0,0,177,0
Wisconsin,Jefferson,12/31/2020,100,87,9,4,0,0,0,136,58,41,0,0,100,0,0,0
Wisconsin,Kenosha,12/31/2020,182,145,33,3,1,0,0,197,64,41,0,0,107,0,75,0
Wisconsin,Kewaunee,12/31/2020,100,93,7,0,0,0,0,97,47,37,0,0,100,0,0,0
Wisconsin,La Crosse,12/31/2020,180,152,28,0,0,0,0,93,55,38,0,0,86,0,94,0
Wisconsin,Manitowoc,12/31/2020,85,71,11,3,0,0,0,136,64,39,0,1,84,0,0,0
Wisconsin,Marathon,12/31/2020,92,86,6,0,0,0,0,74,49,40,0,0,92,0,0,0
Wisconsin,Milwaukee,12/31/2020,183,133,47,2,1,0,0,169,65,40,1,10,101,0,71,0
Wisconsin,Monroe,12/31/2020,18,16,2,0,0,0,0,53,53,17,0,0,0,0,18,0
Wisconsin,Oneida,12/31/2020,182,179,3,0,0,0,0,72,17,0,0,0,0,182,0,0
Wisconsin,Outagamie,12/31/2020,182,149,31,2,0,0,0,126,58,39,0,0,81,3,98,0
Wisconsin,Ozaukee,12/31/2020,181,148,30,2,1,0,0,164,58,38,0,0,91,0,90,0
Wisconsin,Racine,12/31/2020,93,78,11,3,1,0,0,172,58,40,0,0,93,0,0,0
Wisconsin,Rock,12/31/2020,99,90,6,3,0,0,0,105,50,40,0,0,99,0,0,0
Wisconsin,Sauk,12/31/2020,182,150,31,1,0,0,0,112,56,39,0,0,80,0,102,0
Wisconsin,Sheboygan,12/31/2020,100,83,14,2,1,0,0,159,74,41,0,0,100,0,0,0
Wisconsin,Taylor,12/31/2020,244,226,18,0,0,0,0,78,48,37,0,0,212,0,32,0
Wisconsin,Vilas,12/31/2020,182,172,10,0,0,0,0,84,47,36,0,0,95,0,87,0
Wisconsin,Walworth,12/31/2020,92,80,8,4,0,0,0,136,51,42,0,0,92,0,0,0
Wisconsin,Waukesha,12/31/2020,175,132,41,2,0,0,0,129,61,41,0,0,72,0,103,0
Wyoming,Albany,12/31/2020,242,175,63,4,0,0,0,136,64,47,0,0,224,0,0,18
Wyoming,Big Horn,12/31/2020,182,178,4,0,0,0,0,61,45,39,0,0,182,0,0,0
Wyoming,Campbell,12/31/2020,274,232,41,1,0,0,0,117,56,37,0,1,113,0,0,160
Wyoming,Carbon,12/31/2020,182,182,0,0,0,0,0,49,22,6,0,121,0,61,0,0
Wyoming,Converse,12/31/2020,274,247,27,0,0,0,0,88,50,40,0,0,157,0,13,104
Wyoming,Fremont,12/31/2020,182,155,27,0,0,0,0,77,54,45,0,0,169,6,7,0
Wyoming,Johnson,12/31/2020,181,172,9,0,0,0,0,61,47,41,0,1,178,0,0,2
Wyoming,Laramie,12/31/2020,183,169,14,0,0,0,0,77,48,40,1,0,174,0,3,5
Wyoming,Lincoln,12/31/2020,182,178,4,0,0,0,0,54,26,11,0,0,0,0,0,182
Wyoming,Natrona,12/31/2020,182,173,9,0,0,0,0,64,48,42,0,0,181,0,1,0
Wyoming,Park,12/31/2020,61,61,0,0,0,0,0,28,18,9,0,0,0,0,52,9
Wyoming,Platte,12/31/2020,40,37,3,0,0,0,0,59,35,14,0,0,0,0,0,40
Wyoming,Sheridan,12/31/2020,182,175,7,0,0,0,0,64,46,40,0,0,175,0,7,0
Wyoming,Sublette,12/31/2020,244,190,50,4,0,0,0,129,67,46,0,0,244,0,0,0
Wyoming,Sweetwater,12/31/2020,238,178,54,3,2,0,1,1250,64,45,0,5,200,0,1,32
Wyoming,Teton,12/31/2020,245,224,15,5,1,0,0,155,50,44,1,0,237,0,7,0
Wyoming,Uinta,12/31/2020,237,194,41,2,0,0,0,122,58,44,0,2,225,0,0,10
Wyoming,Weston,12/31/2020,182,173,9,0,0,0,0,77,48,40,0,0,170,12,0,0
