data_state,county,data_year,days_with_aqi,good_days,moderate_days,unhealthy_sensitive_days,unhealthy_days,very_unhealthy_days,hazardous_days,days_co,days_no2,days_ozone,days_so2
AZ,Yavapai,12/31/2017,340,231,104,5,0,0,0,0,0,326,0
AZ,Yuma,12/31/2017,365,241,110,12,1,1,0,0,0,209,0
AR,Arkansas,12/31/2017,113,99,14,0,0,0,0,0,0,0,0
AR,Ashley,12/31/2017,121,108,13,0,0,0,0,0,0,0,0
AR,Clark,12/31/2017,358,345,13,0,0,0,0,0,0,358,0
AR,Crittenden,12/31/2017,365,280,84,1,0,0,0,0,7,181,0
AR,Garland,12/31/2017,121,104,17,0,0,0,0,0,0,0,0
AR,Jackson,12/31/2017,122,104,18,0,0,0,0,0,0,0,0
AR,Newton,12/31/2017,365,348,17,0,0,0,0,0,0,348,0
AR,Polk,12/31/2017,362,324,38,0,0,0,0,0,0,324,0
AR,Pulaski,12/31/2017,365,252,112,1,0,0,0,0,2,152,0
AR,Union,12/31/2017,365,266,99,0,0,0,0,0,0,0,0
AR,Washington,12/31/2017,365,256,109,0,0,0,0,0,0,180,0
CA,Alameda,12/31/2017,365,189,162,9,4,1,0,0,14,110,0
CA,Amador,12/31/2017,362,291,67,4,0,0,0,0,0,362,0
CA,Butte,12/31/2017,365,152,189,23,1,0,0,0,0,218,0
CA,Calaveras,12/31/2017,354,169,171,12,2,0,0,0,0,226,0
CA,Colusa,12/31/2017,365,274,83,7,1,0,0,0,0,202,0
CA,Contra Costa,12/31/2017,365,222,131,8,4,0,0,0,1,138,0
CA,Del Norte,12/31/2017,298,270,26,0,1,1,0,0,0,0,0
CA,El Dorado,12/31/2017,362,235,96,31,0,0,0,0,0,327,0
CA,Fresno,12/31/2017,365,102,143,93,26,1,0,0,2,234,0
CA,Glenn,12/31/2017,365,284,74,7,0,0,0,0,0,207,0
CA,Humboldt,12/31/2017,364,316,40,5,3,0,0,0,1,258,0
CA,Imperial,12/31/2017,365,112,211,37,2,2,1,0,2,171,0
CA,Inyo,12/31/2017,365,204,136,16,3,0,6,0,0,288,0
CA,Kern,12/31/2017,365,76,150,115,24,0,0,0,0,253,0
CA,Kings,12/31/2017,365,96,198,50,21,0,0,0,0,201,0
CA,Lake,12/31/2017,362,350,10,1,1,0,0,0,0,350,0
CA,Los Angeles,12/31/2017,365,38,207,74,38,8,0,0,28,169,0
CA,Madera,12/31/2017,365,142,175,42,6,0,0,0,1,242,0
CA,Marin,12/31/2017,365,290,67,5,3,0,0,0,11,143,0
CA,Mariposa,12/31/2017,365,190,135,31,9,0,0,0,0,257,0
CA,Mendocino,12/31/2017,365,273,84,7,1,0,0,0,0,185,0
CA,Merced,12/31/2017,364,162,168,31,3,0,0,0,0,213,0
CA,Mono,12/31/2017,365,303,37,5,1,4,15,0,0,0,0
CA,Monterey,12/31/2017,365,304,60,1,0,0,0,0,0,232,0
CA,Napa,12/31/2017,364,229,121,7,5,2,0,0,1,113,0
CA,Nevada,12/31/2017,365,200,84,62,19,0,0,0,0,353,0
CA,Orange,12/31/2017,365,148,185,30,2,0,0,0,21,202,0
CA,Placer,12/31/2017,365,210,121,32,2,0,0,0,1,300,0
CA,Plumas,12/31/2017,351,221,105,17,8,0,0,0,0,0,0
CA,Riverside,12/31/2017,365,52,162,100,43,6,2,0,1,234,0
CA,Sacramento,12/31/2017,365,158,172,33,2,0,0,0,1,204,0
CA,San Benito,12/31/2017,365,298,65,2,0,0,0,0,0,333,0
CA,San Bernardino,12/31/2017,365,31,186,74,51,23,0,0,25,219,1
CA,San Diego,12/31/2017,365,83,220,56,6,0,0,0,3,242,0
CA,San Francisco,12/31/2017,365,276,82,7,0,0,0,0,47,131,0
CA,San Joaquin,12/31/2017,365,185,147,33,0,0,0,0,3,198,0
CA,San Luis Obispo,12/31/2017,365,143,214,8,0,0,0,0,0,211,0
CA,San Mateo,12/31/2017,365,294,64,4,3,0,0,0,18,164,0
CA,Santa Barbara,12/31/2017,365,247,101,6,9,2,0,0,0,253,0
CA,Santa Clara,12/31/2017,365,240,113,9,3,0,0,0,16,201,0
CA,Santa Cruz,12/31/2017,365,312,49,4,0,0,0,0,0,228,0
CA,Shasta,12/31/2017,365,263,88,12,2,0,0,0,0,354,0
CA,Siskiyou,12/31/2017,225,202,19,3,1,0,0,0,0,138,0
CA,Solano,12/31/2017,365,244,111,5,5,0,0,0,3,199,0
CA,Sonoma,12/31/2017,365,311,49,2,3,0,0,0,0,249,0
CA,Stanislaus,12/31/2017,365,156,146,55,8,0,0,0,1,228,0
CA,Sutter,12/31/2017,365,181,175,9,0,0,0,0,0,172,0
CA,Tehama,12/31/2017,365,262,94,6,3,0,0,0,0,302,0
CA,Trinity,12/31/2017,203,100,92,6,1,2,2,0,0,0,0
CA,Tulare,12/31/2017,365,93,145,96,31,0,0,0,1,236,0
CA,Tuolumne,12/31/2017,362,231,106,25,0,0,0,0,0,362,0
CA,Ventura,12/31/2017,365,164,168,20,8,3,2,0,0,250,0
CA,Yolo,12/31/2017,365,265,93,6,1,0,0,0,1,269,0
CO,Adams,12/31/2017,365,206,157,2,0,0,0,0,48,170,0
CO,Alamosa,12/31/2017,354,352,2,0,0,0,0,0,0,0,0
CO,Arapahoe,12/31/2017,365,224,134,7,0,0,0,0,0,353,0
CO,Archuleta,12/31/2017,360,311,49,0,0,0,0,0,4,204,0
CO,Boulder,12/31/2017,357,240,106,11,0,0,0,0,0,329,0
CO,Chaffee,12/31/2017,144,144,0,0,0,0,0,0,0,144,0
CO,Clear Creek,12/31/2017,314,173,137,4,0,0,0,0,0,314,0
CO,Delta,12/31/2017,115,114,1,0,0,0,0,0,0,0,0
CO,Denver,12/31/2017,365,183,180,2,0,0,0,0,163,133,1
CO,Douglas,12/31/2017,363,206,140,16,1,0,0,0,0,325,0
CO,El Paso,12/31/2017,365,239,123,3,0,0,0,0,0,325,2
CO,Fremont,12/31/2017,39,39,0,0,0,0,0,0,0,0,0
CO,Garfield,12/31/2017,365,241,123,1,0,0,0,0,0,365,0
CO,Grand,12/31/2017,117,109,8,0,0,0,0,0,0,117,0
CO,Gunnison,12/31/2017,363,275,87,1,0,0,0,0,0,344,0
CO,Jackson,12/31/2017,117,115,1,1,0,0,0,0,0,0,0
CO,Jefferson,12/31/2017,365,214,123,28,0,0,0,0,0,365,0
CO,La Plata,12/31/2017,365,260,101,4,0,0,0,0,1,358,0
CO,Larimer,12/31/2017,365,194,158,12,1,0,0,0,0,325,0
CO,Mesa,12/31/2017,365,238,126,1,0,0,0,0,0,308,0
CO,Moffat,12/31/2017,349,282,67,0,0,0,0,0,0,349,0
CO,Montezuma,12/31/2017,365,284,80,1,0,0,0,0,0,365,0
CO,Montrose,12/31/2017,343,313,30,0,0,0,0,0,0,343,0
CO,Park,12/31/2017,365,239,122,4,0,0,0,0,0,361,0
CO,Pitkin,12/31/2017,123,123,0,0,0,0,0,0,0,0,0
CO,Prowers,12/31/2017,353,347,6,0,0,0,0,0,0,0,0
CO,Pueblo,12/31/2017,125,120,3,2,0,0,0,0,0,0,0
CO,Rio Blanco,12/31/2017,365,276,89,0,0,0,0,0,0,333,0
CO,Routt,12/31/2017,342,333,9,0,0,0,0,0,0,0,0
CO,San Juan,12/31/2017,119,119,0,0,0,0,0,0,0,0,0
CO,San Miguel,12/31/2017,229,197,32,0,0,0,0,0,0,163,0
CO,Weld,12/31/2017,365,211,146,7,1,0,0,0,0,273,0
CT,Fairfield,12/31/2017,365,267,82,12,4,0,0,0,10,174,0
CT,Hartford,12/31/2017,365,280,82,3,0,0,0,0,57,157,0
CT,Litchfield,12/31/2017,363,333,28,2,0,0,0,2,0,313,0
CT,Middlesex,12/31/2017,207,171,28,7,1,0,0,0,0,207,0
CT,New Haven,12/31/2017,365,287,66,8,4,0,0,0,38,222,0
CT,New London,12/31/2017,348,312,28,6,2,0,0,0,0,203,0
CT,Tolland,12/31/2017,211,188,20,3,0,0,0,0,0,211,0
CT,Windham,12/31/2017,355,334,17,4,0,0,0,0,0,355,0
DE,Kent,12/31/2017,361,303,57,1,0,0,0,0,0,277,0
DE,New Castle,12/31/2017,365,244,110,11,0,0,0,0,6,200,1
DE,Sussex,12/31/2017,365,306,58,1,0,0,0,0,0,269,0
CD,District of Columbia,12/31/2017,365,179,182,4,0,0,0,0,26,136,0
FL,Alachua,12/31/2017,355,316,39,0,0,0,0,0,0,218,0
FL,Baker,12/31/2017,355,339,16,0,0,0,0,0,0,355,0
FL,Bay,12/31/2017,365,303,62,0,0,0,0,0,0,217,0
FL,Brevard,12/31/2017,352,315,37,0,0,0,0,0,0,243,0
FL,Broward,12/31/2017,357,275,77,5,0,0,0,0,7,126,0
FL,Citrus,12/31/2017,352,290,62,0,0,0,0,0,0,0,12
FL,Collier,12/31/2017,357,324,33,0,0,0,0,0,0,225,0
FL,Columbia,12/31/2017,363,297,66,0,0,0,0,0,0,196,0
FL,Duval,12/31/2017,365,288,76,1,0,0,0,3,8,214,1
FL,Escambia,12/31/2017,365,318,44,3,0,0,0,0,0,325,0
FL,Flagler,12/31/2017,359,345,14,0,0,0,0,0,0,359,0
FL,Hamilton,12/31/2017,354,306,48,0,0,0,0,0,0,0,6
FL,Highlands,12/31/2017,334,319,15,0,0,0,0,0,0,334,0
FL,Hillsborough,12/31/2017,360,262,94,4,0,0,0,1,1,191,9
FL,Holmes,12/31/2017,360,300,60,0,0,0,0,0,0,201,0
FL,Indian River,12/31/2017,302,274,27,1,0,0,0,0,0,302,0
FL,Lake,12/31/2017,365,335,28,2,0,0,0,0,0,365,0
FL,Lee,12/31/2017,363,325,38,0,0,0,0,0,0,269,0
FL,Leon,12/31/2017,357,262,95,0,0,0,0,0,0,124,0
FL,Liberty,12/31/2017,355,350,5,0,0,0,0,0,0,355,0
FL,Manatee,12/31/2017,365,339,23,3,0,0,0,0,0,364,1
FL,Marion,12/31/2017,351,302,48,1,0,0,0,0,0,219,0
FL,Martin,12/31/2017,352,309,42,1,0,0,0,0,0,200,0
FL,Miami-Dade,12/31/2017,354,284,66,4,0,0,0,0,11,133,0
FL,Nassau,12/31/2017,347,291,56,0,0,0,0,0,0,0,83
FL,Okaloosa,12/31/2017,365,345,20,0,0,0,0,0,0,344,0
FL,Orange,12/31/2017,365,277,86,2,0,0,0,1,16,185,0
FL,Osceola,12/31/2017,363,345,16,2,0,0,0,0,0,363,0
FL,Palm Beach,12/31/2017,355,261,92,2,0,0,0,0,1,147,0
FL,Pasco,12/31/2017,348,312,34,2,0,0,0,0,0,348,0
FL,Pinellas,12/31/2017,365,289,75,1,0,0,0,0,0,204,0
FL,Polk,12/31/2017,365,295,66,4,0,0,0,0,0,213,2
FL,Putnam,12/31/2017,348,346,2,0,0,0,0,0,0,0,19
FL,Santa Rosa,12/31/2017,364,298,66,0,0,0,0,0,0,195,0
FL,Sarasota,12/31/2017,360,283,75,2,0,0,0,0,0,210,0
FL,Seminole,12/31/2017,355,322,31,2,0,0,0,0,0,330,0
FL,St. Lucie,12/31/2017,339,319,19,1,0,0,0,0,0,339,0
FL,Volusia,12/31/2017,354,316,38,0,0,0,0,0,0,270,0
FL,Wakulla,12/31/2017,356,302,54,0,0,0,0,3,0,193,0
GA,Bibb,12/31/2017,365,284,81,0,0,0,0,0,0,163,0
GA,Charlton,12/31/2017,113,109,4,0,0,0,0,0,0,0,0
GA,Chatham,12/31/2017,365,289,76,0,0,0,0,0,0,100,35
GA,Chattooga,12/31/2017,240,232,8,0,0,0,0,0,0,240,0
GA,Clarke,12/31/2017,360,311,49,0,0,0,0,0,0,175,0
GA,Clayton,12/31/2017,116,84,32,0,0,0,0,0,0,0,0
GA,Cobb,12/31/2017,284,239,45,0,0,0,0,0,0,225,0
GA,Coffee,12/31/2017,107,98,9,0,0,0,0,0,0,0,0
GA,Columbia,12/31/2017,245,235,9,1,0,0,0,0,0,245,0
GA,Coweta,12/31/2017,318,266,52,0,0,0,0,0,0,149,0
GA,Dawson,12/31/2017,242,224,16,2,0,0,0,0,0,242,0
GA,DeKalb,12/31/2017,365,250,114,1,0,0,0,0,48,134,0
GA,Dougherty,12/31/2017,356,272,83,0,1,0,0,0,0,0,0
GA,Douglas,12/31/2017,230,199,30,1,0,0,0,0,0,230,0
GA,Floyd,12/31/2017,365,249,116,0,0,0,0,0,0,0,63
GA,Fulton,12/31/2017,365,210,149,6,0,0,0,0,22,114,0
GA,Glynn,12/31/2017,276,257,19,0,0,0,0,0,0,215,0
GA,Gwinnett,12/31/2017,356,272,84,0,0,0,0,0,0,179,0
GA,Hall,12/31/2017,254,205,49,0,0,0,0,0,0,0,0
GA,Henry,12/31/2017,347,287,57,3,0,0,0,0,0,200,0
GA,Houston,12/31/2017,330,265,65,0,0,0,0,0,0,0,0
GA,Lowndes,12/31/2017,317,235,81,0,1,0,0,0,0,0,0
GA,Murray,12/31/2017,257,229,28,0,0,0,0,0,0,204,0
GA,Muscogee,12/31/2017,360,287,73,0,0,0,0,0,0,151,0
GA,Paulding,12/31/2017,11,10,1,0,0,0,0,0,0,0,0
GA,Pike,12/31/2017,357,329,27,1,0,0,0,0,0,357,0
GA,Richmond,12/31/2017,365,275,89,0,0,0,1,0,0,153,9
GA,Rockdale,12/31/2017,243,212,30,1,0,0,0,0,0,243,0
GA,Sumter,12/31/2017,241,229,12,0,0,0,0,0,0,241,0
GA,Walker,12/31/2017,308,233,75,0,0,0,0,0,0,0,0
GA,Washington,12/31/2017,122,103,19,0,0,0,0,0,0,0,0
HI,Hawaii,12/31/2017,365,6,58,132,167,2,0,0,0,0,356
HI,Honolulu,12/31/2017,365,342,23,0,0,0,0,1,8,258,41
HI,Kauai,12/31/2017,363,362,1,0,0,0,0,0,74,0,26
HI,Maui,12/31/2017,364,355,9,0,0,0,0,0,0,0,0
ID,Ada,12/31/2017,365,234,109,18,4,0,0,3,15,242,0
ID,Bannock,12/31/2017,365,271,87,3,4,0,0,0,0,0,86
ID,Benewah,12/31/2017,365,206,129,20,8,1,1,0,0,0,0
ID,Blaine,12/31/2017,220,203,12,4,1,0,0,0,0,0,0
ID,Boise,12/31/2017,365,272,83,6,2,2,0,0,0,0,0
ID,Bonner,12/31/2017,362,287,63,7,0,5,0,0,0,0,0
ID,Bonneville,12/31/2017,358,323,31,4,0,0,0,0,0,0,0
ID,Butte,12/31/2017,347,309,35,3,0,0,0,0,0,329,0
ID,Canyon,12/31/2017,365,260,88,13,4,0,0,0,0,0,0
ID,Caribou,12/31/2017,339,337,2,0,0,0,0,0,0,0,339
ID,Custer,12/31/2017,111,102,6,3,0,0,0,0,0,0,0
ID,Franklin,12/31/2017,365,294,57,9,5,0,0,0,0,0,0
ID,Idaho,12/31/2017,365,287,61,8,6,3,0,0,0,189,0
ID,Jerome,12/31/2017,287,255,26,5,1,0,0,0,0,0,0
ID,Kootenai,12/31/2017,355,300,44,6,1,4,0,0,0,0,0
ID,Latah,12/31/2017,350,321,18,5,4,2,0,0,0,0,0
ID,Lemhi,12/31/2017,358,242,85,23,8,0,0,0,0,0,0
ID,Nez Perce,12/31/2017,365,287,63,6,6,3,0,0,0,0,0
ID,Shoshone,12/31/2017,365,220,120,19,3,3,0,0,0,0,0
ID,Twin Falls,12/31/2017,288,220,62,5,1,0,0,0,0,0,0
ID,Valley,12/31/2017,362,273,77,6,6,0,0,0,0,0,0
IL,Adams,12/31/2017,244,213,30,1,0,0,0,0,0,244,0
IL,Champaign,12/31/2017,365,286,78,1,0,0,0,0,0,248,0
IL,Clark,12/31/2017,241,211,29,1,0,0,0,0,0,241,0
IL,Cook,12/31/2017,365,184,162,18,1,0,0,0,34,162,0
IL,DuPage,12/31/2017,311,237,72,2,0,0,0,0,0,207,0
IL,Effingham,12/31/2017,244,206,35,3,0,0,0,0,0,244,0
IL,Hamilton,12/31/2017,365,290,75,0,0,0,0,0,0,191,0
IL,Jersey,12/31/2017,309,233,73,3,0,0,0,0,0,145,0
IL,Jo Daviess,12/31/2017,324,303,21,0,0,0,0,0,0,324,0
IL,Kane,12/31/2017,353,291,61,1,0,0,0,0,0,299,0
IL,La Salle,12/31/2017,365,364,1,0,0,0,0,0,0,0,365
IL,Lake,12/31/2017,358,316,35,7,0,0,0,0,0,358,0
IL,Macon,12/31/2017,365,204,150,11,0,0,0,0,0,132,146
IL,Macoupin,12/31/2017,364,338,26,0,0,0,0,0,0,244,120
IL,Madison,12/31/2017,365,217,139,9,0,0,0,0,0,226,0
IL,McHenry,12/31/2017,357,277,77,3,0,0,0,0,0,226,0
IL,McLean,12/31/2017,364,285,79,0,0,0,0,0,0,207,0
IL,Monroe,12/31/2017,364,364,0,0,0,0,0,0,0,0,364
IL,Peoria,12/31/2017,365,258,104,3,0,0,0,0,0,212,0
IL,Randolph,12/31/2017,343,234,108,1,0,0,0,0,0,159,0
IL,Rock Island,12/31/2017,363,305,58,0,0,0,0,0,0,285,0
IL,Saint Clair,12/31/2017,365,297,67,1,0,0,0,0,29,198,2
IL,Sangamon,12/31/2017,364,298,64,2,0,0,0,0,0,279,0
IL,Wabash,12/31/2017,364,362,2,0,0,0,0,0,0,0,364
IL,Will,12/31/2017,365,289,76,0,0,0,0,0,0,219,0
IL,Winnebago,12/31/2017,354,317,37,0,0,0,0,0,0,311,0
IN,Allen,12/31/2017,365,279,85,1,0,0,0,0,0,232,0
IN,Bartholomew,12/31/2017,364,314,50,0,0,0,0,0,0,170,0
IN,Boone,12/31/2017,245,219,25,1,0,0,0,0,0,245,0
IN,Brown,12/31/2017,233,207,26,0,0,0,0,0,0,233,0
IN,Carroll,12/31/2017,232,210,22,0,0,0,0,0,0,232,0
IN,Clark,12/31/2017,364,306,57,1,0,0,0,0,0,317,0
IN,Daviess,12/31/2017,358,358,0,0,0,0,0,0,0,0,358
IN,Delaware,12/31/2017,280,238,41,1,0,0,0,0,0,226,0
IN,Dubois,12/31/2017,120,105,15,0,0,0,0,0,0,0,0
IN,Elkhart,12/31/2017,365,301,63,1,0,0,0,0,0,191,0
IN,Floyd,12/31/2017,365,262,98,5,0,0,0,0,0,155,0
IN,Gibson,12/31/2017,363,350,13,0,0,0,0,0,0,0,363
IN,Greene,12/31/2017,282,232,49,1,0,0,0,0,0,227,0
IN,Hamilton,12/31/2017,365,302,61,2,0,0,0,0,0,199,0
IN,Hendricks,12/31/2017,240,220,20,0,0,0,0,0,0,240,0
IN,Henry,12/31/2017,120,108,12,0,0,0,0,0,0,0,0
IN,Howard,12/31/2017,356,305,51,0,0,0,0,0,0,0,0
IN,Huntington,12/31/2017,245,227,18,0,0,0,0,0,0,245,0
IN,Jackson,12/31/2017,226,206,20,0,0,0,0,0,0,226,0
IN,Johnson,12/31/2017,237,214,23,0,0,0,0,0,0,237,0
IN,Knox,12/31/2017,355,323,32,0,0,0,0,0,0,355,0
IN,LaPorte,12/31/2017,282,216,58,8,0,0,0,0,0,235,0
IN,Lake,12/31/2017,365,256,104,4,1,0,0,2,10,182,5
IN,Madison,12/31/2017,365,279,85,1,0,0,0,0,0,162,0
IN,Marion,12/31/2017,365,219,142,4,0,0,0,0,3,128,0
IN,Monroe,12/31/2017,341,316,25,0,0,0,0,0,0,0,0
IN,Morgan,12/31/2017,360,342,16,2,0,0,0,0,0,226,134
IN,Perry,12/31/2017,243,212,30,1,0,0,0,0,0,243,0
IN,Pike,12/31/2017,365,365,0,0,0,0,0,0,0,0,365
IN,Porter,12/31/2017,365,283,73,9,0,0,0,0,0,197,22
IN,Posey,12/31/2017,229,189,38,2,0,0,0,0,0,229,0
IN,Shelby,12/31/2017,243,209,33,1,0,0,0,0,0,243,0
IN,Spencer,12/31/2017,118,94,24,0,0,0,0,0,0,0,0
IN,St. Joseph,12/31/2017,365,273,88,4,0,0,0,0,20,239,0
IN,Sullivan,12/31/2017,264,226,38,0,0,0,0,0,0,0,0
IN,Tippecanoe,12/31/2017,350,283,67,0,0,0,0,0,0,0,0
IN,Vanderburgh,12/31/2017,365,283,80,2,0,0,0,0,2,220,0
IN,Vigo,12/31/2017,365,239,124,2,0,0,0,0,0,172,0
IN,Wabash,12/31/2017,332,302,29,1,0,0,0,0,0,332,0
IN,Warrick,12/31/2017,245,212,30,3,0,0,0,0,0,245,0
IN,Whitley,12/31/2017,350,291,59,0,0,0,0,0,0,0,0
IA,Black Hawk,12/31/2017,363,239,124,0,0,0,0,0,0,0,0
IA,Bremer,12/31/2017,241,224,17,0,0,0,0,0,0,241,0
IA,Cerro Gordo,12/31/2017,233,231,2,0,0,0,0,0,0,0,0
IA,Clinton,12/31/2017,365,156,209,0,0,0,0,0,0,48,1
IA,Delaware,12/31/2017,54,52,2,0,0,0,0,0,0,0,0
IA,Harrison,12/31/2017,244,207,37,0,0,0,0,0,0,244,0
IA,Johnson,12/31/2017,364,294,70,0,0,0,0,0,0,0,0
IA,Lee,12/31/2017,111,98,13,0,0,0,0,0,0,0,0
IA,Linn,12/31/2017,365,280,85,0,0,0,0,0,0,163,19
IA,Montgomery,12/31/2017,364,288,76,0,0,0,0,0,0,185,0
IA,Muscatine,12/31/2017,365,267,98,0,0,0,0,0,0,0,8
IA,Palo Alto,12/31/2017,365,279,85,1,0,0,0,0,0,116,0
IA,Polk,12/31/2017,365,293,71,1,0,0,0,0,4,215,0
IA,Pottawattamie,12/31/2017,127,108,19,0,0,0,0,0,0,0,0
IA,Scott,12/31/2017,365,176,188,1,0,0,0,0,0,63,0
IA,Van Buren,12/31/2017,365,274,91,0,0,0,0,0,1,148,0
IA,Warren,12/31/2017,105,91,14,0,0,0,0,0,0,105,0
IA,Woodbury,12/31/2017,236,225,11,0,0,0,0,0,0,0,114
KS,Chase,12/31/2017,118,116,2,0,0,0,0,0,0,0,0
KS,Ford,12/31/2017,364,360,2,1,1,0,0,0,0,0,0
KS,Johnson,12/31/2017,364,324,40,0,0,0,0,0,0,284,0
KS,Leavenworth,12/31/2017,361,340,21,0,0,0,0,0,0,361,0
KS,Neosho,12/31/2017,365,325,40,0,0,0,0,0,0,311,0
KS,Sedgwick,12/31/2017,365,275,90,0,0,0,0,0,7,213,0
KS,Shawnee,12/31/2017,361,299,62,0,0,0,0,0,0,233,0
KS,Sherman,12/31/2017,232,228,4,0,0,0,0,0,0,0,0
KS,Sumner,12/31/2017,365,318,47,0,0,0,0,0,1,336,0
KS,Trego,12/31/2017,365,343,22,0,0,0,0,0,0,332,0
KS,Wyandotte,12/31/2017,362,256,105,1,0,0,0,0,6,177,0
KY,Bell,12/31/2017,263,243,20,0,0,0,0,0,0,234,0
KY,Boone,12/31/2017,223,208,15,0,0,0,0,0,0,223,0
KY,Boyd,12/31/2017,365,297,68,0,0,0,0,0,2,152,0
KY,Bullitt,12/31/2017,233,208,25,0,0,0,0,0,0,233,0
KY,Campbell,12/31/2017,362,253,107,2,0,0,0,0,1,117,0
KY,Carter,12/31/2017,285,270,15,0,0,0,0,0,0,229,0
KY,Christian,12/31/2017,280,250,30,0,0,0,0,0,0,214,0
KY,Daviess,12/31/2017,365,248,117,0,0,0,0,0,10,111,3
KY,Edmonson,12/31/2017,365,296,69,0,0,0,0,0,0,210,0
KY,Fayette,12/31/2017,365,315,50,0,0,0,0,0,11,185,2
KY,Greenup,12/31/2017,360,354,6,0,0,0,0,0,0,220,140
KY,Hancock,12/31/2017,245,217,28,0,0,0,0,0,0,245,0
KY,Hardin,12/31/2017,365,259,106,0,0,0,0,0,0,116,0
KY,Henderson,12/31/2017,365,232,126,7,0,0,0,0,0,94,45
KY,Jefferson,12/31/2017,365,236,125,4,0,0,0,0,22,147,0
KY,Jessamine,12/31/2017,348,329,19,0,0,0,0,0,0,245,103
KY,Livingston,12/31/2017,259,234,25,0,0,0,0,0,0,239,0
KY,Madison,12/31/2017,113,103,10,0,0,0,0,0,0,0,0
KY,McCracken,12/31/2017,365,268,96,1,0,0,0,0,11,144,1
KY,Morgan,12/31/2017,355,334,21,0,0,0,0,0,0,355,0
KY,Oldham,12/31/2017,237,208,28,1,0,0,0,0,0,237,0
KY,Perry,12/31/2017,352,287,65,0,0,0,0,0,0,150,0
KY,Pike,12/31/2017,364,302,62,0,0,0,0,0,0,113,0
KY,Pulaski,12/31/2017,282,261,21,0,0,0,0,0,0,225,0
KY,Simpson,12/31/2017,237,220,17,0,0,0,0,0,0,237,0
KY,Trigg,12/31/2017,327,309,18,0,0,0,0,0,0,327,0
KY,Warren,12/31/2017,363,287,76,0,0,0,0,0,0,130,0
KY,Washington,12/31/2017,362,332,29,1,0,0,0,0,0,362,0
LA,Ascension,12/31/2017,363,334,27,2,0,0,0,0,12,351,0
LA,Bossier,12/31/2017,364,301,63,0,0,0,0,0,0,261,0
LA,Caddo,12/31/2017,351,295,56,0,0,0,0,0,0,278,0
LA,Calcasieu,12/31/2017,365,244,118,3,0,0,0,0,2,109,5
LA,East Baton Rouge,12/31/2017,365,252,107,6,0,0,0,0,5,135,6
LA,Iberville,12/31/2017,365,304,60,1,0,0,0,0,0,325,0
