data_state,county,data_year,days_with_aqi,good_days,moderate_days,unhealthy_sensitive_days,unhealthy_days,very_unhealthy_days,hazardous_days,days_co,days_no2,days_ozone,days_so2
AZ,Navajo,12/31/2019,365,294,70,1,0,0,0,0,0,357,0
AZ,Pima,12/31/2019,365,225,138,2,0,0,0,0,1,261,0
AZ,Pinal,12/31/2019,365,123,209,21,2,3,7,0,0,168,0
AZ,Santa Cruz,12/31/2019,362,280,80,2,0,0,0,0,0,0,0
AZ,Yavapai,12/31/2019,357,299,58,0,0,0,0,0,0,355,0
AZ,Yuma,12/31/2019,365,265,97,3,0,0,0,0,0,273,0
AR,Arkansas,12/31/2019,118,101,17,0,0,0,0,0,0,0,0
AR,Ashley,12/31/2019,120,103,17,0,0,0,0,0,0,0,0
AR,Benton,12/31/2019,146,120,26,0,0,0,0,0,0,0,0
AR,Clark,12/31/2019,355,347,8,0,0,0,0,0,0,355,0
AR,Craighead,12/31/2019,49,43,6,0,0,0,0,0,0,0,0
AR,Crittenden,12/31/2019,365,290,74,1,0,0,0,0,8,205,0
AR,Garland,12/31/2019,121,93,28,0,0,0,0,0,0,0,0
AR,Jackson,12/31/2019,117,102,15,0,0,0,0,0,0,0,0
AR,Newton,12/31/2019,365,347,18,0,0,0,0,0,0,358,0
AR,Polk,12/31/2019,361,312,48,1,0,0,0,0,0,314,0
AR,Pulaski,12/31/2019,365,235,130,0,0,0,0,0,2,146,0
AR,Union,12/31/2019,241,196,45,0,0,0,0,0,0,0,0
AR,Washington,12/31/2019,365,284,81,0,0,0,0,0,0,207,0
CA,Alameda,12/31/2019,365,260,97,8,0,0,0,0,28,175,0
CA,Amador,12/31/2019,355,308,45,2,0,0,0,0,0,355,0
CA,Butte,12/31/2019,365,224,136,3,2,0,0,0,0,231,0
CA,Calaveras,12/31/2019,360,299,60,1,0,0,0,0,0,322,0
CA,Colusa,12/31/2019,365,294,71,0,0,0,0,0,0,228,0
CA,Contra Costa,12/31/2019,365,292,69,4,0,0,0,0,4,244,0
CA,Del Norte,12/31/2019,248,236,12,0,0,0,0,0,0,0,0
CA,El Dorado,12/31/2019,365,273,86,6,0,0,0,0,0,355,0
CA,Fresno,12/31/2019,365,139,160,64,2,0,0,0,3,259,0
CA,Glenn,12/31/2019,362,302,60,0,0,0,0,0,0,277,0
CA,Humboldt,12/31/2019,363,353,10,0,0,0,0,2,1,272,0
CA,Imperial,12/31/2019,365,125,219,19,2,0,0,0,1,210,0
CA,Inyo,12/31/2019,365,232,121,6,2,1,3,0,0,319,0
CA,Kern,12/31/2019,365,119,151,87,6,1,1,0,2,260,0
CA,Kings,12/31/2019,365,152,172,37,2,0,2,0,0,190,0
CA,Lake,12/31/2019,360,360,0,0,0,0,0,0,0,356,0
CA,Los Angeles,12/31/2019,365,66,213,57,28,1,0,0,36,197,0
CA,Madera,12/31/2019,365,189,163,13,0,0,0,0,0,259,0
CA,Marin,12/31/2019,363,337,25,1,0,0,0,0,15,221,0
CA,Mariposa,12/31/2019,365,221,130,9,5,0,0,0,0,296,0
CA,Mendocino,12/31/2019,361,334,27,0,0,0,0,0,0,229,0
CA,Merced,12/31/2019,365,213,145,7,0,0,0,0,0,250,0
CA,Mono,12/31/2019,365,270,80,6,0,0,9,0,0,0,0
CA,Monterey,12/31/2019,365,330,34,1,0,0,0,2,0,287,0
CA,Napa,12/31/2019,363,330,31,2,0,0,0,2,0,265,0
CA,Nevada,12/31/2019,361,273,83,5,0,0,0,0,0,326,0
CA,Orange,12/31/2019,365,216,133,15,1,0,0,0,13,262,0
CA,Placer,12/31/2019,365,221,134,10,0,0,0,0,2,295,0
CA,Plumas,12/31/2019,341,248,88,5,0,0,0,0,0,0,0
CA,Riverside,12/31/2019,365,75,170,91,29,0,0,0,0,247,0
CA,Sacramento,12/31/2019,365,213,142,10,0,0,0,0,1,240,0
CA,San Benito,12/31/2019,365,326,39,0,0,0,0,0,0,347,0
CA,San Bernardino,12/31/2019,365,55,177,71,54,8,0,0,16,246,0
CA,San Diego,12/31/2019,365,87,253,23,2,0,0,0,2,176,0
CA,San Francisco,12/31/2019,365,313,51,1,0,0,0,0,28,172,0
CA,San Joaquin,12/31/2019,365,231,122,11,1,0,0,0,3,236,0
CA,San Luis Obispo,12/31/2019,365,230,132,3,0,0,0,0,0,282,0
CA,San Mateo,12/31/2019,365,327,36,2,0,0,0,0,21,209,0
CA,Santa Barbara,12/31/2019,365,286,78,1,0,0,0,0,0,295,0
CA,Santa Clara,12/31/2019,365,271,90,4,0,0,0,0,7,218,0
CA,Santa Cruz,12/31/2019,365,347,18,0,0,0,0,0,0,262,0
CA,Shasta,12/31/2019,364,311,53,0,0,0,0,0,0,352,0
CA,Siskiyou,12/31/2019,365,332,29,2,2,0,0,0,0,262,0
CA,Solano,12/31/2019,365,290,74,1,0,0,0,0,2,225,0
CA,Sonoma,12/31/2019,365,348,17,0,0,0,0,0,3,258,0
CA,Stanislaus,12/31/2019,365,201,141,22,1,0,0,0,0,245,0
CA,Sutter,12/31/2019,365,239,124,2,0,0,0,0,0,249,0
CA,Tehama,12/31/2019,365,282,83,0,0,0,0,0,0,323,0
CA,Trinity,12/31/2019,269,246,21,2,0,0,0,0,0,0,0
CA,Tulare,12/31/2019,365,127,157,78,2,1,0,0,2,242,0
CA,Tuolumne,12/31/2019,358,273,83,2,0,0,0,0,0,358,0
CA,Ventura,12/31/2019,365,214,142,9,0,0,0,0,5,284,0
CA,Yolo,12/31/2019,365,284,80,1,0,0,0,0,1,279,0
CO,Adams,12/31/2019,365,223,141,1,0,0,0,0,48,150,0
CO,Alamosa,12/31/2019,107,107,0,0,0,0,0,0,0,0,0
CO,Arapahoe,12/31/2019,365,227,132,6,0,0,0,0,0,352,0
CO,Archuleta,12/31/2019,363,331,30,2,0,0,0,0,3,186,0
CO,Boulder,12/31/2019,365,227,133,5,0,0,0,0,0,269,0
CO,Clear Creek,12/31/2019,290,205,84,1,0,0,0,0,0,290,0
CO,Delta,12/31/2019,365,339,26,0,0,0,0,0,0,346,0
CO,Denver,12/31/2019,365,179,183,2,1,0,0,0,116,151,1
CO,Douglas,12/31/2019,361,236,114,10,1,0,0,0,0,304,0
CO,El Paso,12/31/2019,365,259,106,0,0,0,0,0,0,345,0
CO,Fremont,12/31/2019,32,32,0,0,0,0,0,0,0,0,0
CO,Garfield,12/31/2019,365,309,56,0,0,0,0,0,0,363,0
CO,Gilpin,12/31/2019,143,117,25,1,0,0,0,0,0,143,0
CO,Gunnison,12/31/2019,358,279,78,1,0,0,0,0,0,358,0
CO,Jackson,12/31/2019,102,102,0,0,0,0,0,0,0,0,0
CO,Jefferson,12/31/2019,365,238,111,16,0,0,0,0,2,363,0
CO,La Plata,12/31/2019,365,276,89,0,0,0,0,0,10,326,0
CO,Larimer,12/31/2019,365,208,151,6,0,0,0,0,0,337,0
CO,Mesa,12/31/2019,364,289,75,0,0,0,0,2,0,309,0
CO,Montezuma,12/31/2019,365,280,85,0,0,0,0,0,0,365,0
CO,Pitkin,12/31/2019,121,121,0,0,0,0,0,0,0,0,0
CO,Prowers,12/31/2019,346,343,3,0,0,0,0,0,0,0,0
CO,Pueblo,12/31/2019,126,125,1,0,0,0,0,0,0,0,0
CO,Rio Blanco,12/31/2019,365,311,54,0,0,0,0,0,0,321,0
CO,Routt,12/31/2019,356,353,2,1,0,0,0,0,0,0,0
CO,San Juan,12/31/2019,116,116,0,0,0,0,0,0,0,0,0
CO,San Miguel,12/31/2019,113,112,1,0,0,0,0,0,0,0,0
CO,Weld,12/31/2019,365,252,110,3,0,0,0,0,0,236,0
CT,Fairfield,12/31/2019,365,262,82,18,3,0,0,0,9,186,0
CT,Hartford,12/31/2019,365,301,59,5,0,0,0,0,26,240,0
CT,Litchfield,12/31/2019,365,342,23,0,0,0,0,0,0,339,0
CT,Middlesex,12/31/2019,205,175,23,6,1,0,0,0,0,205,0
CT,New Haven,12/31/2019,365,280,71,12,2,0,0,0,15,247,0
CT,New London,12/31/2019,364,323,34,7,0,0,0,0,0,200,0
CT,Tolland,12/31/2019,212,187,20,5,0,0,0,0,0,212,0
CT,Windham,12/31/2019,360,344,15,1,0,0,0,0,0,360,0
DE,Kent,12/31/2019,365,293,72,0,0,0,0,0,0,273,0
DE,New Castle,12/31/2019,365,259,103,3,0,0,0,0,7,253,0
DE,Sussex,12/31/2019,365,299,66,0,0,0,0,0,0,279,0
DC,District of Columbia,12/31/2019,365,242,118,4,1,0,0,0,32,221,0
FL,Alachua,12/31/2019,364,329,35,0,0,0,0,0,0,273,0
FL,Baker,12/31/2019,361,341,20,0,0,0,0,0,0,361,0
FL,Bay,12/31/2019,357,308,49,0,0,0,0,0,0,235,0
FL,Brevard,12/31/2019,351,336,15,0,0,0,0,0,0,306,0
FL,Broward,12/31/2019,363,303,60,0,0,0,0,2,9,165,0
FL,Citrus,12/31/2019,365,337,28,0,0,0,0,0,0,0,8
FL,Collier,12/31/2019,362,331,31,0,0,0,0,0,0,197,0
FL,Columbia,12/31/2019,363,294,69,0,0,0,0,0,0,207,0
FL,Duval,12/31/2019,361,248,112,1,0,0,0,0,0,174,0
FL,Escambia,12/31/2019,365,290,74,1,0,0,0,0,0,271,0
FL,Flagler,12/31/2019,270,265,5,0,0,0,0,0,0,270,0
FL,Hamilton,12/31/2019,349,313,36,0,0,0,0,0,0,0,33
FL,Highlands,12/31/2019,233,224,9,0,0,0,0,0,0,233,0
FL,Hillsborough,12/31/2019,365,281,78,6,0,0,0,0,0,211,4
FL,Holmes,12/31/2019,362,289,73,0,0,0,0,0,0,203,0
FL,Indian River,12/31/2019,335,324,11,0,0,0,0,0,0,335,0
FL,Lake,12/31/2019,330,301,28,1,0,0,0,0,0,330,0
FL,Lee,12/31/2019,365,328,36,1,0,0,0,0,0,251,0
FL,Leon,12/31/2019,360,275,84,1,0,0,0,0,0,168,0
FL,Liberty,12/31/2019,351,339,12,0,0,0,0,0,0,351,0
FL,Manatee,12/31/2019,365,333,30,2,0,0,0,0,0,365,0
FL,Marion,12/31/2019,365,311,54,0,0,0,0,0,0,236,0
FL,Martin,12/31/2019,352,323,29,0,0,0,0,0,0,235,0
FL,Miami-Dade,12/31/2019,363,317,44,2,0,0,0,1,23,150,0
FL,Nassau,12/31/2019,351,326,25,0,0,0,0,0,0,0,97
FL,Okaloosa,12/31/2019,363,335,28,0,0,0,0,0,0,342,0
FL,Orange,12/31/2019,360,321,39,0,0,0,0,1,1,300,0
FL,Osceola,12/31/2019,364,338,22,4,0,0,0,0,0,364,0
FL,Palm Beach,12/31/2019,357,321,36,0,0,0,0,0,0,218,0
FL,Pasco,12/31/2019,365,336,29,0,0,0,0,0,0,365,0
FL,Pinellas,12/31/2019,365,296,69,0,0,0,0,0,0,213,0
FL,Polk,12/31/2019,365,314,51,0,0,0,0,0,0,248,2
FL,Putnam,12/31/2019,352,347,5,0,0,0,0,0,0,0,6
FL,Santa Rosa,12/31/2019,364,307,57,0,0,0,0,0,0,241,0
FL,Sarasota,12/31/2019,365,323,42,0,0,0,0,0,0,246,0
FL,Seminole,12/31/2019,365,322,42,1,0,0,0,0,0,297,0
FL,St. Lucie,12/31/2019,352,342,10,0,0,0,0,0,0,352,0
FL,Volusia,12/31/2019,350,316,34,0,0,0,0,0,0,241,0
FL,Wakulla,12/31/2019,363,316,47,0,0,0,0,0,0,256,2
GA,Bibb,12/31/2019,365,278,84,3,0,0,0,0,0,158,3
GA,Charlton,12/31/2019,103,100,3,0,0,0,0,0,0,0,0
GA,Chatham,12/31/2019,365,295,70,0,0,0,0,0,0,146,58
GA,Chattooga,12/31/2019,244,231,13,0,0,0,0,0,0,244,0
GA,Clarke,12/31/2019,365,245,120,0,0,0,0,0,0,136,0
GA,Clayton,12/31/2019,119,98,21,0,0,0,0,0,0,0,0
GA,Cobb,12/31/2019,282,224,57,1,0,0,0,0,0,210,0
GA,Coffee,12/31/2019,121,107,14,0,0,0,0,0,0,0,0
GA,Columbia,12/31/2019,245,229,16,0,0,0,0,0,0,245,0
GA,Dawson,12/31/2019,244,225,18,1,0,0,0,0,0,244,0
GA,DeKalb,12/31/2019,365,251,110,3,1,0,0,0,34,156,0
GA,Dougherty,12/31/2019,356,236,118,2,0,0,0,0,0,0,0
GA,Douglas,12/31/2019,245,212,28,5,0,0,0,0,0,245,0
GA,Floyd,12/31/2019,365,217,148,0,0,0,0,0,0,0,5
GA,Fulton,12/31/2019,365,192,166,6,1,0,0,0,19,130,0
GA,Glynn,12/31/2019,279,254,25,0,0,0,0,0,0,224,0
GA,Gwinnett,12/31/2019,355,221,132,2,0,0,0,0,0,152,0
GA,Hall,12/31/2019,340,259,81,0,0,0,0,0,0,0,0
GA,Henry,12/31/2019,363,283,73,7,0,0,0,0,0,166,0
GA,Houston,12/31/2019,354,246,106,1,1,0,0,0,0,0,0
GA,Lowndes,12/31/2019,309,255,54,0,0,0,0,0,0,0,0
GA,Murray,12/31/2019,269,230,39,0,0,0,0,0,0,239,0
GA,Muscogee,12/31/2019,364,274,90,0,0,0,0,0,0,149,0
GA,Pike,12/31/2019,353,307,43,3,0,0,0,0,0,353,0
GA,Richmond,12/31/2019,364,231,131,2,0,0,0,0,0,127,16
GA,Rockdale,12/31/2019,241,186,50,5,0,0,0,0,0,241,0
GA,Sumter,12/31/2019,238,211,27,0,0,0,0,0,0,238,0
GA,Walker,12/31/2019,356,269,87,0,0,0,0,0,0,0,0
GA,Washington,12/31/2019,211,176,34,1,0,0,0,0,0,0,0
HI,Hawaii,12/31/2019,365,357,8,0,0,0,0,0,0,0,52
HI,Honolulu,12/31/2019,365,339,26,0,0,0,0,1,3,262,65
HI,Kauai,12/31/2019,365,363,2,0,0,0,0,0,144,0,3
HI,Maui,12/31/2019,362,347,11,3,1,0,0,0,0,0,0
ID,Ada,12/31/2019,365,317,48,0,0,0,0,0,8,240,0
ID,Bannock,12/31/2019,365,344,21,0,0,0,0,0,0,0,152
ID,Benewah,12/31/2019,364,242,111,9,2,0,0,0,0,0,0
ID,Blaine,12/31/2019,314,313,1,0,0,0,0,0,0,0,0
ID,Boise,12/31/2019,365,290,72,2,1,0,0,0,0,0,0
ID,Bonner,12/31/2019,365,316,48,1,0,0,0,0,0,0,0
ID,Bonneville,12/31/2019,357,342,15,0,0,0,0,0,0,0,0
ID,Butte,12/31/2019,361,348,13,0,0,0,0,0,0,359,0
ID,Canyon,12/31/2019,365,311,54,0,0,0,0,0,0,0,0
ID,Caribou,12/31/2019,330,326,2,2,0,0,0,0,0,0,330
ID,Custer,12/31/2019,96,96,0,0,0,0,0,0,0,0,0
ID,Franklin,12/31/2019,364,333,28,3,0,0,0,0,0,0,0
ID,Idaho,12/31/2019,365,297,68,0,0,0,0,0,0,214,0
ID,Jerome,12/31/2019,353,353,0,0,0,0,0,0,0,0,0
ID,Kootenai,12/31/2019,355,318,37,0,0,0,0,0,0,0,0
ID,Latah,12/31/2019,350,350,0,0,0,0,0,0,0,0,0
ID,Lemhi,12/31/2019,360,269,87,4,0,0,0,0,0,0,0
ID,Nez Perce,12/31/2019,360,309,51,0,0,0,0,0,0,0,0
ID,Shoshone,12/31/2019,365,260,102,3,0,0,0,0,0,0,0
ID,Twin Falls,12/31/2019,365,361,4,0,0,0,0,0,0,0,0
ID,Valley,12/31/2019,357,290,67,0,0,0,0,0,0,0,0
IL,Adams,12/31/2019,241,208,33,0,0,0,0,0,0,241,0
IL,Champaign,12/31/2019,365,281,84,0,0,0,0,0,0,235,0
IL,Clark,12/31/2019,327,314,13,0,0,0,0,0,0,327,0
IL,Cook,12/31/2019,365,150,206,9,0,0,0,0,26,91,0
IL,DuPage,12/31/2019,352,257,92,2,1,0,0,0,0,172,0
IL,Effingham,12/31/2019,245,224,21,0,0,0,0,0,0,245,0
IL,Hamilton,12/31/2019,344,269,74,1,0,0,0,0,0,198,0
IL,Jersey,12/31/2019,347,284,61,2,0,0,0,0,0,207,0
IL,Jo Daviess,12/31/2019,363,351,12,0,0,0,0,0,0,363,0
IL,Kane,12/31/2019,284,229,51,4,0,0,0,0,0,226,0
IL,La Salle,12/31/2019,335,334,1,0,0,0,0,0,0,0,335
IL,Lake,12/31/2019,245,210,33,2,0,0,0,0,0,245,0
IL,Macon,12/31/2019,365,255,110,0,0,0,0,0,0,148,30
IL,Macoupin,12/31/2019,365,348,17,0,0,0,0,0,101,245,19
IL,Madison,12/31/2019,365,192,170,1,2,0,0,0,0,186,2
IL,McHenry,12/31/2019,340,230,108,2,0,0,0,0,0,142,0
IL,McLean,12/31/2019,364,256,108,0,0,0,0,0,0,174,0
IL,Monroe,12/31/2019,286,286,0,0,0,0,0,0,0,0,286
IL,Peoria,12/31/2019,364,284,78,2,0,0,0,0,0,203,0
IL,Randolph,12/31/2019,324,264,60,0,0,0,0,0,0,209,0
IL,Rock Island,12/31/2019,361,281,78,2,0,0,0,0,0,186,0
IL,Saint Clair,12/31/2019,365,272,92,1,0,0,0,1,62,169,0
IL,Sangamon,12/31/2019,360,287,73,0,0,0,0,0,0,183,0
IL,Tazewell,12/31/2019,346,346,0,0,0,0,0,0,0,0,346
IL,Wabash,12/31/2019,364,361,3,0,0,0,0,0,0,0,364
IL,Will,12/31/2019,365,260,105,0,0,0,0,0,0,140,0
IL,Winnebago,12/31/2019,341,240,100,1,0,0,0,0,0,147,0
IN,Allen,12/31/2019,365,262,102,1,0,0,0,0,0,218,0
IN,Bartholomew,12/31/2019,364,298,66,0,0,0,0,0,0,268,0
IN,Boone,12/31/2019,351,320,31,0,0,0,0,0,0,351,0
IN,Brown,12/31/2019,365,349,16,0,0,0,0,0,0,365,0
IN,Carroll,12/31/2019,358,333,25,0,0,0,0,0,0,358,0
IN,Clark,12/31/2019,365,287,77,1,0,0,0,0,0,246,0
IN,Daviess,12/31/2019,350,350,0,0,0,0,0,0,0,0,350
IN,Delaware,12/31/2019,352,319,33,0,0,0,0,0,0,303,0
IN,Dubois,12/31/2019,120,102,18,0,0,0,0,0,0,0,0
IN,Elkhart,12/31/2019,365,294,71,0,0,0,0,0,0,231,0
IN,Floyd,12/31/2019,363,338,25,0,0,0,0,0,0,360,3
IN,Gibson,12/31/2019,359,355,4,0,0,0,0,0,0,0,359
IN,Greene,12/31/2019,355,318,37,0,0,0,0,0,0,315,0
IN,Hamilton,12/31/2019,365,268,95,2,0,0,0,0,0,217,0
IN,Hendricks,12/31/2019,361,348,13,0,0,0,0,0,0,361,0
IN,Henry,12/31/2019,119,106,13,0,0,0,0,0,0,0,0
IN,Howard,12/31/2019,361,289,71,1,0,0,0,0,0,238,0
IN,Huntington,12/31/2019,355,345,10,0,0,0,0,0,0,355,0
IN,Jackson,12/31/2019,360,340,20,0,0,0,0,0,0,360,0
IN,Knox,12/31/2019,359,328,31,0,0,0,0,0,0,359,0
IN,LaPorte,12/31/2019,364,305,55,4,0,0,0,0,0,331,0
IN,Lake,12/31/2019,365,225,139,1,0,0,0,0,3,149,5
IN,Madison,12/31/2019,365,286,78,1,0,0,0,0,0,226,0
IN,Marion,12/31/2019,365,153,208,4,0,0,0,0,0,110,0
IN,Monroe,12/31/2019,346,296,50,0,0,0,0,0,0,0,0
IN,Morgan,12/31/2019,364,341,23,0,0,0,0,0,0,358,6
IN,Perry,12/31/2019,358,322,36,0,0,0,0,0,0,358,0
IN,Pike,12/31/2019,227,227,0,0,0,0,0,0,0,0,227
IN,Porter,12/31/2019,365,264,93,8,0,0,0,0,0,204,27
IN,Posey,12/31/2019,364,341,23,0,0,0,0,0,0,364,0
IN,Shelby,12/31/2019,365,338,27,0,0,0,0,0,0,365,0
IN,Spencer,12/31/2019,117,101,16,0,0,0,0,0,0,0,0
IN,St. Joseph,12/31/2019,365,276,89,0,0,0,0,0,1,227,0
IN,Sullivan,12/31/2019,116,99,17,0,0,0,0,0,0,0,0
IN,Tippecanoe,12/31/2019,351,284,67,0,0,0,0,0,0,0,0
IN,Vanderburgh,12/31/2019,365,296,69,0,0,0,0,0,1,220,0
IN,Vigo,12/31/2019,365,238,126,1,0,0,0,0,0,184,0
IN,Wabash,12/31/2019,351,319,32,0,0,0,0,0,0,351,0
IN,Warrick,12/31/2019,365,337,28,0,0,0,0,0,0,365,0
IN,Whitley,12/31/2019,352,285,67,0,0,0,0,0,0,0,0
IA,Black Hawk,12/31/2019,363,296,67,0,0,0,0,0,0,0,0
IA,Bremer,12/31/2019,243,228,15,0,0,0,0,0,0,243,0
IA,Cerro Gordo,12/31/2019,118,118,0,0,0,0,0,0,0,0,0
IA,Clinton,12/31/2019,364,268,96,0,0,0,0,0,0,155,0
IA,Harrison,12/31/2019,241,222,19,0,0,0,0,0,0,241,0
IA,Johnson,12/31/2019,364,278,86,0,0,0,0,0,0,0,0
IA,Lee,12/31/2019,120,101,19,0,0,0,0,0,0,0,0
IA,Linn,12/31/2019,365,287,78,0,0,0,0,0,0,175,4
IA,Montgomery,12/31/2019,364,312,52,0,0,0,0,0,0,204,0
IA,Muscatine,12/31/2019,365,300,65,0,0,0,0,0,0,0,10
IA,Palo Alto,12/31/2019,364,305,59,0,0,0,0,0,0,187,0
IA,Polk,12/31/2019,365,306,59,0,0,0,0,0,3,246,0
IA,Pottawattamie,12/31/2019,130,111,19,0,0,0,0,0,0,0,0
IA,Scott,12/31/2019,365,222,141,2,0,0,0,0,0,125,0
IA,Van Buren,12/31/2019,361,310,51,0,0,0,0,0,1,192,0
IA,Woodbury,12/31/2019,118,105,13,0,0,0,0,0,0,0,0
KS,Chase,12/31/2019,118,112,5,1,0,0,0,0,0,0,0
KS,Ford,12/31/2019,304,301,3,0,0,0,0,0,0,0,0
KS,Johnson,12/31/2019,362,336,26,0,0,0,0,0,0,282,0
KS,Leavenworth,12/31/2019,362,347,15,0,0,0,0,0,0,362,0
KS,Neosho,12/31/2019,365,282,82,1,0,0,0,0,0,184,0
KS,Sedgwick,12/31/2019,365,313,52,0,0,0,0,0,9,297,0
KS,Shawnee,12/31/2019,365,294,70,0,1,0,0,0,0,191,0
KS,Sherman,12/31/2019,358,354,4,0,0,0,0,0,0,0,0
KS,Sumner,12/31/2019,365,317,48,0,0,0,0,0,4,274,0
KS,Trego,12/31/2019,364,342,21,0,1,0,0,0,0,298,0
KS,Wyandotte,12/31/2019,365,291,73,1,0,0,0,0,25,198,0
KY,Bell,12/31/2019,263,243,20,0,0,0,0,0,0,234,0
KY,Boone,12/31/2019,239,222,17,0,0,0,0,0,0,239,0
KY,Boyd,12/31/2019,365,313,52,0,0,0,0,0,11,192,0
KY,Bullitt,12/31/2019,243,214,29,0,0,0,0,0,0,243,0
KY,Campbell,12/31/2019,363,299,63,1,0,0,0,0,21,189,1
KY,Carter,12/31/2019,285,278,7,0,0,0,0,0,0,231,0
KY,Christian,12/31/2019,278,251,27,0,0,0,0,0,0,215,0
KY,Daviess,12/31/2019,364,282,81,1,0,0,0,0,1,192,4
KY,Edmonson,12/31/2019,365,290,75,0,0,0,0,0,0,231,0
KY,Fayette,12/31/2019,364,307,57,0,0,0,0,0,12,182,0
KY,Greenup,12/31/2019,362,357,5,0,0,0,0,0,0,242,120
KY,Hancock,12/31/2019,245,208,37,0,0,0,0,0,0,245,0
KY,Hardin,12/31/2019,363,318,45,0,0,0,0,0,0,182,0
KY,Henderson,12/31/2019,363,310,43,10,0,0,0,0,0,0,317
KY,Jefferson,12/31/2019,365,200,163,2,0,0,0,0,10,164,0
KY,Jessamine,12/31/2019,364,340,24,0,0,0,0,0,0,245,119
KY,Livingston,12/31/2019,261,237,24,0,0,0,0,0,0,242,0
KY,McCracken,12/31/2019,361,260,101,0,0,0,0,0,2,161,0
KY,Morgan,12/31/2019,356,341,15,0,0,0,0,0,0,356,0
KY,Oldham,12/31/2019,242,203,38,1,0,0,0,0,0,242,0
KY,Perry,12/31/2019,353,306,47,0,0,0,0,0,0,181,0
KY,Pike,12/31/2019,361,341,20,0,0,0,0,0,0,184,0
KY,Pulaski,12/31/2019,282,267,15,0,0,0,0,0,0,223,0
KY,Simpson,12/31/2019,244,222,22,0,0,0,0,0,0,244,0
KY,Trigg,12/31/2019,353,328,25,0,0,0,0,0,0,353,0
KY,Warren,12/31/2019,348,295,53,0,0,0,0,0,0,170,0
KY,Washington,12/31/2019,364,331,33,0,0,0,0,0,0,364,0
LA,Ascension,12/31/2019,361,319,41,1,0,0,0,0,7,354,0
LA,Bossier,12/31/2019,357,324,33,0,0,0,0,0,0,223,0
LA,Caddo,12/31/2019,356,296,60,0,0,0,0,0,0,278,0
LA,Calcasieu,12/31/2019,365,239,126,0,0,0,0,0,1,133,4
LA,East Baton Rouge,12/31/2019,365,260,103,2,0,0,0,0,8,177,1
LA,Iberville,12/31/2019,365,306,55,4,0,0,0,0,1,316,0
LA,Jefferson,12/31/2019,365,310,55,0,0,0,0,0,6,268,0
LA,Lafayette,12/31/2019,365,283,82,0,0,0,0,0,0,206,0
LA,Lafourche,12/31/2019,360,273,85,2,0,0,0,0,0,155,0
LA,Livingston,12/31/2019,365,279,86,0,0,0,0,0,0,180,0
LA,Orleans,12/31/2019,365,327,38,0,0,0,0,0,95,0,0
