data_state,county,poverty_estimate,poverty_percentage
IA,Des Moines,"4,887",12.7
IA,Dickinson,"1,330",7.8
IA,Dubuque,"10,555",11.3
IA,Emmet,993,11.2
IA,Fayette,"2,203",11.7
IA,Floyd,"1,762",11.4
IA,Franklin,984,9.9
IA,Fremont,686,10.0
IA,Greene,"1,073",12.1
IA,Grundy,819,6.8
IA,Guthrie,"1,198",11.4
IA,Hamilton,"1,230",8.4
IA,Hancock,902,8.5
IA,Hardin,"1,594",9.9
IA,Harrison,"1,347",9.7
IA,Henry,"2,020",11.0
IA,Howard,921,10.2
IA,Humboldt,911,9.7
IA,Ida,693,10.3
IA,Iowa,"1,177",7.4
IA,Jackson,"2,123",11.1
IA,Jasper,"3,633",10.2
IA,Jefferson,"2,740",16.3
IA,Johnson,"22,536",15.8
IA,Jones,"2,223",11.4
IA,Keokuk,"1,258",12.5
IA,Kossuth,"1,477",10.1
IA,Lee,"4,758",14.6
IA,Linn,"20,652",9.4
IA,Louisa,"1,183",10.7
IA,Lucas,"1,290",15.1
IA,Lyon,806,6.9
IA,Madison,"1,127",7.0
IA,Mahaska,"2,639",12.4
IA,Marion,"2,938",9.2
IA,Marshall,"4,340",11.3
IA,Mills,"1,257",8.6
IA,Mitchell,955,9.2
IA,Monona,"1,171",13.9
IA,Monroe,885,11.6
IA,Montgomery,"1,360",13.9
IA,Muscatine,"4,973",11.8
IA,O'Brien,"1,231",9.1
IA,Osceola,559,9.4
IA,Page,"1,858",13.5
IA,Palo Alto,834,9.7
IA,Plymouth,"1,999",8.1
IA,Pocahontas,731,11.1
IA,Polk,"47,499",9.9
IA,Pottawattamie,"10,760",11.8
IA,Poweshiek,"1,795",10.6
IA,Ringgold,684,14.3
IA,Sac,"1,063",11.2
IA,Scott,"21,030",12.4
IA,Shelby,893,7.9
IA,Sioux,"2,069",6.3
IA,Story,"16,410",18.9
IA,Tama,"1,896",11.4
IA,Taylor,782,12.8
IA,Union,"1,601",13.4
IA,Van Buren,917,13.1
IA,Wapello,"5,032",14.7
IA,Warren,"3,502",7.1
IA,Washington,"1,905",8.8
IA,Wayne,817,13.0
IA,Webster,"4,586",13.7
IA,Winnebago,912,9.1
IA,Winneshiek,"1,755",9.8
IA,Woodbury,"13,835",13.8
IA,Worth,717,9.8
IA,Wright,"1,321",10.6
KS,Allen,"2,269",18.9
KS,Anderson,"1,015",13.1
KS,Atchison,"2,326",15.5
KS,Barber,564,12.8
KS,Barton,"3,673",14.5
KS,Bourbon,"2,261",16.0
KS,Brown,"1,264",13.3
KS,Butler,"6,184",9.6
KS,Chase,254,10.3
KS,Chautauqua,553,17.2
KS,Cherokee,"3,246",16.5
KS,Cheyenne,322,12.4
KS,Clark,254,13.1
KS,Clay,839,10.7
KS,Cloud,"1,320",16.0
KS,Coffey,868,10.7
KS,Comanche,186,11.2
KS,Cowley,"5,109",15.4
KS,Crawford,"6,547",17.7
KS,Decatur,378,13.6
KS,Dickinson,"2,006",10.9
KS,Doniphan,955,13.3
KS,Douglas,"19,181",17.0
KS,Edwards,317,11.3
KS,Elk,434,17.7
KS,Ellis,"3,303",12.0
KS,Ellsworth,622,11.9
KS,Finney,"4,740",13.2
KS,Ford,"3,818",11.6
KS,Franklin,"2,337",9.3
KS,Geary,"3,263",10.3
KS,Gove,291,11.4
KS,Graham,307,12.5
KS,Grant,788,10.9
KS,Gray,447,7.5
KS,Greeley,135,11.3
KS,Greenwood,861,14.5
KS,Hamilton,365,14.1
KS,Harper,766,14.3
KS,Harvey,"3,411",10.4
KS,Haskell,413,10.5
KS,Hodgeman,210,11.7
KS,Jackson,"1,375",10.5
KS,Jefferson,"1,411",7.6
KS,Jewell,420,15.0
KS,Johnson,"32,334",5.5
KS,Kearny,478,12.4
KS,Kingman,786,11.1
KS,Kiowa,286,12.1
KS,Labette,"3,129",16.0
KS,Lane,159,10.3
KS,Leavenworth,"7,925",10.6
KS,Lincoln,375,12.7
KS,Linn,"1,244",12.9
KS,Logan,253,9.1
KS,Lyon,"5,142",16.1
KS,McPherson,"2,881",10.5
KS,Marion,"1,075",9.6
KS,Marshall,"1,068",11.2
KS,Meade,376,9.4
KS,Miami,"2,603",7.9
KS,Mitchell,669,11.4
KS,Montgomery,"5,998",19.5
KS,Morris,620,11.4
KS,Morton,286,11.1
KS,Nemaha,898,9.1
KS,Neosho,"2,271",14.8
KS,Ness,291,10.5
KS,Norton,670,14.6
KS,Osage,"1,953",12.5
KS,Osborne,434,12.9
KS,Ottawa,577,10.2
KS,Pawnee,787,14.2
KS,Phillips,646,12.4
KS,Pottawatomie,"1,907",8.0
KS,Pratt,"1,074",12.0
KS,Rawlins,316,12.9
KS,Reno,"7,266",12.3
KS,Republic,502,11.0
KS,Rice,"1,221",13.8
KS,Riley,"13,273",20.7
KS,Rooks,550,11.2
KS,Rush,417,13.8
KS,Russell,932,13.7
KS,Saline,"5,812",11.0
KS,Scott,373,7.8
KS,Sedgwick,"67,722",13.4
KS,Seward,"3,216",15.1
KS,Shawnee,"24,062",13.9
KS,Sheridan,297,11.9
KS,Sherman,790,13.7
KS,Smith,431,12.2
KS,Stafford,549,13.4
KS,Stanton,223,11.5
KS,Stevens,588,10.7
KS,Sumner,"3,016",13.4
KS,Thomas,727,9.9
KS,Trego,316,11.6
KS,Wabaunsee,548,8.1
KS,Wallace,194,13.1
KS,Washington,655,12.4
KS,Wichita,247,11.9
KS,Wilson,"1,307",15.4
KS,Woodson,502,16.1
KS,Wyandotte,"30,035",18.4
KY,Adair,"4,269",23.8
KY,Allen,"3,601",17.3
KY,Anderson,"2,239",10.0
KY,Ballard,"1,197",15.3
KY,Barren,"8,284",19.2
KY,Bath,"2,495",20.4
KY,Bell,"7,998",31.3
KY,Boone,"8,371",6.4
KY,Bourbon,"3,274",16.5
KY,Boyd,"8,229",18.3
KY,Boyle,"3,962",14.8
KY,Bracken,918,11.3
KY,Breathitt,"4,040",32.5
KY,Breckinridge,"3,761",18.8
KY,Bullitt,"7,596",9.5
KY,Butler,"2,213",17.7
KY,Caldwell,"2,254",18.0
KY,Calloway,"7,605",21.3
KY,Campbell,"11,741",13.1
KY,Carlisle,808,17.2
KY,Carroll,"1,620",15.6
KY,Carter,"8,154",31.1
KY,Casey,"4,001",26.0
KY,Christian,"11,906",18.2
KY,Clark,"5,712",16.0
KY,Clay,"7,015",38.2
KY,Clinton,"2,580",25.7
KY,Crittenden,"1,540",17.8
KY,Cumberland,"1,522",23.3
KY,Daviess,"15,026",15.3
KY,Edmonson,"2,110",17.4
KY,Elliott,"1,621",25.2
KY,Estill,"3,541",25.3
KY,Fayette,"45,485",14.6
KY,Fleming,"2,669",18.6
KY,Floyd,"12,084",34.2
KY,Franklin,"6,352",12.9
KY,Fulton,"1,705",30.2
KY,Gallatin,"1,319",15.1
KY,Garrard,"2,797",16.1
KY,Grant,"3,404",13.9
KY,Graves,"6,204",16.9
KY,Grayson,"5,431",21.4
KY,Green,"1,961",18.0
KY,Greenup,"5,747",16.6
KY,Hancock,"1,038",12.0
KY,Hardin,"14,254",13.4
KY,Harlan,"8,638",33.4
KY,Harrison,"2,865",15.5
KY,Hart,"4,120",22.2
KY,Henderson,"7,235",16.3
KY,Henry,"2,273",14.3
KY,Hickman,743,17.7
KY,Hopkins,"7,908",18.1
KY,Jackson,"3,506",26.5
KY,Jefferson,"115,810",15.4
KY,Jessamine,"6,562",12.6
KY,Johnson,"5,455",25.0
KY,Kenton,"16,923",10.4
KY,Knott,"4,612",32.1
KY,Knox,"9,719",31.9
KY,Larue,"2,133",15.3
KY,Laurel,"12,290",20.6
KY,Lawrence,"3,920",25.5
KY,Lee,"2,163",34.4
KY,Leslie,"3,042",30.8
KY,Letcher,"6,717",31.1
KY,Lewis,"3,292",25.2
KY,Lincoln,"4,995",20.6
KY,Livingston,"1,268",13.9
KY,Logan,"4,781",18.0
KY,Lyon,"1,012",14.5
KY,McCracken,"9,423",14.7
KY,McCreary,"5,274",33.7
KY,McLean,"1,263",13.9
KY,Madison,"14,065",16.5
KY,Magoffin,"3,463",28.4
KY,Marion,"3,229",17.1
KY,Marshall,"3,715",12.1
KY,Martin,"3,875",39.1
KY,Mason,"3,057",18.2
KY,Meade,"3,245",11.4
KY,Menifee,"1,669",26.4
KY,Mercer,"2,759",12.8
KY,Metcalfe,"2,298",23.3
KY,Monroe,"2,415",23.0
KY,Montgomery,"4,232",15.3
KY,Morgan,"3,102",27.3
KY,Muhlenberg,"5,054",17.4
KY,Nelson,"5,530",12.2
KY,Nicholas,"1,093",15.5
KY,Ohio,"4,054",17.2
KY,Oldham,"3,463",5.6
KY,Owen,"1,707",15.8
KY,Owsley,"1,706",39.2
KY,Pendleton,"2,222",15.5
KY,Perry,"7,355",28.9
KY,Pike,"13,499",23.8
KY,Powell,"2,666",22.0
KY,Pulaski,"12,392",19.5
KY,Robertson,396,19.1
KY,Rockcastle,"3,732",22.8
KY,Rowan,"4,882",22.7
KY,Russell,"3,792",21.6
KY,Scott,"4,557",8.3
KY,Shelby,"4,714",10.0
KY,Simpson,"2,271",12.5
KY,Spencer,"1,363",7.3
KY,Taylor,"4,635",19.2
KY,Todd,"2,055",17.1
KY,Trigg,"1,901",13.1
KY,Trimble,"1,393",16.5
KY,Union,"2,327",16.3
KY,Warren,"20,486",16.5
KY,Washington,"1,644",13.8
KY,Wayne,"5,629",28.1
KY,Webster,"2,329",18.4
KY,Whitley,"8,849",25.7
KY,Wolfe,"2,202",31.4
KY,Woodford,"2,438",9.4
LA,Acadia Parish,"15,378",25.2
LA,Allen Parish,"4,177",19.6
LA,Ascension Parish,"13,341",10.8
LA,Assumption Parish,"4,562",20.7
LA,Avoyelles Parish,"10,158",27.4
LA,Beauregard Parish,"5,528",15.4
LA,Bienville Parish,"3,481",26.9
LA,Bossier Parish,"17,888",14.4
LA,Caddo Parish,"52,996",22.4
LA,Calcasieu Parish,"29,744",14.9
LA,Caldwell Parish,"1,950",20.8
LA,Cameron Parish,962,13.9
LA,Catahoula Parish,"2,273",26.0
LA,Claiborne Parish,"4,245",32.7
LA,Concordia Parish,"4,923",27.2
LA,De Soto Parish,"4,959",18.3
LA,East Baton Rouge Parish,"71,761",16.7
LA,East Carroll Parish,"2,720",45.7
LA,East Feliciana Parish,"3,319",19.6
LA,Evangeline Parish,"8,748",27.3
LA,Franklin Parish,"5,318",27.3
LA,Grant Parish,"3,891",20.0
LA,Iberia Parish,"16,816",24.1
LA,Iberville Parish,"6,880",23.8
LA,Jackson Parish,"3,206",21.6
LA,Jefferson Parish,"67,200",15.6
LA,Jefferson Davis Parish,"5,462",17.7
LA,Lafayette Parish,"36,301",15.3
LA,Lafourche Parish,"15,989",16.6
LA,La Salle Parish,"2,659",19.5
LA,Lincoln Parish,"10,940",25.8
LA,Livingston Parish,"15,562",11.3
LA,Madison Parish,"4,000",41.7
LA,Morehouse Parish,"6,738",27.4
LA,Natchitoches Parish,"11,951",32.8
LA,Orleans Parish,"90,329",23.8
LA,Ouachita Parish,"31,790",21.3
LA,Plaquemines Parish,"3,582",15.5
LA,Pointe Coupee Parish,"4,428",20.3
LA,Rapides Parish,"24,641",19.4
LA,Red River Parish,"1,911",23.1
LA,Richland Parish,"5,051",26.2
LA,Sabine Parish,"5,430",23.1
LA,St. Bernard Parish,"9,306",20.1
LA,St. Charles Parish,"6,652",12.8
LA,St. Helena Parish,"1,983",19.6
LA,St. James Parish,"3,492",16.8
LA,St. John the Baptist Parish,"7,766",18.2
LA,St. Landry Parish,"26,696",32.7
LA,St. Martin Parish,"10,179",19.3
LA,St. Mary Parish,"10,285",21.0
LA,St. Tammany Parish,"30,253",11.8
LA,Tangipahoa Parish,"23,304",17.9
LA,Tensas Parish,"1,404",31.6
LA,Terrebonne Parish,"18,950",17.3
LA,Union Parish,"3,924",18.0
LA,Vermilion Parish,"10,826",18.3
LA,Vernon Parish,"7,951",17.5
LA,Washington Parish,"11,028",24.6
LA,Webster Parish,"9,764",26.0
LA,West Baton Rouge Parish,"3,299",12.8
LA,West Carroll Parish,"2,455",23.3
LA,West Feliciana Parish,"2,470",24.4
LA,Winn Parish,"2,829",22.8
ME,Androscoggin,"12,838",12.3
ME,Aroostook,"9,988",15.3
ME,Cumberland,"23,332",8.2
ME,Franklin,"4,141",14.5
ME,Hancock,"6,233",11.6
ME,Kennebec,"13,290",11.2
ME,Knox,"4,209",11.0
ME,Lincoln,"3,751",11.1
ME,Oxford,"9,490",16.7
ME,Penobscot,"21,154",14.7
ME,Piscataquis,"2,883",17.5
ME,Sagadahoc,"3,059",8.7
ME,Somerset,"8,011",16.1
ME,Waldo,"5,333",13.7
ME,Washington,"5,613",18.3
ME,York,"18,133",9.0
MD,Allegany,"10,570",16.7
MD,Anne Arundel,"39,231",7.0
MD,Baltimore,"79,482",9.9
MD,Calvert,"4,912",5.4
MD,Caroline,"4,320",13.2
MD,Carroll,"9,828",6.0
MD,Cecil,"8,406",8.3
MD,Charles,"10,487",6.6
MD,Dorchester,"4,851",15.4
MD,Frederick,"15,552",6.2
MD,Garrett,"3,483",12.2
MD,Harford,"17,528",7.0
MD,Howard,"16,874",5.2
MD,Kent,"2,329",12.9
MD,Montgomery,"72,247",6.9
MD,Prince George's,"73,777",8.3
MD,Queen Anne's,"3,237",6.5
MD,St. Mary's,"8,770",8.0
MD,Somerset,"4,758",23.4
MD,Talbot,"3,377",9.2
MD,Washington,"15,871",11.1
MD,Wicomico,"14,327",14.6
MD,Worcester,"5,300",10.4
MD,Baltimore city,"109,306",18.9
MA,Barnstable,"16,661",8.0
MA,Berkshire,"13,673",11.3
MA,Bristol,"59,147",10.8
MA,Dukes,"1,316",7.7
MA,Essex,"82,387",10.7
MA,Franklin,"7,395",10.6
MA,Hampden,"76,016",16.7
MA,Hampshire,"15,397",11.1
MA,Middlesex,"113,717",7.3
MA,Nantucket,669,5.9
MA,Norfolk,"44,959",6.5
MA,Plymouth,"31,285",6.2
MA,Suffolk,"133,144",17.5
MA,Worcester,"72,636",9.0
MI,Alcona,"1,995",19.5
MI,Alger,"1,019",12.6
MI,Allegan,"12,429",10.7
MI,Alpena,"4,277",15.3
MI,Antrim,"2,439",10.6
MI,Arenac,"2,360",15.9
MI,Baraga,"1,126",15.4
MI,Barry,"5,100",8.5
MI,Bay,"16,044",15.6
MI,Benzie,"1,812",10.3
MI,Berrien,"23,151",15.3
MI,Branch,"6,034",14.5
MI,Calhoun,"22,602",17.3
MI,Cass,"5,727",11.2
MI,Charlevoix,"2,756",10.6
MI,Cheboygan,"3,359",13.4
MI,Chippewa,"5,608",17.1
MI,Clare,"6,253",20.6
MI,Clinton,"5,896",7.5
MI,Crawford,"1,862",13.6
MI,Delta,"4,380",12.4
MI,Dickinson,"2,703",10.8
MI,Eaton,"9,987",9.3
MI,Emmet,"2,725",8.3
MI,Genesee,"75,251",18.8
MI,Gladwin,"3,905",15.6
MI,Gogebic,"2,404",17.5
MI,Grand Traverse,"8,656",9.5
MI,Gratiot,"5,679",16.2
MI,Hillsdale,"5,958",13.5
MI,Houghton,"6,316",19.0
MI,Huron,"3,876",12.6
MI,Ingham,"49,916",18.1
MI,Ionia,"5,822",9.9
MI,Iosco,"3,724",15.1
MI,Iron,"1,531",14.2
MI,Isabella,"15,106",23.4
MI,Jackson,"20,553",13.7
MI,Kalamazoo,"36,927",14.4
MI,Kalkaska,"2,481",14.1
MI,Kent,"72,623",11.3
MI,Keweenaw,253,12.0
MI,Lake,"2,559",22.3
MI,Lapeer,"8,723",10.1
MI,Leelanau,"1,519",7.0
MI,Lenawee,"9,668",10.4
MI,Livingston,"9,560",5.0
MI,Luce,"1,063",20.7
MI,Mackinac,"1,431",13.4
MI,Macomb,"95,731",11.0
MI,Manistee,"3,026",13.1
MI,Marquette,"8,824",14.1
MI,Mason,"3,455",12.1
MI,Mecosta,"7,368",18.4
MI,Menominee,"2,810",12.4
MI,Midland,"9,217",11.3
MI,Missaukee,"1,920",12.9
MI,Monroe,"14,891",10.0
MI,Montcalm,"8,709",14.3
MI,Montmorency,"1,659",18.2
MI,Muskegon,"26,321",15.7
MI,Newaygo,"7,522",15.6
MI,Oakland,"102,052",8.2
MI,Oceana,"4,070",15.5
MI,Ogemaw,"3,289",15.9
MI,Ontonagon,810,14.1
MI,Osceola,"4,032",17.6
MI,Oscoda,"1,408",17.1
MI,Otsego,"2,771",11.4
MI,Ottawa,"19,087",6.8
MI,Presque Isle,"1,782",14.2
MI,Roscommon,"4,038",17.1
MI,Saginaw,"31,323",17.0
MI,St. Clair,"21,745",13.8
MI,St. Joseph,"8,191",13.6
MI,Sanilac,"6,477",15.9
MI,Schoolcraft,"1,044",13.2
MI,Shiawassee,"7,279",10.8
MI,Tuscola,"6,580",12.7
MI,Van Buren,"11,432",15.3
MI,Washtenaw,"52,258",15.0
MI,Wayne,"376,649",21.7
MI,Wexford,"4,318",13.1
MN,Aitkin,"2,145",13.7
MN,Anoka,"19,568",5.6
MN,Becker,"3,764",11.1
MN,Beltrami,"8,220",18.4
MN,Benton,"4,074",10.2
MN,Big Stone,549,11.3
MN,Blue Earth,"9,693",15.1
MN,Brown,"2,008",8.4
MN,Carlton,"3,454",10.1
MN,Carver,"3,945",3.8
MN,Cass,"3,771",12.9
MN,Chippewa,"1,031",8.8
MN,Chisago,"3,508",6.4
MN,Clay,"7,220",11.8
MN,Clearwater,"1,107",12.8
MN,Cook,511,9.6
MN,Cottonwood,"1,147",10.4
MN,Crow Wing,"8,105",12.6
MN,Dakota,"26,434",6.3
MN,Dodge,"1,266",6.1
MN,Douglas,"3,304",8.8
MN,Faribault,"1,569",11.7
MN,Fillmore,"2,049",9.9
MN,Freeborn,"2,948",9.9
MN,Goodhue,"3,250",7.1
MN,Grant,583,9.9
MN,Hennepin,"127,826",10.3
MN,Houston,"1,560",8.5
MN,Hubbard,"2,535",12.0
MN,Isanti,"2,987",7.6
MN,Itasca,"5,206",11.8
MN,Jackson,864,8.8
MN,Kanabec,"1,800",11.3
MN,Kandiyohi,"4,854",11.5
MN,Kittson,415,10.0
MN,Koochiching,"1,811",14.9
MN,Lac qui Parle,619,9.5
MN,Lake,900,8.6
MN,Lake of the Woods,383,10.4
MN,Le Sueur,"2,191",7.8
MN,Lincoln,562,10.1
MN,Lyon,"3,009",12.1
MN,McLeod,"2,520",7.1
MN,Mahnomen,"1,135",20.9
MN,Marshall,764,8.2
MN,Martin,"2,677",13.7
MN,Meeker,"1,715",7.5
MN,Mille Lacs,"3,163",12.4
MN,Morrison,"3,307",10.1
MN,Mower,"4,567",11.6
MN,Murray,667,8.2
MN,Nicollet,"2,759",8.7
MN,Nobles,"2,335",10.8
MN,Norman,691,10.9
MN,Olmsted,"10,908",7.1
MN,Otter Tail,"5,940",10.3
MN,Pennington,"1,278",9.2
MN,Pine,"3,319",12.0
MN,Pipestone,917,10.4
MN,Polk,"3,654",12.0
MN,Pope,919,8.4
MN,Ramsey,"78,160",14.6
MN,Red Lake,423,10.7
MN,Redwood,"1,409",9.4
MN,Renville,"1,505",10.5
MN,Rice,"5,718",9.6
MN,Rock,815,8.9
MN,Roseau,"1,261",8.5
MN,St. Louis,"28,232",14.7
MN,Scott,"7,563",5.2
MN,Sherburne,"6,098",6.5
MN,Sibley,"1,052",7.1
MN,Stearns,"18,879",12.4
MN,Steele,"3,491",9.6
MN,Stevens,986,11.2
MN,Swift,936,10.2
MN,Todd,"3,017",12.4
MN,Traverse,418,13.1
MN,Wabasha,"1,578",7.4
MN,Wadena,"1,924",14.4
MN,Waseca,"1,633",9.2
MN,Washington,"10,755",4.2
MN,Watonwan,"1,152",10.7
MN,Wilkin,572,9.4
MN,Winona,"6,126",13.0
MN,Wright,"6,639",4.9
MN,Yellow Medicine,"1,124",11.7
MS,Adams,"8,478",29.4
MS,Alcorn,"6,559",18.2
MS,Amite,"2,706",22.2
MS,Attala,"4,272",23.7
MS,Benton,"1,807",22.1
MS,Bolivar,"8,715",29.4
MS,Calhoun,"3,026",21.3
MS,Carroll,"1,710",17.9
MS,Chickasaw,"3,383",20.3
MS,Choctaw,"1,668",20.4
MS,Claiborne,"2,827",36.3
MS,Clarke,"3,351",21.6
MS,Clay,"4,170",21.9
MS,Coahoma,"7,893",35.9
MS,Copiah,"7,364",26.5
MS,Covington,"4,910",26.5
MS,DeSoto,"16,255",9.0
MS,Forrest,"17,341",24.0
MS,Franklin,"1,551",20.1
MS,George,"3,802",16.1
MS,Greene,"2,485",22.6
MS,Grenada,"4,621",22.3
MS,Hancock,"8,181",17.5
MS,Harrison,"40,288",20.0
MS,Hinds,"44,204",19.4
MS,Holmes,"5,515",33.2
MS,Humphreys,"3,015",37.0
MS,Issaquena,409,40.5
MS,Itawamba,"3,066",13.7
MS,Jackson,"25,348",17.9
MS,Jasper,"3,098",19.0
MS,Jefferson,"2,388",35.5
MS,Jefferson Davis,"2,885",26.0
MS,Jones,"13,223",19.9
MS,Kemper,"2,427",27.5
MS,Lafayette,"8,801",18.0
MS,Lamar,"8,666",14.0
MS,Lauderdale,"18,243",25.5
MS,Lawrence,"2,329",18.7
MS,Leake,"5,335",25.4
MS,Lee,"10,977",13.1
MS,Leflore,"9,655",35.1
MS,Lincoln,"6,422",19.1
MS,Lowndes,"13,276",23.1
MS,Madison,"9,750",9.4
MS,Marion,"6,500",27.2
MS,Marshall,"7,019",20.9
MS,Monroe,"5,750",16.4
MS,Montgomery,"2,265",22.9
MS,Neshoba,"7,701",26.9
MS,Newton,"4,399",21.2
MS,Noxubee,"3,001",29.0
MS,Oktibbeha,"12,296",27.3
MS,Panola,"7,391",21.8
MS,Pearl River,"9,761",18.1
MS,Perry,"2,597",22.0
MS,Pike,"11,814",30.6
MS,Pontotoc,"5,185",16.5
MS,Prentiss,"4,808",19.8
MS,Quitman,"2,604",37.6
MS,Rankin,"14,162",9.6
MS,Scott,"7,135",25.5
MS,Sharkey,"1,444",33.6
MS,Simpson,"5,200",19.8
MS,Smith,"2,660",16.8
MS,Stone,"3,378",20.1
MS,Sunflower,"7,041",32.6
MS,Tallahatchie,"3,852",33.4
MS,Tate,"4,827",17.6
MS,Tippah,"3,652",16.9
MS,Tishomingo,"2,912",15.2
MS,Tunica,"2,599",26.5
MS,Union,"3,779",13.4
MS,Walthall,"3,350",23.4
MS,Warren,"8,766",19.2
MS,Washington,"14,414",32.6
MS,Wayne,"4,318",21.4
MS,Webster,"1,764",18.1
MS,Wilkinson,"2,325",30.3
MS,Winston,"3,717",21.0
MS,Yalobusha,"2,208",18.1
MS,Yazoo,"8,417",37.1
MO,Adair,"5,356",23.9
MO,Andrew,"1,429",8.2
MO,Atchison,600,11.8
MO,Audrain,"3,883",16.7
MO,Barry,"6,658",18.8
MO,Barton,"2,057",17.6
MO,Bates,"2,267",14.2
MO,Benton,"3,834",20.2
MO,Bollinger,"1,871",15.6
MO,Boone,"28,584",16.8
MO,Buchanan,"13,117",15.6
MO,Butler,"8,567",20.5
MO,Caldwell,"1,281",14.4
MO,Callaway,"4,795",11.7
MO,Camden,"5,712",12.6
MO,Cape Girardeau,"10,334",13.8
MO,Carroll,"1,060",12.3
MO,Carter,"1,355",22.6
MO,Cass,"8,427",8.1
MO,Cedar,"2,502",17.9
MO,Chariton,967,13.4
MO,Christian,"7,388",8.6
MO,Clark,"1,001",14.9
MO,Clay,"17,153",7.0
MO,Clinton,"1,793",9.0
MO,Cole,"6,362",8.9
MO,Cooper,"2,242",14.0
MO,Crawford,"3,741",15.9
MO,Dade,"1,245",16.8
MO,Dallas,"2,750",16.6
MO,Daviess,"1,212",14.9
MO,DeKalb,"1,470",16.0
MO,Dent,"3,082",20.3
MO,Douglas,"2,593",19.7
MO,Dunklin,"7,462",26.1
MO,Franklin,"9,383",9.2
MO,Gasconade,"1,697",11.8
MO,Gentry,"1,007",15.5
MO,Greene,"43,423",15.5
MO,Grundy,"1,583",16.6
MO,Harrison,"1,277",15.5
MO,Henry,"3,606",16.8
MO,Hickory,"1,677",17.8
MO,Holt,572,13.3
MO,Howard,"1,233",13.1
MO,Howell,"8,371",21.3
MO,Iron,"1,966",19.9
MO,Jackson,"89,787",13.0
MO,Jasper,"19,498",16.6
MO,Jefferson,"19,327",8.7
MO,Johnson,"7,032",14.1
MO,Knox,640,16.6
MO,Laclede,"5,403",15.4
MO,Lafayette,"3,516",11.0
MO,Lawrence,"5,831",15.5
MO,Lewis,"1,405",15.4
MO,Lincoln,"6,055",10.6
MO,Linn,"1,976",16.7
MO,Livingston,"2,045",15.6
MO,McDonald,"4,083",17.9
MO,Macon,"2,064",13.9
MO,Madison,"1,982",16.6
MO,Maries,"1,205",13.9
MO,Marion,"3,686",13.5
MO,Mercer,439,12.2
MO,Miller,"4,204",16.9
MO,Mississippi,"3,069",26.8
MO,Moniteau,"1,723",11.7
MO,Monroe,"1,158",13.6
MO,Montgomery,"1,591",14.3
MO,Morgan,"3,250",16.3
MO,New Madrid,"3,089",18.3
MO,Newton,"9,144",16.0
MO,Nodaway,"3,715",19.8
MO,Oregon,"2,468",23.8
MO,Osage,"1,222",9.2
MO,Ozark,"1,962",22.0
MO,Pemiscot,"4,664",29.1
MO,Perry,"2,040",10.9
MO,Pettis,"6,885",16.6
MO,Phelps,"7,517",18.1
MO,Pike,"2,557",15.9
MO,Platte,"5,925",5.8
MO,Polk,"4,965",16.2
MO,Pulaski,"6,350",15.2
MO,Putnam,675,14.4
MO,Ralls,923,9.1
MO,Randolph,"3,960",17.6
MO,Ray,"2,220",9.9
MO,Reynolds,"1,240",20.3
MO,Ripley,"3,116",23.5
MO,St. Charles,"22,272",5.7
MO,St. Clair,"1,669",18.2
MO,Ste. Genevieve,"1,720",9.8
MO,St. Francois,"11,341",19.0
MO,St. Louis,"102,720",10.5
MO,Saline,"3,188",14.8
MO,Schuyler,764,16.9
MO,Scotland,685,14.1
MO,Scott,"7,210",19.1
MO,Shannon,"1,829",22.6
MO,Shelby,834,14.3
MO,Stoddard,"4,238",14.8
MO,Stone,"4,204",13.4
MO,Sullivan,935,15.3
MO,Taney,"8,367",15.4
MO,Texas,"5,806",24.6
MO,Vernon,"3,387",17.2
MO,Warren,"3,606",10.5
MO,Washington,"5,145",21.7
MO,Wayne,"3,018",23.3
MO,Webster,"5,384",14.1
MO,Worth,279,14.1
MO,Wright,"4,330",23.9
MO,St. Louis city,"66,858",22.8
MT,Beaverhead,"1,236",13.8
MT,Big Horn,"3,375",25.6
MT,Blaine,"1,393",20.8
MT,Broadwater,617,10.3
MT,Carbon,"1,247",11.7
MT,Carter,167,13.7
MT,Cascade,"10,607",13.4
MT,Chouteau,"1,060",18.7
MT,Custer,"1,398",12.5
MT,Daniels,171,10.1
MT,Dawson,934,11.4
MT,Deer Lodge,"1,346",15.9
MT,Fallon,266,9.2
MT,Fergus,"1,313",12.2
MT,Flathead,"11,288",11.2
MT,Gallatin,"9,721",9.0
MT,Garfield,207,16.3
MT,Glacier,"3,629",27.0
MT,Golden Valley,150,18.9
MT,Granite,449,13.4
MT,Hill,"2,151",13.5
MT,Jefferson,922,7.7
MT,Judith Basin,260,13.3
MT,Lake,"5,442",18.2
MT,Lewis and Clark,"7,061",10.5
MT,Liberty,443,19.0
MT,Lincoln,"3,964",20.3
MT,McCone,235,14.2
MT,Madison,801,9.2
MT,Meagher,285,15.9
MT,Mineral,601,14.0
MT,Missoula,"14,719",12.7
MT,Musselshell,691,15.0
MT,Park,"1,744",10.5
MT,Petroleum,83,16.2
MT,Phillips,608,15.2
MT,Pondera,"1,028",17.8
MT,Powder River,205,12.2
MT,Powell,950,18.1
MT,Prairie,144,13.5
MT,Ravalli,"6,628",15.5
MT,Richland,950,8.7
MT,Roosevelt,"2,763",25.4
MT,Rosebud,"1,523",17.0
MT,Sanders,"1,871",16.0
MT,Sheridan,366,10.9
