data_state,county,poverty_estimate,poverty_percentage
MT,Silver Bow,"5,697",16.7
MT,Stillwater,766,8.1
MT,Sweet Grass,364,10.0
MT,Teton,941,15.8
MT,Toole,640,15.1
MT,Treasure,77,11.4
MT,Valley,"1,007",13.7
MT,Wheatland,411,19.0
MT,Wibaux,121,12.0
MT,Yellowstone,"17,150",10.9
NE,Adams,"3,558",11.8
NE,Antelope,788,12.6
NE,Arthur,60,12.9
NE,Banner,91,12.5
NE,Blaine,77,16.2
NE,Boone,470,9.2
NE,Box Butte,"1,454",13.7
NE,Boyd,264,13.9
NE,Brown,369,12.5
NE,Buffalo,"5,068",10.7
NE,Burt,688,10.8
NE,Butler,717,9.1
NE,Cass,"1,898",7.4
NE,Cedar,720,8.7
NE,Chase,370,9.5
NE,Cherry,693,12.2
NE,Cheyenne,"1,035",11.3
NE,Clay,671,11.0
NE,Colfax,"1,120",10.4
NE,Cuming,778,8.9
NE,Custer,"1,274",12.0
NE,Dakota,"2,455",12.4
NE,Dawes,"1,360",17.1
NE,Dawson,"2,824",12.1
NE,Deuel,214,11.8
NE,Dixon,544,9.7
NE,Dodge,"3,484",9.8
NE,Douglas,"64,276",11.6
NE,Dundy,245,14.0
NE,Fillmore,474,8.9
NE,Franklin,398,13.4
NE,Frontier,351,14.2
NE,Furnas,579,12.6
NE,Gage,"2,364",11.2
NE,Garden,283,15.1
NE,Garfield,253,13.1
NE,Gosper,178,9.1
NE,Grant,70,10.6
NE,Greeley,294,12.8
NE,Hall,"7,839",13.0
NE,Hamilton,593,6.5
NE,Harlan,371,11.1
NE,Hayes,148,16.2
NE,Hitchcock,424,15.3
NE,Holt,"1,210",12.1
NE,Hooker,55,8.3
NE,Howard,650,10.2
NE,Jefferson,821,11.8
NE,Johnson,563,13.8
NE,Kearney,591,9.2
NE,Keith,949,11.9
NE,Keya Paha,148,18.3
NE,Kimball,443,12.5
NE,Knox,"1,098",13.4
NE,Lancaster,"37,583",12.4
NE,Lincoln,"3,472",10.1
NE,Logan,69,9.3
NE,Loup,105,17.1
NE,McPherson,57,11.6
NE,Madison,"3,992",11.7
NE,Merrick,811,10.7
NE,Morrill,669,14.5
NE,Nance,401,11.7
NE,Nemaha,824,12.7
NE,Nuckolls,455,11.0
NE,Otoe,"1,464",9.4
NE,Pawnee,357,13.8
NE,Perkins,297,10.3
NE,Phelps,828,9.5
NE,Pierce,690,9.8
NE,Platte,"2,789",8.5
NE,Polk,441,8.5
NE,Red Willow,"1,135",11.0
NE,Richardson,"1,004",13.0
NE,Rock,194,14.6
NE,Saline,"1,649",12.4
NE,Sarpy,"10,399",5.7
NE,Saunders,"1,637",7.8
NE,Scotts Bluff,"5,021",14.3
NE,Seward,"1,155",7.2
NE,Sheridan,834,16.5
NE,Sherman,417,14.0
NE,Sioux,198,16.7
NE,Stanton,446,7.5
NE,Thayer,528,10.8
NE,Thomas,107,15.0
NE,Thurston,"1,725",23.9
NE,Valley,511,12.4
NE,Washington,"1,423",6.9
NE,Wayne,"1,177",13.9
NE,Webster,450,13.2
NE,Wheeler,112,14.0
NE,York,"1,255",9.7
NV,Churchill,"2,756",11.4
NV,Clark,"307,977",14.0
NV,Douglas,"3,457",7.2
NV,Elko,"4,276",8.3
NV,Esmeralda,119,14.4
NV,Eureka,189,9.5
NV,Humboldt,"1,977",11.9
NV,Lander,616,11.1
NV,Lincoln,655,13.4
NV,Lyon,"5,803",10.5
NV,Mineral,941,21.1
NV,Nye,"6,725",15.2
NV,Pershing,889,18.3
NV,Storey,306,7.6
NV,Washoe,"47,627",10.4
NV,White Pine,"1,082",13.3
NV,Carson City,"5,952",11.3
NH,Belknap,"4,149",6.9
NH,Carroll,"4,358",9.0
NH,Cheshire,"7,307",10.2
NH,Coos,"3,828",13.1
NH,Grafton,"7,427",9.0
NH,Hillsborough,"30,147",7.4
NH,Merrimack,"10,149",7.0
NH,Rockingham,"16,270",5.3
NH,Strafford,"11,673",9.7
NH,Sullivan,"4,768",11.2
NJ,Atlantic,"33,167",12.8
NJ,Bergen,"63,403",6.8
NJ,Burlington,"26,786",6.2
NJ,Camden,"64,417",12.9
NJ,Cape May,"9,325",10.3
NJ,Cumberland,"21,430",15.2
NJ,Essex,"116,246",14.9
NJ,Gloucester,"21,869",7.6
NJ,Hudson,"95,704",14.3
NJ,Hunterdon,"5,317",4.4
NJ,Mercer,"38,279",10.9
NJ,Middlesex,"65,823",8.2
NJ,Monmouth,"41,380",6.7
NJ,Morris,"22,980",4.7
NJ,Ocean,"57,366",9.7
NJ,Passaic,"67,374",13.6
NJ,Salem,"6,891",11.2
NJ,Somerset,"16,112",4.9
NJ,Sussex,"7,233",5.2
NJ,Union,"43,279",7.8
NJ,Warren,"7,006",6.7
NM,Bernalillo,"109,959",16.5
NM,Catron,827,23.3
NM,Chaves,"11,872",18.9
NM,Cibola,"6,910",28.6
NM,Colfax,"2,315",19.8
NM,Curry,"8,239",17.2
NM,DeBaca,361,20.4
NM,Dona Ana,"52,914",24.9
NM,Eddy,"8,981",15.7
NM,Grant,"5,535",20.7
NM,Guadalupe,915,24.3
NM,Harding,109,16.7
NM,Hidalgo,"1,070",25.7
NM,Lea,"10,813",16.1
NM,Lincoln,"3,166",16.4
NM,Los Alamos,733,3.9
NM,Luna,"6,364",27.2
NM,McKinley,"23,092",32.3
NM,Mora,"1,053",23.5
NM,Otero,"13,074",20.3
NM,Quay,"1,975",24.1
NM,Rio Arriba,"8,498",22.0
NM,Roosevelt,"3,979",22.6
NM,Sandoval,"18,215",12.6
NM,San Juan,"28,486",23.1
NM,San Miguel,"7,479",28.2
NM,Santa Fe,"17,972",12.2
NM,Sierra,"2,739",25.7
NM,Socorro,"4,767",29.6
NM,Taos,"6,955",21.4
NM,Torrance,"3,763",25.2
NM,Union,701,20.4
NM,Valencia,"12,908",17.3
NY,Albany,"32,888",11.3
NY,Allegany,"7,161",17.0
NY,Bronx,"380,470",27.3
NY,Broome,"31,406",17.3
NY,Cattaraugus,"12,711",17.1
NY,Cayuga,"9,509",13.0
NY,Chautauqua,"22,426",18.3
NY,Chemung,"10,856",13.5
NY,Chenango,"7,023",15.1
NY,Clinton,"9,779",13.2
NY,Columbia,"6,828",11.7
NY,Cortland,"7,426",16.9
NY,Delaware,"6,746",15.9
NY,Dutchess,"25,387",9.2
NY,Erie,"122,204",13.7
NY,Essex,"4,150",11.7
NY,Franklin,"7,404",16.7
NY,Fulton,"6,830",13.0
NY,Genesee,"5,494",9.9
NY,Greene,"5,789",13.0
NY,Hamilton,404,9.1
NY,Herkimer,"8,176",13.5
NY,Jefferson,"12,996",12.3
NY,Kings,"483,632",18.9
NY,Lewis,"3,177",12.2
NY,Livingston,"7,173",12.5
NY,Madison,"7,121",10.8
NY,Monroe,"103,620",14.4
NY,Montgomery,"7,694",15.8
NY,Nassau,"77,883",5.8
NY,New York,"245,347",15.6
NY,Niagara,"26,833",13.0
NY,Oneida,"32,150",14.8
NY,Onondaga,"61,143",13.7
NY,Ontario,"9,077",8.5
NY,Orange,"42,664",11.5
NY,Orleans,"4,819",12.6
NY,Oswego,"18,209",16.1
NY,Otsego,"6,881",12.5
NY,Putnam,"5,863",6.0
NY,Queens,"261,819",11.6
NY,Rensselaer,"17,059",11.1
NY,Richmond,"55,217",11.7
NY,Rockland,"44,728",13.9
NY,St. Lawrence,"14,677",15.1
NY,Saratoga,"14,319",6.3
NY,Schenectady,"17,062",11.3
NY,Schoharie,"3,532",11.8
NY,Schuyler,"2,392",13.5
NY,Seneca,"4,000",12.6
NY,Steuben,"12,069",12.8
NY,Suffolk,"105,578",7.3
NY,Sullivan,"11,834",16.2
NY,Tioga,"4,912",10.2
NY,Tompkins,"15,146",16.8
NY,Ulster,"24,389",14.3
NY,Warren,"6,859",10.8
NY,Washington,"6,637",11.4
NY,Wayne,"8,511",9.6
NY,Westchester,"78,572",8.3
NY,Wyoming,"3,627",9.9
NY,Yates,"3,014",12.7
NC,Alamance,"21,661",13.5
NC,Alexander,"4,653",13.0
NC,Alleghany,"2,060",18.7
NC,Anson,"4,680",20.5
NC,Ashe,"4,542",16.9
NC,Avery,"2,542",16.8
NC,Beaufort,"8,429",18.1
NC,Bertie,"4,172",23.5
NC,Bladen,"9,542",29.1
NC,Brunswick,"14,203",10.5
NC,Buncombe,"28,859",11.5
NC,Burke,"12,278",14.0
NC,Cabarrus,"18,839",9.0
NC,Caldwell,"12,830",15.9
NC,Camden,884,8.3
NC,Carteret,"6,717",9.8
NC,Caswell,"3,642",17.1
NC,Catawba,"20,321",13.0
NC,Chatham,"6,709",9.3
NC,Cherokee,"5,253",18.8
NC,Chowan,"2,370",17.2
NC,Clay,"1,602",14.6
NC,Cleveland,"18,301",19.1
NC,Columbus,"13,279",25.3
NC,Craven,"14,513",14.9
NC,Cumberland,"53,788",17.0
NC,Currituck,"2,602",9.7
NC,Dare,"2,992",8.3
NC,Davidson,"24,694",15.0
NC,Davie,"4,555",10.8
NC,Duplin,"11,877",20.4
NC,Durham,"41,063",13.5
NC,Edgecombe,"11,705",22.9
NC,Forsyth,"60,361",16.4
NC,Franklin,"8,394",12.7
NC,Gaston,"31,172",14.2
NC,Gates,"1,747",15.2
NC,Graham,"1,575",18.9
NC,Granville,"7,331",13.0
NC,Greene,"4,319",23.5
NC,Guilford,"79,267",15.4
NC,Halifax,"10,800",22.0
NC,Harnett,"18,802",14.4
NC,Haywood,"8,071",13.1
NC,Henderson,"11,212",9.7
NC,Hertford,"4,909",23.2
NC,Hoke,"9,621",18.0
NC,Hyde,"1,014",22.2
NC,Iredell,"16,746",9.5
NC,Jackson,"6,570",16.7
NC,Johnston,"23,374",11.7
NC,Jones,"1,542",16.2
NC,Lee,"9,459",15.7
NC,Lenoir,"12,193",22.1
NC,Lincoln,"8,555",10.3
NC,McDowell,"6,802",15.4
NC,Macon,"5,700",16.3
NC,Madison,"3,502",17.0
NC,Martin,"4,571",20.3
NC,Mecklenburg,"126,098",11.7
NC,Mitchell,"2,383",16.1
NC,Montgomery,"4,379",16.7
NC,Moore,"10,263",10.5
NC,Nash,"13,024",14.2
NC,New Hanover,"34,250",15.3
NC,Northampton,"4,043",21.4
NC,Onslow,"26,562",15.1
NC,Orange,"17,045",12.4
NC,Pamlico,"1,983",16.6
NC,Pasquotank,"6,854",18.2
NC,Pender,"9,207",15.1
NC,Perquimans,"2,108",15.8
NC,Person,"5,773",14.8
NC,Pitt,"40,201",23.2
NC,Polk,"2,389",11.8
NC,Randolph,"19,631",13.8
NC,Richmond,"8,698",19.9
NC,Robeson,"31,143",24.5
NC,Rockingham,"16,003",17.9
NC,Rowan,"22,298",16.3
NC,Rutherford,"12,538",19.1
NC,Sampson,"14,243",22.8
NC,Scotland,"8,637",26.9
NC,Stanly,"7,924",13.2
NC,Stokes,"5,455",12.1
NC,Surry,"11,351",16.0
NC,Swain,"2,124",15.2
NC,Transylvania,"4,277",12.8
NC,Tyrrell,880,25.2
NC,Union,"16,361",7.0
NC,Vance,"11,585",26.3
NC,Wake,"89,819",8.4
NC,Warren,"3,750",19.8
NC,Washington,"2,470",21.1
NC,Watauga,"10,608",21.2
NC,Wayne,"24,470",20.2
NC,Wilkes,"12,712",18.9
NC,Wilson,"16,868",21.1
NC,Yadkin,"4,829",13.0
NC,Yancey,"3,153",17.8
ND,Adams,234,10.4
ND,Barnes,"1,231",12.3
ND,Benson,"2,129",30.8
ND,Billings,82,9.0
ND,Bottineau,715,11.6
ND,Bowman,264,8.7
ND,Burke,195,9.3
ND,Burleigh,"6,798",7.4
ND,Cass,"18,270",10.4
ND,Cavalier,398,10.6
ND,Dickey,520,11.1
ND,Divide,222,10.0
ND,Dunn,443,10.4
ND,Eddy,237,10.6
ND,Emmons,431,13.3
ND,Foster,274,8.7
ND,Golden Valley,192,11.2
ND,Grand Forks,"8,681",12.9
ND,Grant,341,14.5
ND,Griggs,202,9.2
ND,Hettinger,291,12.4
ND,Kidder,355,14.5
ND,LaMoure,456,11.4
ND,Logan,239,12.9
ND,McHenry,685,11.9
ND,McIntosh,339,13.6
ND,McKenzie,"1,240",9.2
ND,McLean,867,9.2
ND,Mercer,585,7.2
ND,Morton,"2,468",8.1
ND,Mountrail,"1,055",10.4
ND,Nelson,301,10.8
ND,Oliver,198,10.2
ND,Pembina,697,10.3
ND,Pierce,447,11.6
ND,Ramsey,"1,361",12.3
ND,Ransom,440,8.7
ND,Renville,191,8.2
ND,Richland,"1,781",11.6
ND,Rolette,"3,504",24.7
ND,Sargent,296,7.8
ND,Sheridan,223,16.6
ND,Sioux,"1,408",32.9
ND,Slope,97,12.7
ND,Stark,"2,486",8.2
ND,Steele,148,7.8
ND,Stutsman,"2,203",11.4
ND,Towner,200,9.3
ND,Traill,630,8.2
ND,Walsh,"1,147",10.9
ND,Ward,"7,057",10.8
ND,Wells,442,11.4
ND,Williams,"2,265",6.5
OH,Adams,"5,382",19.7
OH,Allen,"13,901",14.4
OH,Ashland,"5,308",10.4
OH,Ashtabula,"16,353",17.4
OH,Athens,"17,237",30.7
OH,Auglaize,"3,132",6.9
OH,Belmont,"8,272",13.0
OH,Brown,"5,064",11.8
OH,Butler,"45,821",12.4
OH,Carroll,"3,431",12.9
OH,Champaign,"3,809",10.0
OH,Clark,"19,467",14.9
OH,Clermont,"16,745",8.2
OH,Clinton,"4,802",11.8
OH,Columbiana,"14,938",15.1
OH,Coshocton,"5,559",15.4
OH,Crawford,"5,688",14.0
OH,Cuyahoga,"217,166",17.9
OH,Darke,"4,800",9.5
OH,Defiance,"3,372",9.1
OH,Delaware,"8,271",4.1
OH,Erie,"7,769",10.6
OH,Fairfield,"14,172",9.3
OH,Fayette,"4,227",15.1
OH,Franklin,"198,207",15.5
OH,Fulton,"3,303",7.9
OH,Gallia,"6,407",22.1
OH,Geauga,"5,341",5.7
OH,Greene,"18,567",11.6
OH,Guernsey,"7,232",18.8
OH,Hamilton,"122,843",15.4
OH,Hancock,"7,370",9.9
OH,Hardin,"4,327",14.7
OH,Harrison,"2,285",15.3
OH,Henry,"2,865",10.8
OH,Highland,"6,550",15.4
OH,Hocking,"3,944",14.1
OH,Holmes,"4,054",9.4
OH,Huron,"6,376",11.1
OH,Jackson,"5,350",16.8
OH,Jefferson,"12,052",19.0
OH,Knox,"8,039",13.8
OH,Lake,"16,970",7.5
OH,Lawrence,"11,093",18.8
OH,Licking,"15,591",9.1
OH,Logan,"5,095",11.4
OH,Lorain,"42,562",14.2
OH,Lucas,"78,398",18.7
OH,Madison,"4,215",10.7
OH,Mahoning,"36,520",16.5
OH,Marion,"9,772",16.5
OH,Medina,"11,474",6.5
OH,Meigs,"4,064",17.8
OH,Mercer,"3,066",7.6
OH,Miami,"8,329",7.9
OH,Monroe,"1,917",14.1
OH,Montgomery,"87,187",16.9
OH,Morgan,"2,443",17.0
OH,Morrow,"4,106",11.9
OH,Muskingum,"13,996",16.6
OH,Noble,"2,109",18.1
OH,Ottawa,"3,807",9.5
OH,Paulding,"1,922",10.3
OH,Perry,"5,846",16.4
OH,Pickaway,"6,413",12.1
OH,Pike,"5,648",20.5
OH,Portage,"17,564",11.3
OH,Preble,"3,936",9.7
OH,Putnam,"1,835",5.5
OH,Richland,"16,416",14.4
OH,Ross,"13,099",18.4
OH,Sandusky,"5,769",10.0
OH,Scioto,"16,288",22.6
OH,Seneca,"6,372",12.1
OH,Shelby,"4,293",9.0
OH,Stark,"52,330",14.4
OH,Summit,"63,889",12.0
OH,Trumbull,"34,413",17.6
OH,Tuscarawas,"11,107",12.3
OH,Union,"2,724",5.0
OH,Van Wert,"2,344",8.4
OH,Vinton,"2,474",19.0
OH,Warren,"11,709",5.2
OH,Washington,"9,251",15.9
OH,Wayne,"10,496",9.4
OH,Williams,"3,482",9.7
OH,Wood,"14,733",11.9
OH,Wyandot,"1,723",8.0
OK,Adair,"5,372",24.6
OK,Alfalfa,714,15.2
OK,Atoka,"2,707",20.8
OK,Beaver,588,11.2
OK,Beckham,"3,202",16.3
OK,Blaine,"1,493",16.0
OK,Bryan,"7,604",16.6
OK,Caddo,"5,239",19.5
OK,Canadian,"10,336",7.3
OK,Carter,"8,335",17.7
OK,Cherokee,"9,862",21.0
OK,Choctaw,"3,312",23.0
OK,Cimarron,352,16.4
OK,Cleveland,"32,077",11.9
OK,Coal,"1,229",22.6
OK,Comanche,"18,303",16.7
OK,Cotton,926,16.2
OK,Craig,"2,631",19.5
OK,Creek,"9,874",14.0
OK,Custer,"5,001",18.2
OK,Delaware,"8,756",20.7
OK,Dewey,580,12.1
OK,Ellis,494,12.7
OK,Garfield,"9,001",15.2
OK,Garvin,"4,139",15.1
OK,Grady,"5,507",10.1
OK,Grant,538,12.7
OK,Greer,"1,218",26.0
OK,Harmon,612,23.9
OK,Harper,413,11.0
OK,Haskell,"2,929",23.3
OK,Hughes,"2,902",24.6
OK,Jackson,"3,704",15.3
OK,Jefferson,"1,473",24.7
OK,Johnston,"2,068",19.5
OK,Kay,"8,751",20.4
OK,Kingfisher,"1,554",9.9
OK,Kiowa,"1,448",16.9
OK,Latimer,"1,721",17.9
OK,Le Flore,"10,903",22.6
OK,Lincoln,"5,069",14.7
OK,Logan,"4,745",10.4
OK,Love,"1,466",14.6
OK,McClain,"3,592",9.1
OK,McCurtain,"6,796",21.1
OK,McIntosh,"4,649",23.9
OK,Major,816,10.8
OK,Marshall,"2,961",18.0
OK,Mayes,"6,271",15.5
OK,Murray,"2,029",14.9
OK,Muskogee,"10,094",15.6
OK,Noble,"1,431",12.9
OK,Nowata,"1,650",16.5
OK,Okfuskee,"2,890",26.1
OK,Oklahoma,"131,185",16.9
OK,Okmulgee,"7,916",21.5
OK,Osage,"6,864",15.1
OK,Ottawa,"6,210",20.6
OK,Pawnee,"2,368",14.7
OK,Payne,"16,909",22.8
OK,Pittsburg,"8,160",19.7
OK,Pontotoc,"5,600",15.3
OK,Pottawatomie,"12,181",17.6
OK,Pushmataha,"2,169",19.7
OK,Roger Mills,505,13.9
OK,Rogers,"8,855",9.8
OK,Seminole,"4,458",18.6
OK,Sequoyah,"7,636",18.8
OK,Stephens,"6,408",15.0
OK,Texas,"2,530",12.7
OK,Tillman,"1,491",21.1
OK,Tulsa,"89,706",14.1
OK,Wagoner,"7,912",10.0
OK,Washington,"6,607",13.0
OK,Washita,"1,929",17.8
OK,Woods,"1,194",15.2
OK,Woodward,"2,816",14.8
OR,Baker,"2,405",15.4
OR,Benton,"13,739",15.8
OR,Clackamas,"30,022",7.3
OR,Clatsop,"4,317",11.0
OR,Columbia,"5,302",10.2
OR,Coos,"10,005",15.9
OR,Crook,"3,049",12.9
OR,Curry,"3,381",14.9
OR,Deschutes,"17,918",9.4
OR,Douglas,"16,387",15.0
OR,Gilliam,212,11.4
OR,Grant,"1,164",16.4
OR,Harney,"1,089",15.1
OR,Hood River,"2,512",10.9
OR,Jackson,"32,137",14.8
OR,Jefferson,"3,704",16.0
OR,Josephine,"14,655",17.0
OR,Klamath,"12,310",18.5
OR,Lake,"1,360",18.3
OR,Lane,"67,217",18.1
OR,Lincoln,"6,639",13.6
OR,Linn,"15,989",12.7
OR,Malheur,"5,774",21.0
OR,Marion,"48,997",14.5
OR,Morrow,"1,744",15.4
OR,Multnomah,"95,543",12.0
OR,Polk,"10,622",12.7
OR,Sherman,237,13.9
OR,Tillamook,"3,470",13.2
OR,Umatilla,"11,557",15.8
OR,Union,"3,598",13.9
OR,Wallowa,"1,013",14.5
OR,Wasco,"3,467",13.4
OR,Washington,"51,789",8.8
OR,Wheeler,258,19.2
OR,Yamhill,"12,433",12.2
PA,Adams,"7,919",8.0
PA,Allegheny,"138,397",11.7
PA,Armstrong,"5,917",9.2
PA,Beaver,"18,061",11.2
PA,Bedford,"5,007",10.5
PA,Berks,"46,762",11.4
PA,Blair,"17,156",14.4
PA,Bradford,"7,495",12.5
PA,Bucks,"35,350",5.7
PA,Butler,"15,883",8.7
PA,Cambria,"18,520",14.7
PA,Cameron,614,13.9
PA,Carbon,"7,522",11.9
PA,Centre,"25,901",18.1
PA,Chester,"34,311",6.7
PA,Clarion,"5,646",15.3
PA,Clearfield,"11,323",15.4
PA,Clinton,"4,506",12.3
PA,Columbia,"7,553",12.3
PA,Crawford,"10,880",13.4
PA,Cumberland,"17,469",7.3
PA,Dauphin,"35,730",13.2
PA,Delaware,"47,800",8.8
PA,Elk,"2,742",9.2
PA,Erie,"39,839",15.3
PA,Fayette,"18,475",14.6
PA,Forest,"1,113",24.0
PA,Franklin,"16,759",11.0
PA,Fulton,"1,645",11.5
PA,Greene,"5,334",15.9
PA,Huntingdon,"5,498",13.7
PA,Indiana,"12,356",15.5
PA,Jefferson,"6,166",14.4
PA,Juniata,"2,277",9.4
PA,Lackawanna,"28,929",14.2
PA,Lancaster,"42,131",7.9
PA,Lawrence,"13,319",15.8
PA,Lebanon,"13,802",10.0
PA,Lehigh,"42,991",12.0
PA,Luzerne,"43,839",14.3
PA,Lycoming,"14,054",13.0
PA,Mc Kean,"6,374",16.8
PA,Mercer,"15,985",15.3
PA,Mifflin,"6,867",15.1
PA,Monroe,"20,202",12.3
PA,Montgomery,"47,317",5.9
PA,Montour,"1,771",10.1
PA,Northampton,"29,917",10.2
PA,Northumberland,"11,552",13.3
PA,Perry,"4,438",9.8
PA,Philadelphia,"372,322",24.3
PA,Pike,"5,690",10.3
PA,Potter,"2,413",14.8
PA,Schuylkill,"17,574",13.0
PA,Snyder,"4,052",10.7
PA,Somerset,"8,289",12.0
PA,Sullivan,847,14.3
PA,Susquehanna,"5,128",12.8
PA,Tioga,"5,894",15.0
PA,Union,"4,575",12.6
PA,Venango,"7,537",15.0
PA,Warren,"4,316",11.2
PA,Washington,"18,274",9.0
PA,Wayne,"6,163",13.0
PA,Westmoreland,"31,749",9.2
PA,Wyoming,"3,116",11.8
PA,York,"38,582",8.8
RI,Bristol,"3,557",7.7
RI,Kent,"12,620",7.8
RI,Newport,"6,423",8.1
RI,Providence,"98,431",16.1
RI,Washington,"9,507",8.0
SC,Abbeville,"4,545",19.1
SC,Aiken,"25,095",15.0
SC,Allendale,"2,901",37.3
SC,Anderson,"28,843",14.6
SC,Bamberg,"3,605",26.7
SC,Barnwell,"4,661",22.4
SC,Beaufort,"19,881",10.9
SC,Berkeley,"27,687",12.8
SC,Calhoun,"2,647",18.4
SC,Charleston,"55,971",14.2
SC,Cherokee,"9,394",16.8
SC,Chester,"5,830",18.2
SC,Chesterfield,"9,453",20.9
SC,Clarendon,"8,520",26.4
SC,Colleton,"7,440",20.0
SC,Darlington,"15,356",23.5
SC,Dillon,"9,648",32.1
SC,Dorchester,"17,466",11.0
SC,Edgefield,"4,489",18.5
SC,Fairfield,"5,219",23.7
SC,Florence,"24,375",18.0
SC,Georgetown,"12,064",19.6
SC,Greenville,"55,837",11.1
SC,Greenwood,"12,455",18.3
SC,Hampton,"4,637",25.8
SC,Horry,"48,595",14.3
SC,Jasper,"5,263",19.0
SC,Kershaw,"9,431",14.5
SC,Lancaster,"12,446",13.3
SC,Laurens,"12,768",19.7
SC,Lee,"4,376",28.1
SC,Lexington,"36,432",12.5
SC,McCormick,"1,564",18.6
SC,Marion,"7,841",25.5
SC,Marlboro,"7,104",30.0
SC,Newberry,"6,362",17.1
SC,Oconee,"11,159",14.4
SC,Orangeburg,"21,733",25.9
SC,Pickens,"19,471",16.6
SC,Richland,"64,210",16.7
SC,Saluda,"3,017",14.9
SC,Spartanburg,"41,706",13.6
SC,Sumter,"19,418",18.7
SC,Union,"5,485",20.4
SC,Williamsburg,"7,726",26.0
SC,York,"26,453",9.8
SD,Aurora,276,10.2
SD,Beadle,"2,387",12.9
SD,Bennett,"1,115",32.5
SD,Bon Homme,866,15.7
SD,Brookings,"3,744",11.8
SD,Brown,"4,195",11.0
SD,Brule,807,15.8
SD,Buffalo,925,45.7
SD,Butte,"1,442",14.3
SD,Campbell,149,10.9
SD,Charles Mix,"1,857",20.9
SD,Clark,440,12.6
SD,Clay,"2,314",19.5
SD,Codington,"3,115",11.3
SD,Corson,"1,394",33.6
SD,Custer,853,10.1
SD,Davison,"2,290",12.0
SD,Day,820,15.3
SD,Deuel,390,9.1
SD,Dewey,"1,514",25.8
SD,Douglas,340,12.1
SD,Edmunds,421,11.5
SD,Fall River,850,13.0
SD,Faulk,332,15.6
SD,Grant,707,9.9
SD,Gregory,686,16.5
SD,Haakon,208,11.0
SD,Hamlin,549,9.3
SD,Hand,314,9.8
SD,Hanson,280,8.8
SD,Harding,131,10.7
SD,Hughes,"1,590",9.4
SD,Hutchinson,784,11.5
SD,Hyde,128,10.3
SD,Jackson,"1,070",32.7
SD,Jerauld,280,14.5
SD,Jones,122,13.2
SD,Kingsbury,432,9.0
SD,Lake,"1,258",10.2
SD,Lawrence,"3,155",12.7
SD,Lincoln,"2,585",4.4
SD,Lyman,794,21.1
SD,McCook,514,9.6
SD,McPherson,379,17.1
SD,Marshall,587,12.0
SD,Meade,"2,309",8.4
SD,Mellette,699,35.2
SD,Miner,247,11.5
SD,Minnehaha,"18,035",9.6
SD,Moody,644,9.9
SD,Oglala Lakota,"7,688",54.0
SD,Pennington,"14,567",13.3
SD,Perkins,394,13.7
SD,Potter,217,10.2
SD,Roberts,"2,173",21.3
SD,Sanborn,299,12.9
SD,Spink,781,12.6
SD,Stanley,235,7.8
SD,Sully,123,8.8
SD,Todd,"4,955",48.4
SD,Tripp,"1,061",19.9
SD,Turner,775,9.4
SD,Union,915,5.9
SD,Walworth,812,15.0
SD,Yankton,"2,296",11.0
SD,Ziebach,"1,201",43.9
TN,Anderson,"12,433",16.5
TN,Bedford,"6,955",14.4
TN,Benton,"3,068",19.2
TN,Bledsoe,"3,235",26.7
TN,Blount,"12,816",9.9
TN,Bradley,"15,216",14.7
TN,Campbell,"8,392",21.6
TN,Cannon,"2,022",14.2
TN,Carroll,"4,963",18.6
TN,Carter,"10,530",19.1
TN,Cheatham,"4,122",10.3
TN,Chester,"2,555",15.9
TN,Claiborne,"7,129",23.4
TN,Clay,"1,601",21.0
TN,Cocke,"7,981",22.5
TN,Coffee,"8,745",15.9
TN,Crockett,"2,736",19.4
TN,Cumberland,"8,494",14.4
TN,Davidson,"102,623",15.4
TN,Decatur,"2,083",18.2
TN,DeKalb,"3,435",17.4
TN,Dickson,"7,259",13.8
TN,Dyer,"6,735",18.4
TN,Fayette,"5,227",13.1
TN,Fentress,"3,701",20.6
TN,Franklin,"6,335",16.0
TN,Gibson,"7,904",16.5
TN,Giles,"4,160",14.5
TN,Grainger,"4,211",18.4
TN,Greene,"10,146",15.1
TN,Grundy,"2,787",21.2
TN,Hamblen,"10,883",17.1
TN,Hamilton,"46,021",13.0
TN,Hancock,"1,912",29.9
TN,Hardeman,"5,025",23.5
TN,Hardin,"5,149",20.3
TN,Hawkins,"10,252",18.4
TN,Haywood,"3,513",20.5
TN,Henderson,"4,957",18.0
TN,Henry,"5,982",18.8
TN,Hickman,"3,827",16.3
TN,Houston,"1,349",16.7
TN,Humphreys,"2,477",13.6
TN,Jackson,"2,286",19.8
TN,Jefferson,"7,241",13.8
TN,Johnson,"3,308",20.7
TN,Knox,"59,817",13.2
TN,Lake,"1,795",36.5
TN,Lauderdale,"5,907",24.9
TN,Lawrence,"7,643",17.7
TN,Lewis,"2,074",17.5
TN,Lincoln,"4,853",14.4
TN,Loudon,"4,754",9.1
TN,McMinn,"8,307",15.9
TN,McNairy,"4,408",17.4
TN,Macon,"4,309",18.1
TN,Madison,"16,631",17.8
TN,Marion,"4,337",15.3
TN,Marshall,"4,702",14.1
TN,Maury,"10,032",10.8
TN,Meigs,"2,153",17.8
TN,Monroe,"7,151",15.7
TN,Montgomery,"24,251",12.0
TN,Moore,575,9.1
TN,Morgan,"3,919",20.4
TN,Obion,"5,267",17.7
